root_id,n_old_exchange_operator,m,current_real_rotation_period,collision,R_derived_from_current_AB,theta_derived_from_current_AB,R_drift_from_initial,theta_drift_from_initial,pair_norm_drift,closure_drift_abs,pair_return_residual,L_A,N_eff_A,L_B,N_eff_B
R124_23,124,23,248,31,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,6.661338147750939e-15,2.0712251731196223e-16,0.7653668647301815,0.0029905404773851174,23.67542636512154,0.0029905404773851005,23.675426365121456
R124_23,124,23,248,32,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,5.773159728050814e-15,2.724710929893308e-16,0.2023366439748628,0.00029236712289715255,4.198242871811377,0.0050657366069169,31.526704695654885
R124_23,124,23,248,33,0.6971779275566593,0.9880815604032414,0.0,0.0,1.3322676295501878e-15,1.3257411359764732e-16,1.1216509253152085,0.00469964400214176,30.284587639927654,0.000771665215067216,10.39159051339705
R124_23,124,23,248,34,0.6971779275566593,0.9880815604032414,0.0,0.0,7.105427357601002e-15,1.468981179428522e-16,1.7727200653768171,0.003883065948454861,27.31917025055595,0.0019574667999842565,18.635544032520862
R124_23,124,23,248,35,0.6971779275566593,0.9880815604032414,0.0,0.0,3.1086244689504383e-15,1.211058476238854e-16,1.9998395312106605,0.0001841713863783206,1.0541300472304505,0.005206742298950006,31.99269352157329
R124_23,124,23,248,36,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,5.773159728050814e-15,1.278529700267782e-16,1.7486932322891664,0.0040984136620578265,28.130419064263968,0.001662273430192205,16.93876990947468
R124_23,124,23,248,37,0.6971779275566593,0.9880815604032414,0.0,0.0,7.105427357601002e-15,1.2483648018108543e-16,1.0793433260227616,0.004552195535942775,29.770199395881722,0.0009927626050987648,12.318159174145539
R124_23,124,23,248,38,0.6971779275566593,0.9880815604032414,0.0,0.0,6.217248937900877e-15,1.4508752798380774e-16,0.15186622845049427,0.0002352887177167382,2.8626412909426464,0.005128577195701584,31.73519384411028
R124_23,124,23,248,39,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,7.549516567451064e-15,2.0165452151757024e-16,0.8119299921098134,0.0032654648973611355,24.852361480773627,0.0027032912452944107,22.382833563003526
R124_23,124,23,248,40,0.6971779275566593,0.9880815604032414,0.0,0.0,5.773159728050814e-15,1.7904252276159472e-16,1.5815514738753966,0.004984556621451372,31.255382117496055,0.00038163159841419716,5.7867301327206135
R124_23,124,23,248,41,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,5.773159728050814e-15,4.278254344618707e-17,1.9729416459043287,0.0005864026183540849,8.48392131336662,0.004827831878171339,30.72503079289307
R124_23,124,23,248,42,0.6971779275566593,0.9880815604032414,0.0,0.0,1.7763568394002505e-15,2.328901583117068e-16,1.8924987381436758,0.0022574845405493437,20.222218893065737,0.0036490684366000366,26.410569998488644
R124_23,124,23,248,43,0.6971779275566593,0.9880815604032414,0.0,0.0,6.217248937900877e-15,2.836403688746178e-16,1.3594608385494285,0.0051889146730881045,31.93414051452729,0.00019354812036251497,1.4820833009168646
R124_23,124,23,248,44,0.6971779275566593,0.9880815604032414,0.0,0.0,4.884981308350689e-15,3.5130927279307683e-16,0.5013050645174434,0.0013789602658619599,15.144576687250849,0.0042945375320101176,28.850143279858138
R124_23,124,23,248,45,0.6971779275566591,0.9880815604032411,2.220446049250313e-16,2.220446049250313e-16,5.773159728050814e-15,3.0471072354042366e-16,0.47673885369579644,0.0012441131365635313,14.217016721136936,0.004385302303652297,29.17743855197348
R124_23,124,23,248,46,0.6971779275566593,0.9880815604032414,0.0,0.0,7.993605777301127e-15,3.523916668530269e-16,1.340769687912556,0.005173296538466566,31.882758965126893,0.0002029373608384437,1.8492748026427244
R124_23,124,23,248,47,0.6971779275566593,0.9880815604032414,0.0,0.0,3.1086244689504383e-15,2.698028822374482e-16,1.8841526750682707,0.0024073279295952097,20.972036150695637,0.0035253712417412,25.91792288921907
R124_23,124,23,248,48,0.6971779275566593,0.9880815604032414,0.0,0.0,4.884981308350689e-15,3.8009733512251285e-16,1.9769366486562268,0.0005083032862608153,7.554808151736074,0.004884780092630435,30.918757366482428
R124_23,124,23,248,49,0.6971779275566593,0.9880815604032414,0.0,0.0,6.217248937900877e-15,3.340172862209398e-16,1.5969321292744298,0.004937010019340961,31.095408835130407,0.0004400885716390429,6.652857374688659
R124_23,124,23,248,50,0.6971779275566593,0.9880815604032414,0.0,0.0,6.661338147750939e-15,4.212471521756491e-16,0.8350179845701292,0.00339743146094363,25.39874948669831,0.0025561341247868326,21.69227743215156
R124_23,124,23,248,51,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,7.549516567451064e-15,3.781798953052619e-16,0.12659244013176066,0.00021652789219967465,2.311712271735643,0.0051531903328482665,31.81649422486591
R124_23,124,23,248,52,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,5.773159728050814e-15,2.0757790420426752e-16,1.0579280206539239,0.004471187044492237,29.483912861906784,0.0011150742959985687,13.273519503068494
R124_23,124,23,248,53,0.6971779275566593,0.9880815604032414,0.0,0.0,6.217248937900877e-15,3.8170130433994502e-16,1.7362579244916967,0.004198900623070097,28.501365654526715,0.0015186656659048152,16.052770929123973
R124_23,124,23,248,54,0.6971779275566593,0.9880815604032414,0.0,0.0,3.552713678800501e-15,3.831990158706979e-16,1.9993581505928617,0.00018751268311643744,1.2156668536566706,0.005200059661450535,31.97075722714741
R124_23,124,23,248,55,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,3.552713678800501e-15,4.413256446423591e-16,1.7843077351101873,0.0037683469432906146,26.87740801188114,0.0021072827191480933,19.443176243459092
R124_23,124,23,248,56,0.6971779275566593,0.9880815604032414,0.0,0.0,4.440892098500626e-15,3.7913369245169034e-16,1.1425364301895866,0.0047661308570465894,30.513796762855957,0.0006742910564226292,9.432035634677069
R124_23,124,23,248,57,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,4.440892098500626e-15,5.00596082763616e-16,0.22752517225403193,0.00033258007726702217,4.965452013484394,0.00502745439894643,31.399038692623474
R124_23,124,23,248,58,0.6971779275566593,0.9880815604032414,0.0,0.0,3.1086244689504383e-15,4.1411818815855784e-16,0.7418992017395335,0.002848253751527003,23.043797029198853,0.003129731604662638,24.27811458707131
R124_23,124,23,248,59,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,7.993605777301127e-15,4.884873309342575e-16,1.5338968454611337,0.0050994345863516425,31.638671083599014,0.0002602373894164406,3.494314486656824
R124_23,124,23,248,60,0.6971779275566593,0.9880815604032414,0.0,0.0,7.105427357601002e-15,4.795758940448152e-16,1.959059882504991,0.0008780370147095267,11.3556936874003,0.004628340981711653,30.03690083767286
R124_23,124,23,248,61,0.6971779275566591,0.9880815604032412,2.220446049250313e-16,1.1102230246251565e-16,7.549516567451064e-15,4.3124083340176803e-16,1.9157096922197843,0.0018088430800210261,17.800291017585277,0.003993115721761603,27.736595482564525
R124_23,124,23,248,62,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-15,6.213664943013023e-16,1.414213562373098,0.005208969116210949,31.99999999999997,0.00018310546875000033,1.0
R124_23,124,23,248,63,0.6971779275566591,0.9880815604032412,2.220446049250313e-16,1.1102230246251565e-16,7.993605777301127e-15,4.987976199443394e-16,0.5745053308152916,0.0018088430800210487,17.800291017585412,0.003993115721761585,27.73659548256446
R124_23,124,23,248,64,0.6971779275566591,0.9880815604032412,2.220446049250313e-16,1.1102230246251565e-16,6.661338147750939e-15,6.496865419577267e-16,0.4025970401773182,0.000878037014709509,11.355693687400146,0.004628340981711663,30.036900837672896
R124_23,124,23,248,65,0.6971779275566593,0.9880815604032414,0.0,0.0,7.993605777301127e-15,4.996873103268628e-16,1.2834174953943784,0.005099434586351636,31.638671083599014,0.0002602373894164458,3.4943144866569487
R124_23,124,23,248,66,0.6971779275566591,0.9880815604032412,2.220446049250313e-16,1.1102230246251565e-16,3.1086244689504383e-15,5.087033352068642e-16,1.8573059991445247,0.0028482537515270284,23.04379702919897,0.0031297316046626136,24.278114587071205
R124_23,124,23,248,67,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,5.773159728050814e-15,5.335158979995569e-16,1.9870159274627828,0.0003325800772670133,4.965452013484237,0.0050274543989464356,31.399038692623492
R124_23,124,23,248,68,0.6971779275566593,0.9880815604032414,0.0,0.0,3.1086244689504383e-15,5.793672741925468e-16,1.6415268824145561,0.00476613085704658,30.51379676285591,0.0006742910564226467,9.432035634677252
R124_23,124,23,248,69,0.6971779275566593,0.9880815604032414,0.0,0.0,3.552713678800501e-15,5.522634974153346e-16,0.9034632844924975,0.003768346943290638,26.877408011881222,0.0021072827191480634,19.443176243458943
R124_23,124,23,248,70,0.6971779275566593,0.9880815604032414,0.0,0.0,3.9968028886505635e-15,5.665620304363684e-16,0.0506654286263731,0.00018751268311643663,1.2156668536566264,0.005200059661450533,31.970757227147413
R124_23,124,23,248,71,0.6971779275566591,0.9880815604032411,2.220446049250313e-16,2.220446049250313e-16,5.773159728050814e-15,5.569295626456022e-16,0.9926773995814462,0.004198900623070079,28.501365654526637,0.0015186656659048425,16.052770929124147
R124_23,124,23,248,72,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,6.661338147750939e-15,6.603437404280798e-16,1.6972885149895014,0.004471187044492253,29.48391286190685,0.0011150742959985418,13.273519503068293
R124_23,124,23,248,73,0.6971779275566593,0.9880815604032414,0.0,0.0,7.105427357601002e-15,5.86562762005651e-16,1.995989567633432,0.00021652789219967798,2.3117122717357534,0.005153190332848265,31.81649422486589
R124_23,124,23,248,74,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,6.661338147750939e-15,6.759794396476009e-16,1.8173455822832523,0.003397431460943601,25.3987494866982,0.0025561341247868647,21.692277432151712
R124_23,124,23,248,75,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,5.773159728050814e-15,5.555112248744596e-16,1.2040796379355694,0.004937010019340974,31.09540883513045,0.0004400885716390294,6.6528573746884705
R124_23,124,23,248,76,0.6971779275566593,0.9880815604032414,0.0,0.0,4.440892098500626e-15,5.900423692266163e-16,0.3028555550091565,0.0005083032862608302,7.554808151736259,0.004884780092630426,30.9187573664824
R124_23,124,23,248,77,0.6971779275566593,0.9880815604032414,0.0,0.0,3.1086244689504383e-15,5.699447999373744e-16,0.6707970609901917,0.002407327929595179,20.97203615069547,0.0035253712417412262,25.917922889219184
R124_23,124,23,248,78,0.6971779275566591,0.9880815604032412,2.220446049250313e-16,1.1102230246251565e-16,7.993605777301127e-15,5.306944120996289e-16,1.4840271709018207,0.005173296538466571,31.882758965126904,0.0002029373608384414,1.8492748026426395
R124_23,124,23,248,79,0.6971779275566593,0.9880815604032414,0.0,0.0,5.773159728050814e-15,6.21675803625143e-16,1.9423491100666797,0.0012441131365635598,14.217016721137131,0.004385302303652279,29.177438551973403
R124_23,124,23,248,80,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,5.773159728050814e-15,5.904911646441418e-16,1.9361542377324106,0.0013789602658619315,15.144576687250662,0.0042945375320101375,28.850143279858205
R124_23,124,23,248,81,0.6971779275566591,0.9880815604032412,2.220446049250313e-16,1.1102230246251565e-16,7.993605777301127e-15,5.09424116741017e-16,1.4669240704448552,0.0051889146730881,31.93414051452728,0.0001935481203625164,1.4820833009169319
R124_23,124,23,248,82,0.6971779275566593,0.9880815604032414,0.0,0.0,2.6645352591003757e-15,4.837794970345365e-16,0.6468759742984799,0.0022574845405493745,20.222218893065893,0.003649068436600013,26.41056999848854
R124_23,124,23,248,83,0.6971779275566593,0.9880815604032414,0.0,0.0,7.549516567451064e-15,5.38188562007201e-16,0.32787385052230705,0.0005864026183540678,8.483921313366427,0.004827831878171348,30.725030792893108
R124_23,124,23,248,84,0.6971779275566593,0.9880815604032414,0.0,0.0,7.993605777301127e-15,6.106146081468329e-16,1.2242119650953238,0.004984556621451359,31.25538211749603,0.0003816315984142085,5.786730132720787
R124_23,124,23,248,85,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,9.325873406851315e-15,6.034449496194249e-16,1.8277772533633718,0.0032654648973611624,24.852361480773748,0.0027032912452943795,22.38283356300338
R124_23,124,23,248,86,0.6971779275566591,0.9880815604032412,2.220446049250313e-16,1.1102230246251565e-16,5.329070518200751e-15,5.549440382024832e-16,1.9942258268952966,0.0002352887177167337,2.8626412909425234,0.005128577195701589,31.735193844110302
R124_23,124,23,248,87,0.6971779275566593,0.9880815604032414,0.0,0.0,7.549516567451064e-15,5.916603340697852e-16,1.683751164682637,0.004552195535942759,29.77019939588166,0.0009927626050987913,12.318159174145745
R124_23,124,23,248,88,0.6971779275566593,0.9880815604032414,0.0,0.0,7.105427357601002e-15,5.728616229668963e-16,0.9706039250621662,0.00409841366205785,28.13041906426405,0.0016622734301921728,16.938769909474484
R124_23,124,23,248,89,0.6971779275566593,0.9880815604032414,0.0,0.0,4.884981308350689e-15,4.563692998058038e-16,0.025334747031284202,0.00018417138637832106,1.0541300472304718,0.005206742298950004,31.992693521573297
R124_23,124,23,248,90,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,8.43769498715119e-15,5.415126774826341e-16,0.9259932882102384,0.003883065948454838,27.319170250555846,0.0019574667999842895,18.63554403252104
R124_23,124,23,248,91,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,3.1086244689504383e-15,5.29633743385312e-16,1.6558681112152416,0.004699644002141776,30.284587639927707,0.0007716652150671938,10.391590513396839
R124_23,124,23,248,92,0.6971779275566593,0.9880815604032414,0.0,0.0,6.661338147750939e-15,4.914423118188821e-16,1.989738646783791,0.00029236712289716036,4.198242871811545,0.005065736606916892,31.526704695654853
R124_23,124,23,248,93,0.6971779275566593,0.9880815604032414,0.0,0.0,7.549516567451064e-15,3.9398460719059564e-16,1.8477590650225766,0.002990540477385088,23.675426365121396,0.002990540477385131,23.675426365121595
R124_23,124,23,248,94,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,6.661338147750939e-15,5.145589556480025e-16,1.2638840768926114,0.005065736606916904,31.526704695654907,0.00029236712289714903,4.198242871811306
R124_23,124,23,248,95,0.6971779275566593,0.9880815604032414,0.0,0.0,2.6645352591003757e-15,5.112961582205991e-16,0.37774859477631273,0.0007716652150672259,10.391590513397151,0.004699644002141756,30.28458763992764
R124_23,124,23,248,96,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,8.881784197001252e-15,4.964423904989099e-16,0.5987262459467123,0.0019574667999842418,18.635544032520766,0.00388306594845487,27.319170250555988
R124_23,124,23,248,97,0.6971779275566593,0.9880815604032414,0.0,0.0,4.884981308350689e-15,4.767337721305599e-16,1.4320144652294453,0.005206742298950006,31.992693521573287,0.0001841713863783204,1.05413004723044
R124_23,124,23,248,98,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,7.549516567451064e-15,4.1722013254641143e-16,1.9228334600244248,0.0016622734301922173,16.93876990947475,0.004098413662057815,28.130419064263933
R124_23,124,23,248,99,0.6971779275566593,0.9880815604032414,0.0,0.0,8.43769498715119e-15,5.859657122846206e-16,1.9538028514369756,0.000992762605098754,12.318159174145446,0.004552195535942782,29.77019939588176
R124_23,124,23,248,100,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,4.884981308350689e-15,5.776337291860306e-16,1.5175162453855853,0.005128577195701582,31.735193844110277,0.0002352887177167401,2.8626412909427046
R124_23,124,23,248,101,0.6971779275566591,0.9880815604032412,2.220446049250313e-16,1.1102230246251565e-16,9.325873406851315e-15,4.87665854425425e-16,0.7183124870821783,0.002703291245294423,22.382833563003572,0.003265464897361123,24.85236148077358
R124_23,124,23,248,102,0.6971779275566593,0.9880815604032414,0.0,0.0,6.661338147750939e-15,3.509015405321963e-16,0.2526771898442546,0.00038163159841419234,5.7867301327205345,0.004984556621451378,31.25538211749607
R124_23,124,23,248,103,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,6.661338147750939e-15,5.103288295455936e-16,1.1632385936262253,0.004827831878171334,30.72503079289305,0.000586402618354093,8.48392131336671
R124_23,124,23,248,104,0.6971779275566593,0.9880815604032414,0.0,0.0,3.1086244689504383e-15,5.282652135261356e-16,1.795609079141482,0.0036490684366000488,26.410569998488686,0.002257484540549329,20.222218893065662
R124_23,124,23,248,105,0.6971779275566593,0.9880815604032414,0.0,0.0,7.549516567451064e-15,4.922424798626179e-16,1.9985559353931786,0.00019354812036251426,1.4820833009168388,0.0051889146730881045,31.93414051452729
R124_23,124,23,248,106,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,5.773159728050814e-15,4.3743702787349123e-16,1.7235440014871026,0.004294537532010111,28.850143279858102,0.0013789602658619722,15.144576687250934
R124_23,124,23,248,107,0.6971779275566593,0.9880815604032414,0.0,0.0,6.217248937900877e-15,4.0649353098813667e-16,1.0363429508564075,0.004385302303652304,29.177438551973506,0.0012441131365635203,14.217016721136847
R124_23,124,23,248,108,0.6971779275566593,0.9880815604032414,0.0,0.0,8.43769498715119e-15,5.421438699071273e-16,0.10129833767742966,0.00020293736083844456,1.8492748026427601,0.005173296538466564,31.882758965126893
R124_23,124,23,248,109,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,3.9968028886505635e-15,4.827112203793201e-16,0.8579719827053721,0.0035253712417411902,25.91792288921903,0.0024073279295952193,20.97203615069569
R124_23,124,23,248,110,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,4.884981308350689e-15,5.198901258351802e-16,1.6120565269080085,0.004884780092630438,30.918757366482442,0.0005083032862608102,7.554808151736005
R124_23,124,23,248,111,0.6971779275566593,0.9880815604032414,0.0,0.0,5.773159728050814e-15,3.9655387951081907e-16,1.980614414777503,0.0004400885716390471,6.652857374688711,0.004937010019340958,31.095408835130396
R124_23,124,23,248,112,0.6971779275566593,0.9880815604032414,0.0,0.0,6.217248937900877e-15,3.3233787840881054e-16,1.875504264294163,0.002556134124786823,21.692277432151513,0.0033974314609436385,25.39874948669835
R124_23,124,23,248,113,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,7.105427357601002e-15,3.9585182108126096e-16,1.3218633855870858,0.005153190332848269,31.816494224865913,0.0002165278921996736,2.311712271735608
R124_23,124,23,248,114,0.6971779275566593,0.9880815604032414,0.0,0.0,6.661338147750939e-15,3.6418943618980203e-16,0.4520961411674739,0.0011150742959985774,13.273519503068563,0.004471187044492228,29.483912861906767
R124_23,124,23,248,115,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,5.329070518200751e-15,3.04517581149468e-16,0.5257908315222859,0.0015186656659048055,16.0527709291239,0.004198900623070106,28.501365654526744
R124_23,124,23,248,116,0.6971779275566593,0.9880815604032414,0.0,0.0,3.552713678800501e-15,2.861047736951061e-16,1.3779338381513715,0.005200059661450534,31.97075722714741,0.00018751268311643785,1.2156668536566857
R124_23,124,23,248,117,0.6971779275566593,0.9880815604032415,0.0,1.1102230246251565e-16,3.1086244689504383e-15,1.1750337870192198e-16,1.9005411142377342,0.0021072827191481033,19.44317624345915,0.003768346943290609,26.8774080118811
R124_23,124,23,248,118,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,3.552713678800501e-15,2.300535261677714e-16,1.9686300475950702,0.000674291056422623,9.432035634677003,0.004766130857046595,30.51379676285598
R124_23,124,23,248,119,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-15,2.5410909352556805e-16,1.5659170288260744,0.005027454398946429,31.399038692623463,0.0003325800772670248,4.965452013484446
R124_23,124,23,248,120,0.6971779275566593,0.9880815604032414,0.0,0.0,3.1086244689504383e-15,3.003696198695851e-16,0.7887117102266405,0.0031297316046626457,24.278114587071347,0.0028482537515269954,23.04379702919881
R124_23,124,23,248,121,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,7.549516567451064e-15,2.8234807209078427e-16,0.1771156469793973,0.00026023738941643917,3.4943144866567835,0.005099434586351644,31.63867108359904
R124_23,124,23,248,122,0.6971779275566594,0.9880815604032416,1.1102230246251565e-16,2.220446049250313e-16,6.661338147750939e-15,2.942649838332447e-16,1.10058543047478,0.0046283409817116485,30.03690083767284,0.0008780370147095332,11.35569368740036
R124_23,124,23,248,123,0.6971779275566593,0.9880815604032414,0.0,0.0,7.105427357601002e-15,2.847468336283006e-16,1.7608479294007136,0.003993115721761608,27.736595482564542,0.0018088430800210198,17.800291017585245
