case_id,initial_deviation_deg,scattering_protocol,scattering_kind,scattering_matrix_used,q_out_factor_applied,full_two_channel_scattering_used,display_only_abs_reflection,tau_mode,tau_kind,readout_mode,step_count,max_abs_A_chi_tau,rank_chi_tau,expected_rank,max_epsilon_c_abs,c1_calibrated,area_sweep_detected,area_expected,rank_matches_expectation,decay_rate_V_AB,max_Q_closed_abs,max_scattering_unitarity_error,tau_is_step_used,external_c_used,absolute_background_axis_used,f_A_or_f_B_used
near_pi_05deg,5.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_off,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-1.2727114570066945e-18,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_weak,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-2.0000100000577814e-05,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_normal,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-0.00010000250008333303,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_strong,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-0.00040004000533409455,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_off,720,0.023907518966475416,2,2,2.220446049250313e-15,True,True,True,True,-1.2727114570066945e-18,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_weak,720,0.023884582314991288,2,2,0.00015291033469400084,False,True,True,True,-2.0000100000577814e-05,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_normal,720,0.023793126354674003,2,2,0.0007648005411389214,False,True,True,True,-0.00010000250008333303,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_strong,720,0.02345426923331256,2,2,0.003062925647902448,False,True,True,True,-0.00040004000533409455,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_off,720,0.0,1,1,0.0,False,False,False,True,-1.2727114570066945e-18,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_weak,720,0.0,1,1,0.0,False,False,False,True,-2.0000100000577814e-05,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_normal,720,0.0,1,1,0.0,False,False,False,True,-0.00010000250008333303,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_strong,720,0.0,1,1,0.0,False,False,False,True,-0.00040004000533409455,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_locked_0deg,locked,readout_off,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-1.2727114570066945e-18,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_locked_0deg,locked,readout_weak,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-2.0000100000577814e-05,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_locked_0deg,locked,readout_normal,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-0.00010000250008333303,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_locked_0deg,locked,readout_strong,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-0.00040004000533409455,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_independent_c1,independent,readout_off,720,1.0191500421363742e-17,2,2,8.548717289613705e-15,True,False,True,True,-1.2727114570066945e-18,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_independent_c1,independent,readout_weak,720,1.145915421218439e-05,2,2,0.00015291033469355675,False,True,True,True,-2.0000100000577814e-05,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_independent_c1,independent,readout_normal,720,5.6967930580912355e-05,2,2,0.0007648005411386993,False,True,True,True,-0.00010000250008333303,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,False,False,True,tau_independent_c1,independent,readout_strong,720,0.00022302501863942422,2,2,0.003062925647902004,False,True,True,True,-0.00040004000533409455,0.0,0.0,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_disabled_control,disabled,readout_off,720,0.0,1,1,0.0,False,False,False,True,-1.2727114570066945e-18,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_disabled_control,disabled,readout_weak,720,0.0,1,1,0.0,False,False,False,True,-2.0000100000577814e-05,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_disabled_control,disabled,readout_normal,720,0.0,1,1,0.0,False,False,False,True,-0.00010000250008333303,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_disabled_control,disabled,readout_strong,720,0.0,1,1,0.0,False,False,False,True,-0.00040004000533409455,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_locked_0deg,locked,readout_off,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-1.2727114570066945e-18,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_locked_0deg,locked,readout_weak,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-2.0000100000577814e-05,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_locked_0deg,locked,readout_normal,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-0.00010000250008333303,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_locked_0deg,locked,readout_strong,720,5.551115123125783e-17,1,1,0.0,True,False,False,True,-0.00040004000533409455,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_independent_c1,independent,readout_off,720,0.023907518966475416,2,2,2.220446049250313e-15,True,True,True,True,-1.2727114570066945e-18,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_independent_c1,independent,readout_weak,720,0.02388458231499129,2,2,0.00015291033469400084,False,True,True,True,-2.0000100000577814e-05,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_independent_c1,independent,readout_normal,720,0.023793126354673996,2,2,0.0007648005411389214,False,True,True,True,-0.00010000250008333303,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_independent_c1,independent,readout_strong,720,0.023454269233312564,2,2,0.003062925647902448,False,True,True,True,-0.00040004000533409455,0.0,2.6020852139652106e-18,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_disabled_control,disabled,readout_off,720,0.0,1,1,0.0,False,False,False,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_disabled_control,disabled,readout_weak,720,0.0,1,1,0.0,False,False,False,True,-2.0000100000579084e-05,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_disabled_control,disabled,readout_normal,720,0.0,1,1,0.0,False,False,False,True,-0.00010000250008332793,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_disabled_control,disabled,readout_strong,720,0.0,1,1,0.0,False,False,False,True,-0.0004000400053340933,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_off,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_weak,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-2.0000100000579084e-05,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_normal,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-0.00010000250008332793,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_strong,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-0.0004000400053340933,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_off,720,0.09563007586590166,2,2,2.220446049250313e-15,True,True,True,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_weak,720,0.09553832925996515,2,2,0.00015291033469400084,False,True,True,True,-2.0000100000579084e-05,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_normal,720,0.09517250541869601,2,2,0.0007648005411389214,False,True,True,True,-0.00010000250008332793,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_strong,720,0.09381707693325024,2,2,0.003062925647902448,False,True,True,True,-0.0004000400053340933,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_off,720,0.0,1,1,0.0,False,False,False,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_weak,720,0.0,1,1,0.0,False,False,False,True,-2.0000100000579084e-05,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_normal,720,0.0,1,1,0.0,False,False,False,True,-0.00010000250008332793,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_strong,720,0.0,1,1,0.0,False,False,False,True,-0.0004000400053340933,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_locked_0deg,locked,readout_off,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_locked_0deg,locked,readout_weak,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-2.0000100000579084e-05,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_locked_0deg,locked,readout_normal,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-0.00010000250008332793,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_locked_0deg,locked,readout_strong,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-0.0004000400053340933,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_independent_c1,independent,readout_off,720,4.0766001685454967e-17,2,2,8.548717289613705e-15,True,False,True,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_independent_c1,independent,readout_weak,720,4.583661684873756e-05,2,2,0.00015291033469355675,False,True,True,True,-2.0000100000579084e-05,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_independent_c1,independent,readout_normal,720,0.00022787172232364942,2,2,0.0007648005411386993,False,True,True,True,-0.00010000250008332793,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,False,False,True,tau_independent_c1,independent,readout_strong,720,0.0008921000745576969,2,2,0.003062925647902004,False,True,True,True,-0.0004000400053340933,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_disabled_control,disabled,readout_off,720,0.0,1,1,0.0,False,False,False,True,-3.181778642516736e-18,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_disabled_control,disabled,readout_weak,720,0.0,1,1,0.0,False,False,False,True,-2.0000100000579084e-05,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_disabled_control,disabled,readout_normal,720,0.0,1,1,0.0,False,False,False,True,-0.00010000250008333112,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_disabled_control,disabled,readout_strong,720,0.0,1,1,0.0,False,False,False,True,-0.0004000400053340933,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_locked_0deg,locked,readout_off,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-3.181778642516736e-18,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_locked_0deg,locked,readout_weak,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-2.0000100000579084e-05,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_locked_0deg,locked,readout_normal,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-0.00010000250008333112,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_locked_0deg,locked,readout_strong,720,2.220446049250313e-16,1,1,0.0,True,False,False,True,-0.0004000400053340933,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_independent_c1,independent,readout_off,720,0.09563007586590166,2,2,2.220446049250313e-15,True,True,True,True,-3.181778642516736e-18,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_independent_c1,independent,readout_weak,720,0.09553832925996517,2,2,0.00015291033469400084,False,True,True,True,-2.0000100000579084e-05,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_independent_c1,independent,readout_normal,720,0.09517250541869599,2,2,0.0007648005411389214,False,True,True,True,-0.00010000250008333112,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,False,True,False,tau_independent_c1,independent,readout_strong,720,0.09381707693325025,2,2,0.003062925647902448,False,True,True,True,-0.0004000400053340933,0.0,1.0408340855860843e-17,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_disabled_control,disabled,readout_off,720,0.0,1,1,0.0,False,False,False,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_disabled_control,disabled,readout_weak,720,0.0,1,1,0.0,False,False,False,True,-2.000010000057686e-05,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_disabled_control,disabled,readout_normal,720,0.0,1,1,0.0,False,False,False,True,-0.00010000250008332826,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_disabled_control,disabled,readout_strong,720,0.0,1,1,0.0,False,False,False,True,-0.0004000400053340911,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_off,720,8.881784197001252e-16,1,1,0.0,True,False,False,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_weak,720,8.881784197001252e-16,1,1,0.0,True,False,False,True,-2.000010000057686e-05,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_normal,720,8.881784197001252e-16,1,1,0.0,True,False,False,True,-0.00010000250008332826,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_locked_0deg,locked,readout_strong,720,8.881784197001252e-16,1,1,0.0,True,False,False,True,-0.0004000400053340911,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_off,720,0.38252030346360666,2,2,2.220446049250313e-15,True,True,True,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_weak,720,0.3821533170398606,2,2,0.00015291033469400084,False,True,True,True,-2.000010000057686e-05,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_normal,720,0.38069002167478405,2,2,0.0007648005411389214,False,True,True,True,-0.00010000250008332826,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,False,False,False,tau_independent_c1,independent,readout_strong,720,0.37526830773300096,2,2,0.003062925647902448,False,True,True,True,-0.0004000400053340911,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_off,720,0.0,1,1,0.0,False,False,False,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,display_reflection,display_reflection,False,False,False,True,tau_disabled_control,disabled,readout_weak,720,0.0,1,1,0.0,False,False,False,True,-2.000010000057686e-05,0.0,0.0,False,False,False,False
