step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,6.649364555166192e-32,2.1206122694918413e-32,0.6890677244517922,0.0679257263143486
25,1.96771937370346e-28,6.275441528544935e-29,0.6890677244517935,0.06792572631434761
50,7.7985962004800825e-28,2.4871246944495314e-28,0.6890677244517907,0.06792572631434717
75,2.3841794809499985e-27,7.6036141770048525e-28,0.6890677244517895,0.067925726314347
100,4.342970379324304e-27,1.3850581053312949e-27,0.6890677244517883,0.06792572631434596
125,5.6713084031897026e-27,1.8086910537238546e-27,0.6890677244517875,0.06792572631434522
150,7.682433889380419e-27,2.4500782639033655e-27,0.6890677244517872,0.06792572631434451
200,1.2362168823112636e-26,3.942537165218196e-27,0.6890677244517844,0.06792572631434243
300,4.722832662051497e-26,1.5062036089033697e-26,0.6890677244517855,0.0679257263143414
500,2.6655202247552843e-25,8.500864776326449e-26,0.6890677244517717,0.06792572631433867
750,1.1838495299876557e-24,3.775527447317996e-25,0.6890677244517525,0.06792572631433277
1000,3.463047931289704e-24,1.1044336450510866e-24,0.6890677244517377,0.06792572631433147
1500,1.446652651463655e-23,4.613657947217624e-24,0.6890677244517074,0.06792572631432947
2000,4.9293025762851515e-23,1.5720508984869083e-23,0.6890677244516111,0.0679257263143379
3000,2.8484990852224497e-22,9.08442011210296e-23,0.6890677244513453,0.06792572631434615
4000,9.293906933369455e-22,2.9640085020058957e-22,0.6890677244511062,0.0679257263143557
5000,2.2941565185386297e-21,7.316513361531949e-22,0.6890677244511322,0.06792572631435238
7500,1.287296386455912e-20,4.105439683669952e-21,0.6890677244505071,0.0679257263144371
10000,4.9218987934498315e-20,1.569689687490784e-20,0.6890677244499238,0.06792572631460853
15000,3.460882414281514e-19,1.1037430193702265e-19,0.6890677244472394,0.06792572631505857
20000,1.726412032064369e-18,5.505865270328107e-19,0.689067724445194,0.06792572631513259
25000,8.436968199987722e-18,2.69071399738386e-18,0.6890677244297067,0.0679257263174093
30000,4.0953536068572724e-17,1.3060882787555524e-17,0.6890677244129648,0.06792572632172442
35000,1.6591534105081247e-16,5.291364385473706e-17,0.689067724363982,0.06792572632591844
40000,6.092380883650134e-16,1.942979294520815e-16,0.6890677241746873,0.06792572634062849
