step,base_Hperp,treat_Hperp,base_Hperp_frac,treat_Hperp_frac,base_PR_M,treat_PR_M,base_amp_std,treat_amp_std
0,0.0,0.0,0.0,0.0,0.8711111111111121,0.8711111111111121,0.04734269360113356,0.04734269360113356
25,0.0,0.0036153787525381453,0.0,0.004205644671319891,0.8711111111111094,0.8479481311979716,0.047342693601134286,0.05127998240928203
50,-2.220446049250313e-16,0.016271791543013836,-2.5829678532094847e-16,0.0189284105704447,0.8711111111111126,0.7740882694078234,0.047342693601133926,0.06278688780505692
75,-1.1102230246251565e-16,0.04285975886480098,-1.2914839266047113e-16,0.04985727051619691,0.8711111111111082,0.6531787071139348,0.04734269360113538,0.08055164979662431
100,2.220446049250313e-16,0.08904755239114204,2.582967853209399e-16,0.10358592829173613,0.8711111111111153,0.5192794420231234,0.047342693601134286,0.10175735510160723
125,1.1102230246251565e-16,0.1566776666997558,1.2914839266046861e-16,0.18225769391604177,0.8711111111111082,0.41579810248101545,0.04734269360113587,0.1218678864350548
150,0.0,0.23871236865677115,0.0,0.27768581660073616,0.871111111111113,0.36305505005643657,0.04734269360113522,0.13474014536416173
200,1.3877787807814457e-14,0.3809212600004594,1.6143549082557916e-14,0.4431124861229835,0.8711111111111188,0.4157778089993666,0.047342693601136354,0.12203101419429603
300,5.399514396375871e-06,0.4249377831889832,6.281067767211966e-06,0.49431538044433326,0.8711124531108849,0.8332953558646791,0.04734304319533135,0.05359273195006494
500,0.20294795315303726,0.21743930914587561,0.23608231285146,0.2529396045166217,0.9812907906475449,0.3700223806889561,0.02026267636499963,0.13343404484110005
750,0.32128042331483786,0.12992676809820558,0.37373436997841747,0.151139301665247,0.9996926629905877,0.4420344926564056,0.002567781070803105,0.11685037843218514
1000,0.37253747226866585,0.4298169128027817,0.43335991672062296,0.4999911026481,0.9999927979448557,0.7132887730499303,0.0003934060176751019,0.07182175180969007
1500,0.3709040364639556,0.4247228800672921,0.4314597975192359,0.4940653910986397,0.9999999907359234,0.5893905807761272,1.4109800787841672e-05,0.09091447653313608
2000,0.37076055041906253,0.20142723461639966,0.43129288518128384,0.23431331373742054,0.999999999932165,0.3729272532914427,1.2074165936623955e-06,0.13483776165592398
3000,0.3707776564244488,0.05323323873787644,0.43131278400382134,0.06192437975629503,0.9999999999999993,0.5556874550959071,3.260113802529119e-09,0.097453578240997
4000,0.3707776262616066,0.40209683585355244,0.4313127489164204,0.46774529885000005,1.0000000000000002,0.4748318904214748,2.6112987505774564e-11,0.11334328634773842
5000,0.3707776260765671,0.4054225401780235,0.4313127487011573,0.47161397530905264,0.9999999999999998,0.48919788702982514,9.233322152520827e-14,0.11147462509795161
7500,0.37077762607775233,0.06863344951250572,0.43131274870244896,0.07983891065736762,1.0,0.48051707489098483,3.0661055622627422e-15,0.11553975959921864
10000,0.3707776260775567,0.31172196803801844,0.4313127487021989,0.36261535057465244,0.9999999999999997,0.3759346089000922,1.5632348235668632e-14,0.15242444863599647
15000,0.3707776260768486,0.7805156875445061,0.43131274870112707,0.9079468202043774,1.0000000000000002,0.4558191166584448,1.3767828681912873e-14,0.17639387091608086
20000,0.37077762607620646,0.7124444979874437,0.4313127487000058,0.8287619670460982,0.9999999999999998,0.31682664464000454,1.448867632692311e-14,0.19945162719267429
25000,0.3707776260756267,0.3153254935448272,0.4313127486991385,0.36680720677640505,1.0,0.33918649503627135,3.283320591678079e-14,0.19239117999421362
30000,0.3707776260751702,0.523516318360389,0.4313127486982685,0.6089883703371722,1.0000000000000002,0.3294027203454387,3.672839853692593e-14,0.19048871892579491
35000,0.3707776260747079,0.582807939761012,0.431312748697455,0.677960256456167,0.9999999999999998,0.30077753087912706,3.172851041371437e-14,0.21306729360543367
40000,0.3707776260740153,0.5921311844072588,0.4313127486964797,0.6888056634935987,1.0,0.3020287734000109,2.4674703600181914e-14,0.21426015338620163
