t,H,Q2_re,Q2_im,generator_norm
0,np.float64(516.5141941810191),np.float64(-45.986052699822395),np.float64(51.47572596484038),np.float64(20.572388722764458)
1,np.float64(516.5141941810189),np.float64(-45.98605269982242),np.float64(51.47572596484041),np.float64(21.14972049879509)
2,np.float64(516.5141941810177),np.float64(-45.98605269982219),np.float64(51.47572596484033),np.float64(21.583756631262315)
3,np.float64(516.5141941810193),np.float64(-45.98605269982238),np.float64(51.475725964840564),np.float64(21.899459723890427)
4,np.float64(516.5141941810177),np.float64(-45.98605269982222),np.float64(51.475725964840514),np.float64(22.133842516845366)
5,np.float64(516.5141941810182),np.float64(-45.98605269982224),np.float64(51.47572596484049),np.float64(22.17162873154889)
6,np.float64(516.5141941810195),np.float64(-45.986052699822324),np.float64(51.47572596484041),np.float64(22.278009933784617)
7,np.float64(516.5141941810202),np.float64(-45.98605269982248),np.float64(51.47572596484033),np.float64(22.510829857335036)
8,np.float64(516.5141941810195),np.float64(-45.986052699822515),np.float64(51.47572596484022),np.float64(22.563362696728273)
9,np.float64(516.5141941810216),np.float64(-45.98605269982268),np.float64(51.47572596484038),np.float64(22.55500570179954)
10,np.float64(516.5141941810231),np.float64(-45.986052699822785),np.float64(51.47572596484042),np.float64(22.66390691267241)
11,np.float64(516.5141941810239),np.float64(-45.98605269982292),np.float64(51.475725964840365),np.float64(22.6783481295338)
12,np.float64(516.5141941810218),np.float64(-45.98605269982265),np.float64(51.475725964840166),np.float64(22.62375755034437)
13,np.float64(516.5141941810216),np.float64(-45.98605269982265),np.float64(51.47572596484006),np.float64(22.693121138183695)
14,np.float64(516.5141941810224),np.float64(-45.986052699822736),np.float64(51.475725964840166),np.float64(22.798039649637968)
15,np.float64(516.51419418102),np.float64(-45.98605269982251),np.float64(51.475725964840024),np.float64(22.76422108090226)
16,np.float64(516.5141941810186),np.float64(-45.98605269982258),np.float64(51.47572596483975),np.float64(22.68975665335066)
17,np.float64(516.5141941810176),np.float64(-45.986052699822324),np.float64(51.47572596483974),np.float64(22.78326786872833)
18,np.float64(516.5141941810183),np.float64(-45.98605269982235),np.float64(51.47572596483994),np.float64(22.815187088745525)
19,np.float64(516.5141941810175),np.float64(-45.986052699822324),np.float64(51.47572596483989),np.float64(22.745075744702024)
20,np.float64(516.5141941810168),np.float64(-45.986052699822345),np.float64(51.47572596483967),np.float64(22.734894053801582)
21,np.float64(516.5141941810182),np.float64(-45.986052699822416),np.float64(51.475725964839725),np.float64(22.831211683591633)
22,np.float64(516.5141941810174),np.float64(-45.986052699822565),np.float64(51.47572596483961),np.float64(22.815808548440984)
23,np.float64(516.514194181019),np.float64(-45.98605269982277),np.float64(51.47572596483961),np.float64(22.732468473333615)
24,np.float64(516.5141941810207),np.float64(-45.98605269982303),np.float64(51.47572596483956),np.float64(22.79258925706588)
25,np.float64(516.5141941810206),np.float64(-45.98605269982329),np.float64(51.475725964839455),np.float64(22.84939747203721)
26,np.float64(516.5141941810188),np.float64(-45.98605269982325),np.float64(51.475725964839114),np.float64(22.769531853815806)
27,np.float64(516.5141941810182),np.float64(-45.98605269982323),np.float64(51.4757259648389),np.float64(22.741489271557462)
28,np.float64(516.5141941810168),np.float64(-45.98605269982315),np.float64(51.475725964838865),np.float64(22.838165208714898)
29,np.float64(516.5141941810155),np.float64(-45.98605269982308),np.float64(51.47572596483876),np.float64(22.841884370971247)
30,np.float64(516.5141941810157),np.float64(-45.98605269982297),np.float64(51.47572596483893),np.float64(22.74110992073524)
31,np.float64(516.5141941810149),np.float64(-45.98605269982298),np.float64(51.47572596483886),np.float64(22.779915611923855)
32,np.float64(516.5141941810163),np.float64(-45.986052699823),np.float64(51.47572596483899),np.float64(22.869648623574886)
33,np.float64(516.514194181018),np.float64(-45.986052699823276),np.float64(51.47572596483906),np.float64(22.79345703096118)
34,np.float64(516.5141941810189),np.float64(-45.98605269982342),np.float64(51.47572596483917),np.float64(22.73240350477259)
35,np.float64(516.5141941810177),np.float64(-45.98605269982336),np.float64(51.475725964839015),np.float64(22.827083389909443)
36,np.float64(516.5141941810182),np.float64(-45.9860526998234),np.float64(51.47572596483897),np.float64(22.863372706044085)
37,np.float64(516.514194181018),np.float64(-45.986052699823276),np.float64(51.475725964838986),np.float64(22.75769180749563)
38,np.float64(516.5141941810184),np.float64(-45.98605269982345),np.float64(51.475725964838844),np.float64(22.758754858735415)
39,np.float64(516.5141941810184),np.float64(-45.9860526998236),np.float64(51.475725964838745),np.float64(22.87629229709274)
40,np.float64(516.5141941810201),np.float64(-45.98605269982371),np.float64(51.47572596483887),np.float64(22.816880373597172)
41,np.float64(516.5141941810214),np.float64(-45.986052699823865),np.float64(51.4757259648389),np.float64(22.731663593060304)
42,np.float64(516.5141941810203),np.float64(-45.9860526998238),np.float64(51.47572596483883),np.float64(22.8108643174963)
43,np.float64(516.5141941810211),np.float64(-45.9860526998239),np.float64(51.47572596483869),np.float64(22.879586223323876)
44,np.float64(516.5141941810202),np.float64(-45.98605269982396),np.float64(51.47572596483849),np.float64(22.775720327802397)
45,np.float64(516.5141941810208),np.float64(-45.986052699823986),np.float64(51.47572596483847),np.float64(22.74286237407633)
46,np.float64(516.5141941810214),np.float64(-45.98605269982406),np.float64(51.475725964838546),np.float64(22.875456962954765)
47,np.float64(516.5141941810214),np.float64(-45.986052699824086),np.float64(51.47572596483859),np.float64(22.841942107416617)
48,np.float64(516.514194181022),np.float64(-45.986052699824306),np.float64(51.4757259648385),np.float64(22.73387415994075)
49,np.float64(516.5141941810218),np.float64(-45.98605269982424),np.float64(51.475725964838574),np.float64(22.792349419935146)
50,np.float64(516.5141941810223),np.float64(-45.98605269982427),np.float64(51.47572596483859),np.float64(22.892382271328998)
51,np.float64(516.5141941810211),np.float64(-45.98605269982411),np.float64(51.47572596483853),np.float64(22.797748125854113)
52,np.float64(516.5141941810214),np.float64(-45.986052699824256),np.float64(51.47572596483837),np.float64(22.73069483970528)
53,np.float64(516.5141941810217),np.float64(-45.98605269982421),np.float64(51.47572596483834),np.float64(22.867717263539873)
54,np.float64(516.5141941810214),np.float64(-45.98605269982389),np.float64(51.4757259648384),np.float64(22.867522656492515)
55,np.float64(516.5141941810209),np.float64(-45.98605269982396),np.float64(51.475725964838226),np.float64(22.743063301848736)
56,np.float64(516.5141941810209),np.float64(-45.98605269982412),np.float64(51.47572596483812),np.float64(22.773589621652008)
57,np.float64(516.5141941810209),np.float64(-45.986052699824114),np.float64(51.47572596483812),np.float64(22.89984712497685)
58,np.float64(516.5141941810223),np.float64(-45.98605269982431),np.float64(51.475725964838105),np.float64(22.821470527758326)
59,np.float64(516.5141941810232),np.float64(-45.98605269982443),np.float64(51.47572596483821),np.float64(22.72547046460982)
