seed,parent_residual,parent_iterations,counts,cluster_sse,opposite_error,family1_mod,family2_mod,relative_phase_rad,relative_phase_mod_pi_rad
0,5.084965719640235e-11,130,3;3;2;2,8.589003478804264e-08,3.379383056659148e-05,0.09999998317482504,0.09999993909421304,-0.05107974501534111,-0.05107974501534107
1,4.561733228789649e-11,130,3;3;2;2,7.436586737412774e-07,0.0002494817806563787,0.09999971462117944,0.09999945201649747,-0.043987086823690416,-0.04398708682369046
2,3.125908147633612e-11,130,3;3;2;2,6.63810604764949e-19,5.771038365068428e-11,0.09999999999992042,0.10000000000005414,-2.8258368975292276,0.3157557560605655
3,7.680846523558016e-11,120,3;3;2;2,1.9108605232877633e-09,6.651835348093385e-06,0.09999999937212085,0.09999999852075023,-0.05057535564586223,-0.05057535564586213
4,3.024411537448396e-12,50,5;2;2;1,4.461399113751119e-24,0.20000000000106788,0.10000000000000057,3.128800738811581e-12,1.5707982477008868,-1.5707944058889063
5,4.400540799035422e-11,120,3;3;2;2,4.314606132055637e-06,0.0008574704096220519,0.09999862488964191,0.0999969539499886,-0.03217259897503894,-0.03217259897503899
6,6.136105129761338e-11,130,3;3;2;2,2.5202187777526343e-11,1.9534140923107798e-08,0.10000000000137912,0.09999999997809803,3.066274243837299,-0.07531840975249438
7,2.2356253482604787e-12,40,4;3;2;1,4.799453106198559e-24,1.0611878732857102e-12,0.10000000000000116,0.10000000000000107,3.031426973937276e-11,3.031419559818005e-11
