fd_eps,rank,eig_re,eig_im,modulus,log_modulus_per_step
3e-06,1,1.0900865691145083,0.0,1.0900865691145083,0.08625711429332625
3e-06,2,1.0900865691089066,0.0,1.0900865691089066,0.08625711428818744
3e-06,3,1.0526032122952778,0.0,1.0526032122952778,0.051266345704951914
3e-06,4,1.052603212289884,0.0,1.052603212289884,0.05126634569982778
3e-06,5,1.00000000000363,0.0,1.00000000000363,3.6299852013078235e-12
3e-06,6,0.9867570305658233,0.16220531009628494,0.9999999999972565,-2.743472116154988e-12
3e-06,7,0.9867570305658233,-0.16220531009628494,0.9999999999972565,-2.743472116154988e-12
3e-06,8,0.9999999999911001,0.0,0.9999999999911001,-8.899880832342247e-12
3e-06,9,0.9473788747388312,-0.32011446028058804,0.999999999991073,-8.926970274143341e-12
3e-06,10,0.9473788747388312,0.32011446028058804,0.999999999991073,-8.926970274143341e-12
3e-06,11,0.99029636302334,-0.11060944112349447,0.9964543818373758,-0.003551918764128625
3e-06,12,0.99029636302334,0.11060944112349447,0.9964543818373758,-0.003551918764128625
3e-06,13,0.9821870075401935,-0.14384497951965775,0.9926644427568518,-0.007362594747769266
3e-06,14,0.9821870075401935,0.14384497951965775,0.9926644427568518,-0.007362594747769266
3e-06,15,0.982187007534696,0.14384497952797926,0.992664442752618,-0.007362594752034389
3e-06,16,0.982187007534696,-0.14384497952797926,0.992664442752618,-0.007362594752034389
3e-06,17,0.9437568687819138,0.0,0.9437568687819138,-0.05788670026587712
3e-06,18,0.9437568687738831,0.0,0.9437568687738831,-0.057886700274386395
3e-06,19,0.9011241543284574,0.0,0.9011241543284574,-0.10411223471980462
3e-06,20,0.9011241543212705,0.0,0.9011241543212705,-0.10411223472778013
1e-06,1,1.0900865691292208,0.0,1.0900865691292208,0.08625711430682284
1e-06,2,1.0900865690546622,0.0,1.0900865690546622,0.0862571142384259
1e-06,3,1.0526032122757092,0.0,1.0526032122757092,0.05126634568636128
1e-06,4,1.0526032122157507,0.0,1.0526032122157507,0.05126634562939918
1e-06,5,0.9473788747653984,-0.3201144602814554,1.0000000000165201,1.6520118606285874e-11
1e-06,6,0.9473788747653984,0.3201144602814554,1.0000000000165201,1.6520118606285874e-11
1e-06,7,1.0000000000153182,0.0,1.0000000000153182,1.531819115984581e-11
1e-06,8,1.0000000000018365,0.0,1.0000000000018365,1.8365309273332477e-12
1e-06,9,0.986757030554259,-0.16220531008934613,0.99999999998472,-1.527999948803277e-11
1e-06,10,0.986757030554259,0.16220531008934613,0.99999999998472,-1.527999948803277e-11
1e-06,11,0.9902963630225678,-0.11060944112284281,0.9964543818365359,-0.003551918764971497
1e-06,12,0.9902963630225678,0.11060944112284281,0.9964543818365359,-0.003551918764971497
1e-06,13,0.982187007525371,-0.14384497952127528,0.9926644427424202,-0.007362594762307591
1e-06,14,0.982187007525371,0.14384497952127528,0.9926644427424202,-0.007362594762307591
1e-06,15,0.9821870074959471,0.14384497953984074,0.9926644427159971,-0.007362594788925938
1e-06,16,0.9821870074959471,-0.14384497953984074,0.9926644427159971,-0.007362594788925938
1e-06,17,0.9437568688046558,0.0,0.9437568688046558,-0.05788670024177978
1e-06,18,0.9437568687862171,0.0,0.9437568687862171,-0.05788670026131733
1e-06,19,0.9011241543194112,0.0,0.9011241543194112,-0.10411223472984342
1e-06,20,0.901124154306623,0.0,0.901124154306623,-0.10411223474403483
3e-07,1,1.090086569222096,0.0,1.090086569222096,0.08625711439202273
3e-07,2,1.0900865690946746,0.0,1.0900865690946746,0.08625711427513165
3e-07,3,1.0526032123756262,0.0,1.0526032123756262,0.05126634578128495
3e-07,4,1.0526032122923474,0.0,1.0526032122923474,0.05126634570216804
3e-07,5,1.0000000001914322,0.0,1.0000000001914322,1.914322034041138e-10
3e-07,6,0.9867570307001394,0.16220531011776204,1.0000000001332776,1.3327761116066515e-10
3e-07,7,0.9867570307001394,-0.16220531011776204,1.0000000001332776,1.3327761116066515e-10
3e-07,8,0.9473788747456072,-0.3201144603105253,1.000000000007076,7.075895425120938e-12
3e-07,9,0.9473788747456072,0.3201144603105253,1.000000000007076,7.075895425120938e-12
3e-07,10,0.9999999999382148,0.0,0.9999999999382148,-6.178524358992822e-11
3e-07,11,0.9902963630761505,-0.11060944112155884,0.9964543818896451,-0.0035519187116733386
3e-07,12,0.9902963630761505,0.11060944112155884,0.9964543818896451,-0.0035519187116733386
3e-07,13,0.9821870075943534,-0.14384497947823585,0.9926644428044374,-0.007362594699832018
3e-07,14,0.9821870075943534,0.14384497947823585,0.9926644428044374,-0.007362594699832018
3e-07,15,0.9821870074654513,0.14384497953762146,0.9926644426855016,-0.007362594819646787
3e-07,16,0.9821870074654513,-0.14384497953762146,0.9926644426855016,-0.007362594819646787
3e-07,17,0.9437568688396466,0.0,0.9437568688396466,-0.05788670020470372
3e-07,18,0.943756868736743,0.0,0.943756868736743,-0.057886700313739825
3e-07,19,0.9011241542681616,1.8258060807189294e-11,0.9011241542681616,-0.10411223478671634
3e-07,20,0.9011241542681616,-1.8258060807189294e-11,0.9011241542681616,-0.10411223478671634
1e-07,1,1.0900865699854287,0.0,1.0900865699854287,0.08625711509227238
1e-07,2,1.0900865694525304,0.0,1.0900865694525304,0.08625711460341359
1e-07,3,1.052603212934024,0.0,1.052603212934024,0.05126634631177713
1e-07,4,1.052603212096568,0.0,1.052603212096568,0.0512663455161726
1e-07,5,1.0000000003383547,0.0,1.0000000003383547,3.383546775519897e-10
1e-07,6,0.9867570305299729,0.1622053100120266,0.9999999999482136,-5.178635298498134e-11
1e-07,7,0.9867570305299729,-0.1622053100120266,0.9999999999482136,-5.178635298498134e-11
1e-07,8,0.9473788746652279,-0.320114460305913,0.9999999999294497,-7.055034334762134e-11
1e-07,9,0.9473788746652279,0.320114460305913,0.9999999999294497,-7.055034334762134e-11
1e-07,10,0.9999999997912519,0.0,0.9999999997912519,-2.0874812991469847e-10
1e-07,11,0.9902963630260357,-0.11060944125176997,0.9964543818542938,-0.0035519187471504043
1e-07,12,0.9902963630260357,0.11060944125176997,0.9964543818542938,-0.0035519187471504043
1e-07,13,0.9821870076575718,-0.14384497941460966,0.9926644428577689,-0.00736259464610646
1e-07,14,0.9821870076575718,0.14384497941460966,0.9926644428577689,-0.00736259464610646
1e-07,15,0.9821870074560279,0.1438449796357651,0.9926644426903993,-0.007362594814712845
1e-07,16,0.9821870074560279,-0.1438449796357651,0.9926644426903993,-0.007362594814712845
1e-07,17,0.9437568688978112,0.0,0.9437568688978112,-0.05788670014307282
1e-07,18,0.9437568685707388,0.0,0.9437568685707388,-0.057886700489637045
1e-07,19,0.9011241542088544,0.0,0.9011241542088544,-0.10411223485253106
1e-07,20,0.9011241539541387,0.0,0.9011241539541387,-0.10411223513519542
