N,series,denominator,onset_gt_0.05,initial,step1,final,max
6,N+2,8,176,2.987640108883981e-32,1.1965842868020868e-30,0.7207430442047104,0.8311286679137226
6,124,124,-1,2.987640108883981e-32,1.0999995191847387e-30,3.4146617543369764e-27,3.4146617543369764e-27
7,N-2,5,88,5.240531886942956e-32,1.6990759119089496e-30,0.7460317460317459,0.8758579080144848
7,N-1,6,113,5.240531886942956e-32,1.7722712903361504e-30,0.7460317460317457,0.8116695413754653
7,N,7,137,5.240531886942956e-32,1.7479740498502344e-30,0.7460317460339695,0.8373774247594856
7,N+1,8,179,5.240531886942956e-32,1.6173508279404327e-30,0.7460317214960188,0.8850406398549863
7,N+2,9,200,5.240531886942956e-32,1.8190424885838964e-30,0.7460318715300751,0.8655176200358414
7,124,124,-1,5.240531886942956e-32,1.519804108567973e-30,3.7724429324638585e-27,3.7724429324638585e-27
8,N-2,6,104,1.965918019459601e-33,9.603032821566541e-31,0.793921741220388,0.877308310624446
8,N-1,7,129,1.965918019459601e-33,9.57599867707302e-31,0.7939217412433106,0.8790109820149876
8,N,8,157,1.965918019459601e-33,8.841160896435781e-31,0.7939217390520333,0.963603975923192
8,N+1,9,188,1.965918019459601e-33,9.022447928405463e-31,0.7939220059736259,0.8786114274651327
8,N+2,10,219,1.965918019459601e-33,9.603603470700577e-31,0.79389135534054,0.9008348428807617
8,124,124,-1,1.965918019459601e-33,9.866802374294805e-31,2.03448709516118e-27,2.03448709516118e-27
9,N-2,7,126,3.416660366554991e-32,9.660017055869531e-31,0.8103214687495606,0.9731076808965896
9,N-1,8,155,3.416660366554991e-32,8.94720380753761e-31,0.8103214775663614,0.9052807081176351
9,N,9,185,3.416660366554991e-32,1.008802891352809e-30,0.8380980916644635,0.9139110233082179
9,N+1,10,218,3.416660366554991e-32,9.45911361422071e-31,0.810372526867376,0.9836907238500232
9,N+2,11,257,3.416660366554991e-32,9.408117566696994e-31,0.8112010252533973,0.9861759904360111
9,124,124,-1,3.416660366554991e-32,9.746646753133685e-31,2.683257063608883e-27,2.683257063608883e-27
10,N-2,8,136,2.745395796090415e-32,1.8870244395151675e-30,0.8368175890300542,0.9128549679140077
10,N-1,9,161,2.745395796090415e-32,1.8482396781240603e-30,0.8362300504995688,0.9940626235188409
10,N,10,191,2.745395796090415e-32,1.8833001288482582e-30,0.930228855571853,0.9555250832471489
10,N+1,11,217,2.745395796090415e-32,1.8723324686765336e-30,0.8361807381181033,0.9939064768870116
10,N+2,12,256,2.745395796090415e-32,2.004695100239283e-30,0.9040668872638864,0.9526766482446395
10,124,124,-1,2.745395796090415e-32,1.9429318447425022e-30,2.9211941042280086e-27,2.9211941042280086e-27
11,N-2,9,158,1.2415534644501103e-31,1.3537831141609208e-30,0.8511202659087903,0.9627647766851407
11,N-1,10,182,1.2415534644501103e-31,1.2539523815972142e-30,0.8476750330171371,0.9897685940876156
11,N,11,222,1.2415534644501103e-31,1.2328817145228503e-30,0.8622558392248948,0.9905439400783822
11,N+1,12,252,1.2415534644501103e-31,1.2465669511232527e-30,0.901063252098726,0.9655436261354057
11,N+2,13,284,1.2415534644501103e-31,1.2588431551808724e-30,0.8607341182596762,0.9084622262828258
11,124,124,-1,1.2415534644501103e-31,1.2384029302574996e-30,2.841630355951507e-27,2.8419477926391976e-27
12,N-2,10,182,1.8806175700670152e-32,1.096735155803082e-30,0.8639895436382203,0.9893848953460775
12,N-1,11,208,1.8806175700670152e-32,1.0217128405255098e-30,0.86409099490107,0.9871069626255375
12,N,12,240,1.8806175700670152e-32,9.99661998803099e-31,0.8649905318524567,0.9930593653513089
12,N+1,13,291,1.8806175700670152e-32,1.0464771914029554e-30,0.9281907896466075,0.982614718075046
12,N+2,14,311,1.8806175700670152e-32,1.0630933808753703e-30,0.8925937873859717,0.9849037276211647
12,124,124,-1,1.8806175700670152e-32,1.0467600608223652e-30,1.8601280905024977e-27,1.8601280905024977e-27
13,N-2,11,201,3.9175327786828425e-32,1.6921121133231125e-30,0.8753548469324279,0.985459803736701
13,N-1,12,233,3.9175327786828425e-32,1.7719832521298163e-30,0.8812059781560745,0.9894723035160721
13,N,13,263,3.9175327786828425e-32,1.806128783453492e-30,0.9368254920058691,0.9903367768850327
13,N+1,14,302,3.9175327786828425e-32,1.700373957509545e-30,0.9702340200545374,0.9819560886678592
13,N+2,15,346,3.9175327786828425e-32,1.8265177505226155e-30,0.986553183415495,0.9960546843216558
13,124,124,-1,3.9175327786828425e-32,1.7359964942452064e-30,2.4035099032310794e-27,2.4035099032310794e-27
14,N-2,12,233,4.580861686846833e-34,1.80058492674799e-30,0.9716527144256705,0.9979944320996009
14,N-1,13,266,4.580861686846833e-34,1.7572243241122317e-30,0.9115178619373476,0.995045074943408
14,N,14,303,4.580861686846833e-34,1.794334473115592e-30,0.9093390793601884,0.9936055270749058
14,N+1,15,337,4.580861686846833e-34,1.7710171063742943e-30,0.8961366528441435,0.9958078526172247
14,N+2,16,379,4.580861686846833e-34,1.8005718144509293e-30,0.9636523978859518,0.9983012297659536
14,124,124,-1,4.580861686846833e-34,1.78008396608227e-30,2.1832272585418607e-27,2.1832272585418607e-27
15,N-2,13,265,6.386058671771922e-35,1.516693802387245e-30,0.915711997487055,0.9787164085201454
15,N-1,14,307,6.386058671771922e-35,1.5161748583803784e-30,0.9255605781496756,0.995869809013548
15,N,15,342,6.386058671771922e-35,1.5569115853171184e-30,0.989913275174458,0.989913275174458
15,N+1,16,381,6.386058671771922e-35,1.4878137477163419e-30,0.9354503888746581,0.9926351145636225
15,N+2,17,432,6.386058671771922e-35,1.5238720014105591e-30,0.1756894328958213,0.20643473458503525
15,124,124,-1,6.386058671771922e-35,1.5381427966958807e-30,1.6647377771646475e-27,1.6647377771646475e-27
16,N-2,14,292,2.4319701257522426e-32,1.61070684227747e-30,0.9324732684037829,0.9884326234106664
16,N-1,15,339,2.4319701257522426e-32,1.5600061519972304e-30,0.9100944151734321,0.9834023084859818
16,N,16,372,2.4319701257522426e-32,1.643591275614715e-30,0.8741423480273577,0.9982254010715115
16,N+1,17,403,2.4319701257522426e-32,1.602588630472699e-30,0.790426972220818,0.9930695499460537
16,N+2,18,447,2.4319701257522426e-32,1.7246292984703488e-30,0.18686520640638984,0.19478971122373934
16,124,124,-1,2.4319701257522426e-32,1.6445807290547554e-30,2.5104641243126875e-27,2.5104641243126875e-27
17,N-2,15,92,8.161611474959282e-32,1.8522320604476696e-30,0.9894598334825437,0.999546171249951
17,N-1,16,101,8.161611474959282e-32,1.8882104638063497e-30,0.9640708072684988,0.9996047649555487
17,N,17,107,8.161611474959282e-32,1.881602514311833e-30,0.9734416861249159,0.9997719128285172
17,N+1,18,118,8.161611474959282e-32,1.8931321750425645e-30,0.9887297772233156,0.9994248024230934
17,N+2,19,125,8.161611474959282e-32,1.8347218400453087e-30,0.9911731605010197,0.9994199912880338
17,124,124,-1,8.161611474959282e-32,1.9128156148120108e-30,7.235543903533265e-27,7.235543903533265e-27
18,N-2,16,94,3.411467646472265e-32,1.6227791983974972e-30,0.9640196931214595,0.9995449948277609
18,N-1,17,103,3.411467646472265e-32,1.6659761533204278e-30,0.9677029933449683,0.9993923359430251
18,N,18,108,3.411467646472265e-32,1.6108739360886895e-30,0.9700525511846569,0.9995290209313903
18,N+1,19,119,3.411467646472265e-32,1.5778366017926058e-30,0.9961396313779997,0.9995208394923607
18,N+2,20,124,3.411467646472265e-32,1.5505226350740613e-30,0.9934867943715664,0.9996107598505275
18,124,124,-1,3.411467646472265e-32,1.6187620361336913e-30,7.895072844300631e-27,7.895072844300631e-27
19,N-2,17,90,4.929249537717044e-32,2.1535589819756627e-30,0.9929405179626704,0.9998239413284512
19,N-1,18,96,4.929249537717044e-32,2.146872760385594e-30,0.9898314545499394,0.9993101685613369
19,N,19,103,4.929249537717044e-32,2.098719745939717e-30,0.9927706613491544,0.9998253266457987
19,N+1,20,110,4.929249537717044e-32,2.086127866231016e-30,0.9902812317799407,0.9996457615240623
19,N+2,21,117,4.929249537717044e-32,2.001614998863223e-30,0.9958404052228715,0.9995394041964792
19,124,124,-1,4.929249537717044e-32,2.0101417216900398e-30,1.0662552069952913e-26,1.0662552069952913e-26
20,N-2,18,95,7.886423192230642e-32,2.517657782861932e-30,0.9890696155369999,0.9997102362659406
20,N-1,19,99,7.886423192230642e-32,2.5362564285585527e-30,0.9895471147491305,0.9995725269685092
20,N,20,106,7.886423192230642e-32,2.4699081326342418e-30,0.9979206579116202,0.9995451386890201
20,N+1,21,113,7.886423192230642e-32,2.4907998502778807e-30,0.9931564107252191,0.9995977358062497
20,N+2,22,119,7.886423192230642e-32,2.4884594085406186e-30,0.9688832667106305,0.9997621588550833
20,124,124,-1,7.886423192230642e-32,2.4274624871191008e-30,6.756206887363355e-27,6.756206887363355e-27
21,N-2,19,98,3.060484007299849e-32,2.4626898011080198e-30,0.9905990663060763,0.9995982329401801
21,N-1,20,102,3.060484007299849e-32,2.4312536264945237e-30,0.9921565625059013,0.9996678551032373
21,N,21,105,3.060484007299849e-32,2.563640792006668e-30,0.993616139825553,0.999526319173862
21,N+1,22,112,3.060484007299849e-32,2.4408134326732267e-30,0.9932966443586342,0.999631125880241
21,N+2,23,122,3.060484007299849e-32,2.6074628476837287e-30,0.9931232313681735,0.9997354105151925
21,124,124,-1,3.060484007299849e-32,2.55804011712463e-30,4.7358394745540843e-26,4.7358394745540843e-26
22,N-2,20,93,3.6353506784035887e-32,2.067413070648332e-30,0.9932597992382254,0.9999009219450748
22,N-1,21,98,3.6353506784035887e-32,2.13279179306645e-30,0.9887774595708483,0.9996944360946382
22,N,22,103,3.6353506784035887e-32,2.0818085419340277e-30,0.9985407012451138,0.9996292508507604
22,N+1,23,109,3.6353506784035887e-32,2.0604044203647012e-30,0.9895666491820991,0.9993042089856327
22,N+2,24,116,3.6353506784035887e-32,2.1607364313939313e-30,0.9973476023433996,0.9998148071072355
22,124,124,-1,3.6353506784035887e-32,2.2288195378855525e-30,3.637274728881688e-26,3.637274728881688e-26
23,N-2,21,93,5.75837229676195e-31,2.6980199861543547e-30,0.9813632788608939,0.9996030786208662
23,N-1,22,99,5.75837229676195e-31,3.025753701858396e-30,0.9923741758084847,0.999555610483937
23,N,23,103,5.75837229676195e-31,2.7360072527122777e-30,0.9948160226937554,0.9998779711293291
23,N+1,24,110,5.75837229676195e-31,2.629635695623604e-30,0.9976679718463465,0.9998177414747998
23,N+2,25,115,5.75837229676195e-31,2.827611631347739e-30,0.9982872100922315,0.9998839745896042
23,124,124,-1,5.75837229676195e-31,2.8434268454099544e-30,1.095903861473055e-25,1.095903861473055e-25
24,N-2,22,95,8.627474892269984e-32,2.8924632765925818e-30,0.995405436239637,0.9998787934795891
24,N-1,23,101,8.627474892269984e-32,2.788136772470263e-30,0.9969292220818352,0.9999096490411925
24,N,24,105,8.627474892269984e-32,2.8193995929152264e-30,0.9941007877884207,0.9999304559829109
24,N+1,25,109,8.627474892269984e-32,2.7600697218447417e-30,0.9951006856362548,0.9998627623248849
24,N+2,26,118,8.627474892269984e-32,2.7163185276047373e-30,0.9917772814269065,0.99936903448215
24,124,124,-1,8.627474892269984e-32,2.7147267625367012e-30,4.1517095169581224e-24,4.1517095169581224e-24
25,N-2,23,95,1.01464932029658e-31,3.0825538395177998e-30,0.9974640384754566,0.9996127677410716
25,N-1,24,101,1.01464932029658e-31,3.190709750788028e-30,0.9988660662412121,0.9998445466809726
25,N,25,106,1.01464932029658e-31,3.1486113967528754e-30,0.9841729905768278,0.9995411692758458
25,N+1,26,112,1.01464932029658e-31,3.195347957660132e-30,0.9924155009753007,0.9997959849193846
25,N+2,27,116,1.01464932029658e-31,3.0209835804476553e-30,0.9887195659923027,0.9996041296575436
25,124,124,-1,1.01464932029658e-31,3.0096668151558857e-30,5.3725681942935394e-24,5.3725681942935394e-24
26,N-2,24,96,1.279938381765489e-31,3.0830215873431396e-30,0.99387179203934,0.9976303294430943
26,N-1,25,100,1.279938381765489e-31,3.0563110970412023e-30,0.9996622939848951,0.9999685942472086
26,N,26,104,1.279938381765489e-31,2.952687877415771e-30,0.9878357560579181,0.9998381913618416
26,N+1,27,108,1.279938381765489e-31,3.059491485294624e-30,0.992788186820398,0.9997687872154037
26,N+2,28,116,1.279938381765489e-31,3.0035477352960528e-30,0.9958966255804618,0.999565487668265
26,124,124,-1,1.279938381765489e-31,2.949408474949926e-30,7.049956807412836e-23,7.049956807412836e-23
27,N-2,25,94,4.1977789409114173e-32,3.3766993729515015e-30,0.9946342970325612,0.9997620014258669
27,N-1,26,99,4.1977789409114173e-32,3.316102656371436e-30,0.9917417233834476,0.9995682642261015
27,N,27,104,4.1977789409114173e-32,3.3464742087427e-30,0.9943359553159632,0.9995609194823765
27,N+1,28,107,4.1977789409114173e-32,3.454341643678539e-30,0.998062246726123,0.9998062866525085
27,N+2,29,113,4.1977789409114173e-32,3.273071288848767e-30,0.9993098578958372,0.9997889334336909
27,124,124,-1,4.1977789409114173e-32,3.369304279538623e-30,4.270117922336126e-23,4.270117922336126e-23
28,N-2,26,94,5.414292009359171e-31,3.687118929704744e-30,0.9350982308827285,0.9979440305709089
28,N-1,27,99,5.414292009359171e-31,3.6836805870556e-30,0.997889140861071,0.9999432232360727
28,N,28,103,5.414292009359171e-31,3.704884105871687e-30,0.9921477927915164,0.9999293948847812
28,N+1,29,107,5.414292009359171e-31,3.6707360467787526e-30,0.9993632981948408,0.9998940584867234
28,N+2,30,111,5.414292009359171e-31,3.7523464361676564e-30,0.9995896531354209,0.9995896531354209
28,124,124,-1,5.414292009359171e-31,3.633383866056116e-30,2.739647025527604e-21,2.739647025527604e-21
29,N-2,27,95,3.490399168427265e-31,3.478342124736421e-30,0.9981650376666925,0.9996809217564179
29,N-1,28,101,3.490399168427265e-31,3.493598135971064e-30,0.9849176883025227,0.9995379903565234
29,N,29,106,3.490399168427265e-31,3.676923234881798e-30,0.9999360401189686,0.9999610135201371
29,N+1,30,108,3.490399168427265e-31,3.4300574570023674e-30,0.9987036623466542,0.9992971604121347
29,N+2,31,116,3.490399168427265e-31,3.481908517094783e-30,0.9941937152218964,0.9997150284702906
29,124,124,-1,3.490399168427265e-31,3.389061329309488e-30,5.53096927187703e-21,5.53096927187703e-21
30,N-2,28,96,2.503469522685234e-31,3.936219311245385e-30,0.9932591362523834,0.9998798164729107
30,N-1,29,101,2.503469522685234e-31,3.581098715601376e-30,0.9962435816506617,0.999862783952566
30,N,30,103,2.503469522685234e-31,3.69448665139208e-30,0.9991178633353754,0.9998713252453204
30,N+1,31,108,2.503469522685234e-31,3.686815106483457e-30,0.9975577105684003,0.9997315502783507
30,N+2,32,111,2.503469522685234e-31,3.7138879557454846e-30,0.9997608374340384,0.9999122797547401
30,124,124,-1,2.503469522685234e-31,3.576244038522346e-30,9.827421082894083e-19,9.827421082894083e-19
31,N-2,29,101,1.94802116130504e-31,3.4848974526360195e-30,0.9935681146788861,0.999864994292405
31,N-1,30,103,1.94802116130504e-31,3.724695587147296e-30,0.9936562701397501,0.9995552531263548
31,N,31,104,1.94802116130504e-31,3.3956496365360874e-30,0.9981438584449535,0.9995323006404874
31,N+1,32,110,1.94802116130504e-31,3.450223654532232e-30,0.9987823985391416,0.9991988251203465
31,N+2,33,113,1.94802116130504e-31,3.4582719743826916e-30,0.989579222265716,0.999712060255721
31,124,124,-1,1.94802116130504e-31,3.414114346700646e-30,2.919961658792979e-20,2.919961658792979e-20
32,N-2,30,98,3.0961508198189605e-31,4.877356375912277e-30,0.9973209008293933,0.9999592843370156
32,N-1,31,100,3.0961508198189605e-31,4.326356666178733e-30,0.9973474536770014,0.9987942970538866
32,N,32,104,3.0961508198189605e-31,4.331987298111123e-30,0.995370789125594,0.9998041932526891
32,N+1,33,108,3.0961508198189605e-31,4.5789594563203135e-30,0.9995605941153167,0.9999775791011414
32,N+2,34,111,3.0961508198189605e-31,4.3959892545408586e-30,0.9938480899409121,0.9989503757113934
32,124,124,-1,3.0961508198189605e-31,4.408851253490616e-30,8.795121099935051e-17,8.795121099935051e-17
33,N-2,31,97,2.9346557684679532e-31,4.85908376223538e-30,0.9839044906212743,0.9996049333741912
33,N-1,32,106,2.9346557684679532e-31,4.636841384600574e-30,0.9959000159842304,0.9995519605931596
33,N,33,103,2.9346557684679532e-31,4.8228071074420064e-30,0.9963605237875107,0.9999045014633187
33,N+1,34,108,2.9346557684679532e-31,4.595025394212042e-30,0.9988052919504393,0.9998460385672334
33,N+2,35,114,2.9346557684679532e-31,4.7564510414686734e-30,0.99179424652823,0.9997993316947882
33,124,124,-1,2.9346557684679532e-31,4.594513026729025e-30,3.334490153353223e-16,3.334490153353223e-16
34,N-2,32,100,4.47479755134514e-31,4.749391535169868e-30,0.9957595677811398,0.9998567175352563
34,N-1,33,103,4.47479755134514e-31,4.794830571547823e-30,0.9954616780045171,0.9998257713534352
34,N,34,104,4.47479755134514e-31,4.76261997369919e-30,0.9809466046833027,0.9975284886791499
34,N+1,35,112,4.47479755134514e-31,4.6470727028558496e-30,0.9580697332191926,0.9982290183422745
34,N+2,36,111,4.47479755134514e-31,5.092390503223826e-30,0.9633757291934059,0.9976141526983944
34,124,124,-1,4.47479755134514e-31,5.181316477903332e-30,1.0493769022159718e-14,1.0493769022159718e-14
35,N-2,33,96,4.866119768291649e-32,5.4397319869442924e-30,0.9846260848549099,0.9973492899853292
35,N-1,34,99,4.866119768291649e-32,5.7886825067513904e-30,0.999201061541423,0.9999321501482332
35,N,35,103,4.866119768291649e-32,5.069293437375639e-30,0.9650454436607487,0.9996725617469429
35,N+1,36,106,4.866119768291649e-32,5.14811311572877e-30,0.9973581563831518,0.999856491809249
35,N+2,37,110,4.866119768291649e-32,5.1661790317784244e-30,0.9983104742537057,0.9999805804824424
35,124,124,-1,4.866119768291649e-32,5.0067950714360416e-30,1.3090716466092248e-13,1.3090716466092248e-13
36,N-2,34,97,4.148466276109322e-32,5.046860612522719e-30,0.9995936399900093,0.9999794165851965
36,N-1,35,100,4.148466276109322e-32,5.011690647444881e-30,0.9993525832074013,0.9998245596072473
36,N,36,103,4.148466276109322e-32,5.1601738569205956e-30,0.990058572604049,0.9987804293553217
36,N+1,37,107,4.148466276109322e-32,5.293509914378606e-30,0.9894512632220235,0.9999205548352401
36,N+2,38,111,4.148466276109322e-32,5.160971345467185e-30,0.9984189648422926,0.9998188074252496
36,124,124,-1,4.148466276109322e-32,5.2474403416005816e-30,2.691739901219259e-13,2.691739901219259e-13
37,N-2,35,100,2.0061700607465512e-31,6.0139225854126425e-30,0.9948992058481362,0.9997762014903583
37,N-1,36,101,2.0061700607465512e-31,6.079077423794862e-30,0.9778481308309435,0.9983756527008077
37,N,37,104,2.0061700607465512e-31,5.749953336249786e-30,0.9987183657445698,0.9999323137043944
37,N+1,38,106,2.0061700607465512e-31,5.4865877347773565e-30,0.99211599091548,0.9992432504486639
37,N+2,39,112,2.0061700607465512e-31,5.744066825340938e-30,0.9512975638956807,0.9980339999927341
37,124,124,-1,2.0061700607465512e-31,6.172830001348109e-30,5.767763251186018e-12,5.767763251186018e-12
38,N-2,36,96,8.23760815887938e-31,5.892441848125933e-30,0.986446862653003,0.9997719513043737
38,N-1,37,103,8.23760815887938e-31,6.086818746183579e-30,0.9729043057801757,0.9957979219439761
38,N,38,108,8.23760815887938e-31,5.8442554867168495e-30,0.9971682297638131,0.9999203481350332
38,N+1,39,108,8.23760815887938e-31,5.770243126238027e-30,0.9971181951147788,0.9998858845891283
38,N+2,40,111,8.23760815887938e-31,5.801353202876115e-30,0.9744665531292716,0.9985108808635552
38,124,124,-1,8.23760815887938e-31,5.630724784757342e-30,3.3534675495388e-10,3.3534675495388e-10
39,N-2,37,98,9.513014161180755e-31,5.9901010515888184e-30,0.9958969520865909,0.9981942567135386
39,N-1,38,100,9.513014161180755e-31,6.017328636363699e-30,0.992131516855499,0.9994858688419072
39,N,39,105,9.513014161180755e-31,6.034975970768259e-30,0.9841092073576777,0.9965889370087182
39,N+1,40,106,9.513014161180755e-31,6.0922560886346135e-30,0.9925050861365087,0.9996144588367345
39,N+2,41,116,9.513014161180755e-31,5.9107468734741866e-30,0.9951226619182774,0.9963212820764383
39,124,124,-1,9.513014161180755e-31,5.906310461995077e-30,6.400189317442501e-09,6.400189317442501e-09
40,N-2,38,98,1.936873282809634e-32,6.341847919732939e-30,0.9795260783918988,0.9993902656077639
40,N-1,39,104,1.936873282809634e-32,6.668612954648872e-30,0.9949283990550534,0.9998593891093802
40,N,40,104,1.936873282809634e-32,6.770132776071734e-30,0.9925782225905896,0.9981900144715565
40,N+1,41,109,1.936873282809634e-32,6.380216272284114e-30,0.9929074637612824,0.9998046011025813
40,N+2,42,109,1.936873282809634e-32,6.479693621423507e-30,0.9666698130809046,0.9981446597898761
40,124,124,-1,1.936873282809634e-32,6.294101354566225e-30,4.5910506726879377e-07,4.5910506726879377e-07
