step,within_A_plus,within_A_minus,within_B_plus,within_B_minus,complement_error_A,complement_error_B,A_B_center_distance,Aplus_a2n,Aplus_b2n,Aplus_abn,Bplus_a2n,Bplus_b2n,Bplus_abn
0,0.49490827397281073,0.4949082741099804,0.3711812056562374,6.020517417937299e-12,0.24745413687378676,0.3711812053155416,0.20702028667108788,0.6539729228244412,0.34602707717555875,0.07681305607908928,0.5302458546369802,0.46975414536301996,-0.033824298773826894
1,0.48140770058683996,0.4814077007295761,0.36105577562465796,5.683009618451251e-12,0.24070385017614832,0.3610557752697251,0.20502096844304477,0.651598990586463,0.34840100941353697,0.081398111774544,0.5312470657567948,0.4687529342432052,-0.03290160773916151
2,0.47143668369671576,0.47143668350876466,0.3535775125189575,5.349498621853854e-12,0.23571834198178693,0.35357751295804285,0.20299566282336912,0.6490885620430686,0.35091143795693136,0.08590987844951725,0.5322201427246818,0.46777985727531823,-0.03194929284038431
3,0.48525001990382705,0.4852500197205881,0.3639375146801696,5.020872606564808e-12,0.24262501008208337,0.36393751510873495,0.20095098763735092,0.6464438975273905,0.3535561024726095,0.09034429381124805,0.5331642094041282,0.4668357905958717,-0.030968211520311373
4,0.4986264479583108,0.49862644777993903,0.3739698357271416,4.6974091283402686e-12,0.24931322410591672,0.373969836144758,0.19889382188362736,0.6436673782355964,0.3563326217644036,0.09469736521235046,0.5340784157788295,0.46592158422117047,-0.029959247122394034
5,0.5115539240266166,0.5115539238532605,0.38366544278470516,4.409361764601272e-12,0.25577696213651424,0.3836654431909523,0.19683129761937598,0.6407615040829159,0.3592384959170842,0.09896517324570185,0.5349619387180242,0.4650380612819758,-0.02892330809537677
6,0.5240208085014187,0.5240208083332208,0.3930156061473592,4.3499093216325946e-12,0.26201040437021483,0.39301560654182655,0.194770789169276,0.6377288914527718,0.36227110854722816,0.10314387527338949,0.535813982717624,0.464186017282376,-0.027861327175351253
7,0.5360158764816527,0.5360158763187514,0.40201190713929924,4.275912957041328e-12,0.2680079383564885,0.40201190752158533,0.19271989922839117,0.6345722708410485,0.36542772915895155,0.10722970888653449,0.5366337806164652,0.46336621938353484,-0.026774260545940315
8,0.5475283278791654,0.5475283277216915,0.41064624569440333,4.187095115071315e-12,0.2737641640512618,0.4106462460641169,0.19068644140479069,0.6312944843976137,0.36870551560238635,0.1112189952928806,0.5374205942870451,0.46257940571295486,-0.02566308697737299
9,0.5585477971428685,0.5585477969909469,0.4189108476493483,4.084510507595951e-12,0.27927389867899266,0.41891084800610856,0.18867841873368765,0.6278984833673129,0.3721015166326871,0.11510814262909401,0.5381737153001155,0.4618262846998845,-0.024528806945221887
10,0.5690643625916464,0.5690643624453966,0.42679827174329044,3.9681591346152345e-12,0.28453218139912595,0.4267982720867275,0.18670399769517018,0.6243873254327347,0.3756126745672654,0.11889364919479672,0.5388924655625345,0.46110753443746544,-0.023372441729596766
11,0.5790685553476149,0.5790685552071496,0.43430141631780905,3.838152018431629e-12,0.28953427777272317,0.4343014166475647,0.18477147728686433,0.6207641719611406,0.3792358280388594,0.12257210660541945,0.5395761979278086,0.4604238020721913,-0.022195032495608086
12,0.588551367861684,0.5885513677271099,0.4414135257110793,3.6951552928599085e-12,0.29427568402524196,0.4414135260268066,0.1828892527460388,0.6170322851580445,0.3829677148419554,0.12614020286103214,0.5402242967787668,0.45977570322123323,-0.020997639355924136
13,0.597504262023752,0.5975042618951688,0.44812819634051676,3.5403902032271617e-12,0.2987521311016346,0.44812819664188086,0.18106577358769618,0.6131950251299937,0.3868049748700064,0.1295947253283957,0.5408361785818492,0.4591638214181508,-0.01978134041627111
14,0.6059191768502263,0.6059191767277273,0.4544393824684194,3.373579193777232e-12,0.3029595885101089,0.45443938275509743,0.17930949573071525,0.6092558468592061,0.39074415314079397,0.13293256363354325,0.5414112924125076,0.4585887075874924,-0.018547230804729392
15,0.6137885357419515,0.6137885356256234,0.4603414016454128,3.195332887173663e-12,0.3068942679510905,0.4603414019170948,0.17762882762668245,0.6052182970927832,0.39478170290721676,0.13615071246229055,0.5419491204512451,0.45805087954875484,-0.017296421685706387
16,0.6211052533060077,0.6211052531959302,0.46582893982679874,3.0063729283824614e-12,0.310552626728123,0.46582894008318765,0.17603207048760594,0.6010860111492976,0.39891398885070234,0.1392462742661537,0.54244917844985,0.45755082155015014,-0.016030039259468803
17,0.6278627417352386,0.6278627416314848,0.4708970561572013,2.8068103397060895e-12,0.31393137093763196,0.4708970563980138,0.17452735292869823,0.5968627096456353,0.4031372903543649,0.14221646187123563,0.5429110161674009,0.4570889838325991,-0.01474922374813692
18,0.6340549167397632,0.6340549166423995,0.4755411874192015,2.598032899925329e-12,0.3170274584346812,0.4755411876441678,0.1731225605969864,0.592552195147035,0.4074478048529649,0.14505860098773485,0.5433342177756535,0.45666578222434656,-0.013455128369054825
19,0.6396762030251343,0.63967620293422,0.47975715214195536,2.379985097888948e-12,0.3198381015720513,0.4797571523508196,0.17182526163788753,0.5881583487433465,0.41184165125665356,0.1477701326178156,0.5437184022334437,0.4562815977665563,-0.012148918296459366
20,0.6447215393122063,0.6447215392277944,0.4835411543660951,2.1533885785629536e-12,0.3223607697101737,0.48354115455861535,0.17064262914789738,0.5836851265545836,0.4163148734454165,0.15034861535967117,0.5440632236297676,0.45593677637023244,-0.010831769612383496
21,0.6491863828941978,0.6491863828163336,0.48688978706152575,1.918798453459658e-12,0.324593191495662,0.4868897872374749,0.16958136205557686,0.5791365561689227,0.4208634438310774,0.15279172760570767,0.5443683714952327,0.4556316285047674,-0.009504868247739023
22,0.6530667137268411,0.6530667136555636,0.4898000351950377,1.6765477894864489e-12,0.32653335690638674,0.4898000353542035,0.1686476061446975,0.5745167330163549,0.4254832669836452,0.1550972696328663,0.544633571081597,0.45536642891840295,-0.008169408914530829
23,0.6563590380479398,0.6563590379832809,0.4922692784449747,1.4283019211802639e-12,0.3281795190612549,0.49226927858715974,0.16784687715967925,0.569829816681251,0.430170183318749,0.15726316558320522,0.5448585836091464,0.4551414163908536,-0.006826594030165278
24,0.6590603915230733,0.6590603914650577,0.49429529356051227,1.1748380046583407e-12,0.32953019579306064,0.4942952936855341,0.167183988090646,0.5650800271571687,0.4349199728428313,0.15928746533295404,0.5450432064816864,0.45495679351831364,-0.0054776326348206505
25,0.6611683419146163,0.661168341863262,0.49587625636342214,9.156564395595979e-13,0.33058417098299636,0.49587625647111433,0.16666298280165828,0.5602716410472638,0.43972835895273626,0.16116834624836182,0.5451872734689552,0.45481272653104476,-0.004123739302855034
26,0.6626809912716706,0.6626809912269885,0.49701074339052176,6.512568262451168e-13,0.3313404956556181,0.4970107434807333,0.166287078123703,0.5554089877137337,0.4445910122862664,0.16290411482675532,0.5452906548562939,0.45470934514370615,-0.002766133049230568
27,0.6635969776389372,0.663596977600932,0.49769773317532773,3.831379657981415e-13,0.3317984888332811,0.49769773324792344,0.16605861637396302,0.5504964453797582,0.4495035546202419,0.16449320822133018,0.5453532575614378,0.4546467424385622,-0.001406036231940272
