group,edges,count,mean_r2,mean_a2,mean_b2,mean_ab,mean_z2_re,mean_z2_im,mean_z2_phase_over_pi
A_plus,"1-2,1-3,4-5",3,0.08596491227014146,0.05712840647614656,0.028836505793994886,-0.004323599910607419,0.028291900682151674,-0.008647199821214839,-0.09441869767274809
A_minus,"1-4,1-5,2-3",3,0.08596491227142984,0.057360595437185635,0.028604316834244203,0.003474267877607226,0.02875627860294144,0.006948535755214452,0.07546833468079941
B_plus,"2-4,3-5",2,0.08596491230260485,0.0428663616603226,0.04309855064228225,-0.0038989338954747285,-0.00023218898195964677,-0.007797867790949457,-0.5094751821309281
B_minus,"2-5,3-4",2,0.08596491228847289,0.0003124161713948515,0.08565249611707805,0.005172931944971817,-0.08534007994568321,0.010345863889943635,0.9615983690853864
