step,H_total,H_parallel,H_perp,A_perp,f,ztz_re,ztz_im,abs_ztz,sigma_est,sigma_exact
22,0.8596491228071353,0.8596491228071353,3.6932060884211094e-22,1.9217716015232168e-11,4.296178511019885e-22,-6.8833827526759706e-15,-1.1504613159081396e-14,1.3406605911264262e-14,0.3438596491228539,0.3438596491228539
23,0.8596491228071321,0.8596491228071321,4.0311101030079627e-22,2.0077624617986967e-11,4.689250527988229e-22,-6.8833827526759706e-15,-1.177185046950487e-14,1.3636620607621929e-14,0.343859649122853,0.343859649122853
24,0.8596491228071318,0.8596491228071318,4.383229028670115e-22,2.0936162563063257e-11,5.098858257840068e-22,-7.105427357601002e-15,-1.1310820753049569e-14,1.335746098784352e-14,0.34385964912285283,0.34385964912285283
25,0.8596491228071336,0.8596491228071336,4.749615287598176e-22,2.179361210905199e-11,5.525062681491009e-22,-7.105427357601002e-15,-1.1575127587252678e-14,1.3581998254871142e-14,0.3438596491228535,0.3438596491228535
26,0.8596491228071299,0.8596491228071299,5.130233371574632e-22,2.265001848028966e-11,5.967822493463589e-22,-7.271960811294775e-15,-1.1534502476501004e-14,1.363547437463819e-14,0.3438596491228519,0.3438596491228519
27,0.8596491228071328,0.8596491228071328,5.52480296751798e-22,2.350489942015915e-11,6.426811615275155e-22,-7.382983113757291e-15,-1.1787155909612616e-14,1.3908468071485836e-14,0.343859649122853,0.343859649122853
28,0.8596491228071337,0.8596491228071337,5.933447699831347e-22,2.4358669298283408e-11,6.90217385490492e-22,-7.549516567451064e-15,-1.148475029464389e-14,1.3743896453791444e-14,0.3438596491228534,0.3438596491228534
29,0.8596491228071316,0.8596491228071316,6.356017516734908e-22,2.521114340273941e-11,7.3937346623233005e-22,-7.549516567451064e-15,-1.1549454273237636e-14,1.3798010523688739e-14,0.3438596491228528,0.3438596491228528
30,0.8596491228071308,0.8596491228071308,6.792563807568926e-22,2.6062547472511058e-11,7.901553816966893e-22,-7.271960811294775e-15,-1.2100898297637427e-14,1.4117831053344254e-14,0.3438596491228522,0.3438596491228522
31,0.8596491228071306,0.8596491228071306,7.242883771925662e-22,2.691260628762228e-11,8.425395408157316e-22,-6.994405055138486e-15,-1.3232362974069416e-14,1.4967201874527852e-14,0.3438596491228525,0.3438596491228525
32,0.859649122807129,0.859649122807129,7.70693184780935e-22,2.7761361363970155e-11,8.965206435205632e-22,-7.105427357601002e-15,-1.284145292273324e-14,1.467617154100206e-14,0.3438596491228514,0.3438596491228514
33,0.8596491228071288,0.8596491228071288,8.1846281635174825e-22,2.8608789145151674e-11,9.52089398613135e-22,-7.049916206369744e-15,-1.327217826241783e-14,1.502837430816225e-14,0.34385964912285166,0.34385964912285166
34,0.8596491228071315,0.8596491228071315,8.675943906704278e-22,2.945495528209859e-11,1.009242454453221e-21,-6.827871601444713e-15,-1.3437401742235682e-14,1.507261079534842e-14,0.34385964912285244,0.34385964912285244
35,0.8596491228071332,0.8596491228071332,9.180876221212257e-22,3.0299960761050926e-11,1.0679794787939352e-21,-6.994405055138486e-15,-1.3241559416523369e-14,1.497533297982604e-14,0.3438596491228533,0.3438596491228533
36,0.8596491228071317,0.8596491228071317,9.69932645135802e-22,3.1143741668845793e-11,1.1282889953619054e-21,-6.716849298982197e-15,-1.3376469742544862e-14,1.4968166463480284e-14,0.3438596491228528,0.3438596491228528
37,0.8596491228071313,0.8596491228071313,1.0231207058731804e-21,3.198625807863715e-11,1.1901608211176237e-21,-7.105427357601002e-15,-1.2501366608373282e-14,1.4379543282423656e-14,0.3438596491228528,0.3438596491228528
38,0.8596491228071319,0.8596491228071319,1.0776248714354433e-21,3.28271971303589e-11,1.253563625955349e-21,-6.6058269965196814e-15,-1.3413608461581412e-14,1.4951984559534453e-14,0.34385964912285283,0.34385964912285283
39,0.8596491228071302,0.8596491228071302,1.1334685764600576e-21,3.366702506103053e-11,1.3185246705758125e-21,-6.772360450213455e-15,-1.3353761549285312e-14,1.497290264386923e-14,0.34385964912285233,0.34385964912285233
40,0.8596491228071284,0.8596491228071284,1.1906360743851974e-21,3.450559482729138e-11,1.3850256375499492e-21,-6.716849298982197e-15,-1.311641871016343e-14,1.4736231006792846e-14,0.3438596491228514,0.3438596491228514
41,0.8596491228071281,0.8596491228071281,1.2491014199369465e-21,3.534262893358312e-11,1.4530363456407508e-21,-6.328271240363392e-15,-1.3641098654895338e-14,1.5037506089913904e-14,0.34385964912285105,0.34385964912285105
42,0.8596491228071279,0.8596491228071279,1.3088880300242014e-21,3.617855760010619e-11,1.5225840349259164e-21,-6.494804694057166e-15,-1.3222446101365562e-14,1.4731448296670097e-14,0.34385964912285133,0.34385964912285133
43,0.8596491228071261,0.8596491228071261,1.3699750477045143e-21,3.7013173975012115e-11,1.5936444432479072e-21,-6.161737786669619e-15,-1.3696672852740008e-14,1.501885014861848e-14,0.3438596491228506,0.3438596491228506
44,0.8596491228071264,0.8596491228071264,1.4323637763141898e-21,3.784658209553658e-11,1.6662190867326221e-21,-6.2727600891321345e-15,-1.3401727360388984e-14,1.4797088070901235e-14,0.34385964912285033,0.34385964912285033
45,0.8596491228071297,0.8596491228071297,1.4960373489562387e-21,3.867864202575161e-11,1.740288344703969e-21,-5.440092820663267e-15,-1.4283436279338224e-14,1.528434368376174e-14,0.343859649122852,0.343859649122852
46,0.8596491228071299,0.8596491228071299,1.5609831910650058e-21,3.9509279809495464e-11,1.815837589605994e-21,-5.162537064506978e-15,-1.474166183106434e-14,1.5619487266996554e-14,0.34385964912285216,0.34385964912285216
47,0.8596491228071284,0.8596491228071284,1.6272474025933194e-21,4.0339154708463085e-11,1.8929204479144337e-21,-5.218048215738236e-15,-1.4871286894142534e-14,1.576017769790888e-14,0.3438596491228517,0.3438596491228517
48,0.85964912280713,0.85964912280713,1.694752457146413e-21,4.1167371268352964e-11,1.9714467358639367e-21,-5.10702591327572e-15,-1.491845341614717e-14,1.5768385015867125e-14,0.34385964912285205,0.34385964912285205
49,0.8596491228071307,0.8596491228071307,1.7634906917983052e-21,4.199393636941297e-11,2.0514075394385748e-21,-4.6629367034256575e-15,-1.551917802772674e-14,1.6204563102917358e-14,0.3438596491228522,0.3438596491228522
50,0.8596491228071306,0.8596491228071306,1.8335052416373977e-21,4.281944933832519e-11,2.132853036190162e-21,-5.440092820663267e-15,-1.479187726975137e-14,1.576052800704403e-14,0.3438596491228521,0.3438596491228521
51,0.8596491228071315,0.8596491228071315,1.904773018470639e-21,4.364370537054157e-11,2.2157563684247353e-21,-4.440892098500626e-15,-1.575072225301112e-14,1.6364802905077256e-14,0.34385964912285244,0.34385964912285244
52,0.8596491228071321,0.8596491228071321,1.9772786950018598e-21,4.446660201771505e-11,2.3000997064304282e-21,-4.6629367034256575e-15,-1.5706461853381794e-14,1.6384014241079372e-14,0.34385964912285294,0.34385964912285294
53,0.8596491228071326,0.8596491228071326,2.05101606953172e-21,4.5288144911573935e-11,2.385875835985559e-21,-4.829470157119431e-15,-1.5734103113244977e-14,1.6458608166449933e-14,0.343859649122853,0.343859649122853
54,0.8596491228071319,0.8596491228071319,2.1259641693244604e-21,4.6108178985126496e-11,2.4730603602342472e-21,-4.218847493575595e-15,-1.6388590364214974e-14,1.6922900705850903e-14,0.343859649122853,0.343859649122853
55,0.8596491228071323,0.8596491228071323,2.2021607233552503e-21,4.692718533382596e-11,2.561697167984337e-21,-4.6074255521944e-15,-1.6276797869569104e-14,1.691633882096901e-14,0.34385964912285294,0.34385964912285294
56,0.8596491228071306,0.8596491228071306,2.2795624450742502e-21,4.7744763535640745e-11,2.651735905494187e-21,-3.3861802251067274e-15,-1.72278360596131e-14,1.7557464276307363e-14,0.3438596491228522,0.3438596491228522
57,0.8596491228071321,0.8596491228071321,2.3581498734863546e-21,4.856078534668024e-11,2.743153934463353e-21,-2.7755575615628914e-15,-1.7497285599666587e-14,1.771605834077797e-14,0.3438596491228529,0.3438596491228529
58,0.8596491228071332,0.8596491228071332,2.437943161190423e-21,4.937553200918875e-11,2.8359746977109265e-21,-3.2751579226442118e-15,-1.7231540771913017e-14,1.754003012518393e-14,0.34385964912285333,0.34385964912285333
59,0.8596491228071328,0.8596491228071328,2.5189384328017175e-21,5.0189027015889814e-11,2.930193687136299e-21,-3.3306690738754696e-15,-1.7225064137168534e-14,1.7544121266374103e-14,0.3438596491228532,0.3438596491228532
60,0.8596491228071313,0.8596491228071313,2.6011203142384158e-21,5.100117953771673e-11,3.0257930186034707e-21,-3.1086244689504383e-15,-1.7334134468146927e-14,1.7610671873859802e-14,0.34385964912285255,0.34385964912285255
61,0.8596491228071297,0.8596491228071297,2.6844290088256628e-21,5.181147564802283e-11,3.1227031327151594e-21,-2.9976021664879227e-15,-1.7389172066944185e-14,1.7645648866571186e-14,0.3438596491228522,0.3438596491228522
62,0.8596491228071313,0.8596491228071313,2.768938424800113e-21,5.2620703385645774e-11,3.2210100043588885e-21,-3.1086244689504383e-15,-1.734980390775599e-14,1.7626095475928366e-14,0.3438596491228527,0.3438596491228527
63,0.8596491228071292,0.8596491228071292,2.8546070997105396e-21,5.3428523278400085e-11,3.3206654017036656e-21,-3.6637359812630166e-15,-1.7004099537116663e-14,1.7394319831731634e-14,0.3438596491228519,0.3438596491228519
64,0.8596491228071294,0.8596491228071294,2.9414448239283113e-21,5.4235088493781505e-11,3.421680713548815e-21,-4.440892098500626e-15,-1.666871392913578e-14,1.725014628001428e-14,0.3438596491228515,0.3438596491228515
65,0.8596491228071288,0.8596491228071288,3.0294099298051032e-21,5.504007567041585e-11,3.524007469364664e-21,-3.9968028886505635e-15,-1.6759817750609397e-14,1.7229797571775688e-14,0.34385964912285144,0.34385964912285144
66,0.8596491228071294,0.8596491228071294,3.1185484564164945e-21,5.584396526408646e-11,3.627699224810552e-21,-3.3306690738754696e-15,-1.6876426067163933e-14,1.7201950856810422e-14,0.34385964912285166,0.34385964912285166
67,0.8596491228071262,0.8596491228071262,3.208813412242952e-21,5.664638922511259e-11,3.732701316282146e-21,-3.552713678800501e-15,-1.676214318084587e-14,1.7134503742411506e-14,0.34385964912285066,0.34385964912285066
68,0.8596491228071259,0.8596491228071259,3.3002020813037864e-21,5.744738533043768e-11,3.839010584373308e-21,-3.3861802251067274e-15,-1.6992940986689057e-14,1.7327038405163205e-14,0.3438596491228504,0.3438596491228504
69,0.8596491228071255,0.8596491228071255,3.3927033672029675e-21,5.824691723347226e-11,3.946614121031528e-21,-3.2751579226442118e-15,-1.6890621173552264e-14,1.720522429515847e-14,0.34385964912285033,0.34385964912285033
70,0.8596491228071244,0.8596491228071244,3.486316337365109e-21,5.904503651760331e-11,4.055510841424214e-21,-2.609024107869118e-15,-1.6962069167736726e-14,1.716154996632085e-14,0.3438596491228496,0.3438596491228496
71,0.8596491228071248,0.8596491228071248,3.581061216705572e-21,5.984196869008884e-11,4.1657242724937176e-21,-2.4424906541753444e-15,-1.6972736492589395e-14,1.7147581305904622e-14,0.34385964912284994,0.34385964912284994
72,0.8596491228071264,0.8596491228071264,3.676884290187815e-21,6.06373176368135e-11,4.2771919294016104e-21,-1.7208456881689926e-15,-1.7181425084489024e-14,1.7267387695201566e-14,0.3438596491228507,0.3438596491228507
73,0.859649122807128,0.859649122807128,3.7738081444103486e-21,6.143132868830324e-11,4.389940086354331e-21,-7.771561172376096e-16,-1.7408400490341622e-14,1.7425738987563376e-14,0.3438596491228513,0.3438596491228513
74,0.8596491228071279,0.8596491228071279,3.871831015011274e-21,6.222403888378891e-11,4.503966690930904e-21,-8.326672684688674e-16,-1.742956629154015e-14,1.744944457256941e-14,0.3438596491228512,0.3438596491228512
75,0.8596491228071292,0.8596491228071292,3.970898692402297e-21,6.301506718557314e-11,4.61920868299799e-21,-1.27675647831893e-15,-1.7369262355154444e-14,1.7416124191883644e-14,0.3438596491228521,0.3438596491228521
76,0.8596491228071286,0.8596491228071286,4.071078136950856e-21,6.380500087728905e-11,4.7357439552279354e-21,-2.275957200481571e-15,-1.7380733030254483e-14,1.752911469091931e-14,0.3438596491228517,0.3438596491228517
77,0.8596491228071281,0.8596491228071281,4.172298592824994e-21,6.459333241771162e-11,4.853490199816206e-21,-1.7763568394002505e-15,-1.742612508829454e-14,1.7516428837345025e-14,0.3438596491228513,0.3438596491228513
78,0.8596491228071281,0.8596491228071281,4.274566876081547e-21,6.538017188782504e-11,4.972455345645242e-21,-4.996003610813204e-16,-1.734921776576589e-14,1.735640969799801e-14,0.3438596491228516,0.3438596491228516
79,0.8596491228071298,0.8596491228071298,4.377898768484392e-21,6.616569177817453e-11,5.092657751093424e-21,2.220446049250313e-16,-1.7449938698079347e-14,1.745135136238175e-14,0.3438596491228522,0.3438596491228522
80,0.8596491228071296,0.8596491228071296,4.4822668947756954e-21,6.694973409040319e-11,5.214065571473089e-21,-8.881784197001252e-16,-1.7547828479477807e-14,1.7570291552799955e-14,0.3438596491228517,0.3438596491228517
81,0.8596491228071304,0.8596491228071304,4.587668706453347e-21,6.77323313230347e-11,5.336675842200132e-21,-9.992007221626409e-16,-1.7604082172265344e-14,1.7632416488134598e-14,0.34385964912285205,0.34385964912285205
82,0.85964912280713,0.85964912280713,4.6940783425759186e-21,6.85133442664706e-11,5.4604584801386195e-21,-9.992007221626409e-16,-1.7725337376365535e-14,1.775347817159081e-14,0.3438596491228518,0.3438596491228518
83,0.8596491228071309,0.8596491228071309,4.801501207782078e-21,6.929286548976076e-11,5.58541977231719e-21,-1.2212453270876722e-15,-1.7753650401223652e-14,1.7795604589836284e-14,0.34385964912285244,0.34385964912285244
84,0.8596491228071319,0.8596491228071319,4.909951578241797e-21,7.007104664725507e-11,5.711576325709085e-21,-8.881784197001252e-16,-1.771558449494323e-14,1.773783512446471e-14,0.34385964912285255,0.34385964912285255
85,0.8596491228071333,0.8596491228071333,5.019421054556517e-21,7.08478726184246e-11,5.838918369585366e-21,-5.551115123125783e-16,-1.7670884499421756e-14,1.7679601459959613e-14,0.3438596491228529,0.3438596491228529
86,0.8596491228071321,0.8596491228071321,5.129888586202674e-21,7.162324054524952e-11,5.967421416602315e-21,-7.216449660063518e-16,-1.7661280841726445e-14,1.7676018002573312e-14,0.34385964912285294,0.34385964912285294
87,0.8596491228071313,0.8596491228071313,5.241353263694771e-21,7.239719099312328e-11,6.0970844087869874e-21,-4.440892098500626e-16,-1.7620458124197057e-14,1.7626053436118003e-14,0.3438596491228525,0.3438596491228525
88,0.859649122807128,0.859649122807128,5.3538073383560475e-21,7.316971599204173e-11,6.227898332372561e-21,-9.992007221626409e-16,-1.7867989956272177e-14,1.789590643584766e-14,0.343859649122851,0.343859649122851
89,0.8596491228071281,0.8596491228071281,5.467229197176694e-21,7.394071406996753e-11,6.35983804569452e-21,-8.326672684688674e-16,-1.771276131421493e-14,1.7732322130909093e-14,0.3438596491228512,0.3438596491228512
90,0.8596491228071288,0.8596491228071288,5.581616881741842e-21,7.471021939294411e-11,6.492901270596812e-21,-1.1657341758564144e-15,-1.7864387742597165e-14,1.7902382120450214e-14,0.3438596491228518,0.3438596491228518
91,0.8596491228071306,0.8596491228071306,5.696982293748103e-21,7.547835645897507e-11,6.6271018519101876e-21,-9.43689570931383e-16,-1.7772132337561408e-14,1.7797169376900378e-14,0.34385964912285244,0.34385964912285244
92,0.8596491228071299,0.8596491228071299,5.813284549232375e-21,7.624489851283413e-11,6.762392230738818e-21,-3.3306690738754696e-16,-1.744291679553344e-14,1.7446096408672607e-14,0.3438596491228517,0.3438596491228517
93,0.8596491228071292,0.8596491228071292,5.9305622874843285e-21,7.701014405573027e-11,6.898817354827812e-21,2.220446049250313e-16,-1.7151055112887943e-14,1.7152492392999217e-14,0.34385964912285183,0.34385964912285183
94,0.8596491228071299,0.8596491228071299,6.048771206552597e-21,7.777384654594754e-11,7.036325689254142e-21,5.551115123125783e-17,-1.7282481084111323e-14,1.728257023450438e-14,0.3438596491228522,0.3438596491228522
95,0.859649122807131,0.859649122807131,6.167923042222958e-21,7.853612571436764e-11,7.17493088585025e-21,2.220446049250313e-16,-1.7220496506307884e-14,1.7221927991091424e-14,0.3438596491228527,0.3438596491228527
96,0.8596491228071297,0.8596491228071297,6.287962521369152e-21,7.929667408768889e-11,7.314568647306018e-21,-1.1102230246251565e-16,-1.753716738926257e-14,1.7537518809417102e-14,0.343859649122852,0.343859649122852
97,0.8596491228071315,0.8596491228071315,6.4089720207824784e-21,8.005605549102753e-11,7.455334799684752e-21,2.220446049250313e-16,-1.737065741947676e-14,1.7372076530783512e-14,0.3438596491228526,0.3438596491228526
98,0.8596491228071308,0.8596491228071308,6.530860060972487e-21,8.081373683336569e-11,7.597122928069034e-21,8.326672684688674e-16,-1.7120022245433885e-14,1.7140259521492974e-14,0.3438596491228521,0.3438596491228521
99,0.859649122807131,0.859649122807131,6.6536614605772755e-21,8.156997891735216e-11,7.739973535772544e-21,1.1102230246251565e-15,-1.708279374640074e-14,1.711883282664084e-14,0.3438596491228525,0.3438596491228525
100,0.8596491228071304,0.8596491228071304,6.777374821849194e-21,8.232481291718308e-11,7.883884996843947e-21,9.992007221626409e-16,-1.735413233042445e-14,1.7382874072634063e-14,0.34385964912285216,0.34385964912285216
101,0.8596491228071301,0.8596491228071301,6.901980494849313e-21,8.307815895197313e-11,8.028834453191006e-21,1.4988010832439613e-15,-1.704965949037583e-14,1.7115410991994785e-14,0.3438596491228518,0.3438596491228518
102,0.8596491228071309,0.8596491228071309,7.02746139798692e-21,8.382995525459213e-11,8.17480203439187e-21,1.887379141862766e-15,-1.6533260797204277e-14,1.6640640390727467e-14,0.34385964912285205,0.34385964912285205
103,0.8596491228071328,0.8596491228071328,7.153788199018998e-21,8.458006975061559e-11,8.321753619265882e-21,2.0539125955565396e-15,-1.6389258201936718e-14,1.6517455656363537e-14,0.343859649122853,0.343859649122853
104,0.8596491228071328,0.8596491228071328,7.28102883044189e-21,8.532894485719304e-11,8.469768231329227e-21,2.7200464103316335e-15,-1.5841366158892012e-14,1.6073193032327057e-14,0.343859649122853,0.343859649122853
105,0.8596491228071312,0.8596491228071312,7.409140756378546e-21,8.607636584091214e-11,8.618796390071863e-21,3.2751579226442118e-15,-1.5137818578356813e-14,1.5488066720204422e-14,0.34385964912285244,0.34385964912285244
106,0.8596491228071305,0.8596491228071305,7.538080902190883e-21,8.682212219354514e-11,8.768787988261712e-21,3.4416913763379853e-15,-1.507804917956268e-14,1.5465859387414267e-14,0.3438596491228522,0.3438596491228522
107,0.8596491228071278,0.8596491228071278,7.66790793304443e-21,8.756659142072637e-11,8.91981126905054e-21,3.3306690738754696e-15,-1.543879569282359e-14,1.5793978881979638e-14,0.3438596491228512,0.3438596491228512
108,0.8596491228071241,0.8596491228071241,7.798527054897477e-21,8.830926936000251e-11,9.07175596181839e-21,2.7200464103316335e-15,-1.577607004939227e-14,1.600884251523794e-14,0.3438596491228495,0.3438596491228495
109,0.8596491228071235,0.8596491228071235,7.929984694435468e-21,8.905046150602179e-11,9.224676073117674e-21,3.1086244689504383e-15,-1.508626089614893e-14,1.5403207909900772e-14,0.3438596491228494,0.3438596491228494
110,0.8596491228071246,0.8596491228071246,8.062258739287024e-21,8.979008151954772e-11,9.378545880393943e-21,2.942091015256665e-15,-1.5612888769458e-14,1.5887674319091568e-14,0.3438596491228496,0.3438596491228496
111,0.859649122807124,0.859649122807124,8.195392678103917e-21,9.0528408127526e-11,9.53341597248705e-21,2.55351295663786e-15,-1.619524766118378e-14,1.6395318698543073e-14,0.3438596491228496,0.3438596491228496
112,0.8596491228071237,0.8596491228071237,8.329318586791412e-21,9.126510059596391e-11,9.68920733565412e-21,2.4980018054066022e-15,-1.5898502870070935e-14,1.6093551706490036e-14,0.3438596491228495,0.3438596491228495
113,0.8596491228071231,0.8596491228071231,8.464058499768066e-21,9.200031793297274e-11,9.845945601769805e-21,2.4424906541753444e-15,-1.605794980342758e-14,1.6242644873453763e-14,0.34385964912284916,0.34385964912284916
114,0.859649122807123,0.859649122807123,8.599604269647172e-21,9.273405129534227e-11,1.000362129326181e-20,2.55351295663786e-15,-1.6101969112265895e-14,1.6303184894740117e-14,0.343859649122849,0.343859649122849
115,0.8596491228071226,0.8596491228071226,8.73590765185008e-21,9.346607754608128e-11,1.0162178288885585e-20,2.3869795029440866e-15,-1.634037290828711e-14,1.651379598788112e-14,0.343859649122849,0.343859649122849
116,0.8596491228071197,0.8596491228071197,8.87303328771054e-21,9.419677960371331e-11,1.0321691783662054e-20,2.4980018054066022e-15,-1.6223256011266874e-14,1.6414446339335404e-14,0.343859649122848,0.343859649122848
117,0.8596491228071197,0.8596491228071197,9.010907015891368e-21,9.492579742036075e-11,1.048207550828055e-20,2.220446049250313e-15,-1.6272173307915875e-14,1.6422971863231123e-14,0.34385964912284805,0.34385964912284805
118,0.8596491228071197,0.8596491228071197,9.149561067864145e-21,9.565333798600102e-11,1.0643366956493761e-20,2.3869795029440866e-15,-1.6289579261637902e-14,1.6463537398404353e-14,0.34385964912284767,0.34385964912284767
119,0.8596491228071197,0.8596491228071197,9.288937700565734e-21,9.637913519307867e-11,1.0805498957799673e-20,1.942890293094024e-15,-1.6822494726236233e-14,1.6934318749369426e-14,0.343859649122848,0.343859649122848
120,0.8596491228071206,0.8596491228071206,9.429071298979204e-21,9.710340518735274e-11,1.0968511511056126e-20,1.27675647831893e-15,-1.8443118780743995e-14,1.8487258787217787e-14,0.3438596491228482,0.3438596491228482
121,0.8596491228071205,0.8596491228071205,9.569976230592168e-21,9.782625532336485e-11,1.1132421329463027e-20,1.1102230246251565e-15,-1.8821161695732936e-14,1.885387818835511e-14,0.343859649122848,0.343859649122848
122,0.8596491228071168,0.8596491228071168,9.711626645884206e-21,9.854758569282256e-11,1.129719834317012e-20,1.1657341758564144e-15,-1.814429490455276e-14,1.8181704368736692e-14,0.34385964912284656,0.34385964912284656
123,0.8596491228071164,0.8596491228071164,9.854036617544194e-21,9.926750030873243e-11,1.146285892244805e-20,1.2212453270876722e-15,-1.7777423773035814e-14,1.7819321989206896e-14,0.3438596491228465,0.3438596491228465
124,0.8596491228071168,0.8596491228071168,9.997168135348428e-21,9.9985839674168e-11,1.1629358851322339e-20,1.27675647831893e-15,-1.723452985266044e-14,1.72817570387728e-14,0.34385964912284694,0.34385964912284694
125,0.8596491228071184,0.8596491228071184,1.0141011559273299e-20,1.0070258963538772e-10,1.1796686915887965e-20,1.2212453270876722e-15,-1.7606937935735133e-14,1.7649240879475878e-14,0.34385964912284733,0.34385964912284733
126,0.8596491228071174,0.8596491228071174,1.0285549952865786e-20,1.0141770039231704e-10,1.1964823414556769e-20,1.2212453270876722e-15,-1.8247936984682022e-14,1.8288757320984372e-14,0.3438596491228469,0.3438596491228469
127,0.8596491228071177,0.8596491228071177,1.0430782919263359e-20,1.0213120443460637e-10,1.213376788567229e-20,1.1102230246251565e-15,-1.9867342259497436e-14,1.989833871508927e-14,0.34385964912284683,0.34385964912284683
