step,class_id,count,a2_norm,b2_norm,ab_norm
0,0,1,0.15906464885163052,0.8409353511483695,-0.36573636179266883
0,1,1,0.9014270600002763,0.09857293999972377,0.29808776475986837
0,2,1,0.09857293993936518,0.9014270600606349,-0.29808776467858505
0,3,1,0.8409353513495196,0.15906464865048042,0.365736361605159
0,4,1,0.8409353508591518,0.1590646491408481,0.3657363620622743
0,5,1,0.9014270602932175,0.09857293970678255,0.29808776436537204
0,6,2,0.09857294004747837,0.9014270599525216,-0.29808776482417826
0,7,1,0.15906464898074274,0.8409353510192573,-0.36573636191302583
0,8,1,0.9014270596214169,0.09857294037858302,0.2980877652700683
1,0,1,0.17019128999962305,0.8298087100003769,-0.3758007647782096
1,1,1,0.892302841076703,0.10769715892329698,0.3099975498018445
1,2,1,0.10769715886010917,0.8923028411398908,-0.3099975497218802
1,3,1,0.8298087102066998,0.17019128979330017,0.3758007645971374
1,4,1,0.8298087097022468,0.17019129029775307,0.37580076503985327
1,5,1,0.8923028413814528,0.10769715861854733,0.30999754941618296
1,6,2,0.10769715897348006,0.8923028410265199,-0.3099975498653514
1,7,1,0.17019129013213694,0.829808709867863,-0.375800764894506
1,8,1,0.892302840683063,0.10769715931693694,0.3099975502999971
10,0,1,0.28240788433453873,0.7175921156654613,-0.45017071339684966
10,1,1,0.7953770462357492,0.20462295376425077,0.4034258303047093
10,2,1,0.20462295367732863,0.7953770463226714,-0.4034258302410673
10,3,1,0.7175921159081681,0.2824078840918319,0.4501707132795361
10,4,1,0.7175921152978858,0.2824078847021142,0.45017071357451893
10,5,1,0.7953770466332182,0.2046229533667818,0.40342583001369364
10,6,2,0.20462295383584805,0.795377046164152,-0.40342583035713075
10,7,1,0.28240788449185084,0.717592115508149,-0.4501707134728872
10,8,1,0.795377045727916,0.20462295427208407,0.40342583067653054
50,0,1,0.8408390318878944,0.15916096811210562,-0.36582612583264595
50,1,1,0.23089851619164267,0.7691014838083573,0.4214076309372439
50,2,1,0.7691014837000641,0.2308985162999359,-0.4214076310063976
50,3,1,0.15916096828482634,0.8408390317151737,0.3658261259935693
50,4,1,0.15916096777363992,0.8408390322263601,0.3658261255172986
50,5,1,0.23089851660320723,0.7691014833967927,0.4214076312000599
50,6,2,0.7691014839164396,0.23089851608356043,-0.4214076308682251
50,7,1,0.840839032013697,0.1591609679863029,-0.365826125715436
50,8,1,0.2308985156871765,0.7691014843128234,0.4214076306151031
81,0,1,0.9970061273760246,0.0029938726239754237,0.054634323924496714
81,1,1,0.0013049165470538342,0.9986950834529462,0.036100051798564764
81,2,1,0.9986950834428616,0.0013049165571384954,-0.036100051937876784
81,3,1,0.0029938726021336882,0.9970061273978663,-0.054634323725803374
81,4,1,0.002993872679218656,0.9970061273207814,-0.05463432442704205
81,5,1,0.0013049165813835632,0.9986950834186165,0.03610005227280417
81,6,2,0.9986950834647483,0.0013049165352516457,-0.0361000516355264
81,7,1,0.9970061273570809,0.002993872642919112,0.05463432409682665
81,8,1,0.0013049165059511123,0.9986950834940489,0.03610005123076156
82,0,1,0.9951431920160833,0.004856807983916712,0.06952135930866193
82,1,1,0.00044631675907649327,0.9995536832409235,0.02112149522233359
82,2,1,0.9995536832350104,0.00044631676498958653,-0.021121495362186733
82,3,1,0.0048568079563007975,0.9951431920436992,-0.06952135911197659
82,4,1,0.004856808054403136,0.9951431919455969,-0.06952135981067847
82,5,1,0.0004463167791394021,0.9995536832208606,0.02112149569685018
82,6,2,0.9995536832478791,0.00044631675212098343,-0.021121495057825797
82,7,1,0.9951431919919665,0.00485680800803349,0.06952135948042582
82,8,1,0.0004463167350701409,0.9995536832649298,0.02112149465454889
100,0,1,0.8889032403843793,0.11109675961562064,0.3142519206282272
100,1,1,0.06070101528217736,0.9392989847178227,-0.23878107551874844
100,2,1,0.939298984787004,0.06070101521299594,0.23878107539147148
100,3,1,0.111096759505747,0.888903240494253,-0.31425192049225287
100,4,1,0.11109675994945042,0.8889032400505495,-0.3142519210413591
100,5,1,0.060701015060593444,0.9392989849394067,-0.23878107511108804
100,6,2,0.9392989846287381,0.06070101537126204,0.2387810756826425
100,7,1,0.8889032402743092,0.11109675972569077,0.31425192076444486
100,8,1,0.06070101554482848,0.9392989844551715,-0.23878107600196247
200,0,1,0.070831590758288,0.929168409241712,-0.2565433228695271
200,1,1,0.9684700376548089,0.03152996234519114,0.1747450251643862
200,2,1,0.03152996228858018,0.9684700377114199,-0.17474502501261915
200,3,1,0.929168409263138,0.07083159073686189,0.25654332283368353
200,4,1,0.9291684089158458,0.0708315910841542,0.25654332341466496
200,5,1,0.9684700377849241,0.03152996221507585,0.17474502481556303
200,6,1,0.031529962431822454,0.9684700375681775,-0.17474502539663417
200,7,1,0.031529962477678974,0.9684700375223211,-0.17474502551956989
200,8,1,0.07083159085102049,0.9291684091489795,-0.2565433230246582
200,9,1,0.9684700374972434,0.03152996250275659,0.17474502558679988
500,0,2,0.9966268170943877,0.003373182905612352,0.0579810705549461
500,1,1,0.001073050483495668,0.9989269495165043,0.03273986936680624
500,2,1,0.9989269494959768,0.001073050504023127,-0.03273986967962674
500,3,1,0.00337318287588959,0.9966268171241104,-0.05798107030036092
500,4,1,0.003373182961863002,0.996626817038137,-0.0579810710367513
500,5,1,0.0010730504957634217,0.9989269495042365,0.03273986955375607
500,6,1,0.998926949530923,0.0010730504690770134,-0.03273986914707857
500,7,1,0.9989269495583105,0.0010730504416894804,-0.032739868729716536
500,8,1,0.0010730504533618631,0.9989269495466382,0.032739868907593436
1000,0,1,0.08398301757311925,0.9160169824268807,0.2773623448351135
1000,1,3,0.8590311062279948,0.14096889377200517,-0.34798946070348497
1000,2,1,0.14096889422582465,0.8590311057741753,0.34798946117170404
1000,3,1,0.9160169821264054,0.08398301787359462,-0.27736234528579773
1000,4,1,0.9160169825121209,0.08398301748787913,-0.27736234470726145
1000,5,1,0.14096889362935996,0.8590311063706401,0.34798946055631363
1000,6,1,0.1409688932395948,0.8590311067604052,0.3479894601541813
1000,7,1,0.08398301798182953,0.9160169820181705,0.27736234544813976
2000,0,1,0.7065006250799635,0.2934993749200365,0.45536522906518057
2000,1,2,0.21459283920597372,0.7854071607940263,-0.41053958708934857
2000,2,3,0.7854071605517498,0.21459283944825033,0.41053958725777934
2000,3,1,0.2934993752362069,0.7065006247637932,-0.45536522920855865
2000,4,1,0.2934993748978206,0.7065006251021795,-0.45536522905510596
2000,5,1,0.21459283949426303,0.785407160505737,-0.41053958728976736
2000,6,1,0.7065006252637777,0.29349937473622245,0.4553652289818239
3000,0,1,0.9827470825356671,0.017252917464332926,-0.13021234312960442
3000,1,1,0.04874036689758945,0.9512596331024106,0.21532473971255095
3000,2,1,0.9512596331094022,0.048740366890597894,-0.21532473969789862
3000,3,1,0.01725291751842587,0.9827470824815742,0.13021234333014772
3000,4,1,0.01725291725786799,0.982747082742132,0.13021234236415974
3000,5,1,0.04874036714598154,0.9512596328540185,0.21532474023311035
3000,6,2,0.9512596332472862,0.048740366752713774,-0.2153247394089326
3000,7,1,0.9827470826042192,0.017252917395780783,-0.13021234287545536
3000,8,1,0.04874036650730663,0.9512596334926933,0.21532473889462872
4000,0,1,0.4494977470493654,0.5505022529506347,-0.49744298411668264
4000,1,2,0.6395838705252495,0.3604161294747505,0.4801211754226118
4000,2,1,0.3604161288898769,0.6395838711101232,-0.48012117525257364
4000,3,1,0.55050225364956,0.44949774635044004,0.497442984045725
4000,4,1,0.5505022531640821,0.44949774683591787,0.49744298409501264
4000,5,1,0.6395838701213334,0.36041612987866656,0.48012117554004086
4000,6,1,0.3604161297151848,0.6395838702848152,-0.4801211754925124
4000,7,1,0.36041613031820396,0.6395838696817961,-0.48012117566782603
4000,8,1,0.44949774605971055,0.5505022539402895,-0.4974429840162092
5000,0,1,0.0009332552373450466,0.999066744762655,-0.030534968020402686
