t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(516.5141941810193),np.float64(-46.89036468639693),np.float64(13.29971210955707),np.float64(42.81535596614183),np.float64(4.440892098500626e-16)
1,np.float64(516.5141941810215),np.float64(-46.890364686396744),np.float64(13.299712109557031),np.float64(44.78785427408904),np.float64(8.881784197001252e-16)
2,np.float64(516.514194181021),np.float64(-46.89036468639699),np.float64(13.299712109556923),np.float64(60.945497977897304),np.float64(1.7763568394002505e-15)
3,np.float64(516.5141941810211),np.float64(-46.890364686397035),np.float64(13.299712109556884),np.float64(97.09896885092448),np.float64(3.552713678800501e-15)
4,np.float64(516.5141941810206),np.float64(-46.89036468639726),np.float64(13.299712109556452),np.float64(167.3086343449387),np.float64(7.105427357601002e-15)
5,np.float64(516.5141941810191),np.float64(-46.8903646863966),np.float64(13.299712109556332),np.float64(179.75833212584595),np.float64(7.105427357601002e-15)
6,np.float64(516.5141941810188),np.float64(-46.89036468639684),np.float64(13.2997121095556),np.float64(216.8508701020424),np.float64(1.4210854715202004e-14)
7,np.float64(516.5141941810174),np.float64(-46.890364686396516),np.float64(13.29971210955544),np.float64(223.25296337570347),np.float64(3.552713678800501e-15)
8,np.float64(516.5141941810177),np.float64(-46.89036468639665),np.float64(13.299712109554923),np.float64(229.21300934334857),np.float64(1.4210854715202004e-14)
9,np.float64(516.5141941810174),np.float64(-46.89036468639687),np.float64(13.299712109554529),np.float64(244.7342295009741),np.float64(3.552713678800501e-15)
10,np.float64(516.5141941810188),np.float64(-46.89036468639689),np.float64(13.299712109554427),np.float64(246.59390465671365),np.float64(3.552713678800501e-15)
11,np.float64(516.51419418102),np.float64(-46.890364686397064),np.float64(13.299712109554129),np.float64(248.75532746908203),np.float64(1.4210854715202004e-14)
12,np.float64(516.5141941810189),np.float64(-46.89036468639716),np.float64(13.299712109554676),np.float64(251.1662642347841),np.float64(1.4210854715202004e-14)
13,np.float64(516.5141941810189),np.float64(-46.890364686397085),np.float64(13.29971210955468),np.float64(251.94494664775624),np.float64(1.4210854715202004e-14)
14,np.float64(516.5141941810193),np.float64(-46.89036468639736),np.float64(13.29971210955459),np.float64(252.10781048782906),np.float64(1.4210854715202004e-14)
15,np.float64(516.5141941810198),np.float64(-46.89036468639725),np.float64(13.29971210955501),np.float64(252.12465915903343),np.float64(1.4210854715202004e-14)
16,np.float64(516.5141941810195),np.float64(-46.89036468639651),np.float64(13.29971210955459),np.float64(252.12622268398755),np.float64(1.4210854715202004e-14)
17,np.float64(516.5141941810198),np.float64(-46.890364686396026),np.float64(13.299712109554473),np.float64(252.12630331799906),np.float64(1.4210854715202004e-14)
18,np.float64(516.5141941810189),np.float64(-46.89036468639574),np.float64(13.299712109554932),np.float64(252.12630775909986),np.float64(1.4210854715202004e-14)
19,np.float64(516.5141941810192),np.float64(-46.89036468639532),np.float64(13.299712109555315),np.float64(252.12630803835825),np.float64(1.4210854715202004e-14)
20,np.float64(516.5141941810194),np.float64(-46.890364686395834),np.float64(13.299712109555465),np.float64(252.12630801945556),np.float64(1.4210854715202004e-14)
21,np.float64(516.5141941810193),np.float64(-46.89036468639619),np.float64(13.299712109554811),np.float64(252.1263080015917),np.float64(3.552713678800501e-15)
22,np.float64(516.51419418102),np.float64(-46.890364686396026),np.float64(13.299712109555003),np.float64(252.1263080191896),np.float64(1.4210854715202004e-14)
23,np.float64(516.5141941810205),np.float64(-46.89036468639675),np.float64(13.299712109555127),np.float64(252.12630808350698),np.float64(1.4210854715202004e-14)
24,np.float64(516.51419418102),np.float64(-46.89036468639668),np.float64(13.299712109555054),np.float64(252.12630819717748),np.float64(1.4210854715202004e-14)
25,np.float64(516.5141941810201),np.float64(-46.89036468639663),np.float64(13.299712109556278),np.float64(252.12630835746964),np.float64(1.4210854715202004e-14)
26,np.float64(516.5141941810194),np.float64(-46.89036468639538),np.float64(13.299712109555376),np.float64(252.12630855669173),np.float64(3.552713678800501e-15)
27,np.float64(516.514194181018),np.float64(-46.89036468639586),np.float64(13.299712109555035),np.float64(252.12630878128672),np.float64(1.4210854715202004e-14)
28,np.float64(516.5141941810175),np.float64(-46.890364686395856),np.float64(13.299712109555024),np.float64(252.12630901439672),np.float64(1.4210854715202004e-14)
29,np.float64(516.5141941810178),np.float64(-46.89036468639568),np.float64(13.299712109555415),np.float64(252.12630924391587),np.float64(1.4210854715202004e-14)
30,np.float64(516.5141941810182),np.float64(-46.89036468639606),np.float64(13.299712109556086),np.float64(252.1263094693402),np.float64(1.4210854715202004e-14)
