t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(504.4106466540571),np.float64(-44.66204805969018),np.float64(122.94939111718631),np.float64(40.20194599110056),np.float64(4.440892098500626e-16)
1,np.float64(504.4106466540568),np.float64(-44.66204805969055),np.float64(122.94939111718605),np.float64(44.83293048358555),np.float64(8.881784197001252e-16)
2,np.float64(504.4106466540579),np.float64(-44.662048059691614),np.float64(122.94939111718617),np.float64(47.55796592200781),np.float64(8.881784197001252e-16)
3,np.float64(504.41064665405867),np.float64(-44.662048059691095),np.float64(122.9493911171865),np.float64(62.896939250410675),np.float64(8.881784197001252e-16)
4,np.float64(504.41064665405986),np.float64(-44.662048059691564),np.float64(122.94939111718688),np.float64(73.37057806859748),np.float64(1.7763568394002505e-15)
5,np.float64(504.41064665405895),np.float64(-44.66204805969004),np.float64(122.94939111718698),np.float64(96.02927657447404),np.float64(1.7763568394002505e-15)
6,np.float64(504.41064665406),np.float64(-44.662048059690434),np.float64(122.9493911171875),np.float64(159.67892946540326),np.float64(7.105427357601002e-15)
7,np.float64(504.41064665405924),np.float64(-44.66204805969208),np.float64(122.94939111718662),np.float64(194.43175842370007),np.float64(7.105427357601002e-15)
8,np.float64(504.41064665405895),np.float64(-44.66204805969204),np.float64(122.94939111718642),np.float64(212.09251416470346),np.float64(1.4210854715202004e-14)
9,np.float64(504.41064665405884),np.float64(-44.66204805969245),np.float64(122.94939111718602),np.float64(227.41265340788547),np.float64(7.105427357601002e-15)
10,np.float64(504.41064665405935),np.float64(-44.66204805969215),np.float64(122.94939111718604),np.float64(235.84139727367446),np.float64(1.4210854715202004e-14)
11,np.float64(504.41064665406043),np.float64(-44.66204805969238),np.float64(122.9493911171867),np.float64(237.18628652049122),np.float64(1.4210854715202004e-14)
12,np.float64(504.4106466540599),np.float64(-44.662048059691315),np.float64(122.94939111718655),np.float64(238.20355390262503),np.float64(1.4210854715202004e-14)
13,np.float64(504.4106466540593),np.float64(-44.662048059693106),np.float64(122.94939111718544),np.float64(238.58326634314525),np.float64(1.4210854715202004e-14)
14,np.float64(504.4106466540601),np.float64(-44.662048059692424),np.float64(122.9493911171851),np.float64(238.7026928988491),np.float64(7.105427357601002e-15)
15,np.float64(504.4106466540617),np.float64(-44.66204805969308),np.float64(122.94939111718556),np.float64(238.76780716021756),np.float64(7.105427357601002e-15)
16,np.float64(504.41064665406367),np.float64(-44.66204805969329),np.float64(122.94939111718578),np.float64(238.88204681567012),np.float64(1.4210854715202004e-14)
17,np.float64(504.41064665406327),np.float64(-44.6620480596938),np.float64(122.94939111718574),np.float64(239.02715147487206),np.float64(1.4210854715202004e-14)
18,np.float64(504.41064665406316),np.float64(-44.66204805969494),np.float64(122.94939111718575),np.float64(239.0934755202596),np.float64(1.4210854715202004e-14)
19,np.float64(504.41064665406344),np.float64(-44.6620480596943),np.float64(122.94939111718611),np.float64(239.12458853694613),np.float64(1.4210854715202004e-14)
20,np.float64(504.41064665406395),np.float64(-44.662048059693205),np.float64(122.9493911171867),np.float64(239.1632674427701),np.float64(1.4210854715202004e-14)
21,np.float64(504.41064665406367),np.float64(-44.66204805969198),np.float64(122.94939111718703),np.float64(239.21291322860608),np.float64(3.552713678800501e-15)
22,np.float64(504.41064665406356),np.float64(-44.66204805969084),np.float64(122.94939111718806),np.float64(239.25682557758577),np.float64(1.4210854715202004e-14)
23,np.float64(504.4106466540644),np.float64(-44.66204805968694),np.float64(122.94939111719029),np.float64(239.28212558567964),np.float64(1.4210854715202004e-14)
24,np.float64(504.41064665406407),np.float64(-44.66204805968901),np.float64(122.94939111719002),np.float64(239.29425384395498),np.float64(7.105427357601002e-15)
25,np.float64(504.41064665406395),np.float64(-44.66204805968932),np.float64(122.94939111719037),np.float64(239.30461471889313),np.float64(1.4210854715202004e-14)
26,np.float64(504.41064665406367),np.float64(-44.66204805968947),np.float64(122.94939111719067),np.float64(239.3219017629466),np.float64(7.105427357601002e-15)
27,np.float64(504.4106466540652),np.float64(-44.662048059690434),np.float64(122.94939111719162),np.float64(239.3531029460448),np.float64(7.105427357601002e-15)
28,np.float64(504.41064665406714),np.float64(-44.662048059689965),np.float64(122.94939111719178),np.float64(239.3992794196035),np.float64(7.105427357601002e-15)
29,np.float64(504.41064665406844),np.float64(-44.66204805969079),np.float64(122.94939111719134),np.float64(239.44805417374738),np.float64(2.842170943040401e-14)
30,np.float64(504.4106466540693),np.float64(-44.6620480596915),np.float64(122.94939111719144),np.float64(239.4875558461092),np.float64(7.105427357601002e-15)
31,np.float64(504.41064665406805),np.float64(-44.66204805969572),np.float64(122.94939111718939),np.float64(239.51771752657132),np.float64(7.105427357601002e-15)
32,np.float64(504.4106466540692),np.float64(-44.66204805969838),np.float64(122.94939111718858),np.float64(239.54030844547697),np.float64(3.552713678800501e-15)
33,np.float64(504.4106466540708),np.float64(-44.66204805969714),np.float64(122.94939111718917),np.float64(239.55709178056853),np.float64(3.552713678800501e-15)
34,np.float64(504.4106466540689),np.float64(-44.662048059697156),np.float64(122.94939111718749),np.float64(239.57118075551975),np.float64(7.105427357601002e-15)
35,np.float64(504.4106466540684),np.float64(-44.66204805969848),np.float64(122.94939111718662),np.float64(239.58586970984126),np.float64(7.105427357601002e-15)
36,np.float64(504.4106466540698),np.float64(-44.66204805969929),np.float64(122.94939111718728),np.float64(239.60377180020885),np.float64(7.105427357601002e-15)
37,np.float64(504.4106466540713),np.float64(-44.662048059699075),np.float64(122.94939111718794),np.float64(239.6269537556197),np.float64(7.105427357601002e-15)
38,np.float64(504.41064665406975),np.float64(-44.66204805969856),np.float64(122.94939111718766),np.float64(239.6563924799479),np.float64(1.4210854715202004e-14)
39,np.float64(504.41064665406924),np.float64(-44.662048059701974),np.float64(122.94939111718637),np.float64(239.69089394998065),np.float64(1.4210854715202004e-14)
40,np.float64(504.41064665407265),np.float64(-44.66204805970208),np.float64(122.94939111718703),np.float64(239.72718153433368),np.float64(7.105427357601002e-15)
41,np.float64(504.4106466540727),np.float64(-44.66204805970088),np.float64(122.94939111718737),np.float64(239.76148532067415),np.float64(7.105427357601002e-15)
42,np.float64(504.41064665407345),np.float64(-44.66204805970078),np.float64(122.94939111718739),np.float64(239.79114581780456),np.float64(1.4210854715202004e-14)
43,np.float64(504.4106466540731),np.float64(-44.66204805970099),np.float64(122.9493911171872),np.float64(239.81498697171162),np.float64(1.4210854715202004e-14)
