ambient_dimension,phase_offset_deg,trial_index,seed_relation_rank,normal_nullity,unique_normal_line,unique_readout_direction_count,XYZ_rank_using_one_normal_candidate,measured_relation_angle_deg,relation_angle_error_deg,relation_1_dot_normal_abs,relation_2_dot_normal_abs,normal_projector_trace,normal_projector_idempotence_error,normal_projector_covariance_error,label_swap_projector_error,mapped_one_angle_R2_max_drift,base_normal_nullity,absolute_background_axis_used_for_selection,external_direction_name_used_for_selection,diagnostic_probe_used_for_selection,candidate_sample_count,candidate_relation_signature_spread,candidate_projective_angle_max_deg,candidate_linear_probe_range,candidate_quadratic_norm_range
3,15.0,59,2,1,True,3,3,15.000000000000021,2.1316282072803006e-14,1.3877787807814457e-17,4.163336342344337e-17,1.0000000000000004,3.788057786240879e-16,2.9002584422963503e-16,6.545403854071502e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,15.0,60,2,1,True,3,3,15.000000000000094,9.414691248821327e-14,2.7755575615628914e-17,9.367506770274758e-17,1.0,7.850462293418876e-17,2.403703357979455e-16,8.468862445982971e-16,2.8796409701215e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,15.0,61,2,1,True,3,3,15.000000000000021,2.1316282072803006e-14,0.0,3.469446951953614e-17,1.0,8.673617379884035e-19,3.982097319017861e-16,1.447221066223512e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,15.0,62,2,1,True,3,3,14.999999999999922,7.815970093361102e-14,2.220446049250313e-16,5.551115123125783e-17,1.0,3.925231146709438e-17,6.467704259788845e-16,1.2130170969577669e-15,2.940356291780688e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,15.0,63,2,1,True,3,3,14.99999999999997,3.019806626980426e-14,1.1102230246251565e-16,2.7755575615628914e-17,1.0,1.3981752841441223e-16,5.167292539914143e-16,2.6205236037776375e-16,2.8796409701215e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,0,2,1,True,3,3,30.000000000000075,7.460698725481052e-14,1.249000902703301e-16,2.7755575615628914e-17,0.9999999999999999,1.3916764352120123e-16,7.055272008852908e-16,4.697770819952912e-16,2.92300905702092e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,1,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,5.551115123125783e-17,5.551115123125783e-17,1.0,2.7755575615628914e-17,9.71445146547012e-17,1.4752290795525882e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,2,2,1,True,3,3,29.99999999999997,2.842170943040401e-14,9.71445146547012e-17,1.457167719820518e-16,1.0000000000000002,2.935939407983094e-16,1.9474478898161813e-15,4.819535126495636e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,3,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,1.3877787807814457e-17,1.3877787807814457e-17,1.0,1.1443916996305594e-16,1.852827602846592e-16,1.2118257228641695e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,4,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,0.0,6.938893903907228e-18,1.0,2.7755575615628914e-17,1.151208296956492e-16,8.42011259293812e-17,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,5,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,5.551115123125783e-17,0.0,1.0,0.0,0.0,3.521787733787174e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,6,2,1,True,3,3,30.000000000000053,5.3290705182007514e-14,0.0,2.220446049250313e-16,1.0,5.551115123125783e-17,9.13828881074737e-16,9.46949302817578e-16,2.931682674400804e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,7,2,1,True,3,3,30.00000000000005,4.973799150320701e-14,2.7755575615628914e-17,0.0,1.0,7.97218214573518e-17,7.129270294959674e-17,0.0,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,8,2,1,True,3,3,30.000000000000004,3.552713678800501e-15,1.1102230246251565e-16,0.0,1.0,6.206335383118183e-17,2.0014830212433605e-16,2.5286532809710436e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,9,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,9.71445146547012e-17,1.3877787807814457e-17,1.0,1.1103585416259206e-16,3.7484480322554995e-16,1.6311013647957874e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,10,2,1,True,3,3,30.00000000000005,4.973799150320701e-14,8.326672684688674e-17,9.71445146547012e-17,1.0,1.4288057044435644e-16,5.066936931213679e-16,5.813058109161587e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,11,2,1,True,3,3,30.000000000000004,3.552713678800501e-15,1.942890293094024e-16,1.1102230246251565e-16,1.0,5.721958498152797e-17,2.3221980631040627e-16,7.88106850030428e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,12,2,1,True,3,3,29.99999999999997,2.842170943040401e-14,5.551115123125783e-17,5.551115123125783e-17,0.9999999999999999,8.326672684688674e-17,3.2957919968262575e-16,2.5438405243138006e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,13,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,2.7755575615628914e-17,0.0,1.0,1.1443937539853682e-16,4.963751785794237e-17,7.144061430587092e-17,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,14,2,1,True,3,3,30.000000000000004,3.552713678800501e-15,5.551115123125783e-17,2.7755575615628914e-17,1.0,1.5515838457795457e-17,1.5515838457795457e-16,1.7109685898544713e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,15,2,1,True,3,3,29.999999999999954,4.618527782440651e-14,1.3877787807814457e-17,4.163336342344337e-17,0.9999999999999998,2.044325800678625e-16,3.5435946773586813e-16,6.994184769323426e-16,2.92300905702092e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,16,2,1,True,3,3,30.00000000000005,4.973799150320701e-14,2.3592239273284576e-16,5.551115123125783e-17,0.9999999999999998,2.3891998240481017e-16,4.011076822117082e-16,3.723154680472882e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,17,2,1,True,3,3,29.99999999999994,6.039613253960852e-14,0.0,4.85722573273506e-17,1.0,1.4016147027316148e-16,1.0577902243384141e-16,2.727228618143134e-16,2.92300905702092e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,18,2,1,True,3,3,30.00000000000003,2.842170943040401e-14,2.220446049250313e-16,2.7755575615628914e-17,1.0000000000000002,2.3551386880256624e-16,7.570711667007543e-16,4.031730240309769e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,19,2,1,True,3,3,29.99999999999993,7.105427357601002e-14,0.0,5.551115123125783e-17,1.0,1.1210126175528405e-16,2.6874220530932863e-16,2.1228933251263786e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,20,2,1,True,3,3,29.99999999999997,2.842170943040401e-14,1.6653345369377348e-16,2.7755575615628914e-17,1.0,2.7755575615628914e-17,4.611102534756203e-16,6.562300934618786e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,21,2,1,True,3,3,30.000000000000018,1.7763568394002505e-14,1.6653345369377348e-16,1.1102230246251565e-16,1.0,1.2719202621569003e-16,6.620737537031165e-16,7.874956775073054e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,22,2,1,True,3,3,29.99999999999997,2.842170943040401e-14,1.3877787807814457e-16,1.97758476261356e-16,1.0,1.4051260155412137e-16,4.464680831191395e-16,7.2830501170463445e-16,2.940356291780688e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,23,2,1,True,3,3,30.000000000000004,3.552713678800501e-15,0.0,5.551115123125783e-17,0.9999999999999999,7.919159918457851e-17,3.9710014286353896e-16,3.3346872331539e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,24,2,1,True,3,3,30.000000000000018,1.7763568394002505e-14,2.7755575615628914e-17,2.7755575615628914e-17,0.9999999999999999,1.19585877734203e-16,6.054160078336183e-17,2.2670021873863e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,25,2,1,True,3,3,29.999999999999922,7.815970093361102e-14,1.1102230246251565e-16,2.220446049250313e-16,1.0,7.850462293418876e-17,6.894341957538586e-16,1.0492194985853742e-15,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,26,2,1,True,3,3,30.000000000000018,1.7763568394002505e-14,8.326672684688674e-17,3.642919299551295e-17,1.0,3.925231146709438e-17,4.0697662735997785e-16,5.214799211354908e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,27,2,1,True,3,3,29.99999999999997,2.842170943040401e-14,2.2898349882893854e-16,1.1102230246251565e-16,1.0000000000000002,1.3877787807814457e-16,1.432843787967409e-15,9.630824789273724e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,28,2,1,True,3,3,30.000000000000004,3.552713678800501e-15,4.163336342344337e-17,6.938893903907228e-17,1.0,2.943923360032078e-17,5.433756504819808e-16,4.937840934653769e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,29,2,1,True,3,3,30.000000000000004,3.552713678800501e-15,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,1.5328517645723046e-16,2.2633986948989007e-16,2.9471925707673793e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,30,2,1,True,3,3,29.999999999999954,4.618527782440651e-14,0.0,9.367506770274758e-17,1.0,8.777083671441753e-17,6.899926682599784e-16,4.677452743560217e-16,2.8709673527416157e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,31,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,4.163336342344337e-17,1.942890293094024e-16,1.0,1.1188630228279524e-16,5.855147881677117e-16,1.0304257447302234e-15,2.92300905702092e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,32,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,6.938893903907228e-17,8.326672684688674e-17,0.9999999999999999,1.7333351416399796e-16,1.902826396560654e-16,4.918300529807393e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,33,2,1,True,3,3,29.99999999999997,2.842170943040401e-14,9.020562075079397e-17,1.6653345369377348e-16,1.0,8.326672684688674e-17,4.54378355600607e-16,8.238311188599651e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,34,2,1,True,3,3,29.999999999999954,4.618527782440651e-14,1.1102230246251565e-16,1.3877787807814457e-16,1.0000000000000002,1.5883854151770845e-16,3.040470972244059e-16,4.914383125338921e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,35,2,1,True,3,3,30.000000000000018,1.7763568394002505e-14,3.469446951953614e-17,2.7755575615628914e-17,1.0,0.0,4.259373202259666e-16,2.9893669801409083e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,36,2,1,True,3,3,29.99999999999994,6.039613253960852e-14,3.469446951953614e-17,0.0,1.0,6.945666861990047e-18,1.6088216803042444e-16,1.237339116351292e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,37,2,1,True,3,3,29.99999999999997,2.842170943040401e-14,1.6653345369377348e-16,5.551115123125783e-17,1.0000000000000002,2.3055512673781017e-16,4.1540741810552243e-16,6.02366334984414e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,38,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,1.6653345369377348e-16,1.0408340855860843e-16,0.9999999999999999,1.4687382358958263e-16,5.895155247242898e-16,8.738186555955821e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,39,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,1.1102230246251565e-16,0.0,1.0,8.556601576683118e-17,1.791474726695591e-16,1.3981483803777926e-16,2.92300905702092e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,40,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,2.3592239273284576e-16,2.7755575615628914e-16,1.0000000000000002,1.8619006149354548e-16,3.8459253727671276e-16,5.649129063713848e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,41,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,1.1102230246251565e-16,0.0,0.9999999999999999,1.2869730969111293e-16,2.9707867594552304e-16,4.895240886109506e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,42,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,2.7755575615628914e-17,2.7755575615628914e-16,1.0000000000000002,2.053725049320879e-16,9.89346120418028e-16,5.091465118357602e-16,2.92300905702092e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,43,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,1.1102230246251565e-16,9.71445146547012e-17,1.0,1.1443916996305594e-16,5.367672863358296e-16,2.403703357979455e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,44,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,1.6653345369377348e-16,0.0,1.0,1.0007415106216802e-16,7.221785298249066e-16,9.440976529270756e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,45,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,1.734723475976807e-17,2.7755575615628914e-17,1.0,1.5202354861220294e-16,2.237726045655905e-16,0.0,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,46,2,1,True,3,3,30.00000000000003,2.842170943040401e-14,1.3877787807814457e-16,1.249000902703301e-16,1.0000000000000002,1.2098374922832816e-16,1.1141193154943385e-15,9.39188966358397e-16,2.92300905702092e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,47,2,1,True,3,3,30.000000000000004,3.552713678800501e-15,8.326672684688674e-17,1.3877787807814457e-17,1.0000000000000002,1.0198049666328888e-16,4.105251602472564e-16,6.50667003946661e-16,2.931682674400804e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,48,2,1,True,3,3,30.00000000000003,2.842170943040401e-14,9.71445146547012e-17,1.1102230246251565e-16,1.0,1.1102230246251565e-16,2.7194799110210365e-16,6.597425008528065e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,49,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,2.220446049250313e-16,5.551115123125783e-17,1.0,1.3598506069291424e-16,7.806197817565601e-16,5.622243870449708e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,50,2,1,True,3,3,30.000000000000004,3.552713678800501e-15,1.6653345369377348e-16,5.551115123125783e-17,1.0,5.551115123125783e-17,5.3533015581491455e-16,2.2887833992611187e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,51,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,0.0,5.551115123125783e-17,1.0,1.3899454937023416e-16,4.4365531701578367e-16,2.3620284307448066e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,52,2,1,True,3,3,29.99999999999997,2.842170943040401e-14,2.7755575615628914e-17,0.0,1.0,1.6996749443881478e-17,0.0,8.275921921288956e-17,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,53,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,5.551115123125783e-17,5.551115123125783e-17,0.9999999999999999,8.099505462106327e-17,2.190152795523513e-16,6.317061694150495e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,54,2,1,True,3,3,30.00000000000003,2.842170943040401e-14,0.0,1.5265566588595902e-16,1.0000000000000002,2.7380069957045977e-16,7.982518143810695e-16,0.0,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,55,2,1,True,3,3,30.000000000000018,1.7763568394002505e-14,5.551115123125783e-17,1.1102230246251565e-16,1.0,1.4169622320385585e-16,4.379755957367587e-16,4.163336342344337e-17,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,56,2,1,True,3,3,30.00000000000003,2.842170943040401e-14,1.5959455978986625e-16,8.326672684688674e-17,0.9999999999999998,1.4686870114880517e-16,8.733087987518192e-16,3.6821932062951477e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,57,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,1.1102230246251565e-16,0.0,1.0,4.8074067159589095e-17,5.132905769563414e-16,1.942890293094024e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,58,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,5.551115123125783e-17,5.551115123125783e-17,1.0,0.0,3.6848074723016415e-16,5.928593550334434e-17,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,59,2,1,True,3,3,30.00000000000003,2.842170943040401e-14,1.5785983631388945e-16,1.8041124150158794e-16,0.9999999999999999,8.326672684688674e-17,3.5333894300643197e-16,2.636779683484747e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,60,2,1,True,3,3,30.000000000000004,3.552713678800501e-15,1.249000902703301e-16,9.020562075079397e-17,0.9999999999999997,2.23456356082742e-16,4.725075965559605e-16,4.1080453222100175e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,61,2,1,True,3,3,29.99999999999998,2.1316282072803006e-14,1.3877787807814457e-17,4.163336342344337e-17,1.0,2.2948234554500807e-18,3.7045485898945444e-16,1.5071392967473674e-16,2.957703526540456e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,62,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,2.0816681711721685e-17,0.0,1.0,1.2723933587929954e-16,1.9157505709963722e-16,1.8200548080610225e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,30.0,63,2,1,True,3,3,29.999999999999996,3.552713678800501e-15,8.326672684688674e-17,5.551115123125783e-17,1.0,4.8074067159589095e-17,3.260541871072589e-16,5.828670879282072e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,0,2,1,True,3,3,60.00000000000002,2.1316282072803006e-14,7.632783294297951e-17,3.191891195797325e-16,1.0,7.97406927610739e-17,6.880360312733502e-16,5.703864699667691e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,1,2,1,True,3,3,59.99999999999997,2.842170943040401e-14,2.220446049250313e-16,0.0,1.0,1.2256530327225745e-16,3.2308729932603075e-16,5.188882405926498e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,2,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,1.1102230246251565e-16,1.3877787807814457e-16,1.0,1.2412670766236366e-16,4.406061034464155e-16,3.3537189618722464e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,3,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,5.551115123125783e-17,1.1102230246251565e-16,0.9999999999999999,2.237726045655905e-16,4.059438263259721e-16,1.8631931528314482e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,4,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,4.163336342344337e-17,0.0,1.0,1.1443916996305594e-16,6.206335383118183e-17,1.8200548080610225e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,5,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,3.2038174196946656e-17,4.117257750013703e-17,1.0000000000000002,2.371438039744426e-16,3.526680044549223e-16,3.4895509271349766e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,6,2,1,True,3,3,60.00000000000001,7.105427357601002e-15,2.7755575615628914e-17,8.326672684688674e-17,0.9999999999999999,3.469446951953614e-18,9.437916079723832e-17,4.951260617880343e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,7,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,6.938893903907228e-18,2.7755575615628914e-17,0.9999999999999999,1.4559281043517229e-16,5.788884264894048e-16,4.844446312900341e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,8,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,2.7755575615628914e-17,2.7755575615628914e-17,1.0,1.409963136436784e-17,3.9703027608594815e-16,6.93874346922509e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,9,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,0.0,5.551115123125783e-17,1.0,0.0,3.8261960112267234e-16,3.6985020521841463e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,10,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,8.326672684688674e-17,1.1102230246251565e-16,1.0,5.808086318414842e-17,2.9692162681398575e-16,2.782704095417249e-16,2.931682674400804e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,11,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,0.0,8.326672684688674e-17,1.0,3.1031676915590914e-17,3.9448084808579573e-16,2.737127597257086e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,12,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,1.1102230246251565e-16,1.1102230246251565e-16,1.0,5.928593550334434e-17,2.968557427739414e-16,3.444376352465766e-16,2.931682674400804e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,13,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,2.7755575615628914e-17,1.1102230246251565e-16,1.0,1.1538845424627986e-16,1.0124381827632909e-17,3.1868833280848047e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,14,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,0.0,2.7755575615628914e-17,1.0,3.469446951953614e-18,2.4047046924773687e-16,1.156944817763202e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,15,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,1.1102230246251565e-16,1.3877787807814457e-16,1.0000000000000002,2.6147755740358843e-16,8.304670451529484e-16,4.057918311709942e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,16,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,5.551115123125783e-17,1.3877787807814457e-17,1.0,3.3881317890172014e-21,1.7835019333382461e-16,8.342525902048451e-17,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,17,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,0.0,1.6653345369377348e-16,0.9999999999999999,1.6883057536160649e-16,7.184352615899217e-16,3.176770830354169e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,18,2,1,True,3,3,60.00000000000001,7.105427357601002e-15,2.0122792321330962e-16,1.1102230246251565e-16,0.9999999999999998,1.445972923631488e-16,3.0485760098583166e-16,4.099823604698085e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,19,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,1.0408340855860843e-17,1.6653345369377348e-16,0.9999999999999998,9.614813431917819e-17,3.065703529144609e-16,3.8484284159040614e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,20,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,0.0,5.551115123125783e-17,1.0,5.742956581555481e-17,0.0,1.3595462938578363e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,21,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,0.0,2.7755575615628914e-17,1.0000000000000002,1.5328517645723046e-16,4.85722573273506e-17,2.2971826326221923e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,22,2,1,True,3,3,60.00000000000005,4.973799150320701e-14,0.0,5.551115123125783e-17,0.9999999999999999,0.0,7.098050953971103e-16,3.640109616122045e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,23,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,0.0,8.326672684688674e-17,1.0,1.1857187100668868e-16,0.0,6.206335383118183e-17,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,24,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,0.0,9.71445146547012e-17,1.0,1.3597399555105182e-16,4.728641100182568e-16,4.388541835720876e-16,2.92300905702092e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,25,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,1.1102230246251565e-16,0.0,1.0,6.206335383118183e-17,1.9229626863835638e-16,2.4196749845665633e-16,2.914335439641036e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,26,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,0.0,1.6653345369377348e-16,1.0000000000000002,1.6883057536160649e-16,4.535298425247855e-16,3.3422138886441676e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,27,2,1,True,3,3,59.99999999999997,2.842170943040401e-14,5.551115123125783e-17,5.551115123125783e-17,1.0000000000000002,1.4050189297646195e-16,8.556601576683118e-17,2.322457222533819e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,28,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,3.7470027081099033e-16,2.7755575615628914e-17,1.0,5.763878168445254e-17,2.3561606619023687e-16,5.755518659813419e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,29,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,5.551115123125783e-17,5.551115123125783e-17,1.0,0.0,9.437916079723832e-17,1.8200548080610225e-16,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,30,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,1.1102230246251565e-16,2.220446049250313e-16,1.0,1.1102230246251565e-16,4.2276033262255756e-16,2.7194799110210365e-16,2.888314587501384e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,31,2,1,True,3,3,59.99999999999999,7.105427357601002e-15,2.5153490401663703e-17,2.498001805406602e-16,1.0000000000000002,2.3946725056702417e-16,5.333026387871947e-16,1.0883229832169079e-15,2.896988204881268e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
3,60.0,32,2,1,True,3,3,59.999999999999986,1.4210854715202004e-14,6.591949208711867e-17,1.1102230246251565e-16,1.0,0.0,9.388364480094342e-17,3.3357699531369166e-16,2.905661822261152e-16,1,False,False,False,1,0.0,0.0,0.0,0.0
