step,base_Hperp,treat_Hperp,base_Hperp_frac,treat_Hperp_frac,base_PR_M,treat_PR_M,base_amp_std,treat_amp_std
0,-2.220446049250313e-16,-2.220446049250313e-16,-2.5829678532092776e-16,-2.5829678532092776e-16,0.9999999999999998,0.9999999999999998,3.2877753208336e-11,3.2877753208336e-11
25,-2.220446049250313e-16,0.0,-2.582967853209276e-16,0.0,1.0000000000000004,1.0000000000000004,2.991074278072765e-11,3.5090804568806254e-11
50,-1.1102230246251565e-16,-2.220446049250313e-16,-1.2914839266046358e-16,-2.5829678532092436e-16,1.0,1.0,2.718494488976081e-11,4.022104312416162e-11
75,0.0,1.1102230246251565e-16,0.0,1.2914839266046173e-16,1.0,1.0000000000000002,2.4705063592225134e-11,4.697667849823521e-11
100,0.0,-1.1102230246251565e-16,0.0,-1.2914839266046176e-16,1.0,1.0000000000000002,2.2471597037642778e-11,5.436429405920743e-11
125,1.1102230246251565e-16,-2.220446049250313e-16,1.2914839266046314e-16,-2.582967853209237e-16,1.0,1.0000000000000004,2.047254438136581e-11,6.181807382045378e-11
150,2.220446049250313e-16,-1.1102230246251565e-16,2.582967853209258e-16,-1.2914839266046339e-16,0.9999999999999998,1.0000000000000002,1.865538737734908e-11,6.9110215169278e-11
200,-2.220446049250313e-16,-2.220446049250313e-16,-2.5829678532092677e-16,-2.5829678532093e-16,1.0,0.9999999999999998,1.5450258820602927e-11,8.357695740916614e-11
300,0.0,-1.1102230246251565e-16,0.0,-1.291483926604631e-16,0.9999999999999998,1.0000000000000002,1.0586582443152469e-11,1.2429457264420766e-10
500,0.0,-2.220446049250313e-16,0.0,-2.5829678532091307e-16,1.0000000000000002,1.0,4.984334897632725e-12,3.2766612282198074e-10
750,0.0,-3.3306690738754696e-16,0.0,-3.8744517798136893e-16,0.9999999999999997,1.0,1.9396991462963863e-12,9.884473534074076e-10
1000,-3.3306690738754696e-16,0.0,-3.874451779813899e-16,0.0,1.0,0.9999999999999997,7.562613948399843e-13,3.0127056153893626e-09
1500,0.0,1.765254609153999e-14,0.0,2.053459443301274e-14,1.0,0.9999999999999633,1.1478912302141529e-13,2.7902593631361942e-08
2000,-2.220446049250313e-16,1.5258905250448151e-12,-2.5829678532094285e-16,1.7750155087252524e-12,0.9999999999999998,0.999999999996894,1.813437248480454e-14,2.583714473614025e-07
3000,1.1102230246251565e-16,1.1213481254657154e-08,1.2914839266050875e-16,1.3044253704392963e-08,0.9999999999999994,0.9999999771770766,5.130173496016202e-15,2.2147068872634937e-05
4000,-3.3306690738754696e-16,8.238950065242445e-05,-3.8744517798169473e-16,9.584084769768528e-05,1.0,0.9998323553853183,6.9410252047969606e-15,0.0018983100325027373
5000,-2.220446049250313e-16,0.35955304259077114,-2.582967853211793e-16,0.41825558015650227,0.9999999999999998,0.5190390804944577,1.0583474312531964e-14,0.13325022007597617
7500,1.1102230246251565e-16,0.8472238833276138,1.2914839266056609e-16,0.9855461499930493,1.0,0.6314553128263835,1.8947615647094965e-14,0.1254213561298388
10000,-2.220446049250313e-16,0.7419801389073717,-2.582967853210875e-16,0.8631197534226023,1.0000000000000004,0.43036827760462204,4.8318622867213244e-15,0.16012814335149686
15000,-3.3306690738754696e-16,0.6502180112247509,-3.874451779821087e-16,0.7563760538733805,1.0,0.39617830282185884,9.00059867101901e-15,0.18159167694262396
20000,-2.220446049250313e-16,0.75766543457319,-2.58296785321721e-16,0.8813659136867179,1.0,0.3116548124423225,4.762164453391816e-15,0.20685661209286169
25000,1.1102230246251565e-16,0.6501577642589383,1.291483926610858e-16,0.7563059706680374,0.9999999999999998,0.33814486908799857,6.3070293557712744e-15,0.19822816928452103
30000,2.220446049250313e-16,0.7335791846812463,2.582967853224773e-16,0.8533472148325741,1.0,0.3185884785048837,8.211692383915164e-15,0.20691044747190937
35000,-1.1102230246251565e-16,0.5708891370995851,-1.291483926614562e-16,0.6640955268296622,1.0000000000000004,0.331754382913885,1.3313976708099613e-14,0.20711924613188543
40000,0.0,0.6600985772460336,0.0,0.7678697735306973,1.0,0.2727801612963284,1.0058966775959921e-14,0.2281966810485176
