class_id,count,a2n,b2n,abn,edges
0,2,0.48059046828153773,0.5194095317184624,0.4996231280460003,"1-2,3-4"
1,2,0.9423910869660073,0.05760891303399275,-0.233002416667799,"1-3,2-4"
2,2,0.07701844439769834,0.9229815556023017,-0.26662071116148683,"1-4,2-3"
