step,takagi_r1,takagi_r2,takagi_r3
167,0.2581988897471397,6.059242765996415e-06,9.423236592391416e-10
168,0.25819888974713984,6.059245616030243e-06,1.7067867768459508e-09
169,0.25819888974713967,6.059247776342954e-06,1.1768084612985377e-09
170,0.25819888974713984,6.0592518783248e-06,1.5213252988273574e-09
171,0.25819888974713984,6.0592522686876466e-06,2.0039185613564476e-09
172,0.25819888974713984,6.059253804853788e-06,1.1499872339534907e-09
173,0.2581988897471398,6.0592542575367564e-06,1.672647341330386e-09
174,0.25819888974713984,6.059254861668435e-06,1.4339214428938032e-09
175,0.25819888974713984,6.059257677789648e-06,1.593424367179331e-09
176,0.25819888974713984,6.059257902785486e-06,1.3804161427477524e-09
177,0.2581988897471398,6.059257821506468e-06,1.8914402768762176e-09
178,0.25819888974713956,6.059256273033015e-06,1.277163316252704e-09
179,0.25819888974713956,6.0592558048112195e-06,1.4805213306425379e-09
180,0.25819888974713967,6.059255500975072e-06,1.1362288048936652e-09
181,0.2581988897471397,6.059256676295095e-06,1.3050453870357872e-09
182,0.2581988897471397,6.059259157490263e-06,1.938518966798767e-09
183,0.25819888974713956,6.0592555948500935e-06,1.4105016780890007e-09
184,0.25819888974713956,6.059254303325853e-06,1.64100791030526e-09
185,0.2581988897471396,6.05925489015613e-06,1.815108999812389e-09
186,0.25819888974713956,6.059254259118034e-06,2.724686931398972e-09
187,0.2581988897471395,6.059252484591995e-06,1.228910113354671e-09
188,0.2581988897471393,6.059255420993773e-06,9.44413008691277e-10
189,0.2581988897471392,6.05925599589851e-06,2.661481424201645e-09
190,0.2581988897471392,6.059253567842653e-06,1.7489686286785295e-09
191,0.2581988897471393,6.05925207192322e-06,2.0188676624317038e-09
192,0.25819888974713934,6.059252226045191e-06,1.7862879963585477e-09
193,0.2581988897471394,6.059253329049232e-06,1.7255286195989425e-09
194,0.25819888974713934,6.059250673784299e-06,1.906373978016368e-09
195,0.25819888974713917,6.0592519543851295e-06,1.5417935233836246e-09
196,0.2581988897471393,6.059250623822357e-06,2.1188675189282414e-09
197,0.2581988897471392,6.059248528739706e-06,1.927647834443659e-09
198,0.2581988897471392,6.059246334847855e-06,1.5328538101295362e-09
199,0.2581988897471393,6.059246736624811e-06,1.2559694634327868e-09
200,0.2581988897471394,6.059243404148006e-06,1.5099983448304428e-09
201,0.2581988897471393,6.059240664943331e-06,1.913957830012473e-09
202,0.2581988897471393,6.059242903627859e-06,1.549090459245951e-09
203,0.2581988897471392,6.059245217296897e-06,2.0789661596191836e-09
204,0.2581988897471393,6.05924302800161e-06,1.1990767654716997e-09
205,0.2581988897471393,6.0592453436482845e-06,7.006218073656115e-10
206,0.25819888974713945,6.059243419243148e-06,2.038731111767514e-09
207,0.2581988897471394,6.059239865336165e-06,6.992349902692584e-10
208,0.2581988897471392,6.059238004938624e-06,2.087945933256858e-09
209,0.2581988897471392,6.059237569631582e-06,2.095565650773153e-09
210,0.2581988897471393,6.059240118532288e-06,1.361066043204033e-09
211,0.2581988897471393,6.059241852574056e-06,1.659610668060071e-09
212,0.2581988897471393,6.059240014690248e-06,1.9312954805561655e-09
213,0.2581988897471392,6.05924369364148e-06,1.5440855350642474e-09
214,0.25819888974713934,6.059244174076431e-06,2.06839268638208e-09
215,0.25819888974713945,6.059244494485747e-06,2.30467971235319e-09
216,0.25819888974713945,6.059244414372038e-06,1.414745108085638e-09
217,0.25819888974713956,6.059241530992969e-06,1.4114788280722367e-09
218,0.25819888974713967,6.0592409360126e-06,1.2181930376706683e-09
219,0.25819888974713984,6.059241215734169e-06,1.6435347946034481e-09
220,0.2581988897471398,6.059238209051366e-06,2.317189880228588e-09
221,0.25819888974713967,6.059238495673534e-06,2.3276090715038464e-09
222,0.2581988897471398,6.059234969865669e-06,1.1669356668980506e-09
223,0.25819888974713984,6.059234842704067e-06,1.945227019304077e-09
224,0.2581988897471397,6.059235680255414e-06,9.832616870854989e-10
225,0.2581988897471399,6.059234462494799e-06,2.9080814345860445e-09
226,0.2581988897471399,6.0592349987095405e-06,1.9235073406387144e-09
227,0.25819888974713984,6.059238576804633e-06,1.699625248674326e-09
228,0.25819888974713984,6.059236246269877e-06,1.6497005418323826e-09
229,0.2581988897471398,6.059237691556106e-06,1.3974507929336814e-09
230,0.2581988897471398,6.059240234957128e-06,1.5507151598877505e-09
231,0.2581988897471397,6.059238110009726e-06,1.4345569569666435e-09
232,0.2581988897471397,6.059238109382809e-06,2.141475902829058e-09
233,0.2581988897471398,6.059241235879744e-06,2.2895829638544803e-09
234,0.2581988897471398,6.059240026594776e-06,1.8180352698577883e-09
235,0.25819888974713967,6.059239876035043e-06,2.404585301434161e-09
236,0.25819888974713984,6.059240275900045e-06,1.847709686360818e-09
237,0.25819888974713984,6.059235232604764e-06,1.0005501442617437e-09
238,0.25819888974713984,6.059234949185675e-06,2.5700511069160167e-09
239,0.2581988897471397,6.059235797005101e-06,1.5659231665811775e-09
240,0.2581988897471398,6.059236092540207e-06,2.0254256290501703e-09
241,0.2581988897471398,6.059235638364599e-06,1.4759267739118541e-09
242,0.2581988897471399,6.059232072052176e-06,5.010487432224011e-10
243,0.25819888974713995,6.059236558523353e-06,1.491393204366648e-09
244,0.2581988897471399,6.059236196638175e-06,1.7302954259260009e-09
245,0.25819888974714,6.059235623897884e-06,1.2264672258134417e-09
246,0.25819888974714017,6.059237121859118e-06,1.5917072978334833e-09
247,0.2581988897471403,6.0592357948121966e-06,1.4902347351655034e-09
248,0.25819888974714006,6.059233947026176e-06,1.292727323525458e-09
249,0.2581988897471401,6.059234562495872e-06,1.3937188025785245e-09
250,0.2581988897471401,6.059231976911092e-06,1.7006052300727657e-09
251,0.25819888974714017,6.05923190261237e-06,1.497672502363018e-09
252,0.2581988897471402,6.0592320927449455e-06,2.197863997281011e-09
253,0.25819888974714006,6.059235588048925e-06,1.3900342358505867e-09
254,0.2581988897471401,6.059235503739334e-06,2.123079518458269e-09
255,0.25819888974714017,6.05923508441227e-06,2.0877567056114643e-09
256,0.2581988897471402,6.0592329248252896e-06,1.878726242451577e-09
257,0.2581988897471403,6.059233091306927e-06,8.534470088888257e-10
258,0.2581988897471404,6.059233702034403e-06,1.9557940488437152e-09
259,0.25819888974714034,6.059231675577405e-06,1.7675684129401023e-09
260,0.2581988897471404,6.059230869777329e-06,1.1813422101630936e-09
261,0.2581988897471406,6.059228900929999e-06,2.4437757537966936e-09
262,0.2581988897471408,6.0592276859542215e-06,2.433950810552658e-09
263,0.2581988897471408,6.059229942019811e-06,1.8706598000494354e-09
264,0.2581988897471411,6.05923112213215e-06,1.9534871091730152e-09
265,0.2581988897471411,6.05923196264955e-06,2.2168542890034985e-09
266,0.258198889747141,6.059230905970998e-06,1.1162659621994349e-09
267,0.25819888974714106,6.059229487312259e-06,1.7086127622182559e-09
268,0.25819888974714117,6.05923011321893e-06,2.238441492797017e-09
269,0.258198889747141,6.0592321344977075e-06,2.3023306581252624e-09
270,0.2581988897471409,6.059233049067569e-06,2.7658628455850363e-09
271,0.25819888974714095,6.059233100917955e-06,1.4899358544775395e-09
272,0.25819888974714106,6.059233966472505e-06,1.8416222631993092e-09
273,0.2581988897471413,6.059236254734663e-06,5.671975334343225e-10
274,0.25819888974714117,6.059233531900376e-06,1.2262851287302645e-09
275,0.25819888974714117,6.059232253963459e-06,1.871674409568918e-09
276,0.2581988897471412,6.059233661154491e-06,1.5965776247324312e-09
277,0.2581988897471414,6.059232742566569e-06,1.9922461155904595e-09
278,0.25819888974714156,6.0592318982009525e-06,1.389217963959063e-09
279,0.2581988897471416,6.059234959990394e-06,1.2465021410845694e-09
280,0.2581988897471416,6.059236249079126e-06,1.0893193336842106e-09
281,0.2581988897471416,6.059237451003532e-06,2.301050674994504e-09
282,0.25819888974714167,6.059237258523535e-06,2.164957831283016e-09
283,0.2581988897471417,6.059237357860433e-06,1.8328043512181739e-09
284,0.2581988897471419,6.0592370052527816e-06,1.843472567392134e-09
285,0.2581988897471418,6.059234277771393e-06,2.1603449146145364e-09
286,0.2581988897471419,6.059235351137862e-06,1.3832829084477753e-09
287,0.25819888974714184,6.059233783029252e-06,1.0275722402845816e-09
288,0.2581988897471418,6.059234907568411e-06,1.4187697529736034e-09
289,0.2581988897471419,6.059236542289008e-06,1.5219179109597208e-09
290,0.2581988897471419,6.05923818241e-06,1.394874659122457e-09
291,0.25819888974714206,6.059238610193432e-06,1.1724180037287722e-09
292,0.25819888974714206,6.0592391087873674e-06,2.356792822774562e-09
293,0.2581988897471419,6.059238749845942e-06,2.013649512127504e-09
294,0.25819888974714195,6.059240172058842e-06,2.334216760349335e-09
295,0.2581988897471419,6.059238888774855e-06,2.45755982033818e-09
296,0.25819888974714184,6.059241329917375e-06,1.5927001976530534e-09
297,0.25819888974714184,6.0592397070070775e-06,1.720346191329572e-09
298,0.2581988897471418,6.059238559917796e-06,2.10076092222877e-09
299,0.2581988897471418,6.059235064745287e-06,1.4695873361538753e-09
300,0.25819888974714195,6.059236145189198e-06,2.0179343186434413e-09
301,0.258198889747142,6.059239913006431e-06,9.732303086158695e-10
302,0.25819888974714206,6.0592385426090055e-06,2.069215855393452e-09
303,0.25819888974714206,6.059236920371592e-06,1.717026384004962e-09
304,0.25819888974714206,6.059236388907326e-06,2.096729822638646e-09
305,0.2581988897471422,6.059235464478507e-06,1.0879994631934493e-09
306,0.25819888974714217,6.059237755257317e-06,6.821361557579196e-10
307,0.25819888974714217,6.0592351946858256e-06,1.418757386799688e-09
308,0.25819888974714217,6.059236362602701e-06,1.9158712863178937e-09
309,0.2581988897471421,6.059235599123169e-06,1.7332678537062678e-09
310,0.25819888974714233,6.059235548350682e-06,2.205105439660666e-09
311,0.2581988897471425,6.05923934888593e-06,2.0892963457082163e-09
312,0.25819888974714245,6.059235419057707e-06,1.3989282267685954e-09
313,0.25819888974714245,6.0592336808729985e-06,1.8870822180568614e-09
314,0.2581988897471424,6.059229741320898e-06,1.158747245942906e-09
315,0.2581988897471424,6.059234480679774e-06,1.2825044316772964e-09
316,0.2581988897471426,6.059235109987656e-06,1.4373657933297587e-09
317,0.25819888974714267,6.059237235128592e-06,1.5724121718135946e-09
318,0.2581988897471426,6.059235603642992e-06,1.3154917503134608e-09
319,0.25819888974714267,6.059235163232993e-06,2.0490381613674324e-09
320,0.25819888974714267,6.059235835778805e-06,2.181616863478131e-09
321,0.2581988897471427,6.0592343667514325e-06,1.2576964485546183e-09
322,0.25819888974714283,6.059234690547528e-06,1.7495546940477345e-09
323,0.25819888974714283,6.059230986187739e-06,1.9414030459219877e-09
324,0.25819888974714295,6.059232286788409e-06,8.760590152279062e-10
325,0.258198889747143,6.059233772836703e-06,1.867586176307705e-09
326,0.25819888974714306,6.059234913756497e-06,1.4414537877913218e-09
327,0.25819888974714317,6.059235410540843e-06,9.588855811046692e-10
328,0.25819888974714317,6.059238471527776e-06,2.2415207264671634e-09
329,0.25819888974714317,6.059236874275003e-06,1.0995862414958653e-09
330,0.2581988897471432,6.059239776611971e-06,2.105334508595574e-09
331,0.2581988897471434,6.0592407890554095e-06,1.2685925740413072e-09
332,0.25819888974714356,6.059242796838436e-06,2.297830523558795e-09
333,0.2581988897471436,6.059243967408772e-06,1.2661552530189437e-09
334,0.25819888974714367,6.059245410053658e-06,1.8208242690577293e-09
335,0.25819888974714367,6.059244852349524e-06,1.5702090878934741e-09
336,0.25819888974714383,6.059243427158966e-06,1.4103688960416953e-09
337,0.25819888974714383,6.0592403074281524e-06,3.7888627727116853e-10
338,0.2581988897471439,6.059239818619143e-06,1.3451521937761114e-09
339,0.25819888974714383,6.059240980658385e-06,2.22821599739916e-09
340,0.25819888974714406,6.059242336122164e-06,2.1828994323109786e-09
341,0.25819888974714406,6.059240556596408e-06,1.9192514851145073e-09
342,0.258198889747144,6.059238798774136e-06,7.822698257754262e-10
343,0.2581988897471441,6.059238194608414e-06,1.6948636237251693e-09
344,0.25819888974714394,6.059236955600105e-06,1.8728009539611743e-09
345,0.25819888974714394,6.0592354382184595e-06,2.0775339827017236e-09
346,0.25819888974714406,6.059238023834804e-06,1.8851954553793332e-09
347,0.25819888974714394,6.059234388013479e-06,2.2705539082957387e-09
348,0.258198889747144,6.059234750348737e-06,1.775484568633453e-09
349,0.25819888974714383,6.059235372447734e-06,1.8282560759234823e-09
350,0.2581988897471439,6.059235325326407e-06,1.5278025372944787e-09
351,0.2581988897471438,6.059235026004516e-06,1.3543389785933667e-09
352,0.25819888974714383,6.05923570547355e-06,2.019490547599159e-09
353,0.258198889747144,6.059237441127828e-06,1.6408014092243356e-09
354,0.25819888974714394,6.059236777644604e-06,1.3431886239712423e-09
355,0.25819888974714406,6.05923971197084e-06,1.8024136859948728e-09
356,0.25819888974714417,6.059239174009213e-06,1.7383656256254634e-09
357,0.2581988897471443,6.059243287541721e-06,1.893418187734579e-09
358,0.2581988897471442,6.059243320748841e-06,1.5665630271602514e-09
359,0.25819888974714417,6.0592419252989085e-06,1.4835686395144345e-09
360,0.25819888974714417,6.059241103844497e-06,2.1048958259958865e-09
361,0.25819888974714417,6.059241104071539e-06,1.4258985650874e-09
362,0.2581988897471443,6.059242133863997e-06,8.309073363624192e-10
363,0.25819888974714433,6.059241859945673e-06,1.4709145069554183e-09
364,0.25819888974714433,6.059243751295602e-06,2.5433425492290056e-09
365,0.2581988897471444,6.059242437486258e-06,1.1380031883955086e-09
366,0.25819888974714444,6.059242804103055e-06,1.586201420371111e-09
367,0.25819888974714444,6.05924146998681e-06,1.329581217784879e-09
368,0.2581988897471444,6.0592418796541664e-06,1.68228148539988e-09
369,0.25819888974714433,6.059243341434782e-06,2.0172532205968783e-09
370,0.2581988897471443,6.0592430696583434e-06,1.6642953727234642e-09
371,0.2581988897471442,6.059239660640508e-06,2.751156388469541e-09
372,0.2581988897471442,6.059241962083855e-06,2.3320940663353807e-09
373,0.2581988897471442,6.059242843321997e-06,2.0168953926942107e-09
374,0.2581988897471443,6.059240928061924e-06,1.467000453594549e-09
375,0.2581988897471444,6.059245261393651e-06,1.7283231638726937e-09
376,0.25819888974714433,6.059243536283184e-06,1.5200986398459154e-09
377,0.2581988897471444,6.059239695764062e-06,1.4593750802174416e-09
378,0.25819888974714456,6.05924150370963e-06,1.6130348900244678e-09
379,0.2581988897471445,6.059241768023255e-06,1.4122049694053357e-09
380,0.2581988897471445,6.059240792271651e-06,1.779884784697276e-09
381,0.2581988897471446,6.059241067499859e-06,1.2279039580685516e-09
382,0.2581988897471444,6.0592386098443005e-06,2.0194215569652674e-09
383,0.25819888974714456,6.059240554210757e-06,1.7480224937814759e-09
384,0.25819888974714456,6.059238638315212e-06,2.3014499233575578e-09
385,0.25819888974714456,6.0592374854883465e-06,1.406512682003104e-09
386,0.25819888974714467,6.059236618547063e-06,1.0893913165562686e-09
387,0.25819888974714467,6.0592365939792756e-06,1.5049497853694621e-09
388,0.25819888974714456,6.059235879712556e-06,2.5195809804151193e-09
389,0.25819888974714467,6.059235603975345e-06,1.1643613035403213e-09
390,0.25819888974714467,6.059235012873941e-06,1.3439492953883753e-09
391,0.25819888974714456,6.05923481207883e-06,1.9595766047960913e-09
392,0.2581988897471446,6.059236944279167e-06,7.336931140076013e-10
393,0.2581988897471446,6.059235138058854e-06,9.902465781326917e-10
394,0.2581988897471445,6.059233804134408e-06,1.7521441526669291e-09
395,0.25819888974714456,6.059233901974374e-06,1.6628504717360568e-09
396,0.2581988897471447,6.059234747294533e-06,1.581723820173266e-09
397,0.25819888974714467,6.0592329219719125e-06,1.9368848462406762e-09
398,0.2581988897471448,6.059233391384914e-06,1.5100645469340516e-09
399,0.2581988897471449,6.059235613887001e-06,1.3215258260583017e-09
400,0.2581988897471447,6.059234432991867e-06,1.9927798602878307e-09
401,0.2581988897471449,6.059238175617176e-06,1.3744963070315568e-09
402,0.25819888974714483,6.0592388071161945e-06,1.6399819323103803e-09
403,0.2581988897471447,6.05923762158807e-06,1.9754965636665554e-09
404,0.2581988897471448,6.059236041946878e-06,2.1571844627958794e-09
405,0.2581988897471448,6.059235464185716e-06,9.745568830458783e-10
406,0.2581988897471447,6.059237193838633e-06,1.4856695355680154e-09
407,0.25819888974714483,6.059238460558055e-06,1.8564395122785614e-09
408,0.25819888974714483,6.05923908696083e-06,1.4699624930703752e-09
409,0.2581988897471449,6.059239890880742e-06,2.390758731705174e-09
410,0.258198889747145,6.059245053768688e-06,1.4308150588261438e-09
411,0.258198889747145,6.059239813542487e-06,1.7268509916544085e-09
412,0.25819888974714483,6.059235427563774e-06,1.6555528858357478e-09
