step,max_abs_error_from_one_third,mean_abs_error_from_one_third
189,1.5033901901162494e-10,1.0022595716326539e-10
190,1.5033907452277617e-10,1.0022597566698248e-10
191,1.5033935207853233e-10,1.0022616070415324e-10
192,1.5033951861198602e-10,1.0022632723760694e-10
193,1.5033979616774218e-10,1.0022641975619233e-10
194,1.5033962963428849e-10,1.0022645676362647e-10
195,1.5033996270119587e-10,1.0022656778592894e-10
196,1.503400182123471e-10,1.002266788082314e-10
197,1.503400182123471e-10,1.002266788082314e-10
198,1.503400182123471e-10,1.002266788082314e-10
199,1.503403512792545e-10,1.0022688234911925e-10
200,1.5034024025695203e-10,1.0022675282309972e-10
201,1.5034040679040572e-10,1.0022690085283632e-10
202,1.5034062883501065e-10,1.0022706738629002e-10
203,1.5034085087961557e-10,1.0022723391974371e-10
204,1.503409063907668e-10,1.0022715990487541e-10
205,1.5034112843537173e-10,1.0022741895691449e-10
206,1.5034118394652296e-10,1.0022743746063156e-10
207,1.5034129496882542e-10,1.0022747446806572e-10
208,1.5034151701343035e-10,1.0022775202382188e-10
209,1.5034140599112789e-10,1.0022752997921695e-10
210,1.503416280357328e-10,1.0022769651267065e-10
211,1.503419611026402e-10,1.0022799257214388e-10
212,1.503417945691865e-10,1.0022784454240725e-10
213,1.5034207212494266e-10,1.0022802957957803e-10
214,1.5034234968069882e-10,1.002282146167488e-10
215,1.5034257172530374e-10,1.002283811502025e-10
216,1.503426827476062e-10,1.0022841815763665e-10
217,1.5034257172530374e-10,1.002283811502025e-10
218,1.5034257172530374e-10,1.002283811502025e-10
219,1.503426827476062e-10,1.0022841815763665e-10
220,1.503428492810599e-10,1.0022856618737326e-10
221,1.5034262723645497e-10,1.0022839965391957e-10
222,1.503428492810599e-10,1.0022856618737326e-10
223,1.5034273825875744e-10,1.0022852917993912e-10
224,1.5034290479221113e-10,1.0022858469109035e-10
225,1.5034307132566482e-10,1.0022873272082695e-10
226,1.5034318234796729e-10,1.0022876972826111e-10
227,1.503434043925722e-10,1.0022893626171481e-10
228,1.5034334888142098e-10,1.0022891775799773e-10
229,1.5034351541487467e-10,1.0022897326914897e-10
230,1.5034368194832837e-10,1.0022912129888557e-10
231,1.503439039929333e-10,1.0022928783233927e-10
232,1.503437374594796e-10,1.0022904728401727e-10
233,1.503437374594796e-10,1.0022913980260266e-10
234,1.5034384848178206e-10,1.0022928783233927e-10
235,1.5034384848178206e-10,1.0022919531375389e-10
236,1.503437374594796e-10,1.0022906578773434e-10
237,1.5034368194832837e-10,1.0022913980260266e-10
238,1.503437374594796e-10,1.0022915830631973e-10
239,1.5034384848178206e-10,1.0022919531375389e-10
240,1.5034401501523575e-10,1.0022932483977343e-10
241,1.5034412603753822e-10,1.0022936184720758e-10
242,1.5034401501523575e-10,1.0022932483977343e-10
243,1.5034440359329437e-10,1.0022954688437835e-10
244,1.5034418154868945e-10,1.0022947286951005e-10
245,1.503442925709919e-10,1.0022950987694419e-10
246,1.503442925709919e-10,1.0022941735835882e-10
247,1.503446256378993e-10,1.0022971341783204e-10
248,1.5034451461559684e-10,1.0022958389181251e-10
249,1.5034473666020176e-10,1.0022986144756867e-10
250,1.5034468114905053e-10,1.0022984294385158e-10
251,1.50344792171353e-10,1.0022978743270035e-10
252,1.5034523626056284e-10,1.0023021301819313e-10
253,1.5034545830516777e-10,1.0023028703306143e-10
254,1.503456803497727e-10,1.0023045356651512e-10
255,1.5034573586092392e-10,1.0023047207023221e-10
256,1.503456803497727e-10,1.0023045356651512e-10
257,1.5034579137207515e-10,1.0023049057394928e-10
258,1.5034590239437762e-10,1.0023062009996882e-10
259,1.5034573586092392e-10,1.0023047207023221e-10
260,1.5034590239437762e-10,1.0023052758138344e-10
261,1.5034579137207515e-10,1.0023058309253467e-10
262,1.5034579137207515e-10,1.0023058309253467e-10
263,1.5034601341668008e-10,1.0023074962598837e-10
264,1.5034595790552885e-10,1.002306386036859e-10
265,1.5034601341668008e-10,1.0023056458881759e-10
266,1.503460689278313e-10,1.0023076812970544e-10
267,1.5034601341668008e-10,1.0023074962598837e-10
268,1.50346235461285e-10,1.0023082364085667e-10
269,1.5034634648358747e-10,1.0023086064829083e-10
270,1.5034667955049485e-10,1.0023115670776406e-10
271,1.5034651301704116e-10,1.0023100867802744e-10
272,1.5034673506164609e-10,1.0023108269289575e-10
273,1.5034673506164609e-10,1.0023119371519822e-10
274,1.5034673506164609e-10,1.0023110119661283e-10
275,1.5034667955049485e-10,1.0023108269289575e-10
276,1.503465685281924e-10,1.0023113820404698e-10
277,1.5034667955049485e-10,1.0023108269289575e-10
278,1.503465685281924e-10,1.0023093466315913e-10
279,1.5034651301704116e-10,1.0023100867802744e-10
280,1.5034673506164609e-10,1.0023108269289575e-10
281,1.5034679057279732e-10,1.0023119371519822e-10
282,1.5034673506164609e-10,1.0023117521148113e-10
283,1.5034667955049485e-10,1.0023106418917867e-10
284,1.5034667955049485e-10,1.0023115670776406e-10
285,1.5034667955049485e-10,1.0023106418917867e-10
286,1.5034673506164609e-10,1.0023117521148113e-10
287,1.5034667955049485e-10,1.0023115670776406e-10
288,1.5034651301704116e-10,1.0023100867802744e-10
289,1.5034679057279732e-10,1.0023121221891529e-10
290,1.5034679057279732e-10,1.0023121221891529e-10
291,1.5034679057279732e-10,1.0023121221891529e-10
292,1.5034679057279732e-10,1.0023121221891529e-10
293,1.50346957106251e-10,1.0023126773006652e-10
294,1.5034701261740224e-10,1.0023137875236898e-10
295,1.5034684608394855e-10,1.0023121221891529e-10
296,1.5034679057279732e-10,1.0023110119661283e-10
297,1.5034651301704116e-10,1.0023100867802744e-10
298,1.5034634648358747e-10,1.0023086064829083e-10
299,1.5034617995013377e-10,1.002308051371396e-10
300,1.503460689278313e-10,1.0023067561112005e-10
301,1.503460689278313e-10,1.0023067561112005e-10
302,1.5034590239437762e-10,1.0023052758138344e-10
303,1.5034590239437762e-10,1.0023062009996882e-10
304,1.5034595790552885e-10,1.0023054608510051e-10
305,1.5034579137207515e-10,1.0023049057394928e-10
306,1.5034595790552885e-10,1.0023065710740298e-10
307,1.5034579137207515e-10,1.0023049057394928e-10
308,1.5034590239437762e-10,1.0023062009996882e-10
309,1.5034601341668008e-10,1.0023065710740298e-10
310,1.5034595790552885e-10,1.0023054608510051e-10
311,1.5034617995013377e-10,1.002308051371396e-10
312,1.5034579137207515e-10,1.0023058309253467e-10
313,1.50345513816319e-10,1.0023039805536389e-10
314,1.503451807494116e-10,1.0023010199589066e-10
315,1.5034523626056284e-10,1.0023012049960774e-10
316,1.5034501421595792e-10,1.0022995396615404e-10
317,1.5034506972710915e-10,1.002300649884565e-10
318,1.5034501421595792e-10,1.0023004648473943e-10
319,1.5034506972710915e-10,1.0022997246987113e-10
320,1.503451807494116e-10,1.0023008349217359e-10
321,1.5034490319365545e-10,1.002299909735882e-10
322,1.50344792171353e-10,1.0022986144756867e-10
323,1.503446256378993e-10,1.0022971341783204e-10
324,1.503446256378993e-10,1.0022971341783204e-10
325,1.503446256378993e-10,1.0022971341783204e-10
326,1.5034451461559684e-10,1.0022967641039789e-10
327,1.5034440359329437e-10,1.0022954688437835e-10
328,1.5034468114905053e-10,1.0022984294385158e-10
329,1.503446256378993e-10,1.0022973192154912e-10
330,1.503446256378993e-10,1.0022973192154912e-10
331,1.5034468114905053e-10,1.002297504252662e-10
332,1.50344792171353e-10,1.0022987995128574e-10
333,1.503446256378993e-10,1.0022973192154912e-10
334,1.5034468114905053e-10,1.002297504252662e-10
335,1.503444591044456e-10,1.0022958389181251e-10
336,1.503442925709919e-10,1.0022952838066128e-10
337,1.5034418154868945e-10,1.0022938035092466e-10
338,1.5034412603753822e-10,1.0022936184720758e-10
339,1.5034418154868945e-10,1.0022938035092466e-10
340,1.5034395950408452e-10,1.0022930633605635e-10
341,1.5034395950408452e-10,1.0022930633605635e-10
342,1.5034368194832837e-10,1.0022912129888557e-10
343,1.503434043925722e-10,1.0022893626171481e-10
344,1.5034334888142098e-10,1.0022891775799773e-10
345,1.5034312683681605e-10,1.0022875122454404e-10
346,1.5034307132566482e-10,1.0022873272082695e-10
347,1.5034273825875744e-10,1.0022852917993912e-10
348,1.5034273825875744e-10,1.0022852917993912e-10
349,1.5034246070300128e-10,1.0022823312046587e-10
350,1.5034234968069882e-10,1.0022819611303173e-10
351,1.5034234968069882e-10,1.002282146167488e-10
352,1.503421276360939e-10,1.002281406018805e-10
353,1.503421276360939e-10,1.0022804808329511e-10
354,1.5034185008033774e-10,1.0022786304612434e-10
355,1.5034157252458158e-10,1.0022767800895356e-10
356,1.503416280357328e-10,1.0022778903125602e-10
357,1.5034135047997665e-10,1.0022760399408526e-10
358,1.503410729242205e-10,1.0022741895691449e-10
359,1.503409063907668e-10,1.0022727092717787e-10
360,1.5034051781270819e-10,1.0022704888257294e-10
361,1.5034062883501065e-10,1.0022706738629002e-10
362,1.5034051781270819e-10,1.0022693786027048e-10
363,1.5034029576810326e-10,1.0022686384540218e-10
364,1.5034012923464957e-10,1.0022671581566556e-10
365,1.5033974065659095e-10,1.0022640125247524e-10
366,1.5033957412313725e-10,1.0022634574132401e-10
367,1.5033957412313725e-10,1.0022634574132401e-10
368,1.503394631008348e-10,1.0022630873388987e-10
369,1.5033935207853233e-10,1.0022627172645571e-10
370,1.5033935207853233e-10,1.0022627172645571e-10
371,1.5033907452277617e-10,1.0022599417069955e-10
372,1.503389635004737e-10,1.0022595716326539e-10
373,1.5033885247817125e-10,1.0022592015583125e-10
374,1.5033868594471755e-10,1.0022577212609463e-10
375,1.5033851941126386e-10,1.0022569811122632e-10
376,1.503382418555077e-10,1.0022551307405554e-10
377,1.5033779776629785e-10,1.0022518000714815e-10
378,1.5033779776629785e-10,1.0022518000714815e-10
379,1.5033779776629785e-10,1.0022518000714815e-10
380,1.5033740918823923e-10,1.0022486544395785e-10
381,1.5033713163248308e-10,1.0022477292537246e-10
382,1.5033696509902938e-10,1.0022453237705047e-10
383,1.5033685407672692e-10,1.0022449536961631e-10
384,1.5033668754327323e-10,1.0022443985846508e-10
385,1.5033640998751707e-10,1.0022416230270892e-10
386,1.5033596589830722e-10,1.002240142729723e-10
387,1.503355773202486e-10,1.0022368120606491e-10
388,1.5033568834255107e-10,1.0022371821349907e-10
389,1.503354107867949e-10,1.002235331763283e-10
390,1.5033496669758506e-10,1.0022329262800629e-10
391,1.5033496669758506e-10,1.0022329262800629e-10
392,1.503348556752826e-10,1.0022316310198676e-10
393,1.5033457811952644e-10,1.0022297806481599e-10
394,1.5033430056377028e-10,1.002228855462306e-10
395,1.5033385647456043e-10,1.0022251547188905e-10
396,1.5033385647456043e-10,1.0022251547188905e-10
397,1.5033330136304812e-10,1.0022218240498167e-10
398,1.5033330136304812e-10,1.0022208988639629e-10
399,1.503327462515358e-10,1.0022190484922551e-10
400,1.503327462515358e-10,1.0022181233064013e-10
401,1.503327462515358e-10,1.0022181233064013e-10
402,1.5033246869577965e-10,1.0022162729346935e-10
403,1.5033213562887227e-10,1.0022151627116689e-10
404,1.503318580731161e-10,1.002211832042595e-10
405,1.5033158051735995e-10,1.0022109068567413e-10
406,1.5033158051735995e-10,1.002210351745229e-10
407,1.5033158051735995e-10,1.002210351745229e-10
408,1.5033158051735995e-10,1.002209426559375e-10
409,1.503313029616038e-10,1.0022085013735212e-10
410,1.5033158051735995e-10,1.002210351745229e-10
411,1.5033102540584764e-10,1.0022057258159596e-10
412,1.5033074785009148e-10,1.0022048006301058e-10
413,1.5033047029433533e-10,1.0022035053699104e-10
414,1.5033047029433533e-10,1.0022025801840566e-10
415,1.5032991518282302e-10,1.002199804626495e-10
416,1.5032991518282302e-10,1.0021992495149827e-10
417,1.503293600713107e-10,1.0021955487715672e-10
418,1.5032963762706686e-10,1.0021973991432749e-10
419,1.5032902700440332e-10,1.0021935133626887e-10
420,1.503293600713107e-10,1.0021955487715672e-10
421,1.5032902700440332e-10,1.0021935133626887e-10
422,1.5032874944864716e-10,1.0021914779538103e-10
423,1.5032874944864716e-10,1.0021914779538103e-10
424,1.50328471892891e-10,1.0021892575077611e-10
425,1.5032819433713485e-10,1.0021883323219072e-10
426,1.5032819433713485e-10,1.0021883323219072e-10
427,1.5032819433713485e-10,1.0021877772103949e-10
428,1.5032819433713485e-10,1.0021877772103949e-10
429,1.5032819433713485e-10,1.0021883323219072e-10
430,1.503279167813787e-10,1.0021855567643456e-10
431,1.5032763922562253e-10,1.0021840764669794e-10
432,1.5032736166986638e-10,1.0021822260952717e-10
433,1.5032708411411022e-10,1.0021803757235641e-10
434,1.503265290025979e-10,1.0021776001660025e-10
435,1.503265290025979e-10,1.0021761198686363e-10
436,1.5032591837993436e-10,1.0021727891995624e-10
437,1.5032591837993436e-10,1.0021727891995624e-10
438,1.5032536326842205e-10,1.002169088456147e-10
439,1.503250857126659e-10,1.0021672380844393e-10
440,1.5032480815690974e-10,1.0021652026755608e-10
441,1.5032453060115358e-10,1.0021637223781947e-10
442,1.5032425304539743e-10,1.0021615019321455e-10
443,1.5032425304539743e-10,1.0021615019321455e-10
444,1.5032425304539743e-10,1.0021605767462916e-10
445,1.5032397548964127e-10,1.0021600216347792e-10
446,1.5032369793388511e-10,1.00215780118873e-10
447,1.5032369793388511e-10,1.0021568760028761e-10
448,1.503231428223728e-10,1.0021544705196561e-10
449,1.503231428223728e-10,1.0021539154081438e-10
450,1.5032280975546541e-10,1.0021518799992653e-10
451,1.5032253219970926e-10,1.0021509548134115e-10
452,1.5032280975546541e-10,1.0021518799992653e-10
453,1.5032253219970926e-10,1.0021491044417037e-10
454,1.503222546439531e-10,1.00214817925585e-10
455,1.5032197708819695e-10,1.0021468839956545e-10
456,1.503216995324408e-10,1.0021444785124345e-10
457,1.503216995324408e-10,1.0021441084380929e-10
458,1.5032142197668463e-10,1.0021426281407268e-10
459,1.5032142197668463e-10,1.0021426281407268e-10
460,1.5032086686517232e-10,1.0021394825088237e-10
461,1.5032086686517232e-10,1.0021389273973114e-10
462,1.5032086686517232e-10,1.0021389273973114e-10
463,1.5032058930941616e-10,1.0021370770256037e-10
464,1.5032031175366e-10,1.0021350416167252e-10
465,1.5031970113099646e-10,1.0021317109476513e-10
466,1.5031970113099646e-10,1.0021306007246267e-10
467,1.503194235752403e-10,1.0021293054644313e-10
468,1.5031914601948415e-10,1.0021283802785774e-10
469,1.5031914601948415e-10,1.0021274550927235e-10
470,1.5031914601948415e-10,1.0021265299068698e-10
471,1.5031914601948415e-10,1.0021265299068698e-10
472,1.5031914601948415e-10,1.0021265299068698e-10
473,1.5031859090797184e-10,1.0021237543493082e-10
474,1.5031803579645953e-10,1.0021204236802343e-10
475,1.5031803579645953e-10,1.0021200536058927e-10
476,1.5031803579645953e-10,1.0021191284200388e-10
477,1.5031748068494721e-10,1.0021167229368189e-10
478,1.5031748068494721e-10,1.0021152426394527e-10
479,1.5031687006228367e-10,1.0021122820447204e-10
480,1.5031687006228367e-10,1.0021122820447204e-10
481,1.5031687006228367e-10,1.0021119119703788e-10
482,1.5031687006228367e-10,1.0021113568588665e-10
483,1.5031631495077136e-10,1.0021085813013049e-10
484,1.5031631495077136e-10,1.0021085813013049e-10
485,1.5031575983925904e-10,1.0021048805578896e-10
486,1.503154822835029e-10,1.0021030301861818e-10
487,1.5031520472774673e-10,1.0021011798144741e-10
488,1.5031520472774673e-10,1.0021008097401325e-10
489,1.5031520472774673e-10,1.0021008097401325e-10
490,1.5031464961623442e-10,1.0020978491454002e-10
491,1.5031464961623442e-10,1.0020974790710586e-10
492,1.5031464961623442e-10,1.0020969239595463e-10
493,1.5031464961623442e-10,1.0020965538852049e-10
494,1.5031464961623442e-10,1.0020969239595463e-10
495,1.503140945047221e-10,1.0020947035134971e-10
496,1.503140945047221e-10,1.0020941484019848e-10
497,1.503140945047221e-10,1.0020937783276433e-10
498,1.5031376143781472e-10,1.0020917429187648e-10
499,1.5031348388205856e-10,1.0020898925470571e-10
500,1.503132063263024e-10,1.0020880421753493e-10
501,1.503132063263024e-10,1.0020880421753493e-10
502,1.5031292877054625e-10,1.0020861918036417e-10
503,1.5031292877054625e-10,1.0020856366921294e-10
504,1.5031292877054625e-10,1.002085081580617e-10
505,1.503126512147901e-10,1.0020841563947631e-10
506,1.5031237365903394e-10,1.0020823060230555e-10
507,1.5031237365903394e-10,1.0020823060230555e-10
508,1.5031209610327778e-10,1.0020804556513478e-10
509,1.5031181854752163e-10,1.0020795304654939e-10
510,1.5031181854752163e-10,1.00207860527964e-10
511,1.5031181854752163e-10,1.0020776800937863e-10
512,1.5031154099176547e-10,1.0020767549079324e-10
513,1.503112634360093e-10,1.0020749045362247e-10
514,1.503112634360093e-10,1.0020739793503708e-10
515,1.503112634360093e-10,1.0020749045362247e-10
516,1.5031098588025316e-10,1.0020730541645169e-10
517,1.5031065281334577e-10,1.0020710187556385e-10
518,1.5031065281334577e-10,1.0020704636441262e-10
519,1.5031009770183346e-10,1.002068243198077e-10
520,1.5031009770183346e-10,1.002067318012223e-10
521,1.5031009770183346e-10,1.002067318012223e-10
522,1.5030954259032114e-10,1.0020645424546615e-10
523,1.5030954259032114e-10,1.0020634322316369e-10
524,1.5030954259032114e-10,1.0020634322316369e-10
525,1.5030898747880883e-10,1.0020606566740753e-10
526,1.5030898747880883e-10,1.0020602865997337e-10
527,1.5030898747880883e-10,1.0020597314882214e-10
528,1.5030898747880883e-10,1.0020597314882214e-10
529,1.5030898747880883e-10,1.0020597314882214e-10
530,1.5030870992305267e-10,1.0020578811165137e-10
531,1.5030843236729652e-10,1.002056030744806e-10
532,1.5030815481154036e-10,1.0020547354846106e-10
533,1.503078772557842e-10,1.0020523300013906e-10
534,1.503078772557842e-10,1.0020523300013906e-10
535,1.503078772557842e-10,1.0020514048155367e-10
536,1.5030726663312066e-10,1.002048814295146e-10
537,1.5030726663312066e-10,1.0020484442208044e-10
538,1.5030671152160835e-10,1.002044743477389e-10
539,1.5030671152160835e-10,1.002044743477389e-10
540,1.5030671152160835e-10,1.002044743477389e-10
541,1.5030615641009604e-10,1.0020417828826567e-10
542,1.5030615641009604e-10,1.0020414128083151e-10
543,1.5030615641009604e-10,1.0020408576968028e-10
