class_id,count,a2n,b2n,abn,edges
0,1,0.4354782758345908,0.5645217241654091,-0.49581947028199974,1-2
1,1,0.9616531191507309,0.03834688084926904,0.19203228264643682,1-3
2,1,0.10286860501918244,0.8971313949808176,0.30378718722255205,2-3
