t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(949.8142740722448),np.float64(-62.14842344250734),np.float64(56.68761262985278),np.float64(59.062611546109835),np.float64(4.440892098500626e-16)
1,np.float64(949.8142740722444),np.float64(-62.14842344250677),np.float64(56.68761262985267),np.float64(59.63290805181333),np.float64(8.881784197001252e-16)
2,np.float64(949.8142740722475),np.float64(-62.14842344250559),np.float64(56.68761262985245),np.float64(95.9454470428102),np.float64(1.7763568394002505e-15)
3,np.float64(949.8142740722453),np.float64(-62.14842344250522),np.float64(56.68761262985371),np.float64(140.27780299486824),np.float64(3.552713678800501e-15)
4,np.float64(949.8142740722487),np.float64(-62.1484234425061),np.float64(56.68761262985372),np.float64(257.88416988063886),np.float64(1.4210854715202004e-14)
5,np.float64(949.8142740722424),np.float64(-62.14842344250577),np.float64(56.68761262985366),np.float64(377.8492119485719),np.float64(2.842170943040401e-14)
6,np.float64(949.8142740722393),np.float64(-62.14842344250436),np.float64(56.687612629852666),np.float64(393.79453394124704),np.float64(1.4210854715202004e-14)
7,np.float64(949.8142740722365),np.float64(-62.14842344250496),np.float64(56.68761262985208),np.float64(423.6440958651241),np.float64(1.4210854715202004e-14)
8,np.float64(949.8142740722365),np.float64(-62.14842344250437),np.float64(56.687612629852616),np.float64(436.4007762715941),np.float64(1.4210854715202004e-14)
9,np.float64(949.8142740722387),np.float64(-62.14842344250687),np.float64(56.68761262984928),np.float64(442.39644035288825),np.float64(2.842170943040401e-14)
10,np.float64(949.8142740722394),np.float64(-62.14842344250431),np.float64(56.6876126298522),np.float64(446.05679443377863),np.float64(2.842170943040401e-14)
11,np.float64(949.814274072239),np.float64(-62.14842344250423),np.float64(56.68761262985189),np.float64(447.399679328543),np.float64(1.4210854715202004e-14)
12,np.float64(949.8142740722391),np.float64(-62.14842344250374),np.float64(56.687612629852985),np.float64(449.0996714180509),np.float64(2.842170943040401e-14)
13,np.float64(949.8142740722413),np.float64(-62.148423442504345),np.float64(56.68761262985213),np.float64(451.2471299287314),np.float64(1.4210854715202004e-14)
14,np.float64(949.8142740722383),np.float64(-62.148423442504296),np.float64(56.687612629852154),np.float64(455.07471558480637),np.float64(2.842170943040401e-14)
15,np.float64(949.8142740722406),np.float64(-62.1484234425038),np.float64(56.68761262985397),np.float64(456.97472750784726),np.float64(2.842170943040401e-14)
16,np.float64(949.8142740722412),np.float64(-62.14842344250496),np.float64(56.687612629855295),np.float64(457.8956197476724),np.float64(2.842170943040401e-14)
17,np.float64(949.8142740722387),np.float64(-62.14842344250427),np.float64(56.68761262985406),np.float64(458.56005408008804),np.float64(2.842170943040401e-14)
18,np.float64(949.8142740722385),np.float64(-62.148423442505376),np.float64(56.68761262985217),np.float64(459.1010261480289),np.float64(2.842170943040401e-14)
19,np.float64(949.814274072236),np.float64(-62.14842344250573),np.float64(56.68761262985018),np.float64(459.5940470295224),np.float64(2.842170943040401e-14)
20,np.float64(949.8142740722358),np.float64(-62.148423442506484),np.float64(56.68761262984863),np.float64(460.0290136457434),np.float64(2.842170943040401e-14)
21,np.float64(949.8142740722369),np.float64(-62.14842344250383),np.float64(56.68761262985191),np.float64(460.4094035226946),np.float64(1.4210854715202004e-14)
22,np.float64(949.8142740722337),np.float64(-62.14842344250559),np.float64(56.68761262985116),np.float64(460.736394268629),np.float64(1.4210854715202004e-14)
23,np.float64(949.8142740722337),np.float64(-62.148423442505205),np.float64(56.68761262985075),np.float64(461.0154147654117),np.float64(1.4210854715202004e-14)
24,np.float64(949.814274072231),np.float64(-62.148423442503336),np.float64(56.687612629851756),np.float64(461.251856051701),np.float64(1.4210854715202004e-14)
25,np.float64(949.8142740722323),np.float64(-62.148423442504004),np.float64(56.68761262985281),np.float64(461.4481723303131),np.float64(2.842170943040401e-14)
26,np.float64(949.8142740722328),np.float64(-62.148423442502136),np.float64(56.68761262985163),np.float64(461.61236371134856),np.float64(2.842170943040401e-14)
27,np.float64(949.8142740722338),np.float64(-62.14842344250283),np.float64(56.68761262985145),np.float64(461.76281703616144),np.float64(1.4210854715202004e-14)
28,np.float64(949.8142740722344),np.float64(-62.14842344250461),np.float64(56.68761262985136),np.float64(461.91876058499975),np.float64(1.4210854715202004e-14)
29,np.float64(949.8142740722328),np.float64(-62.14842344250337),np.float64(56.68761262985223),np.float64(462.08958052380365),np.float64(1.4210854715202004e-14)
30,np.float64(949.8142740722336),np.float64(-62.14842344250384),np.float64(56.687612629851145),np.float64(462.2728609594809),np.float64(1.4210854715202004e-14)
31,np.float64(949.8142740722378),np.float64(-62.14842344250437),np.float64(56.68761262985213),np.float64(462.46170233895333),np.float64(1.4210854715202004e-14)
32,np.float64(949.8142740722394),np.float64(-62.1484234425058),np.float64(56.68761262985235),np.float64(462.65452122761707),np.float64(2.842170943040401e-14)
33,np.float64(949.8142740722425),np.float64(-62.148423442506406),np.float64(56.687612629852666),np.float64(462.8503356102958),np.float64(2.842170943040401e-14)
34,np.float64(949.8142740722457),np.float64(-62.148423442504345),np.float64(56.687612629856375),np.float64(463.02674948005296),np.float64(1.4210854715202004e-14)
35,np.float64(949.8142740722462),np.float64(-62.148423442504566),np.float64(56.68761262985672),np.float64(463.14991341373195),np.float64(1.4210854715202004e-14)
36,np.float64(949.8142740722452),np.float64(-62.14842344250518),np.float64(56.68761262985634),np.float64(463.230418302352),np.float64(2.842170943040401e-14)
37,np.float64(949.8142740722446),np.float64(-62.14842344250529),np.float64(56.68761262985626),np.float64(463.3041129570968),np.float64(2.842170943040401e-14)
38,np.float64(949.8142740722465),np.float64(-62.14842344250534),np.float64(56.68761262985679),np.float64(463.3815297042459),np.float64(2.842170943040401e-14)
39,np.float64(949.8142740722487),np.float64(-62.14842344250195),np.float64(56.687612629858286),np.float64(463.45985695729183),np.float64(2.842170943040401e-14)
40,np.float64(949.814274072251),np.float64(-62.148423442500274),np.float64(56.68761262985903),np.float64(463.5359051274896),np.float64(1.4210854715202004e-14)
41,np.float64(949.8142740722494),np.float64(-62.14842344249983),np.float64(56.6876126298603),np.float64(463.5980984027458),np.float64(1.4210854715202004e-14)
42,np.float64(949.8142740722517),np.float64(-62.14842344250107),np.float64(56.6876126298611),np.float64(463.6422578058271),np.float64(2.842170943040401e-14)
43,np.float64(949.8142740722544),np.float64(-62.14842344250089),np.float64(56.68761262986215),np.float64(463.6823382666539),np.float64(2.842170943040401e-14)
44,np.float64(949.8142740722561),np.float64(-62.14842344250157),np.float64(56.687612629862244),np.float64(463.72620077774445),np.float64(2.842170943040401e-14)
45,np.float64(949.8142740722592),np.float64(-62.148423442503216),np.float64(56.68761262986033),np.float64(463.77678534019196),np.float64(1.4210854715202004e-14)
46,np.float64(949.8142740722596),np.float64(-62.148423442501795),np.float64(56.6876126298624),np.float64(463.836623020907),np.float64(2.842170943040401e-14)
47,np.float64(949.8142740722607),np.float64(-62.14842344250182),np.float64(56.68761262986192),np.float64(463.88947034458187),np.float64(1.4210854715202004e-14)
48,np.float64(949.8142740722653),np.float64(-62.14842344250451),np.float64(56.687612629859906),np.float64(463.92560317507343),np.float64(1.4210854715202004e-14)
49,np.float64(949.8142740722651),np.float64(-62.14842344250563),np.float64(56.6876126298587),np.float64(463.95766226517173),np.float64(1.4210854715202004e-14)
50,np.float64(949.8142740722676),np.float64(-62.14842344250533),np.float64(56.68761262986047),np.float64(463.99148245265496),np.float64(2.842170943040401e-14)
51,np.float64(949.8142740722685),np.float64(-62.148423442506385),np.float64(56.68761262985973),np.float64(464.02289505068575),np.float64(1.4210854715202004e-14)
52,np.float64(949.8142740722674),np.float64(-62.14842344250478),np.float64(56.68761262986081),np.float64(464.04878185240824),np.float64(2.842170943040401e-14)
53,np.float64(949.814274072271),np.float64(-62.14842344250492),np.float64(56.68761262986124),np.float64(464.0689219978441),np.float64(2.842170943040401e-14)
54,np.float64(949.8142740722706),np.float64(-62.14842344250413),np.float64(56.687612629861036),np.float64(464.088453996847),np.float64(2.842170943040401e-14)
55,np.float64(949.8142740722717),np.float64(-62.14842344250458),np.float64(56.68761262986202),np.float64(464.11017067332574),np.float64(1.4210854715202004e-14)
56,np.float64(949.8142740722718),np.float64(-62.148423442504146),np.float64(56.68761262986364),np.float64(464.12958632294806),np.float64(1.4210854715202004e-14)
57,np.float64(949.8142740722722),np.float64(-62.14842344250378),np.float64(56.687612629864276),np.float64(464.1439646488409),np.float64(2.842170943040401e-14)
58,np.float64(949.8142740722712),np.float64(-62.14842344250437),np.float64(56.68761262986307),np.float64(464.15715357352184),np.float64(2.842170943040401e-14)
59,np.float64(949.8142740722708),np.float64(-62.148423442501695),np.float64(56.68761262986258),np.float64(464.1707122520286),np.float64(2.842170943040401e-14)
60,np.float64(949.8142740722706),np.float64(-62.14842344250057),np.float64(56.68761262986431),np.float64(464.18768841784123),np.float64(1.4210854715202004e-14)
61,np.float64(949.8142740722715),np.float64(-62.14842344250117),np.float64(56.6876126298618),np.float64(464.20782416697654),np.float64(2.842170943040401e-14)
62,np.float64(949.8142740722707),np.float64(-62.148423442500565),np.float64(56.68761262986226),np.float64(464.22379196818537),np.float64(2.842170943040401e-14)
63,np.float64(949.8142740722699),np.float64(-62.148423442501525),np.float64(56.68761262986112),np.float64(464.2358119975229),np.float64(2.842170943040401e-14)
64,np.float64(949.8142740722758),np.float64(-62.14842344250273),np.float64(56.687612629861476),np.float64(464.2465927138526),np.float64(1.4210854715202004e-14)
65,np.float64(949.8142740722781),np.float64(-62.14842344250612),np.float64(56.687612629858094),np.float64(464.2581216931652),np.float64(1.4210854715202004e-14)
66,np.float64(949.8142740722791),np.float64(-62.148423442506186),np.float64(56.687612629857746),np.float64(464.2691619687102),np.float64(2.842170943040401e-14)
67,np.float64(949.8142740722785),np.float64(-62.14842344250569),np.float64(56.687612629858265),np.float64(464.2772497235483),np.float64(1.4210854715202004e-14)
68,np.float64(949.8142740722822),np.float64(-62.14842344250653),np.float64(56.68761262985949),np.float64(464.28709837435485),np.float64(7.105427357601002e-15)
69,np.float64(949.814274072281),np.float64(-62.14842344250634),np.float64(56.68761262985841),np.float64(464.2979854390241),np.float64(2.842170943040401e-14)
70,np.float64(949.814274072284),np.float64(-62.14842344250856),np.float64(56.687612629856744),np.float64(464.3094356961444),np.float64(2.842170943040401e-14)
71,np.float64(949.8142740722824),np.float64(-62.14842344250988),np.float64(56.68761262985814),np.float64(464.3213231999377),np.float64(1.4210854715202004e-14)
72,np.float64(949.8142740722828),np.float64(-62.14842344250988),np.float64(56.68761262985865),np.float64(464.3318988952685),np.float64(2.842170943040401e-14)
73,np.float64(949.8142740722843),np.float64(-62.14842344251007),np.float64(56.687612629856446),np.float64(464.3436810191023),np.float64(1.4210854715202004e-14)
74,np.float64(949.814274072283),np.float64(-62.14842344250843),np.float64(56.6876126298567),np.float64(464.35217598298976),np.float64(2.842170943040401e-14)
75,np.float64(949.8142740722858),np.float64(-62.14842344251011),np.float64(56.68761262985528),np.float64(464.35750789518954),np.float64(1.4210854715202004e-14)
76,np.float64(949.8142740722876),np.float64(-62.148423442509866),np.float64(56.687612629854314),np.float64(464.36237672392326),np.float64(2.842170943040401e-14)
77,np.float64(949.8142740722901),np.float64(-62.14842344251079),np.float64(56.687612629853746),np.float64(464.3755383894208),np.float64(1.4210854715202004e-14)
78,np.float64(949.8142740722899),np.float64(-62.14842344251327),np.float64(56.687612629852254),np.float64(464.389486942683),np.float64(1.4210854715202004e-14)
79,np.float64(949.8142740722908),np.float64(-62.14842344251535),np.float64(56.68761262985028),np.float64(464.39760325032694),np.float64(2.842170943040401e-14)
80,np.float64(949.8142740722901),np.float64(-62.14842344251451),np.float64(56.68761262985129),np.float64(464.40671302163827),np.float64(2.842170943040401e-14)
81,np.float64(949.8142740722931),np.float64(-62.148423442514655),np.float64(56.687612629854186),np.float64(464.4182964313571),np.float64(2.842170943040401e-14)
82,np.float64(949.8142740722917),np.float64(-62.14842344251392),np.float64(56.68761262985436),np.float64(464.42897799542806),np.float64(1.4210854715202004e-14)
83,np.float64(949.8142740722922),np.float64(-62.14842344251454),np.float64(56.687612629853064),np.float64(464.4325140358835),np.float64(2.842170943040401e-14)
84,np.float64(949.8142740722897),np.float64(-62.148423442515536),np.float64(56.687612629852836),np.float64(464.4365222869926),np.float64(2.842170943040401e-14)
85,np.float64(949.8142740722906),np.float64(-62.1484234425142),np.float64(56.6876126298541),np.float64(464.44537076402867),np.float64(2.842170943040401e-14)
86,np.float64(949.8142740722922),np.float64(-62.14842344251634),np.float64(56.68761262985228),np.float64(464.4595374269107),np.float64(2.842170943040401e-14)
87,np.float64(949.8142740722933),np.float64(-62.148423442512644),np.float64(56.68761262985507),np.float64(464.46899850701647),np.float64(2.842170943040401e-14)
88,np.float64(949.8142740722943),np.float64(-62.14842344251268),np.float64(56.68761262985472),np.float64(464.47930420508425),np.float64(1.4210854715202004e-14)
89,np.float64(949.8142740722941),np.float64(-62.14842344251207),np.float64(56.68761262985478),np.float64(464.4899719673299),np.float64(2.842170943040401e-14)
90,np.float64(949.8142740722935),np.float64(-62.14842344251196),np.float64(56.687612629854954),np.float64(464.4977481150506),np.float64(3.9239571756869074e-15)
91,np.float64(949.8142740722953),np.float64(-62.14842344251083),np.float64(56.68761262985424),np.float64(464.5009016978961),np.float64(2.842170943040401e-14)
