t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(522.7794514075817),np.float64(-45.08174071324787),np.float64(34.46320093418124),np.float64(43.234681097196514),np.float64(4.440892098500626e-16)
1,np.float64(522.7794514075816),np.float64(-45.08174071324832),np.float64(34.463200934181096),np.float64(43.87369801489561),np.float64(4.440892098500626e-16)
2,np.float64(522.7794514075828),np.float64(-45.08174071324822),np.float64(34.463200934181955),np.float64(70.23225678741142),np.float64(1.7763568394002505e-15)
3,np.float64(522.7794514075829),np.float64(-45.08174071324845),np.float64(34.46320093418174),np.float64(108.3937039059307),np.float64(3.552713678800501e-15)
4,np.float64(522.7794514075829),np.float64(-45.08174071324865),np.float64(34.46320093418126),np.float64(125.76328367501986),np.float64(3.552713678800501e-15)
5,np.float64(522.7794514075837),np.float64(-45.081740713248635),np.float64(34.463200934183405),np.float64(147.1667983246658),np.float64(3.552713678800501e-15)
6,np.float64(522.7794514075842),np.float64(-45.081740713248486),np.float64(34.46320093418254),np.float64(180.4320085859388),np.float64(1.4210854715202004e-14)
7,np.float64(522.7794514075849),np.float64(-45.0817407132494),np.float64(34.46320093418197),np.float64(187.60183022239818),np.float64(1.4210854715202004e-14)
8,np.float64(522.7794514075842),np.float64(-45.08174071324773),np.float64(34.46320093418399),np.float64(227.5231756085891),np.float64(7.105427357601002e-15)
9,np.float64(522.7794514075839),np.float64(-45.081740713247484),np.float64(34.46320093418359),np.float64(240.52999620926443),np.float64(1.4210854715202004e-14)
10,np.float64(522.7794514075827),np.float64(-45.08174071324687),np.float64(34.46320093418373),np.float64(242.02275355027172),np.float64(7.105427357601002e-15)
11,np.float64(522.7794514075822),np.float64(-45.081740713247015),np.float64(34.463200934183405),np.float64(244.73650301242859),np.float64(1.4210854715202004e-14)
12,np.float64(522.779451407582),np.float64(-45.08174071324659),np.float64(34.46320093418329),np.float64(246.41521702465622),np.float64(1.4210854715202004e-14)
13,np.float64(522.7794514075823),np.float64(-45.081740713247186),np.float64(34.463200934183774),np.float64(247.89721660234946),np.float64(7.105427357601002e-15)
14,np.float64(522.7794514075824),np.float64(-45.081740713246944),np.float64(34.46320093418409),np.float64(248.69137618322839),np.float64(1.4210854715202004e-14)
15,np.float64(522.7794514075816),np.float64(-45.08174071324691),np.float64(34.4632009341837),np.float64(249.10224776239107),np.float64(1.4210854715202004e-14)
16,np.float64(522.779451407581),np.float64(-45.08174071324751),np.float64(34.46320093418281),np.float64(249.23443215639668),np.float64(1.4210854715202004e-14)
17,np.float64(522.7794514075822),np.float64(-45.08174071324709),np.float64(34.46320093418274),np.float64(249.32025130358187),np.float64(1.4210854715202004e-14)
