t,H,Q2_re,Q2_im,generator_norm
0,np.float64(952.581790841569),np.float64(-62.27763700823715),np.float64(29.177789622694142),np.float64(27.68023173434824)
1,np.float64(952.581790841569),np.float64(-62.277637008237065),np.float64(29.177789622694362),np.float64(28.161500095221445)
2,np.float64(952.58179084157),np.float64(-62.27763700823711),np.float64(29.17778962269373),np.float64(28.167487372842064)
3,np.float64(952.5817908415723),np.float64(-62.27763700823774),np.float64(29.177789622694554),np.float64(28.032391626310282)
4,np.float64(952.5817908415725),np.float64(-62.277637008237974),np.float64(29.177789622694096),np.float64(28.519665753818472)
5,np.float64(952.5817908415762),np.float64(-62.277637008238),np.float64(29.1777896226942),np.float64(29.305189449878792)
6,np.float64(952.5817908415781),np.float64(-62.27763700823782),np.float64(29.177789622693947),np.float64(29.682343016632483)
7,np.float64(952.5817908415725),np.float64(-62.27763700823753),np.float64(29.177789622694487),np.float64(29.807109360581727)
8,np.float64(952.581790841573),np.float64(-62.27763700823781),np.float64(29.17778962269429),np.float64(29.84999140857524)
9,np.float64(952.581790841574),np.float64(-62.277637008237306),np.float64(29.1777896226943),np.float64(29.8562675894311)
10,np.float64(952.5817908415736),np.float64(-62.277637008237406),np.float64(29.177789622694302),np.float64(29.923596203784978)
11,np.float64(952.5817908415793),np.float64(-62.27763700823819),np.float64(29.177789622694213),np.float64(30.017950759959778)
12,np.float64(952.5817908415795),np.float64(-62.27763700823725),np.float64(29.177789622694068),np.float64(30.14293868900542)
13,np.float64(952.5817908415829),np.float64(-62.27763700823764),np.float64(29.177789622694398),np.float64(30.256999671889478)
14,np.float64(952.5817908415856),np.float64(-62.27763700823771),np.float64(29.177789622694803),np.float64(30.339463995178594)
15,np.float64(952.5817908415851),np.float64(-62.2776370082376),np.float64(29.177789622694405),np.float64(30.379426338793103)
16,np.float64(952.5817908415838),np.float64(-62.27763700823738),np.float64(29.177789622694217),np.float64(30.388645112173094)
17,np.float64(952.5817908415845),np.float64(-62.27763700823681),np.float64(29.17778962269451),np.float64(30.3964868323837)
18,np.float64(952.5817908415866),np.float64(-62.2776370082372),np.float64(29.177789622694384),np.float64(30.418174434407252)
19,np.float64(952.5817908415908),np.float64(-62.27763700823788),np.float64(29.17778962269492),np.float64(30.462950530549595)
20,np.float64(952.5817908415895),np.float64(-62.277637008237846),np.float64(29.17778962269565),np.float64(30.52092411708206)
21,np.float64(952.5817908415861),np.float64(-62.277637008237384),np.float64(29.177789622695656),np.float64(30.576105034306245)
22,np.float64(952.5817908415864),np.float64(-62.277637008237505),np.float64(29.177789622695563),np.float64(30.619149147239384)
23,np.float64(952.5817908415859),np.float64(-62.27763700823761),np.float64(29.177789622695663),np.float64(30.643936586279736)
24,np.float64(952.5817908415863),np.float64(-62.27763700823694),np.float64(29.177789622695727),np.float64(30.65335620753734)
25,np.float64(952.5817908415859),np.float64(-62.277637008236674),np.float64(29.177789622695872),np.float64(30.65174232471909)
26,np.float64(952.5817908415843),np.float64(-62.2776370082367),np.float64(29.17778962269575),np.float64(30.643179872743524)
27,np.float64(952.5817908415811),np.float64(-62.27763700823654),np.float64(29.17778962269557),np.float64(30.63433197486748)
28,np.float64(952.5817908415802),np.float64(-62.27763700823652),np.float64(29.17778962269549),np.float64(30.62907188817644)
29,np.float64(952.5817908415763),np.float64(-62.27763700823639),np.float64(29.177789622695606),np.float64(30.634538401029012)
30,np.float64(952.5817908415795),np.float64(-62.277637008236454),np.float64(29.17778962269541),np.float64(30.653670520186626)
31,np.float64(952.5817908415775),np.float64(-62.27763700823643),np.float64(29.177789622695258),np.float64(30.68490096065808)
32,np.float64(952.5817908415745),np.float64(-62.27763700823631),np.float64(29.17778962269499),np.float64(30.720033205054015)
33,np.float64(952.5817908415729),np.float64(-62.27763700823636),np.float64(29.17778962269484),np.float64(30.749823095372857)
34,np.float64(952.5817908415718),np.float64(-62.27763700823643),np.float64(29.177789622694483),np.float64(30.768971661827127)
35,np.float64(952.5817908415702),np.float64(-62.277637008236105),np.float64(29.17778962269489),np.float64(30.776647391154913)
36,np.float64(952.5817908415697),np.float64(-62.277637008236006),np.float64(29.177789622694995),np.float64(30.77682949895635)
37,np.float64(952.5817908415672),np.float64(-62.27763700823571),np.float64(29.177789622695144),np.float64(30.773577903812534)
38,np.float64(952.5817908415656),np.float64(-62.27763700823566),np.float64(29.177789622695194),np.float64(30.772256543868863)
39,np.float64(952.5817908415661),np.float64(-62.27763700823574),np.float64(29.17778962269538),np.float64(30.774919511560185)
40,np.float64(952.5817908415685),np.float64(-62.27763700823593),np.float64(29.17778962269547),np.float64(30.782858654868992)
41,np.float64(952.5817908415695),np.float64(-62.277637008235864),np.float64(29.17778962269574),np.float64(30.794938394747106)
42,np.float64(952.5817908415706),np.float64(-62.27763700823576),np.float64(29.17778962269624),np.float64(30.809277471815744)
43,np.float64(952.5817908415695),np.float64(-62.27763700823557),np.float64(29.177789622696054),np.float64(30.82274942780381)
44,np.float64(952.581790841569),np.float64(-62.27763700823553),np.float64(29.17778962269603),np.float64(30.83327121661372)
45,np.float64(952.5817908415702),np.float64(-62.27763700823549),np.float64(29.177789622696302),np.float64(30.839585183958466)
46,np.float64(952.5817908415675),np.float64(-62.27763700823554),np.float64(29.177789622695897),np.float64(30.842545572106054)
47,np.float64(952.5817908415656),np.float64(-62.27763700823556),np.float64(29.177789622695492),np.float64(30.843363639234457)
48,np.float64(952.5817908415656),np.float64(-62.27763700823545),np.float64(29.177789622695656),np.float64(30.84325493610831)
49,np.float64(952.5817908415673),np.float64(-62.27763700823569),np.float64(29.177789622695933),np.float64(30.843399231577305)
50,np.float64(952.5817908415651),np.float64(-62.277637008235786),np.float64(29.17778962269537),np.float64(30.84502981650569)
51,np.float64(952.581790841565),np.float64(-62.2776370082358),np.float64(29.177789622695126),np.float64(30.848991535386535)
52,np.float64(952.5817908415659),np.float64(-62.277637008235786),np.float64(29.177789622694924),np.float64(30.856069896787954)
53,np.float64(952.5817908415663),np.float64(-62.27763700823595),np.float64(29.177789622694554),np.float64(30.865092509791197)
54,np.float64(952.5817908415672),np.float64(-62.27763700823619),np.float64(29.177789622694114),np.float64(30.874986747618898)
55,np.float64(952.5817908415661),np.float64(-62.27763700823604),np.float64(29.177789622694377),np.float64(30.883501169156972)
56,np.float64(952.5817908415654),np.float64(-62.27763700823626),np.float64(29.177789622694007),np.float64(30.88940268494972)
57,np.float64(952.5817908415629),np.float64(-62.277637008236034),np.float64(29.17778962269408),np.float64(30.891286020439257)
58,np.float64(952.5817908415617),np.float64(-62.27763700823618),np.float64(29.177789622693684),np.float64(30.89104248280372)
59,np.float64(952.5817908415643),np.float64(-62.27763700823622),np.float64(29.177789622693798),np.float64(30.889683433687956)
60,np.float64(952.5817908415625),np.float64(-62.27763700823603),np.float64(29.177789622693815),np.float64(30.889931537247737)
61,np.float64(952.5817908415623),np.float64(-62.27763700823597),np.float64(29.17778962269381),np.float64(30.891866812787594)
62,np.float64(952.5817908415647),np.float64(-62.277637008236226),np.float64(29.17778962269344),np.float64(30.894324893250232)
63,np.float64(952.5817908415652),np.float64(-62.27763700823624),np.float64(29.177789622693545),np.float64(30.89676982324936)
64,np.float64(952.5817908415656),np.float64(-62.27763700823615),np.float64(29.17778962269385),np.float64(30.897700300153396)
65,np.float64(952.5817908415665),np.float64(-62.27763700823614),np.float64(29.177789622693858),np.float64(30.899630230680916)
66,np.float64(952.5817908415697),np.float64(-62.27763700823642),np.float64(29.177789622693922),np.float64(30.902826547040103)
67,np.float64(952.5817908415684),np.float64(-62.27763700823643),np.float64(29.17778962269381),np.float64(30.908831244825198)
68,np.float64(952.5817908415677),np.float64(-62.277637008236276),np.float64(29.17778962269395),np.float64(30.915428144485052)
69,np.float64(952.5817908415656),np.float64(-62.27763700823604),np.float64(29.177789622694075),np.float64(30.921173352762978)
70,np.float64(952.5817908415665),np.float64(-62.277637008236056),np.float64(29.177789622694135),np.float64(30.923693397887615)
71,np.float64(952.5817908415644),np.float64(-62.27763700823595),np.float64(29.177789622693922),np.float64(30.922858625743586)
72,np.float64(952.581790841565),np.float64(-62.27763700823617),np.float64(29.177789622693986),np.float64(30.919912503203992)
73,np.float64(952.5817908415672),np.float64(-62.27763700823631),np.float64(29.177789622694156),np.float64(30.916785901121585)
74,np.float64(952.5817908415661),np.float64(-62.277637008236354),np.float64(29.177789622694146),np.float64(30.91623335682865)
75,np.float64(952.5817908415663),np.float64(-62.27763700823627),np.float64(29.17778962269462),np.float64(30.918780198324576)
76,np.float64(952.5817908415659),np.float64(-62.27763700823617),np.float64(29.17778962269474),np.float64(30.92380720292036)
77,np.float64(952.5817908415679),np.float64(-62.277637008236596),np.float64(29.17778962269474),np.float64(30.929211703160558)
78,np.float64(952.5817908415694),np.float64(-62.27763700823661),np.float64(29.177789622695176),np.float64(30.932318542951194)
79,np.float64(952.5817908415717),np.float64(-62.27763700823654),np.float64(29.17778962269514),np.float64(30.93339727843511)
80,np.float64(952.5817908415709),np.float64(-62.27763700823657),np.float64(29.177789622694768),np.float64(30.93276683862803)
81,np.float64(952.5817908415718),np.float64(-62.27763700823656),np.float64(29.177789622694732),np.float64(30.93312909501748)
82,np.float64(952.5817908415747),np.float64(-62.27763700823684),np.float64(29.177789622694903),np.float64(30.934941588547247)
83,np.float64(952.581790841576),np.float64(-62.27763700823691),np.float64(29.177789622695094),np.float64(30.937940830702065)
