seed,parent_residual,parent_iterations,counts,cluster_sse,opposite_error,family1_mod,family2_mod,relative_phase_rad,relative_phase_mod_pi_rad
0,5.87083116272966e-11,0,3;3;2;2,2.5294541765289696e-18,2.698461657474135e-11,0.08596491228107278,0.08596491228064895,-0.18930345585482355,-0.18930345585482344
1,4.877657225392026e-11,0,3;3;2;2,4.864411118434559e-14,1.3220301482064742e-10,0.0859649122806754,0.08596491228068842,-0.2885039397748041,-0.28850393977480415
2,2.915127844541048e-11,0,3;3;2;2,2.8406518544032805e-18,3.7826156685730963e-13,0.08596491228073404,0.08596491228073892,0.11312227926666696,0.11312227926666685
3,4.3371385338629654e-11,0,3;3;2;2,8.189836727911699e-18,6.595870441656636e-13,0.08596491228068422,0.08596491228062471,-0.1017547811075882,-0.10175478110758829
4,2.232797113628624e-11,0,3;3;2;2,6.355192875178288e-19,1.0768233942418976e-09,0.10000000001299336,0.09999999998773773,1.1966694428212906e-08,1.1966694524190302e-08
5,4.449105699891197e-11,0,3;3;2;2,4.3653199153326064e-18,1.3667539459037496e-12,0.08596491228079113,0.08596491228073798,0.061180367717307546,0.061180367717307504
6,5.218422996952344e-11,0,7;1;1;1,0.010439245236131465,0.23263329320592854,0.12543069814347824,0.15977199886478807,-1.6180527963967197,1.5235398571930734
7,1.6506660414556063e-11,0,3;3;2;2,9.894144920051674e-19,8.797488543750181e-10,0.09999999981606551,0.0999999997981769,1.2795063081856659e-08,1.2795063009107821e-08
