step,entropy,entropy_over_lnM,p_min,p_max
0,2.302585092994046,1.0,0.09999999996353243,0.1000000000282464
1,2.3025850929940455,0.9999999999999998,0.09999999996347024,0.10000000002824226
2,2.302585092994046,1.0,0.09999999996340872,0.10000000002823772
3,2.302585092994046,1.0,0.09999999996334784,0.10000000002823257
4,2.3025850929940455,0.9999999999999998,0.09999999996328726,0.10000000002822654
5,2.3025850929940455,0.9999999999999998,0.09999999996322718,0.10000000002821988
6,2.302585092994046,1.0,0.0999999999631678,0.10000000002821283
7,2.302585092994045,0.9999999999999997,0.09999999996310888,0.10000000002820461
8,2.302585092994046,1.0,0.09999999996305048,0.10000000002819567
9,2.3025850929940455,0.9999999999999998,0.09999999996299258,0.10000000002818628
10,2.3025850929940455,0.9999999999999998,0.0999999999629353,0.10000000002817623
11,2.3025850929940455,0.9999999999999998,0.09999999996287866,0.10000000002816564
12,2.302585092994046,1.0,0.09999999996282241,0.10000000002815394
13,2.302585092994046,1.0,0.09999999996276664,0.10000000002814168
14,2.302585092994046,1.0,0.09999999996271154,0.10000000002812859
15,2.3025850929940455,0.9999999999999998,0.09999999996265707,0.10000000002811507
16,2.302585092994046,1.0,0.09999999996260328,0.10000000002810094
17,2.302585092994046,1.0,0.09999999996254998,0.10000000002808611
18,2.302585092994045,0.9999999999999997,0.09999999996249709,0.10000000002807058
19,2.302585092994046,1.0,0.09999999996244503,0.10000000002805436
20,2.3025850929940455,0.9999999999999998,0.09999999996239332,0.10000000002803755
21,2.302585092994046,1.0,0.09999999996234235,0.10000000002801986
22,2.302585092994046,1.0,0.09999999996229172,0.10000000002800133
23,2.3025850929940455,0.9999999999999998,0.09999999996224174,0.10000000002798229
24,2.3025850929940455,0.9999999999999998,0.09999999996219244,0.10000000002796276
25,2.302585092994046,1.0,0.09999999996214375,0.10000000002794246
26,2.302585092994046,1.0,0.09999999996209563,0.10000000002792146
27,2.3025850929940455,0.9999999999999998,0.0999999999620481,0.10000000002789984
28,2.302585092994046,1.0,0.09999999996200122,0.10000000002787753
29,2.302585092994046,1.0,0.09999999996195494,0.10000000002785474
30,2.302585092994046,1.0,0.09999999996190921,0.10000000002783088
31,2.302585092994046,1.0,0.09999999996186384,0.10000000002780643
32,2.302585092994046,1.0,0.09999999996181941,0.10000000002778155
33,2.3025850929940455,0.9999999999999998,0.09999999996177544,0.10000000002775572
34,2.302585092994046,1.0,0.09999999996173208,0.10000000002772934
35,2.3025850929940455,0.9999999999999998,0.09999999996168954,0.1000000000277024
36,2.302585092994046,1.0,0.09999999996164746,0.10000000002767476
37,2.302585092994046,1.0,0.09999999996160613,0.10000000002764657
38,2.302585092994046,1.0,0.09999999996156522,0.10000000002761751
39,2.302585092994046,1.0,0.09999999996152516,0.10000000002758794
40,2.302585092994046,1.0,0.09999999996148569,0.10000000002755777
41,2.3025850929940455,0.9999999999999998,0.09999999996144689,0.10000000002752675
42,2.3025850929940455,0.9999999999999998,0.09999999996140875,0.10000000002749512
43,2.302585092994046,1.0,0.09999999996137104,0.10000000002746301
44,2.3025850929940455,0.9999999999999998,0.09999999996133414,0.10000000002743006
45,2.302585092994046,1.0,0.09999999996129769,0.10000000002739651
46,2.302585092994046,1.0,0.09999999996126206,0.10000000002736241
47,2.302585092994046,1.0,0.09999999996122713,0.10000000002732759
48,2.302585092994046,1.0,0.09999999996119273,0.10000000002729226
49,2.3025850929940455,0.9999999999999998,0.099999999961159,0.10000000002725609
50,2.3025850929940455,0.9999999999999998,0.09999999996112623,0.10000000002721958
51,2.302585092994046,1.0,0.09999999996109368,0.10000000002718204
52,2.3025850929940455,0.9999999999999998,0.09999999996106196,0.10000000002714426
53,2.3025850929940455,0.9999999999999998,0.09999999996103097,0.10000000002710584
54,2.302585092994046,1.0,0.09999999996100059,0.1000000000270665
55,2.302585092994046,1.0,0.09999999996097096,0.10000000002702686
56,2.302585092994046,1.0,0.09999999996094175,0.10000000002698627
57,2.302585092994046,1.0,0.09999999996091319,0.10000000002694513
58,2.302585092994046,1.0,0.0999999999608856,0.1000000000269037
59,2.3025850929940455,0.9999999999999998,0.09999999996085863,0.10000000002686149
60,2.302585092994046,1.0,0.09999999996083253,0.10000000002681853
61,2.302585092994046,1.0,0.0999999999608069,0.10000000002677509
62,2.302585092994046,1.0,0.09999999996078207,0.10000000002673107
63,2.3025850929940455,0.9999999999999998,0.0999999999607579,0.10000000002668642
64,2.3025850929940455,0.9999999999999998,0.09999999996073444,0.10000000002664121
65,2.302585092994046,1.0,0.09999999996071163,0.10000000002659548
66,2.3025850929940455,0.9999999999999998,0.09999999996068933,0.10000000002654887
67,2.302585092994045,0.9999999999999997,0.09999999996066805,0.10000000002650176
68,2.3025850929940455,0.9999999999999998,0.09999999996064728,0.10000000002645425
69,2.3025850929940463,1.0000000000000002,0.09999999996062733,0.10000000002640602
70,2.302585092994046,1.0,0.0999999999606079,0.10000000002635705
71,2.302585092994046,1.0,0.09999999996058924,0.10000000002630768
72,2.302585092994046,1.0,0.09999999996057139,0.1000000000262575
73,2.302585092994046,1.0,0.0999999999605542,0.10000000002620704
74,2.302585092994046,1.0,0.09999999996053771,0.10000000002615565
75,2.3025850929940455,0.9999999999999998,0.09999999996052221,0.10000000002610397
76,2.302585092994046,1.0,0.09999999996050735,0.10000000002605165
77,2.302585092994046,1.0,0.09999999996049301,0.1000000000259987
78,2.3025850929940455,0.9999999999999998,0.09999999996047951,0.10000000002594506
79,2.302585092994046,1.0,0.09999999996046653,0.10000000002589089
80,2.3025850929940455,0.9999999999999998,0.09999999996045458,0.10000000002583649
81,2.3025850929940455,0.9999999999999998,0.0999999999604433,0.10000000002578135
82,2.3025850929940455,0.9999999999999998,0.09999999996043275,0.10000000002572557
83,2.3025850929940455,0.9999999999999998,0.09999999996042297,0.10000000002566924
84,2.302585092994046,1.0,0.09999999996041391,0.10000000002561249
85,2.3025850929940455,0.9999999999999998,0.09999999996040551,0.10000000002555522
86,2.302585092994046,1.0,0.09999999996039788,0.10000000002549733
87,2.302585092994046,1.0,0.09999999996039097,0.1000000000254388
88,2.3025850929940455,0.9999999999999998,0.09999999996038482,0.10000000002537994
89,2.302585092994046,1.0,0.09999999996037934,0.10000000002532036
90,2.302585092994046,1.0,0.09999999996037472,0.10000000002526038
91,2.302585092994045,0.9999999999999997,0.0999999999603708,0.1000000000251997
92,2.302585092994046,1.0,0.09999999996036751,0.10000000002513847
93,2.302585092994046,1.0,0.09999999996036509,0.10000000002507672
94,2.302585092994046,1.0,0.09999999996036346,0.10000000002501461
95,2.3025850929940455,0.9999999999999998,0.0999999999603626,0.10000000002495185
96,2.302585092994046,1.0,0.09999999996036246,0.10000000002488856
97,2.302585092994046,1.0,0.09999999996036314,0.10000000002482466
98,2.3025850929940455,0.9999999999999998,0.09999999996036449,0.10000000002476019
99,2.3025850929940455,0.9999999999999998,0.09999999996036667,0.10000000002469547
100,2.302585092994046,1.0,0.09999999996036966,0.10000000002463007
101,2.302585092994046,1.0,0.09999999996037331,0.10000000002456415
102,2.3025850929940455,0.9999999999999998,0.09999999996037763,0.10000000002463244
103,2.3025850929940455,0.9999999999999998,0.0999999999603829,0.10000000002471741
104,2.302585092994046,1.0,0.09999999996038883,0.10000000002480046
105,2.3025850929940455,0.9999999999999998,0.0999999999603956,0.10000000002488134
106,2.302585092994046,1.0,0.09999999996040324,0.10000000002496016
107,2.302585092994046,1.0,0.0999999999604117,0.1000000000250368
