step,H_total,H_parallel,H_perp,abs_ztz
0,0.8596491228071359,0.8596491228071359,1.730672924677253e-32,8.491712771485931e-15
1,0.8596491228071372,0.8596491228071372,7.841105684202818e-25,9.968931537797764e-15
2,0.8596491228071361,0.8596491228071361,3.1329455323959693e-24,9.768118172067418e-15
3,0.8596491228071376,0.8596491228071376,7.04073458379773e-24,9.318342401990023e-15
4,0.8596491228071377,0.8596491228071377,1.2500413629414438e-23,1.0097934533795748e-14
5,0.8596491228071379,0.8596491228071379,1.9507028223264756e-23,1.0838912125440922e-14
6,0.8596491228071363,0.8596491228071363,2.8055164367355245e-23,9.883618042063371e-15
7,0.8596491228071377,0.8596491228071377,3.8135619476247e-23,1.1229956912562275e-14
8,0.8596491228071387,0.8596491228071387,4.9748758585337657e-23,1.1939630739156186e-14
9,0.8596491228071406,0.8596491228071406,6.288461162606259e-23,1.2073363870866156e-14
10,0.8596491228071381,0.8596491228071381,7.753461843656238e-23,1.1612624339230922e-14
11,0.8596491228071408,0.8596491228071408,9.369329037415484e-23,1.1373244909285861e-14
12,0.8596491228071387,0.8596491228071387,1.1135392168626462e-22,1.2580598615665176e-14
13,0.8596491228071368,0.8596491228071368,1.3051068286355805e-22,1.3947223840436271e-14
14,0.8596491228071373,0.8596491228071373,1.5116306729330186e-22,1.4987771731527702e-14
15,0.8596491228071368,0.8596491228071368,1.7330131418893946e-22,1.4375472279762123e-14
16,0.859649122807137,0.859649122807137,1.9692026089320076e-22,1.3704457376078151e-14
17,0.8596491228071377,0.8596491228071377,2.220051955274329e-22,1.3737351904083662e-14
18,0.8596491228071381,0.8596491228071381,2.485608443999501e-22,1.3443417615220048e-14
19,0.8596491228071377,0.8596491228071377,2.765796771066383e-22,1.2739163905349316e-14
20,0.8596491228071399,0.8596491228071399,3.0604225871018807e-22,1.2651573745475541e-14
21,0.859649122807137,0.859649122807137,3.3696007775564995e-22,1.2149522111681932e-14
22,0.8596491228071353,0.8596491228071353,3.69320608842111e-22,1.3406605911264262e-14
23,0.8596491228071321,0.8596491228071321,4.0311101030079627e-22,1.3636620607621929e-14
24,0.8596491228071318,0.8596491228071318,4.383229028670116e-22,1.3357460987843521e-14
25,0.8596491228071336,0.8596491228071336,4.749615287598176e-22,1.3581998254871142e-14
26,0.8596491228071299,0.8596491228071299,5.130233371574632e-22,1.3635474374638191e-14
27,0.8596491228071328,0.8596491228071328,5.52480296751798e-22,1.3908468071485836e-14
28,0.8596491228071337,0.8596491228071337,5.933447699831348e-22,1.3743896453791444e-14
29,0.8596491228071316,0.8596491228071316,6.356017516734908e-22,1.3798010523688739e-14
30,0.8596491228071308,0.8596491228071308,6.792563807568927e-22,1.4117831053344254e-14
31,0.8596491228071306,0.8596491228071306,7.242883771925662e-22,1.4967201874527852e-14
32,0.859649122807129,0.859649122807129,7.70693184780935e-22,1.467617154100206e-14
33,0.8596491228071288,0.8596491228071288,8.184628163517483e-22,1.5028374308162252e-14
34,0.8596491228071315,0.8596491228071315,8.675943906704278e-22,1.507261079534842e-14
