requested_tol,parent_residual,parent_iterations,onset_f_ge_1e-8,log_f_growth_rate,f_step5000
1e-06,3.4069828355130586e-11,0,,,0.0
1e-08,3.4069828355130586e-11,0,,,0.0
1e-10,3.4069828355130586e-11,0,,,0.0
1e-12,3.4069828355130586e-11,0,,,0.0
