step,tol,triplet_cluster_count,cluster_sizes_desc
0,0.01,2,40;38
0,0.001,2,40;38
0,0.0001,2,40;38
0,1e-06,2,40;38
0,1e-08,2,40;38
0,1e-10,2,40;38
1,0.01,2,40;38
1,0.001,2,40;38
1,0.0001,2,40;38
1,1e-06,2,40;38
1,1e-08,2,40;38
1,1e-10,2,40;38
10,0.01,2,40;38
10,0.001,2,40;38
10,0.0001,2,40;38
10,1e-06,2,40;38
10,1e-08,2,40;38
10,1e-10,2,40;38
50,0.01,2,40;38
50,0.001,2,40;38
50,0.0001,2,40;38
50,1e-06,2,40;38
50,1e-08,2,40;38
50,1e-10,9,33;22;6;5;5;4;1;1;1
100,0.01,2,40;38
100,0.001,2,40;38
100,0.0001,2,40;38
100,1e-06,10,33;22;6;5;5;3;1;1;1;1
100,1e-08,58,5;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100,1e-10,78,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
150,0.01,8,36;22;10;5;2;1;1;1
150,0.001,23,16;13;10;4;4;4;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1
150,0.0001,53,4;4;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
150,1e-06,78,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
150,1e-08,78,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
