abs_delta_theta_over_pi,count
8.397272114916782e-05,1
0.00025767120551657024,1
0.0002616584048790616,1
0.0005966917076645673,1
0.000763416882221686,1
0.0007729510641674597,1
0.0012609470049250529,1
0.0014087838511413285,1
0.0014453136507408544,1
0.0015186182104419766,1
0.0015741893628528178,1
0.0016930524453679472,1
0.0016992523173441788,1
0.0017282771013044187,1
0.0019578176495985995,1
0.0019699906899847256,1
0.0022277700456809785,1
0.0025666823976493633,1
0.002977837059291319,1
0.0030800638649870478,1
0.00310700936443034,1
0.003138366096108731,1
0.00322735017678866,1
0.0033686677693094014,1
0.003485021382305372,1
0.003500422374794458,1
0.0035320070124514173,1
0.003973703139000677,1
0.0040267680945944235,1
0.004307793048378378,1
0.0044231507100321735,1
0.004636134027929988,1
0.004745968387230637,1
0.0048423405702962986,1
0.0048938052334467005,1
0.004904484756043016,1
0.004997062071631358,1
0.005286764726475742,1
0.006036070149682797,1
0.00611620315540005,1
0.006154752238371965,1
0.006163320081663862,1
0.006405870773417967,1
0.006632761857347364,1
0.006667529178297028,1
0.006696314388975537,1
0.006874475446027742,1
0.006936271145831392,1
0.00697906827547991,1
0.007133777459024693,1
0.007395435863903896,1
0.00757210393280519,1
0.007902885492723293,1
0.0080004712335951,1
0.00834505499697272,1
0.00860275254733216,1
0.008666302374944979,1
0.008960805430096485,1
0.009251507399267698,1
0.009335480120416866,1
0.00977453854272751,1
0.009817157988092283,1
0.01012910529677204,1
0.01079945410959392,1
0.010930796120081281,1
0.011057125315110633,1
0.01110748059802544,1
0.011369139002904502,1
0.011391347350945031,1
0.011527487827745849,1
0.011572405173761381,1
0.011696715877388615,1
0.011830076379278092,1
0.01200765812705831,1
0.012040869295083533,1
0.012085538402386633,1
0.012318072320035827,1
0.012741573767832087,1
0.01309039612998417,2
0.013170818637552827,1
0.01317692672547221,1
0.013299132836089585,1
0.01334916500054356,1
0.01380130663732172,1
0.013924485923069593,1
0.01401085998506833,1
0.01406004496204401,1
0.014431765642478023,1
0.014607551692732897,1
0.014689436847994734,1
0.014800723816513676,1
0.014870070954897006,1
0.015365238323070289,1
0.015383593202658096,1
0.015821637632819133,1
0.01583528087612423,1
0.016131017959822202,1
0.016388689165338914,1
0.016907547321325052,1
0.017037882021335327,1
0.017114586195633316,1
0.017563557977428645,1
0.017775009776322608,1
0.017916787024783394,1
0.01848319567207618,1
0.018842863296937594,1
0.018865660697864817,1
0.018915344741111274,1
0.019325570875924722,1
0.019616039342127575,1
0.019788174336037388,1
0.019867133026528365,1
0.020060366960218894,1
0.02012159994611752,1
0.02015030755562581,1
0.020176248117444128,1
0.020561125400204706,1
0.020643621842415694,1
0.02099328162270746,1
0.021024823193268902,1
0.02108903517029466,1
0.02112808003145356,1
0.021259165526326007,1
0.021343138247475316,1
0.02138575123697027,1
0.02174988789162135,1
0.021756698504929218,1
0.023046852819893257,1
0.023150656345316115,1
0.023560789335013283,1
0.02374734805298061,1
0.02440868033133329,1
0.02461310141375893,1
0.024621042182746078,1
0.02478244306291569,1
0.024798628825342416,1
0.024873642602860683,1
0.024949207031367163,1
0.02507493906251299,1
0.02509805425704248,1
0.025172097213555185,1
0.025262465127858843,1
0.025488890957588654,1
0.025717338742965334,1
0.02584789012668045,1
0.02602188526490026,1
0.026261842021756115,1
0.026491681270710363,1
0.02672444548186857,1
0.026752433752900415,1
0.026801618729876096,1
0.02693174418372546,1
0.027036652618097092,1
0.027101412648541875,1
0.027188143274932835,1
0.027349125460564984,1
0.027494905943712625,1
0.027756564348591688,1
0.027936994921451148,1
0.027961094339100295,1
0.028133229333009897,1
0.028505933546578276,1
0.02864537971296944,1
0.028660021285029737,1
0.02883382962245753,1
0.028917802343606698,1
0.029405742402964646,1
0.029452723593311227,1
0.029714381998190285,1
0.029750148362714217,1
0.029779455789167415,1
0.02988168259486314,1
0.029917279632809286,1
0.030169159285186545,1
0.030206680157414637,1
0.030234210647882623,1
0.030463751196176874,1
0.030690230696976746,1
0.03086357371302203,1
0.030914831980742463,1
0.031026912956164044,1
0.03106159966813844,1
0.031104994720308966,1
0.031145572389287748,1
0.03122476943990841,1
0.031288571361043106,1
0.031360579509798626,1
0.03161825071531534,1
0.031656918508943435,1
0.031868411602530726,1
0.03201121020834431,1
0.032185205346564195,1
0.032192028297481294,1
0.032821391362620626,1
0.03285951965415446,1
0.03287919772024053,1
0.032917821885276144,1
0.03295815641073165,1
0.03296781433340826,1
0.03300093974976577,1
0.03307498270627848,1
0.03338519561024778,1
0.03341999405948564,1
0.03344944039171539,1
0.03356450604107282,1
0.03372385150171482,1
0.03376435663198753,1
0.03430483330489532,1
0.034349561656310174,1
0.03439558072547345,1
0.03443353437745948,1
0.03443820017083822,1
0.03454200369626107,1
0.03467814417306196,1
0.03486109077673257,1
0.03489034180761638,1
0.03504902072771093,1
0.03513869540392564,1
0.03553449673105748,1
0.03599788575026319,1
0.036246848869180774,1
0.036499821345859676,1
0.036647344236274366,1
0.036829497784214925,1
0.03684815945721505,1
0.03685355077864068,1
0.03690501544179108,1
0.036959181005247456,1
0.03709651305352424,1
0.03710868609391037,1
0.03775061959630932,1
0.03775820803804901,1
0.03807204477790998,1
0.03816596244671634,1
0.038169309742874254,1
0.038262334629782006,1
0.03836151315152703,1
0.03842234882006794,1
0.038842488024959626,1
0.03886404494661699,1
0.038926027658083714,1
0.039066503743509035,1
0.03918695105092851,1
0.03977129709525402,1
0.03983524517041594,1
0.040163867148412705,1
0.04033578545418682,1
0.040397079788555446,1
0.04081247871494442,1
0.04082186259621573,1
0.04084407094425633,1
0.040857628960739655,1
0.04110572934913525,1
0.04111928736561872,1
0.04140917042260899,1
0.04148968480657067,1
0.04174735601208738,1
0.041820325084250945,1
0.04185691959378058,1
0.04225244714903347,1
0.04233641987018278,1
0.042396051959068544,1
0.04275831554552705,1
0.042842288266676506,1
0.04300830301701258,1
0.04301586403125523,1
0.04309983675240439,1
0.04322591714466068,1
0.043265638734991875,1
0.043302233244521364,1
0.04331855453928304,1
0.04344610352948304,1
0.04366428952320723,1
0.04379031577423574,1
0.04421273871356566,1
0.04427581335786179,1
0.04438700748190031,1
0.044495302161154104,1
0.044958691180359604,1
0.04497487694278655,1
0.04503923024008348,1
0.045235629424976595,1
0.04535734196857511,1
0.04553676036278699,1
0.04571696347098737,1
0.0457944315683037,1
0.045832321132641164,1
0.046050016357793364,1
0.046069491524006925,1
0.04616537883626265,1
0.04628007030381268,1
0.04630017724500875,1
0.046557848450525456,1
0.046802655619315965,1
0.046824826954134334,1
0.046928681870344546,1
0.04744524057229179,1
0.04752515813903668,2
0.04757536602614115,1
0.0475977780183018,1
0.04774926867513768,1
0.04802730917360552,1
0.04823950680816008,1
0.04833238727156755,1
0.048694800530278685,1
0.04902178174509243,1
0.04914955538899397,1
0.04953202797280191,1
0.049780492678607284,1
0.04978519862731412,1
0.050140114181019615,1
0.050176967869932705,1
0.050356987713040445,1
0.05042307763158311,1
0.05043056559623376,1
0.05049978180588102,1
0.05110737303859257,1
0.051162440907894007,1
0.05119398247845545,1
0.051336781084269104,1
0.05155278636647154,1
0.05183316662638763,1
0.05186839128232396,1
0.052093795665943916,1
0.05221309098687316,2
0.05240473791561375,1
0.052746330746769036,1
0.052861693225238184,1
0.0529421157328067,1
0.05303603340161328,1
0.05328106346777595,1
0.05356144372769184,1
0.053726751474597385,1
0.05376109809996573,1
0.05420306273773204,1
0.05446073394324868,1
0.05516988195110706,1
0.05519932828333674,1
0.05531145554704732,1
0.05593524227099926,1
0.05601921499214857,1
0.0561791216545654,1
0.056593885677897623,1
0.05735730256011931,1
0.05736683674206494,1
0.057588856516154335,1
0.05768808412003741,1
0.05771645071061856,1
0.05787837397190958,1
0.0579586571398895,1
0.05803309547324464,1
0.05813025362428684,1
0.058173036963320955,1
0.0581855482238189,1
0.058220315544768565,1
0.058397232127895715,1
0.05865490333341243,1
0.058702147741941275,1
0.05909686797117874,1
0.05968693424119378,1
0.05991585033833762,1
0.05994859264607298,1
0.060123959790223926,1
0.060155538913803694,1
0.06031693979397324,1
0.06034011526585676,1
0.06048609300981263,1
0.06079651457560561,1
0.06089691085439138,1
0.061327324909198906,1
0.06150931399703976,1
0.06177870481558209,1
0.061891129156826055,1
0.06287543604354094,1
0.06305560201050325,1
0.06317009903495231,1
0.06326736399991695,1
0.06344015448540041,1
0.06350647048970201,1
0.06372465648342612,1
0.06384053764065128,1
0.06384894680642465,1
0.0639947272895723,1
0.06410145379300237,1
0.06425638569445136,1
0.06437243247515075,1
0.0645598267679251,1
0.06459141899723686,1
0.06485307740211593,1
0.06486935135229649,1
0.0652601880528426,1
0.06527072239141626,1
0.06535409300379326,1
0.06541770892879394,1
0.06549513404559792,1
0.06603251186279101,2
0.06656140968722152,1
0.06682306809210073,1
0.06686302257953486,1
0.06700689286449647,1
0.06706023093605532,1
0.06708237010509767,1
0.0672934588677162,1
0.0673633950588817,1
0.06742454436258866,1
0.06750851708373797,1
0.06753766382721642,1
0.06755113007323292,1
0.06796008676654627,1
0.06802078067338596,1
0.0681047533945352,1
0.06846901478719665,1
0.06848838227251952,1
0.06861419330933134,1
0.0689829774779572,1
0.06911634434390018,1
0.069327796142794,1
0.06958539353313001,1
0.06968233552842772,1
0.06975732000570231,1
0.06984085963882618,1
0.06993007745653099,1
0.07057201095892994,1
0.07067602992332508,1
0.07077848025002158,1
0.07105607324409835,1
0.07117024949264024,1
0.07139016315347606,1
