t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(216.77160029276317),np.float64(-30.13184191032265),np.float64(14.473699241195357),np.float64(26.697456206634843),np.float64(4.440892098500626e-16)
1,np.float64(216.77160029276317),np.float64(-30.131841910322557),np.float64(14.473699241195682),np.float64(28.997490626572155),np.float64(8.881784197001252e-16)
2,np.float64(216.77160029276394),np.float64(-30.13184191032282),np.float64(14.473699241195414),np.float64(31.84419593298454),np.float64(8.881784197001252e-16)
3,np.float64(216.77160029276394),np.float64(-30.131841910323104),np.float64(14.473699241194613),np.float64(43.05026767043125),np.float64(1.7763568394002505e-15)
4,np.float64(216.77160029276382),np.float64(-30.131841910322954),np.float64(14.473699241194815),np.float64(61.516982547013285),np.float64(3.552713678800501e-15)
5,np.float64(216.77160029276365),np.float64(-30.13184191032267),np.float64(14.47369924119495),np.float64(84.35727309328647),np.float64(3.552713678800501e-15)
6,np.float64(216.771600292764),np.float64(-30.131841910322862),np.float64(14.473699241195039),np.float64(90.67921224106269),np.float64(7.105427357601002e-15)
7,np.float64(216.77160029276388),np.float64(-30.131841910322944),np.float64(14.473699241194666),np.float64(97.88120822203743),np.float64(7.105427357601002e-15)
8,np.float64(216.77160029276402),np.float64(-30.131841910322837),np.float64(14.473699241194957),np.float64(100.34413580305512),np.float64(7.105427357601002e-15)
9,np.float64(216.7716002927646),np.float64(-30.13184191032272),np.float64(14.473699241195618),np.float64(103.76666876334883),np.float64(7.105427357601002e-15)
10,np.float64(216.77160029276496),np.float64(-30.1318419103226),np.float64(14.473699241195938),np.float64(105.02232836655371),np.float64(7.105427357601002e-15)
11,np.float64(216.7716002927653),np.float64(-30.131841910322624),np.float64(14.473699241195831),np.float64(105.54290403394116),np.float64(7.105427357601002e-15)
12,np.float64(216.77160029276519),np.float64(-30.13184191032287),np.float64(14.473699241195824),np.float64(105.85362268998175),np.float64(7.105427357601002e-15)
13,np.float64(216.77160029276456),np.float64(-30.131841910322642),np.float64(14.473699241196043),np.float64(106.0477639692993),np.float64(7.105427357601002e-15)
14,np.float64(216.77160029276465),np.float64(-30.131841910322635),np.float64(14.473699241196147),np.float64(106.12116957739819),np.float64(7.105427357601002e-15)
15,np.float64(216.77160029276453),np.float64(-30.131841910322553),np.float64(14.473699241196293),np.float64(106.22247916883573),np.float64(3.552713678800501e-15)
16,np.float64(216.7716002927641),np.float64(-30.131841910322603),np.float64(14.473699241196124),np.float64(106.29425701204185),np.float64(4.440892098500626e-16)
17,np.float64(216.77160029276376),np.float64(-30.13184191032233),np.float64(14.4736992411963),np.float64(106.32649059508243),np.float64(7.105427357601002e-15)
18,np.float64(216.77160029276388),np.float64(-30.1318419103223),np.float64(14.47369924119629),np.float64(106.37486823575108),np.float64(1.7763568394002505e-15)
19,np.float64(216.77160029276413),np.float64(-30.13184191032235),np.float64(14.47369924119636),np.float64(106.4094597752231),np.float64(1.7763568394002505e-15)
20,np.float64(216.7716002927639),np.float64(-30.13184191032242),np.float64(14.473699241196101),np.float64(106.42665586899554),np.float64(7.105427357601002e-15)
21,np.float64(216.77160029276394),np.float64(-30.1318419103223),np.float64(14.473699241196034),np.float64(106.45553916963081),np.float64(3.552713678800501e-15)
