config_id,R_C_over_R_A,coupling_C,C_position_mode,C_pair_group,C_offset,C_phase_sign,C_cell_count,C_cell_width,resolved_case_count,fit_case_count,resolution_valid,clock_error,clock_valid,max_relative_contamination,common_mode_ratio,disturbance_valid,closure_valid,gauge_valid,fit_valid,power_candidate_alpha_tau_ABC,power_candidate_alpha_tau_AB,power_candidate_alpha_tau_AC,power_candidate_alpha_tau_BC,alpha_classification_tau_ABC,alpha_classification_tau_AB,alpha_classification_tau_AC,alpha_classification_tau_BC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,log_rmse_tau_ABC,inverse_term_injected,inverse_square_term_injected,deviation_deg,L_AB_true,L_AB_C_read,C_cell_crossings,resolution_valid_at_L,f_AB_native,f_AC,f_BC,f_ABC_common_mode_ratio,C_asymmetry_signed,C_asymmetry_read,relative_contamination,a_AB_C_read,omega_AB,omega_AC,omega_BC,omega_ABC,tau_AB_unit,tau_AC_unit,tau_BC_unit,tau_ABC_unit,a_AB_by_tau_ABC,a_AB_by_tau_AB,a_AB_by_tau_AC,a_AB_by_tau_BC
Rc0.5_eps0.01_symmetric,0.5,0.01,symmetric,symmetric,0.0,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,1.0,0.017453292519943295,0.0,0.13333333333333336,False,0.017453292519943295,0.005,0.005,0.005,0.0,0.0,0.0,0.0,1.0174532925199433,1.005,1.005,1.005,0.9828460995229408,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.0,0.0,0.0,0.0
Rc0.5_eps0.01_symmetric,0.5,0.01,symmetric,symmetric,0.0,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,2.0,0.03490658503988659,0.0,0.2666666666666667,False,0.03490658503988659,0.005,0.005,0.005,0.0,0.0,0.0,0.0,1.0349065850398866,1.005,1.005,1.005,0.9662707866154496,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.0,0.0,0.0,0.0
Rc0.5_eps0.01_symmetric,0.5,0.01,symmetric,symmetric,0.0,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,5.0,0.08726646259971647,0.0,0.6666666666666667,False,0.08726646259971647,0.005,0.005,0.005,0.0,0.0,0.0,0.0,1.0872664625997164,1.005,1.005,1.005,0.9197377408376441,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.0,0.0,0.0,0.0
Rc0.5_eps0.01_symmetric,0.5,0.01,symmetric,symmetric,0.0,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,10.0,0.17453292519943295,0.0,1.3333333333333335,False,0.17453292519943295,0.005,0.005,0.005,0.0,0.0,0.0,0.0,1.174532925199433,1.005,1.005,1.005,0.8514022711029597,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.0,0.0,0.0,0.0
Rc0.5_eps0.01_symmetric,0.5,0.01,symmetric,symmetric,0.0,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,20.0,0.3490658503988659,0.39269908169872414,2.666666666666667,True,0.3490658503988659,0.005,0.005,0.005,0.0,0.0,0.0,0.39269908169872414,1.349065850398866,1.005,1.005,1.005,0.7412536606010294,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.39663588999275373,0.7147039519146321,0.39663588999275373,0.39663588999275373
Rc0.5_eps0.01_symmetric,0.5,0.01,symmetric,symmetric,0.0,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,35.0,0.6108652381980153,0.6544984694978735,4.666666666666667,True,0.6108652381980153,0.005,0.005,0.005,0.0,0.0,0.0,0.6544984694978735,1.6108652381980153,1.005,1.005,1.005,0.620784393558982,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.6610598166545895,1.6983494493531535,0.6610598166545895,0.6610598166545895
Rc0.5_eps0.01_symmetric,0.5,0.01,symmetric,symmetric,0.0,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,60.0,1.0471975511965976,1.0471975511965976,8.0,True,1.0471975511965976,0.005,0.005,0.005,0.0,0.0,0.0,1.0471975511965976,2.0471975511965974,1.005,1.005,1.005,0.4884726436955217,0.9950248756218907,0.9950248756218907,0.9950248756218907,1.0576957066473434,4.388823591449779,1.0576957066473434,1.0576957066473434
Rc0.5_eps0.01_symmetric_pi_flip,0.5,0.01,symmetric_pi_flip,symmetric,0.0,-1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,1.0,0.017453292519943295,0.0,0.13333333333333336,False,0.017453292519943295,0.005,0.005,0.005,0.0,-0.0,0.0,0.0,1.0174532925199433,1.005,1.005,1.005,0.9828460995229408,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.0,0.0,0.0,0.0
Rc0.5_eps0.01_symmetric_pi_flip,0.5,0.01,symmetric_pi_flip,symmetric,0.0,-1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,2.0,0.03490658503988659,0.0,0.2666666666666667,False,0.03490658503988659,0.005,0.005,0.005,0.0,-0.0,0.0,0.0,1.0349065850398866,1.005,1.005,1.005,0.9662707866154496,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.0,0.0,0.0,0.0
Rc0.5_eps0.01_symmetric_pi_flip,0.5,0.01,symmetric_pi_flip,symmetric,0.0,-1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,5.0,0.08726646259971647,0.0,0.6666666666666667,False,0.08726646259971647,0.005,0.005,0.005,0.0,-0.0,0.0,0.0,1.0872664625997164,1.005,1.005,1.005,0.9197377408376441,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.0,0.0,0.0,0.0
Rc0.5_eps0.01_symmetric_pi_flip,0.5,0.01,symmetric_pi_flip,symmetric,0.0,-1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,10.0,0.17453292519943295,0.0,1.3333333333333335,False,0.17453292519943295,0.005,0.005,0.005,0.0,-0.0,0.0,0.0,1.174532925199433,1.005,1.005,1.005,0.8514022711029597,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.0,0.0,0.0,0.0
Rc0.5_eps0.01_symmetric_pi_flip,0.5,0.01,symmetric_pi_flip,symmetric,0.0,-1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,20.0,0.3490658503988659,0.39269908169872414,2.666666666666667,True,0.3490658503988659,0.005,0.005,0.005,0.0,-0.0,0.0,0.39269908169872414,1.349065850398866,1.005,1.005,1.005,0.7412536606010294,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.39663588999275373,0.7147039519146321,0.39663588999275373,0.39663588999275373
Rc0.5_eps0.01_symmetric_pi_flip,0.5,0.01,symmetric_pi_flip,symmetric,0.0,-1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,35.0,0.6108652381980153,0.6544984694978735,4.666666666666667,True,0.6108652381980153,0.005,0.005,0.005,0.0,-0.0,0.0,0.6544984694978735,1.6108652381980153,1.005,1.005,1.005,0.620784393558982,0.9950248756218907,0.9950248756218907,0.9950248756218907,0.6610598166545895,1.6983494493531535,0.6610598166545895,0.6610598166545895
Rc0.5_eps0.01_symmetric_pi_flip,0.5,0.01,symmetric_pi_flip,symmetric,0.0,-1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0,0.005,True,True,False,True,-1.0000000000000002,-1.8481687612606905,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,7.778579503107599e-17,False,False,60.0,1.0471975511965976,1.0471975511965976,8.0,True,1.0471975511965976,0.005,0.005,0.005,0.0,-0.0,0.0,1.0471975511965976,2.0471975511965974,1.005,1.005,1.005,0.4884726436955217,0.9950248756218907,0.9950248756218907,0.9950248756218907,1.0576957066473434,4.388823591449779,1.0576957066473434,1.0576957066473434
Rc0.5_eps0.01_a_side_small,0.5,0.01,a_side_small,small,0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-0.99951185105501,-1.8476806123157001,-0.9995118510550102,-0.99951185105501,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606902,-2.220446049250313e-16,0.0,2.6793005162367227e-05,False,False,1.0,0.017453292519943295,0.0,0.13333333333333336,False,0.017453292519943295,0.00515,0.00485,0.005,0.0002999999999999999,0.0002999999999999999,0.017188733853924693,0.0002999999999999999,1.0174532925199433,1.00515,1.00485,1.005,0.9828460995229408,0.9948763866089638,0.9951734089665124,0.9950248756218907,0.0003030074999999999,0.0003105633607379019,0.0003030979567499999,0.00030291705675
Rc0.5_eps0.01_a_side_small,0.5,0.01,a_side_small,small,0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-0.99951185105501,-1.8476806123157001,-0.9995118510550102,-0.99951185105501,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606902,-2.220446049250313e-16,0.0,2.6793005162367227e-05,False,False,2.0,0.03490658503988659,0.0,0.2666666666666667,False,0.03490658503988659,0.00515,0.00485,0.005,0.0002999999999999999,0.0002999999999999999,0.008594366926962346,0.0002999999999999999,1.0349065850398866,1.00515,1.00485,1.005,0.9662707866154496,0.9948763866089638,0.9951734089665124,0.9950248756218907,0.0003030074999999999,0.00032130949192767593,0.0003030979567499999,0.00030291705675
Rc0.5_eps0.01_a_side_small,0.5,0.01,a_side_small,small,0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-0.99951185105501,-1.8476806123157001,-0.9995118510550102,-0.99951185105501,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606902,-2.220446049250313e-16,0.0,2.6793005162367227e-05,False,False,5.0,0.08726646259971647,0.0,0.6666666666666667,False,0.08726646259971647,0.00515,0.00485,0.005,0.0002999999999999999,0.0002999999999999999,0.0034377467707849387,0.0002999999999999999,1.0872664625997164,1.00515,1.00485,1.005,0.9197377408376441,0.9948763866089638,0.9951734089665124,0.9950248756218907,0.0003030074999999999,0.00035464450820823004,0.0003030979567499999,0.00030291705675
