config_id,R_C_over_R_A,coupling_C,C_position_mode,C_pair_group,C_offset,C_phase_sign,C_cell_count,C_cell_width,resolved_case_count,fit_case_count,resolution_valid,clock_error,clock_valid,max_relative_contamination,common_mode_ratio,disturbance_valid,closure_valid,gauge_valid,fit_valid,power_candidate_alpha_tau_ABC,power_candidate_alpha_tau_AB,power_candidate_alpha_tau_AC,power_candidate_alpha_tau_BC,alpha_classification_tau_ABC,alpha_classification_tau_AB,alpha_classification_tau_AC,alpha_classification_tau_BC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,log_rmse_tau_ABC,inverse_term_injected,inverse_square_term_injected,deviation_deg,L_AB_true,L_AB_C_read,C_cell_crossings,resolution_valid_at_L,f_AB_native,f_AC,f_BC,f_ABC_common_mode_ratio,C_asymmetry_signed,C_asymmetry_read,relative_contamination,a_AB_C_read,omega_AB,omega_AC,omega_BC,omega_ABC,tau_AB_unit,tau_AC_unit,tau_BC_unit,tau_ABC_unit,a_AB_by_tau_ABC,a_AB_by_tau_AB,a_AB_by_tau_AC,a_AB_by_tau_BC
Rc0.5_eps0.01_a_side_small,0.5,0.01,a_side_small,small,0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-0.99951185105501,-1.8476806123157001,-0.9995118510550102,-0.99951185105501,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606902,-2.220446049250313e-16,0.0,2.6793005162367227e-05,False,False,10.0,0.17453292519943295,0.0,1.3333333333333335,False,0.17453292519943295,0.00515,0.00485,0.005,0.0002999999999999999,0.0002999999999999999,0.0017188733853924693,0.0002999999999999999,1.174532925199433,1.00515,1.00485,1.005,0.8514022711029597,0.9948763866089638,0.9951734089665124,0.9950248756218907,0.0003030074999999999,0.00041385827771326094,0.0003030979567499999,0.00030291705675
Rc0.5_eps0.01_a_side_small,0.5,0.01,a_side_small,small,0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-0.99951185105501,-1.8476806123157001,-0.9995118510550102,-0.99951185105501,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606902,-2.220446049250313e-16,0.0,2.6793005162367227e-05,False,False,20.0,0.3490658503988659,0.39269908169872414,2.666666666666667,True,0.3490658503988659,0.00515,0.00485,0.005,0.0002999999999999999,0.0002999999999999999,0.0008594366926962347,0.39299908169872416,1.349065850398866,1.00515,1.00485,1.005,0.7412536606010294,0.9948763866089638,0.9951734089665124,0.9950248756218907,0.3969388974927538,0.7152499455152458,0.3970573955583654,0.39682041711210103
Rc0.5_eps0.01_a_side_small,0.5,0.01,a_side_small,small,0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-0.99951185105501,-1.8476806123157001,-0.9995118510550102,-0.99951185105501,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606902,-2.220446049250313e-16,0.0,2.6793005162367227e-05,False,False,35.0,0.6108652381980153,0.6544984694978735,4.666666666666667,True,0.6108652381980153,0.00515,0.00485,0.005,0.0002999999999999999,0.0002999999999999999,0.0004911066815407055,0.6547984694978735,1.6108652381980153,1.00515,1.00485,1.005,0.620784393558982,0.9948763866089638,0.9951734089665124,0.9950248756218907,0.6613628241545895,1.699127915397844,0.6615602606261088,0.6611654171490016
Rc0.5_eps0.01_a_side_small,0.5,0.01,a_side_small,small,0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-0.99951185105501,-1.8476806123157001,-0.9995118510550102,-0.99951185105501,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606902,-2.220446049250313e-16,0.0,2.6793005162367227e-05,False,False,60.0,1.0471975511965976,1.0471975511965976,8.0,True,1.0471975511965976,0.00515,0.00485,0.005,0.0002999999999999999,0.0002999999999999999,0.00028647889756541154,1.0474975511965976,2.0471975511965974,1.00515,1.00485,1.005,0.4884726436955217,0.9948763866089638,0.9951734089665124,0.9950248756218907,1.0579987141473433,4.390080896793868,1.0583145582277242,1.0576829172043527
Rc0.5_eps0.01_b_side_small,0.5,0.01,b_side_small,small,-0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-1.0004886634629515,-1.8486574247236418,-1.0004886634629513,-1.0004886634629515,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,2.684593027622792e-05,False,False,1.0,0.017453292519943295,0.0,0.13333333333333336,False,0.017453292519943295,0.00485,0.00515,0.005,-0.0002999999999999999,-0.0002999999999999999,0.017188733853924693,0.0002999999999999999,1.0174532925199433,1.00485,1.00515,1.005,0.9828460995229408,0.9951734089665124,0.9948763866089638,0.9950248756218907,0.0003030074999999999,0.0003105633607379019,0.00030291705675,0.0003030979567499999
Rc0.5_eps0.01_b_side_small,0.5,0.01,b_side_small,small,-0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-1.0004886634629515,-1.8486574247236418,-1.0004886634629513,-1.0004886634629515,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,2.684593027622792e-05,False,False,2.0,0.03490658503988659,0.0,0.2666666666666667,False,0.03490658503988659,0.00485,0.00515,0.005,-0.0002999999999999999,-0.0002999999999999999,0.008594366926962346,0.0002999999999999999,1.0349065850398866,1.00485,1.00515,1.005,0.9662707866154496,0.9951734089665124,0.9948763866089638,0.9950248756218907,0.0003030074999999999,0.00032130949192767593,0.00030291705675,0.0003030979567499999
Rc0.5_eps0.01_b_side_small,0.5,0.01,b_side_small,small,-0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-1.0004886634629515,-1.8486574247236418,-1.0004886634629513,-1.0004886634629515,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,2.684593027622792e-05,False,False,5.0,0.08726646259971647,0.0,0.6666666666666667,False,0.08726646259971647,0.00485,0.00515,0.005,-0.0002999999999999999,-0.0002999999999999999,0.0034377467707849387,0.0002999999999999999,1.0872664625997164,1.00485,1.00515,1.005,0.9197377408376441,0.9951734089665124,0.9948763866089638,0.9950248756218907,0.0003030074999999999,0.00035464450820823004,0.00030291705675,0.0003030979567499999
Rc0.5_eps0.01_b_side_small,0.5,0.01,b_side_small,small,-0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-1.0004886634629515,-1.8486574247236418,-1.0004886634629513,-1.0004886634629515,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,2.684593027622792e-05,False,False,10.0,0.17453292519943295,0.0,1.3333333333333335,False,0.17453292519943295,0.00485,0.00515,0.005,-0.0002999999999999999,-0.0002999999999999999,0.0017188733853924693,0.0002999999999999999,1.174532925199433,1.00485,1.00515,1.005,0.8514022711029597,0.9951734089665124,0.9948763866089638,0.9950248756218907,0.0003030074999999999,0.00041385827771326094,0.00030291705675,0.0003030979567499999
Rc0.5_eps0.01_b_side_small,0.5,0.01,b_side_small,small,-0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-1.0004886634629515,-1.8486574247236418,-1.0004886634629513,-1.0004886634629515,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,2.684593027622792e-05,False,False,20.0,0.3490658503988659,0.39269908169872414,2.666666666666667,True,0.3490658503988659,0.00485,0.00515,0.005,-0.0002999999999999999,-0.0002999999999999999,0.0008594366926962347,0.3923990816987241,1.349065850398866,1.00485,1.00515,1.005,0.7412536606010294,0.9951734089665124,0.9948763866089638,0.9950248756218907,0.3963328824927537,0.7141579583140183,0.396214582998601,0.3964511996448653
Rc0.5_eps0.01_b_side_small,0.5,0.01,b_side_small,small,-0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-1.0004886634629515,-1.8486574247236418,-1.0004886634629513,-1.0004886634629515,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,2.684593027622792e-05,False,False,35.0,0.6108652381980153,0.6544984694978735,4.666666666666667,True,0.6108652381980153,0.00485,0.00515,0.005,-0.0002999999999999999,-0.0002999999999999999,0.0004911066815407055,0.6541984694978735,1.6108652381980153,1.00485,1.00515,1.005,0.620784393558982,0.9951734089665124,0.9948763866089638,0.9950248756218907,0.6607568091545896,1.6975709833084631,0.6605595830355017,0.6609540647126089
Rc0.5_eps0.01_b_side_small,0.5,0.01,b_side_small,small,-0.03,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.0008594366926962347,0.005,True,True,False,True,-1.0004886634629515,-1.8486574247236418,-1.0004886634629513,-1.0004886634629515,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,2.684593027622792e-05,False,False,60.0,1.0471975511965976,1.0471975511965976,8.0,True,1.0471975511965976,0.00485,0.00515,0.005,-0.0002999999999999999,-0.0002999999999999999,0.00028647889756541154,1.0468975511965977,2.0471975511965974,1.00485,1.00515,1.005,0.4884726436955217,0.9951734089665124,0.9948763866089638,0.9950248756218907,1.0573926991473435,4.3875662861056925,1.0570770830908527,1.0577083623142243
Rc0.5_eps0.01_a_side_large,0.5,0.01,a_side_large,large,0.12,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.003437746770784941,0.005,True,True,False,True,-0.9980504826633363,-1.8462192439240266,-0.9980504826633361,-0.9980504826633363,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,0.00010685568791492123,False,False,1.0,0.017453292519943295,0.0,0.13333333333333336,False,0.017453292519943295,0.005600000000000001,0.0044,0.005,0.0012000000000000005,0.0012000000000000005,0.06875493541569881,0.0012000000000000005,1.0174532925199433,1.0056,1.0044,1.005,0.9828460995229408,0.994431185361973,0.9956192751891677,0.9950248756218907,0.0012120300000000004,0.0012422534429516086,0.0012134776320000006,0.0012105832320000003
Rc0.5_eps0.01_a_side_large,0.5,0.01,a_side_large,large,0.12,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.003437746770784941,0.005,True,True,False,True,-0.9980504826633363,-1.8462192439240266,-0.9980504826633361,-0.9980504826633363,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,0.00010685568791492123,False,False,2.0,0.03490658503988659,0.0,0.2666666666666667,False,0.03490658503988659,0.005600000000000001,0.0044,0.005,0.0012000000000000005,0.0012000000000000005,0.034377467707849406,0.0012000000000000005,1.0349065850398866,1.0056,1.0044,1.005,0.9662707866154496,0.994431185361973,0.9956192751891677,0.9950248756218907,0.0012120300000000004,0.0012852379677107046,0.0012134776320000006,0.0012105832320000003
Rc0.5_eps0.01_a_side_large,0.5,0.01,a_side_large,large,0.12,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.003437746770784941,0.005,True,True,False,True,-0.9980504826633363,-1.8462192439240266,-0.9980504826633361,-0.9980504826633363,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,0.00010685568791492123,False,False,5.0,0.08726646259971647,0.0,0.6666666666666667,False,0.08726646259971647,0.005600000000000001,0.0044,0.005,0.0012000000000000005,0.0012000000000000005,0.013750987083139763,0.0012000000000000005,1.0872664625997164,1.0056,1.0044,1.005,0.9197377408376441,0.994431185361973,0.9956192751891677,0.9950248756218907,0.0012120300000000004,0.0014185780328329213,0.0012134776320000006,0.0012105832320000003
Rc0.5_eps0.01_a_side_large,0.5,0.01,a_side_large,large,0.12,1.0,48,0.1308996938995747,3,3,False,0.12525,True,0.003437746770784941,0.005,True,True,False,True,-0.9980504826633363,-1.8462192439240266,-0.9980504826633361,-0.9980504826633363,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,0.0,0.00010685568791492123,False,False,10.0,0.17453292519943295,0.0,1.3333333333333335,False,0.17453292519943295,0.005600000000000001,0.0044,0.005,0.0012000000000000005,0.0012000000000000005,0.006875493541569882,0.0012000000000000005,1.174532925199433,1.0056,1.0044,1.005,0.8514022711029597,0.994431185361973,0.9956192751891677,0.9950248756218907,0.0012120300000000004,0.0016554331108530448,0.0012134776320000006,0.0012105832320000003
