config_id,R_C_over_R_A,coupling_C,C_position_mode,C_pair_group,C_offset,C_phase_sign,C_cell_count,C_cell_width,resolved_case_count,fit_case_count,resolution_valid,clock_error,clock_valid,max_relative_contamination,common_mode_ratio,disturbance_valid,closure_valid,gauge_valid,fit_valid,power_candidate_alpha_tau_ABC,power_candidate_alpha_tau_AB,power_candidate_alpha_tau_AC,power_candidate_alpha_tau_BC,alpha_classification_tau_ABC,alpha_classification_tau_AB,alpha_classification_tau_AC,alpha_classification_tau_BC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,log_rmse_tau_ABC,inverse_term_injected,inverse_square_term_injected
Rc2_eps0.2_a_side_small,2.0,0.2,a_side_small,small,0.03,1.0,192,0.032724923474893676,5,5,True,0.051250000000000004,True,0.2750197416627954,0.4,False,True,False,True,-0.9185544574026564,-1.4339835499078186,-0.9185544574026566,-0.9185544574026564,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051622,-2.220446049250313e-16,0.0,0.019511235415247824,False,False
Rc2_eps0.2_b_side_small,2.0,0.2,b_side_small,small,-0.03,1.0,192,0.032724923474893676,5,5,True,0.051250000000000004,True,0.2750197416627954,0.4,False,True,False,True,-1.1050231488418452,-1.620452241347008,-1.1050231488418452,-1.1050231488418452,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051628,0.0,0.0,0.030474264851721406,False,False
Rc2_eps0.2_a_side_large,2.0,0.2,a_side_large,large,0.12,1.0,192,0.032724923474893676,5,5,True,0.051250000000000004,True,1.100078966651181,0.4,False,True,False,True,-0.7501498780477727,-1.2655789705529352,-0.7501498780477727,-0.7501498780477726,other,other,other,other,-0.5154290925051626,0.0,1.1102230246251565e-16,0.04887238674176558,False,False
Rc2_eps0.2_b_side_large,2.0,0.2,b_side_large,large,-0.12,1.0,192,0.032724923474893676,5,5,True,0.051250000000000004,True,1.100078966651181,0.4,False,True,False,True,-2.337402840283674,-2.852831932788837,-2.337402840283674,-2.337402840283675,other,other,other,other,-0.5154290925051628,0.0,-8.881784197001252e-16,0.8068156718198441,False,False
Rc2_eps0.2_a_side_large_pi_flip,2.0,0.2,a_side_large_pi_flip,large_pi,0.12,-1.0,192,0.032724923474893676,5,5,True,0.051250000000000004,True,1.100078966651181,0.4,False,True,False,True,-2.337402840283674,-2.852831932788837,-2.337402840283675,-2.337402840283674,other,other,other,other,-0.5154290925051628,-8.881784197001252e-16,0.0,0.8068156718198441,False,False
Rc2_eps0.2_b_side_large_pi_flip,2.0,0.2,b_side_large_pi_flip,large_pi,-0.12,-1.0,192,0.032724923474893676,5,5,True,0.051250000000000004,True,1.100078966651181,0.4,False,True,False,True,-0.7501498780477727,-1.2655789705529352,-0.7501498780477726,-0.7501498780477727,other,other,other,other,-0.5154290925051626,1.1102230246251565e-16,0.0,0.04887238674176558,False,False
Rc4_eps0.01_symmetric,4.0,0.01,symmetric,symmetric,0.0,1.0,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.0,0.04,True,True,True,True,-1.0,-1.3795306088772277,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,0.0,0.0,4.2472984133949324e-16,False,False
Rc4_eps0.01_symmetric_pi_flip,4.0,0.01,symmetric_pi_flip,symmetric,0.0,-1.0,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.0,0.04,True,True,True,True,-1.0,-1.3795306088772277,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,0.0,0.0,4.2472984133949324e-16,False,False
Rc4_eps0.01_a_side_small,4.0,0.01,a_side_small,small,0.03,1.0,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.06875493541569877,0.04,True,True,True,True,-0.9814822361942115,-1.3610128450714394,-0.9814822361942113,-0.9814822361942118,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772279,2.220446049250313e-16,-3.3306690738754696e-16,0.009911938745523015,False,False
Rc4_eps0.01_b_side_small,4.0,0.01,b_side_small,small,-0.03,1.0,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.06875493541569877,0.04,True,True,True,True,-1.0198461584412628,-1.3993767673184907,-1.019846158441263,-1.019846158441263,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772279,-2.220446049250313e-16,-2.220446049250313e-16,0.01106271768710107,False,False
Rc4_eps0.01_a_side_large,4.0,0.01,a_side_large,large,0.12,1.0,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.27501974166279525,0.04,False,True,False,True,-0.9323628551808145,-1.3118934640580422,-0.9323628551808145,-0.9323628551808142,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,0.0,3.3306690738754696e-16,0.0342821775097572,False,False
Rc4_eps0.01_b_side_large,4.0,0.01,b_side_large,large,-0.12,1.0,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.27501974166279525,0.04,False,True,False,True,-1.0897446117651655,-1.4692752206423936,-1.0897446117651652,-1.089744611765166,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772281,2.220446049250313e-16,-4.440892098500626e-16,0.05361816311276603,False,False
Rc4_eps0.01_a_side_large_pi_flip,4.0,0.01,a_side_large_pi_flip,large_pi,0.12,-1.0,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.27501974166279525,0.04,False,True,False,True,-1.0897446117651655,-1.4692752206423936,-1.089744611765166,-1.0897446117651652,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772281,-4.440892098500626e-16,2.220446049250313e-16,0.05361816311276603,False,False
Rc4_eps0.01_b_side_large_pi_flip,4.0,0.01,b_side_large_pi_flip,large_pi,-0.12,-1.0,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.27501974166279525,0.04,False,True,False,True,-0.9323628551808145,-1.3118934640580422,-0.9323628551808142,-0.9323628551808145,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,3.3306690738754696e-16,0.0,0.0342821775097572,False,False
Rc4_eps0.02_symmetric,4.0,0.02,symmetric,symmetric,0.0,1.0,384,0.016362461737446838,6,6,True,0.019625,True,0.0,0.08,True,True,True,True,-1.0000000000000002,-1.3795306088772277,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722745,0.0,0.0,7.302231192834233e-16,False,False
Rc4_eps0.02_symmetric_pi_flip,4.0,0.02,symmetric_pi_flip,symmetric,0.0,-1.0,384,0.016362461737446838,6,6,True,0.019625,True,0.0,0.08,True,True,True,True,-1.0000000000000002,-1.3795306088772277,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722745,0.0,0.0,7.302231192834233e-16,False,False
Rc4_eps0.02_a_side_small,4.0,0.02,a_side_small,small,0.03,1.0,384,0.016362461737446838,6,6,True,0.019625,True,0.13750987083139754,0.08,True,True,True,True,-0.9641245650362948,-1.3436551739135225,-0.9641245650362948,-0.9641245650362946,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,0.0,2.220446049250313e-16,0.018842697857417896,False,False
Rc4_eps0.02_b_side_small,4.0,0.02,b_side_small,small,-0.03,1.0,384,0.016362461737446838,6,6,True,0.019625,True,0.13750987083139754,0.08,True,True,True,True,-1.0412298102604376,-1.4207604191376657,-1.0412298102604371,-1.0412298102604374,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772281,4.440892098500626e-16,2.220446049250313e-16,0.02348990087676212,False,False
Rc4_eps0.02_a_side_large,4.0,0.02,a_side_large,large,0.12,1.0,384,0.016362461737446838,6,6,True,0.019625,True,0.5500394833255905,0.08,False,True,False,True,-0.8780349851219125,-1.2575655939991401,-0.8780349851219124,-0.8780349851219124,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,1.1102230246251565e-16,1.1102230246251565e-16,0.05799682456857819,False,False
Rc4_eps0.02_b_side_large,4.0,0.02,b_side_large,large,-0.12,1.0,384,0.016362461737446838,6,6,True,0.019625,True,0.5500394833255905,0.08,False,True,False,True,-1.2246610124317212,-1.6041916213089493,-1.224661012431721,-1.2246610124317212,other,other,other,other,-0.3795306088772281,2.220446049250313e-16,0.0,0.15092471068645852,False,False
Rc4_eps0.02_a_side_large_pi_flip,4.0,0.02,a_side_large_pi_flip,large_pi,0.12,-1.0,384,0.016362461737446838,6,6,True,0.019625,True,0.5500394833255905,0.08,False,True,False,True,-1.2246610124317212,-1.6041916213089493,-1.2246610124317212,-1.224661012431721,other,other,other,other,-0.3795306088772281,0.0,2.220446049250313e-16,0.15092471068645852,False,False
Rc4_eps0.02_b_side_large_pi_flip,4.0,0.02,b_side_large_pi_flip,large_pi,-0.12,-1.0,384,0.016362461737446838,6,6,True,0.019625,True,0.5500394833255905,0.08,False,True,False,True,-0.8780349851219125,-1.2575655939991401,-0.8780349851219124,-0.8780349851219124,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,1.1102230246251565e-16,1.1102230246251565e-16,0.05799682456857819,False,False
Rc4_eps0.05_symmetric,4.0,0.05,symmetric,symmetric,0.0,1.0,384,0.016362461737446838,6,6,True,0.025625000000000002,True,0.0,0.2,True,True,True,True,-1.0,-1.3795306088772277,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,0.0,0.0,1.3644531064035612e-16,False,False
Rc4_eps0.05_symmetric_pi_flip,4.0,0.05,symmetric_pi_flip,symmetric,0.0,-1.0,384,0.016362461737446838,6,6,True,0.025625000000000002,True,0.0,0.2,True,True,True,True,-1.0,-1.3795306088772277,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,0.0,0.0,1.3644531064035612e-16,False,False
Rc4_eps0.05_a_side_small,4.0,0.05,a_side_small,small,0.03,1.0,384,0.016362461737446838,6,6,True,0.025625000000000002,True,0.34377467707849424,0.2,False,True,False,True,-0.9177493551528539,-1.2972799640300818,-0.9177493551528537,-0.9177493551528539,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772279,2.220446049250313e-16,0.0,0.04099457322549571,False,False
Rc4_eps0.05_b_side_small,4.0,0.05,b_side_small,small,-0.03,1.0,384,0.016362461737446838,6,6,True,0.025625000000000002,True,0.34377467707849424,0.2,False,True,False,True,-1.1176698345720883,-1.4972004434493162,-1.1176698345720881,-1.1176698345720886,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772279,2.220446049250313e-16,-2.220446049250313e-16,0.07215871439490358,False,False
Rc4_eps0.05_a_side_large,4.0,0.05,a_side_large,large,0.12,1.0,384,0.016362461737446838,6,6,True,0.025625000000000002,True,1.375098708313976,0.2,False,True,False,True,-0.7597853209903802,-1.139315929867608,-0.7597853209903802,-0.7597853209903803,other,proportional_like_alpha_minus1,other,other,-0.3795306088772279,0.0,-1.1102230246251565e-16,0.09806512738954092,False,False
Rc4_eps0.05_b_side_large,4.0,0.05,b_side_large,large,-0.12,1.0,384,0.016362461737446838,6,6,True,0.025625000000000002,True,1.375098708313976,0.2,False,True,False,True,-1.25708813136305,-1.6366187402402783,-1.2570881313630502,-1.2570881313630495,other,other,other,other,-0.37953060887722834,-2.220446049250313e-16,4.440892098500626e-16,0.1335879251482589,False,False
Rc4_eps0.05_a_side_large_pi_flip,4.0,0.05,a_side_large_pi_flip,large_pi,0.12,-1.0,384,0.016362461737446838,6,6,True,0.025625000000000002,True,1.375098708313976,0.2,False,True,False,True,-1.25708813136305,-1.6366187402402783,-1.2570881313630495,-1.2570881313630502,other,other,other,other,-0.37953060887722834,4.440892098500626e-16,-2.220446049250313e-16,0.1335879251482589,False,False
Rc4_eps0.05_b_side_large_pi_flip,4.0,0.05,b_side_large_pi_flip,large_pi,-0.12,-1.0,384,0.016362461737446838,6,6,True,0.025625000000000002,True,1.375098708313976,0.2,False,True,False,True,-0.7597853209903802,-1.139315929867608,-0.7597853209903803,-0.7597853209903802,other,proportional_like_alpha_minus1,other,other,-0.3795306088772279,-1.1102230246251565e-16,0.0,0.09806512738954092,False,False
Rc4_eps0.1_symmetric,4.0,0.1,symmetric,symmetric,0.0,1.0,384,0.016362461737446838,6,6,True,0.035625000000000004,True,0.0,0.4,False,True,False,True,-0.9999999999999998,-1.3795306088772277,-0.9999999999999998,-0.9999999999999998,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772279,0.0,0.0,2.6525580226443116e-16,False,False
Rc4_eps0.1_symmetric_pi_flip,4.0,0.1,symmetric_pi_flip,symmetric,0.0,-1.0,384,0.016362461737446838,6,6,True,0.035625000000000004,True,0.0,0.4,False,True,False,True,-0.9999999999999998,-1.3795306088772277,-0.9999999999999998,-0.9999999999999998,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772279,0.0,0.0,2.6525580226443116e-16,False,False
Rc4_eps0.1_a_side_small,4.0,0.1,a_side_small,small,0.03,1.0,384,0.016362461737446838,6,6,True,0.035625000000000004,True,0.6875493541569885,0.4,False,True,False,True,-0.8544154127038823,-1.2339460215811104,-0.8544154127038823,-0.8544154127038823,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772281,0.0,0.0,0.06725460715569592,False,False
Rc4_eps0.1_b_side_small,4.0,0.1,b_side_small,small,-0.03,1.0,384,0.016362461737446838,6,6,True,0.035625000000000004,True,0.6875493541569885,0.4,False,True,False,True,-1.33187523898802,-1.7114058478652476,-1.33187523898802,-1.3318752389880202,other,other,other,other,-0.37953060887722767,0.0,-2.220446049250313e-16,0.24099037454460936,False,False
Rc4_eps0.1_a_side_large,4.0,0.1,a_side_large,large,0.12,1.0,384,0.016362461737446838,6,6,True,0.035625000000000004,True,2.750197416627952,0.4,False,True,False,True,-0.6354155732237525,-1.0149461821009802,-0.6354155732237524,-0.6354155732237526,other,proportional_like_alpha_minus1,other,other,-0.37953060887722767,1.1102230246251565e-16,-1.1102230246251565e-16,0.12373383898015153,False,False
Rc4_eps0.1_b_side_large,4.0,0.1,b_side_large,large,-0.12,1.0,384,0.016362461737446838,6,6,True,0.035625000000000004,True,2.750197416627952,0.4,False,True,False,True,-1.0153362413911795,-1.3948668502684076,-1.0153362413911795,-1.0153362413911795,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772281,0.0,0.0,0.7335230000865629,False,False
Rc4_eps0.1_a_side_large_pi_flip,4.0,0.1,a_side_large_pi_flip,large_pi,0.12,-1.0,384,0.016362461737446838,6,6,True,0.035625000000000004,True,2.750197416627952,0.4,False,True,False,True,-1.0153362413911795,-1.3948668502684076,-1.0153362413911795,-1.0153362413911795,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772281,0.0,0.0,0.7335230000865629,False,False
Rc4_eps0.1_b_side_large_pi_flip,4.0,0.1,b_side_large_pi_flip,large_pi,-0.12,-1.0,384,0.016362461737446838,6,6,True,0.035625000000000004,True,2.750197416627952,0.4,False,True,False,True,-0.6354155732237525,-1.0149461821009802,-0.6354155732237526,-0.6354155732237524,other,proportional_like_alpha_minus1,other,other,-0.37953060887722767,-1.1102230246251565e-16,1.1102230246251565e-16,0.12373383898015153,False,False
Rc4_eps0.2_symmetric,4.0,0.2,symmetric,symmetric,0.0,1.0,384,0.016362461737446838,6,6,True,0.05562500000000001,True,0.0,0.8,False,True,False,True,-1.0,-1.3795306088772277,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,0.0,0.0,1.6498427161603295e-16,False,False
Rc4_eps0.2_symmetric_pi_flip,4.0,0.2,symmetric_pi_flip,symmetric,0.0,-1.0,384,0.016362461737446838,6,6,True,0.05562500000000001,True,0.0,0.8,False,True,False,True,-1.0,-1.3795306088772277,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,0.0,0.0,1.6498427161603295e-16,False,False
Rc4_eps0.2_a_side_small,4.0,0.2,a_side_small,small,0.03,1.0,384,0.016362461737446838,6,6,True,0.05562500000000001,True,1.375098708313977,0.8,False,True,False,True,-0.7597853209903801,-1.139315929867608,-0.7597853209903801,-0.75978532099038,other,proportional_like_alpha_minus1,other,other,-0.379530608877228,0.0,1.1102230246251565e-16,0.09806512738954098,False,False
Rc4_eps0.2_b_side_small,4.0,0.2,b_side_small,small,-0.03,1.0,384,0.016362461737446838,6,6,True,0.05562500000000001,True,1.375098708313977,0.8,False,True,False,True,-1.2570881313630498,-1.6366187402402776,-1.2570881313630502,-1.25708813136305,other,other,other,other,-0.3795306088772279,-4.440892098500626e-16,-2.220446049250313e-16,0.13358792514825932,False,False
Rc4_eps0.2_a_side_large,4.0,0.2,a_side_large,large,0.12,1.0,384,0.016362461737446838,6,6,True,0.05562500000000001,True,5.500394833255904,0.8,False,True,False,True,-0.49297036139654266,-0.8725009702737705,-0.4929703613965426,-0.4929703613965426,other,proportional_like_alpha_minus1,other,other,-0.37953060887722784,5.551115123125783e-17,5.551115123125783e-17,0.13325163281772212,False,False
Rc4_eps0.2_b_side_large,4.0,0.2,b_side_large,large,-0.12,1.0,384,0.016362461737446838,6,6,True,0.05562500000000001,True,5.500394833255904,0.8,False,True,False,True,-0.5350479825109831,-0.9145785913882108,-0.5350479825109831,-0.535047982510983,other,proportional_like_alpha_minus1,other,other,-0.3795306088772278,0.0,1.1102230246251565e-16,1.1656586911931983,False,False
Rc4_eps0.2_a_side_large_pi_flip,4.0,0.2,a_side_large_pi_flip,large_pi,0.12,-1.0,384,0.016362461737446838,6,6,True,0.05562500000000001,True,5.500394833255904,0.8,False,True,False,True,-0.5350479825109831,-0.9145785913882108,-0.535047982510983,-0.5350479825109831,other,proportional_like_alpha_minus1,other,other,-0.3795306088772278,1.1102230246251565e-16,0.0,1.1656586911931983,False,False
Rc4_eps0.2_b_side_large_pi_flip,4.0,0.2,b_side_large_pi_flip,large_pi,-0.12,-1.0,384,0.016362461737446838,6,6,True,0.05562500000000001,True,5.500394833255904,0.8,False,True,False,True,-0.49297036139654266,-0.8725009702737705,-0.4929703613965426,-0.4929703613965426,other,proportional_like_alpha_minus1,other,other,-0.37953060887722784,5.551115123125783e-17,5.551115123125783e-17,0.13325163281772212,False,False
