config_id,R_C_over_R_A,coupling_C,C_position_mode,C_pair_group,C_offset,C_phase_sign,C_cell_count,C_cell_width,resolved_case_count,fit_case_count,resolution_valid,clock_error,clock_valid,max_relative_contamination,common_mode_ratio,disturbance_valid,closure_valid,gauge_valid,fit_valid,power_candidate_alpha_tau_ABC,power_candidate_alpha_tau_AB,power_candidate_alpha_tau_AC,power_candidate_alpha_tau_BC,alpha_classification_tau_ABC,alpha_classification_tau_AB,alpha_classification_tau_AC,alpha_classification_tau_BC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,log_rmse_tau_ABC,inverse_term_injected,inverse_square_term_injected
Rc1_eps0.02_a_side_small,1.0,0.02,a_side_small,small,0.03,1.0,96,0.06544984694978735,4,4,True,0.0635,True,0.006875493541569877,0.02,True,True,True,True,-0.9970830439434827,-1.655909596880726,-0.9970830439434827,-0.9970830439434827,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,0.0,0.0,0.0004345403660844912,False,False
Rc1_eps0.02_b_side_small,1.0,0.02,b_side_small,small,-0.03,1.0,96,0.06544984694978735,4,4,True,0.0635,True,0.006875493541569877,0.02,True,True,True,True,-1.0029376280868398,-1.6617641810240833,-1.00293762808684,-1.0029376280868398,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,-2.220446049250313e-16,0.0,0.0004402189318796783,False,False
Rc1_eps0.02_a_side_large,1.0,0.02,a_side_large,large,0.12,1.0,96,0.06544984694978735,4,4,True,0.0635,True,0.027501974166279527,0.02,True,True,True,True,-0.9884537249833734,-1.6472802779206164,-0.9884537249833731,-0.9884537249833734,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.658826552937243,2.220446049250313e-16,0.0,0.0017049979529720797,False,False
Rc1_eps0.02_b_side_large,1.0,0.02,b_side_large,large,-0.12,1.0,96,0.06544984694978735,4,4,True,0.0635,True,0.027501974166279527,0.02,True,True,True,True,-1.0118771185914914,-1.6707036715287347,-1.0118771185914912,-1.011877118591491,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,2.220446049250313e-16,4.440892098500626e-16,0.0017958941405903013,False,False
Rc1_eps0.02_a_side_large_pi_flip,1.0,0.02,a_side_large_pi_flip,large_pi,0.12,-1.0,96,0.06544984694978735,4,4,True,0.0635,True,0.027501974166279527,0.02,True,True,True,True,-1.0118771185914914,-1.6707036715287347,-1.011877118591491,-1.0118771185914912,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,4.440892098500626e-16,2.220446049250313e-16,0.0017958941405903013,False,False
Rc1_eps0.02_b_side_large_pi_flip,1.0,0.02,b_side_large_pi_flip,large_pi,-0.12,-1.0,96,0.06544984694978735,4,4,True,0.0635,True,0.027501974166279527,0.02,True,True,True,True,-0.9884537249833734,-1.6472802779206164,-0.9884537249833734,-0.9884537249833731,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.658826552937243,0.0,2.220446049250313e-16,0.0017049979529720797,False,False
Rc1_eps0.05_symmetric,1.0,0.05,symmetric,symmetric,0.0,1.0,96,0.06544984694978735,4,4,True,0.065,True,0.0,0.05,True,True,True,True,-0.9999999999999996,-1.658826552937243,-0.9999999999999996,-0.9999999999999996,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,4.1284960951691644e-16,False,False
Rc1_eps0.05_symmetric_pi_flip,1.0,0.05,symmetric_pi_flip,symmetric,0.0,-1.0,96,0.06544984694978735,4,4,True,0.065,True,0.0,0.05,True,True,True,True,-0.9999999999999996,-1.658826552937243,-0.9999999999999996,-0.9999999999999996,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,4.1284960951691644e-16,False,False
Rc1_eps0.05_a_side_small,1.0,0.05,a_side_small,small,0.03,1.0,96,0.06544984694978735,4,4,True,0.065,True,0.017188733853924713,0.05,True,True,True,True,-0.9927458231447197,-1.651572376081963,-0.9927458231447197,-0.9927458231447199,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,0.0,-2.220446049250313e-16,0.001075903754628621,False,False
Rc1_eps0.05_b_side_small,1.0,0.05,b_side_small,small,-0.03,1.0,96,0.06544984694978735,4,4,True,0.065,True,0.017188733853924713,0.05,True,True,True,True,-1.0073833894955224,-1.6662099424327657,-1.0073833894955224,-1.0073833894955226,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,0.0,-2.220446049250313e-16,0.0011114001398563138,False,False
Rc1_eps0.05_a_side_large,1.0,0.05,a_side_large,large,0.12,1.0,96,0.06544984694978735,4,4,True,0.065,True,0.06875493541569881,0.05,True,True,True,True,-0.971720766632927,-1.6305473195701703,-0.9717207666329272,-0.9717207666329271,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,-2.220446049250313e-16,-1.1102230246251565e-16,0.004104397964636812,False,False
Rc1_eps0.05_b_side_large,1.0,0.05,b_side_large,large,-0.12,1.0,96,0.06544984694978735,4,4,True,0.065,True,0.06875493541569881,0.05,True,True,True,True,-1.0303502015314583,-1.6891767544687017,-1.0303502015314583,-1.0303502015314587,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,0.0,-4.440892098500626e-16,0.00467387268187428,False,False
Rc1_eps0.05_a_side_large_pi_flip,1.0,0.05,a_side_large_pi_flip,large_pi,0.12,-1.0,96,0.06544984694978735,4,4,True,0.065,True,0.06875493541569881,0.05,True,True,True,True,-1.0303502015314583,-1.6891767544687017,-1.0303502015314587,-1.0303502015314583,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,-4.440892098500626e-16,0.0,0.00467387268187428,False,False
Rc1_eps0.05_b_side_large_pi_flip,1.0,0.05,b_side_large_pi_flip,large_pi,-0.12,-1.0,96,0.06544984694978735,4,4,True,0.065,True,0.06875493541569881,0.05,True,True,True,True,-0.971720766632927,-1.6305473195701703,-0.9717207666329271,-0.9717207666329272,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,-1.1102230246251565e-16,-2.220446049250313e-16,0.004104397964636812,False,False
Rc1_eps0.1_symmetric,1.0,0.1,symmetric,symmetric,0.0,1.0,96,0.06544984694978735,4,4,True,0.0675,True,0.0,0.1,True,True,True,True,-0.9999999999999996,-1.658826552937243,-0.9999999999999996,-0.9999999999999996,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,3.15548059928785e-16,False,False
Rc1_eps0.1_symmetric_pi_flip,1.0,0.1,symmetric_pi_flip,symmetric,0.0,-1.0,96,0.06544984694978735,4,4,True,0.0675,True,0.0,0.1,True,True,True,True,-0.9999999999999996,-1.658826552937243,-0.9999999999999996,-0.9999999999999996,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,3.15548059928785e-16,False,False
Rc1_eps0.1_a_side_small,1.0,0.1,a_side_small,small,0.03,1.0,96,0.06544984694978735,4,4,True,0.0675,True,0.03437746770784943,0.1,True,True,True,True,-0.9856169958853502,-1.6444435488225935,-0.98561699588535,-0.98561699588535,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,2.220446049250313e-16,2.220446049250313e-16,0.0021177226083298976,False,False
Rc1_eps0.1_b_side_small,1.0,0.1,b_side_small,small,-0.03,1.0,96,0.06544984694978735,4,4,True,0.0675,True,0.03437746770784943,0.1,True,True,True,True,-1.0149000326467406,-1.6737265855839838,-1.0149000326467408,-1.0149000326467408,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,-2.220446049250313e-16,-2.220446049250313e-16,0.002259784615218053,False,False
Rc1_eps0.1_a_side_large,1.0,0.1,a_side_large,large,0.12,1.0,96,0.06544984694978735,4,4,True,0.0675,True,0.13750987083139762,0.1,True,True,True,True,-0.9452800145362158,-1.6041065674734585,-0.9452800145362157,-0.9452800145362156,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372427,1.1102230246251565e-16,2.220446049250313e-16,0.007723410457662572,False,False
Rc1_eps0.1_b_side_large,1.0,0.1,b_side_large,large,-0.12,1.0,96,0.06544984694978735,4,4,True,0.0675,True,0.13750987083139762,0.1,True,True,True,True,-1.0630499431706892,-1.7218764961079325,-1.063049943170689,-1.063049943170689,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,2.220446049250313e-16,2.220446049250313e-16,0.010021145754493265,False,False
Rc1_eps0.1_a_side_large_pi_flip,1.0,0.1,a_side_large_pi_flip,large_pi,0.12,-1.0,96,0.06544984694978735,4,4,True,0.0675,True,0.13750987083139762,0.1,True,True,True,True,-1.0630499431706892,-1.7218764961079325,-1.063049943170689,-1.063049943170689,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,2.220446049250313e-16,2.220446049250313e-16,0.010021145754493265,False,False
Rc1_eps0.1_b_side_large_pi_flip,1.0,0.1,b_side_large_pi_flip,large_pi,-0.12,-1.0,96,0.06544984694978735,4,4,True,0.0675,True,0.13750987083139762,0.1,True,True,True,True,-0.9452800145362158,-1.6041065674734585,-0.9452800145362156,-0.9452800145362157,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372427,2.220446049250313e-16,1.1102230246251565e-16,0.007723410457662572,False,False
Rc1_eps0.2_symmetric,1.0,0.2,symmetric,symmetric,0.0,1.0,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.0,0.2,True,True,True,True,-0.9999999999999993,-1.658826552937243,-0.9999999999999993,-0.9999999999999993,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372437,0.0,0.0,5.667848928154234e-16,False,False
Rc1_eps0.2_symmetric_pi_flip,1.0,0.2,symmetric_pi_flip,symmetric,0.0,-1.0,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.0,0.2,True,True,True,True,-0.9999999999999993,-1.658826552937243,-0.9999999999999993,-0.9999999999999993,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372437,0.0,0.0,5.667848928154234e-16,False,False
Rc1_eps0.2_a_side_small,1.0,0.2,a_side_small,small,0.03,1.0,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.06875493541569885,0.2,True,True,True,True,-0.9717207666329268,-1.6305473195701703,-0.971720766632927,-0.9717207666329267,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,-1.1102230246251565e-16,1.1102230246251565e-16,0.004104397964636939,False,False
Rc1_eps0.2_b_side_small,1.0,0.2,b_side_small,small,-0.03,1.0,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.06875493541569885,0.2,True,True,True,True,-1.0303502015314585,-1.6891767544687017,-1.0303502015314587,-1.0303502015314583,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,-2.220446049250313e-16,2.220446049250313e-16,0.0046738726818743685,False,False
Rc1_eps0.2_a_side_large,1.0,0.2,a_side_large,large,0.12,1.0,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.27501974166279525,0.2,False,True,False,True,-0.8971589263666538,-1.5559854793038972,-0.8971589263666541,-0.8971589263666541,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,-2.220446049250313e-16,-2.220446049250313e-16,0.013768365295983005,False,False
Rc1_eps0.2_b_side_large,1.0,0.2,b_side_large,large,-0.12,1.0,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.27501974166279525,0.2,False,True,False,True,-1.1369264104433308,-1.795752963380574,-1.1369264104433305,-1.1369264104433305,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,2.220446049250313e-16,2.220446049250313e-16,0.023290739926091396,False,False
Rc1_eps0.2_a_side_large_pi_flip,1.0,0.2,a_side_large_pi_flip,large_pi,0.12,-1.0,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.27501974166279525,0.2,False,True,False,True,-1.1369264104433308,-1.795752963380574,-1.1369264104433305,-1.1369264104433305,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,2.220446049250313e-16,2.220446049250313e-16,0.023290739926091396,False,False
Rc1_eps0.2_b_side_large_pi_flip,1.0,0.2,b_side_large_pi_flip,large_pi,-0.12,-1.0,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.27501974166279525,0.2,False,True,False,True,-0.8971589263666538,-1.5559854793038972,-0.8971589263666541,-0.8971589263666541,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,-2.220446049250313e-16,-2.220446049250313e-16,0.013768365295983005,False,False
Rc2_eps0.01_symmetric,2.0,0.01,symmetric,symmetric,0.0,1.0,192,0.032724923474893676,5,5,True,0.03225,True,0.0,0.02,True,True,True,True,-1.0,-1.5154290925051626,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,1.5810936303124594e-16,False,False
Rc2_eps0.01_symmetric_pi_flip,2.0,0.01,symmetric_pi_flip,symmetric,0.0,-1.0,192,0.032724923474893676,5,5,True,0.03225,True,0.0,0.02,True,True,True,True,-1.0,-1.5154290925051626,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,1.5810936303124594e-16,False,False
Rc2_eps0.01_a_side_small,2.0,0.01,a_side_small,small,0.03,1.0,192,0.032724923474893676,5,5,True,0.03225,True,0.013750987083139755,0.02,True,True,True,True,-0.9954585040410163,-1.5108875965461788,-0.9954585040410163,-0.9954585040410162,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051624,0.0,1.1102230246251565e-16,0.0011814911453034017,False,False
Rc2_eps0.01_b_side_small,2.0,0.01,b_side_small,small,-0.03,1.0,192,0.032724923474893676,5,5,True,0.03225,True,0.013750987083139755,0.02,True,True,True,True,-1.0045988226850129,-1.5200279151901754,-1.0045988226850135,-1.004598822685013,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,-6.661338147750939e-16,-2.220446049250313e-16,0.0012077773079654662,False,False
Rc2_eps0.01_a_side_large,2.0,0.01,a_side_large,large,0.12,1.0,192,0.032724923474893676,5,5,True,0.03225,True,0.055003948332559054,0.02,True,True,True,True,-0.9821651233819381,-1.4975942158871007,-0.9821651233819378,-0.9821651233819381,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051627,2.220446049250313e-16,0.0,0.004575858172108687,False,False
Rc2_eps0.01_b_side_large,2.0,0.01,b_side_large,large,-0.12,1.0,192,0.032724923474893676,5,5,True,0.03225,True,0.055003948332559054,0.02,True,True,True,True,-1.0187530411770505,-1.5341821336822135,-1.018753041177051,-1.0187530411770507,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.515429092505163,-4.440892098500626e-16,-2.220446049250313e-16,0.004997082694014732,False,False
Rc2_eps0.01_a_side_large_pi_flip,2.0,0.01,a_side_large_pi_flip,large_pi,0.12,-1.0,192,0.032724923474893676,5,5,True,0.03225,True,0.055003948332559054,0.02,True,True,True,True,-1.0187530411770505,-1.5341821336822135,-1.0187530411770507,-1.018753041177051,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.515429092505163,-2.220446049250313e-16,-4.440892098500626e-16,0.004997082694014732,False,False
Rc2_eps0.01_b_side_large_pi_flip,2.0,0.01,b_side_large_pi_flip,large_pi,-0.12,-1.0,192,0.032724923474893676,5,5,True,0.03225,True,0.055003948332559054,0.02,True,True,True,True,-0.9821651233819381,-1.4975942158871007,-0.9821651233819381,-0.9821651233819378,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051627,0.0,2.220446049250313e-16,0.004575858172108687,False,False
Rc2_eps0.02_symmetric,2.0,0.02,symmetric,symmetric,0.0,1.0,192,0.032724923474893676,5,5,True,0.03325,True,0.0,0.04,True,True,True,True,-1.0000000000000002,-1.5154290925051626,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,2.999657430470547e-16,False,False
Rc2_eps0.02_symmetric_pi_flip,2.0,0.02,symmetric_pi_flip,symmetric,0.0,-1.0,192,0.032724923474893676,5,5,True,0.03325,True,0.0,0.04,True,True,True,True,-1.0000000000000002,-1.5154290925051626,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,2.999657430470547e-16,False,False
Rc2_eps0.02_a_side_small,2.0,0.02,a_side_small,small,0.03,1.0,192,0.032724923474893676,5,5,True,0.03325,True,0.02750197416627951,0.04,True,True,True,True,-0.9909730273815454,-1.5064021198867081,-0.9909730273815454,-0.9909730273815452,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051628,0.0,1.1102230246251565e-16,0.0023374723463737345,False,False
Rc2_eps0.02_b_side_small,2.0,0.02,b_side_small,small,-0.03,1.0,192,0.032724923474893676,5,5,True,0.03325,True,0.02750197416627951,0.04,True,True,True,True,-1.0092563263161165,-1.524685418821279,-1.0092563263161163,-1.0092563263161165,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,2.220446049250313e-16,0.0,0.0024426492503481917,False,False
Rc2_eps0.02_a_side_large,2.0,0.02,a_side_large,large,0.12,1.0,192,0.032724923474893676,5,5,True,0.03325,True,0.11000789666511811,0.04,True,True,True,True,-0.9651687334231144,-1.4805978259282764,-0.9651687334231143,-0.9651687334231143,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.515429092505162,1.1102230246251565e-16,1.1102230246251565e-16,0.008777444516813235,False,False
Rc2_eps0.02_b_side_large,2.0,0.02,b_side_large,large,-0.12,1.0,192,0.032724923474893676,5,5,True,0.03325,True,0.11000789666511811,0.04,True,True,True,True,-1.0385159901699474,-1.5539450826751098,-1.0385159901699474,-1.0385159901699477,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,-2.220446049250313e-16,0.010470668083659474,False,False
Rc2_eps0.02_a_side_large_pi_flip,2.0,0.02,a_side_large_pi_flip,large_pi,0.12,-1.0,192,0.032724923474893676,5,5,True,0.03325,True,0.11000789666511811,0.04,True,True,True,True,-1.0385159901699474,-1.5539450826751098,-1.0385159901699477,-1.0385159901699474,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,-2.220446049250313e-16,0.0,0.010470668083659474,False,False
Rc2_eps0.02_b_side_large_pi_flip,2.0,0.02,b_side_large_pi_flip,large_pi,-0.12,-1.0,192,0.032724923474893676,5,5,True,0.03325,True,0.11000789666511811,0.04,True,True,True,True,-0.9651687334231144,-1.4805978259282764,-0.9651687334231143,-0.9651687334231143,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.515429092505162,1.1102230246251565e-16,1.1102230246251565e-16,0.008777444516813235,False,False
Rc2_eps0.05_symmetric,2.0,0.05,symmetric,symmetric,0.0,1.0,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.0,0.1,True,True,True,True,-1.0000000000000002,-1.5154290925051626,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,2.9919429108042607e-16,False,False
Rc2_eps0.05_symmetric_pi_flip,2.0,0.05,symmetric_pi_flip,symmetric,0.0,-1.0,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.0,0.1,True,True,True,True,-1.0000000000000002,-1.5154290925051626,-1.0000000000000002,-1.0000000000000002,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,2.9919429108042607e-16,False,False
Rc2_eps0.05_a_side_small,2.0,0.05,a_side_small,small,0.03,1.0,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.06875493541569885,0.1,True,True,True,True,-0.9778402963224876,-1.4932693888276503,-0.9778402963224875,-0.9778402963224876,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051627,1.1102230246251565e-16,0.0,0.005659668101891059,False,False
Rc2_eps0.05_b_side_small,2.0,0.05,b_side_small,small,-0.03,1.0,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.06875493541569885,0.1,True,True,True,True,-1.0235952161985018,-1.5390243087036641,-1.0235952161985018,-1.0235952161985016,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,2.220446049250313e-16,0.006318438569648057,False,False
Rc2_eps0.05_a_side_large,2.0,0.05,a_side_large,large,0.12,1.0,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.27501974166279525,0.1,False,True,False,True,-0.9185544574026566,-1.4339835499078186,-0.9185544574026564,-0.9185544574026566,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.515429092505162,2.220446049250313e-16,0.0,0.01951123541524778,False,False
Rc2_eps0.05_b_side_large,2.0,0.05,b_side_large,large,-0.12,1.0,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.27501974166279525,0.1,False,True,False,True,-1.1050231488418454,-1.620452241347008,-1.1050231488418452,-1.105023148841845,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,2.220446049250313e-16,4.440892098500626e-16,0.030474264851721392,False,False
Rc2_eps0.05_a_side_large_pi_flip,2.0,0.05,a_side_large_pi_flip,large_pi,0.12,-1.0,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.27501974166279525,0.1,False,True,False,True,-1.1050231488418454,-1.620452241347008,-1.105023148841845,-1.1050231488418452,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,4.440892098500626e-16,2.220446049250313e-16,0.030474264851721392,False,False
Rc2_eps0.05_b_side_large_pi_flip,2.0,0.05,b_side_large_pi_flip,large_pi,-0.12,-1.0,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.27501974166279525,0.1,False,True,False,True,-0.9185544574026566,-1.4339835499078186,-0.9185544574026566,-0.9185544574026564,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.515429092505162,0.0,2.220446049250313e-16,0.01951123541524778,False,False
Rc2_eps0.1_symmetric,2.0,0.1,symmetric,symmetric,0.0,1.0,192,0.032724923474893676,5,5,True,0.04125,True,0.0,0.2,True,True,True,True,-1.0,-1.5154290925051626,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,3.381740973192862e-16,False,False
Rc2_eps0.1_symmetric_pi_flip,2.0,0.1,symmetric_pi_flip,symmetric,0.0,-1.0,192,0.032724923474893676,5,5,True,0.04125,True,0.0,0.2,True,True,True,True,-1.0,-1.5154290925051626,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,3.381740973192862e-16,False,False
Rc2_eps0.1_a_side_small,2.0,0.1,a_side_small,small,0.03,1.0,192,0.032724923474893676,5,5,True,0.04125,True,0.1375098708313977,0.2,True,True,True,True,-0.9569628567496083,-1.4723919492547717,-0.9569628567496085,-0.9569628567496083,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051633,-1.1102230246251565e-16,0.0,0.010750667287773583,False,False
Rc2_eps0.1_b_side_small,2.0,0.1,b_side_small,small,-0.03,1.0,192,0.032724923474893676,5,5,True,0.04125,True,0.1375098708313977,0.2,True,True,True,True,-1.0488087774762527,-1.564237869981415,-1.0488087774762525,-1.0488087774762525,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,2.220446049250313e-16,2.220446049250313e-16,0.013406176760637057,False,False
Rc2_eps0.1_a_side_large,2.0,0.1,a_side_large,large,0.12,1.0,192,0.032724923474893676,5,5,True,0.04125,True,0.5500394833255905,0.2,False,True,False,True,-0.8525005166510943,-1.367929609156257,-0.8525005166510943,-0.8525005166510943,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051627,0.0,0.0,0.03276787786927398,False,False
Rc2_eps0.1_b_side_large,2.0,0.1,b_side_large,large,-0.12,1.0,192,0.032724923474893676,5,5,True,0.04125,True,0.5500394833255905,0.2,False,True,False,True,-1.2510461947587483,-1.7664752872639113,-1.2510461947587481,-1.2510461947587483,other,other,other,other,-0.515429092505163,2.220446049250313e-16,0.0,0.08318879561091748,False,False
Rc2_eps0.1_a_side_large_pi_flip,2.0,0.1,a_side_large_pi_flip,large_pi,0.12,-1.0,192,0.032724923474893676,5,5,True,0.04125,True,0.5500394833255905,0.2,False,True,False,True,-1.2510461947587483,-1.7664752872639113,-1.2510461947587483,-1.2510461947587481,other,other,other,other,-0.515429092505163,0.0,2.220446049250313e-16,0.08318879561091748,False,False
Rc2_eps0.1_b_side_large_pi_flip,2.0,0.1,b_side_large_pi_flip,large_pi,-0.12,-1.0,192,0.032724923474893676,5,5,True,0.04125,True,0.5500394833255905,0.2,False,True,False,True,-0.8525005166510943,-1.367929609156257,-0.8525005166510943,-0.8525005166510943,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051627,0.0,0.0,0.03276787786927398,False,False
Rc2_eps0.2_symmetric,2.0,0.2,symmetric,symmetric,0.0,1.0,192,0.032724923474893676,5,5,True,0.051250000000000004,True,0.0,0.4,False,True,False,True,-1.0,-1.5154290925051626,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,2.196025632989205e-16,False,False
Rc2_eps0.2_symmetric_pi_flip,2.0,0.2,symmetric_pi_flip,symmetric,0.0,-1.0,192,0.032724923474893676,5,5,True,0.051250000000000004,True,0.0,0.4,False,True,False,True,-1.0,-1.5154290925051626,-1.0,-1.0,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,2.196025632989205e-16,False,False
