t,H,Q2_re,Q2_im,generator_norm
0,np.float64(216.77160029276317),np.float64(-30.13184191032265),np.float64(14.473699241195357),np.float64(13.385710661013738)
1,np.float64(216.77160029276328),np.float64(-30.131841910322628),np.float64(14.47369924119549),np.float64(14.006072512394573)
2,np.float64(216.77160029276348),np.float64(-30.13184191032261),np.float64(14.473699241195588),np.float64(13.807733634177241)
3,np.float64(216.7716002927639),np.float64(-30.131841910322784),np.float64(14.473699241195563),np.float64(13.705721399197193)
4,np.float64(216.77160029276442),np.float64(-30.131841910322855),np.float64(14.473699241195618),np.float64(14.132148661353465)
5,np.float64(216.77160029276436),np.float64(-30.131841910322812),np.float64(14.473699241195623),np.float64(14.376164872539519)
6,np.float64(216.7716002927648),np.float64(-30.131841910322862),np.float64(14.47369924119569),np.float64(14.247672730502986)
7,np.float64(216.77160029276456),np.float64(-30.131841910322883),np.float64(14.473699241195728),np.float64(14.370815989378652)
8,np.float64(216.77160029276433),np.float64(-30.13184191032281),np.float64(14.47369924119574),np.float64(14.721112726908087)
9,np.float64(216.77160029276394),np.float64(-30.1318419103227),np.float64(14.473699241195881),np.float64(14.791387074257155)
10,np.float64(216.77160029276342),np.float64(-30.131841910322635),np.float64(14.473699241195922),np.float64(14.758028513812684)
11,np.float64(216.77160029276328),np.float64(-30.1318419103226),np.float64(14.473699241195897),np.float64(14.725147444706447)
12,np.float64(216.77160029276348),np.float64(-30.131841910322727),np.float64(14.473699241195943),np.float64(14.727765488481309)
13,np.float64(216.77160029276422),np.float64(-30.131841910322862),np.float64(14.473699241195973),np.float64(14.77678951538312)
14,np.float64(216.77160029276462),np.float64(-30.13184191032284),np.float64(14.473699241196101),np.float64(14.878583913692122)
15,np.float64(216.77160029276524),np.float64(-30.131841910322883),np.float64(14.4736992411961),np.float64(14.894974624990446)
16,np.float64(216.77160029276513),np.float64(-30.13184191032291),np.float64(14.473699241196229),np.float64(14.817678775399282)
17,np.float64(216.77160029276587),np.float64(-30.13184191032289),np.float64(14.473699241196126),np.float64(14.766947979919086)
18,np.float64(216.7716002927653),np.float64(-30.13184191032276),np.float64(14.473699241196092),np.float64(14.811317324711016)
19,np.float64(216.7716002927661),np.float64(-30.131841910322777),np.float64(14.473699241196329),np.float64(14.879168606645107)
20,np.float64(216.77160029276592),np.float64(-30.13184191032281),np.float64(14.473699241196323),np.float64(14.9184431073714)
21,np.float64(216.77160029276615),np.float64(-30.131841910322876),np.float64(14.47369924119636),np.float64(14.921532935749841)
