step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13,takagi_r14,takagi_r15
0,0.3197860645173422,0.31406877948356426,0.312366716951629,0.28091673485948876,0.26141489948380064,0.2607288822003284,0.2345902657839927,0.2264588985890821,0.20195377368103834,0.20137304638265155,0.1796879056025828,0.13187029292402044,0.09738701994412108,0.07728166007462546,2.2967857428085453e-09
1,0.3197862391277006,0.31406936714710626,0.31236767039407826,0.2809170381898377,0.2614154060357492,0.2607297151756876,0.23459071179497012,0.22645840438779194,0.20195501174217492,0.2013725787297506,0.17968781804639214,0.13187035696975966,0.09738619385459552,0.07728145114162238,2.4216211752243944e-09
2,0.3197869056274139,0.31407083861283,0.31236900877897,0.2809175214368029,0.26141640639925023,0.26073122787513103,0.23459187351994898,0.22645759982088656,0.2019589892341711,0.20137110601645142,0.1796870377430033,0.1318705726000543,0.097384012649323,0.07728086101054375,3.849575201387004e-09
3,0.3197880643357205,0.3140731940911734,0.31237073298678913,0.28091818494623405,0.26141790263305775,0.26073341814424766,0.23459375131128143,0.22645648518829944,0.20196565334912378,0.20136868045085965,0.17968556542451497,0.13187093993834326,0.09738047730448039,0.07727989003863968,2.2989906132703758e-09
4,0.31978971580224175,0.31407643396286616,0.312372844414997,0.28091902928745616,0.2614198980340772,0.26073628256497644,0.23459634583069608,0.2264550610079023,0.2019749209887943,0.20136538455277916,0.17968340214522943,0.13187145928943736,0.09737558922176587,0.07727853876368226,2.231121894203929e-09
5,0.3197918608052625,0.3140805587801871,0.31237534497187075,0.2809200552523072,0.2614223971476069,0.2607398164434566,0.23459965804696384,0.22645332801460166,0.2019866856304113,0.20136132428553233,0.17968054928206573,0.13187213113833873,0.09736935022817814,0.07727680790268354,2.7753347165044606e-09
6,0.31979450034942486,0.31408556926907416,0.3123782370679334,0.2809212638538717,0.26142540578042506,0.26074401379437867,0.23460368923281213,0.2264512871591511,0.20200082511897277,0.2013566212604683,0.1796770085351699,0.1318729561486716,0.09736176257574926,0.0772746983502313,2.3260167134750017e-09
7,0.31979763566282715,0.31409146633203033,0.31238152360501037,0.2809226563248916,0.26142893101622755,0.2607488673223098,0.23460844096107922,0.22644893960667087,0.20201720923436833,0.20135140516583042,0.17967278192871006,0.13187393516072143,0.09735282894122368,0.07727221117644541,3.1234247593982634e-09
8,0.3198012681935402,0.31409825105178574,0.31238520796299935,0.28092423411587597,0.2614329812327823,0.2607543684006673,0.23461391510012822,0.2264462867348911,0.2020357062057305,0.2013458072476035,0.17966787181185612,0.1318750691890924,0.09734255242568313,0.07726934762456275,2.6207548661644516e-09
9,0.31980539960554133,0.31410592469564214,0.31238929398442633,0.2809259988929023,0.2614375661199563,0.2607605070491786,0.23462011380851927,0.2264433301321129,0.20205618775123554,0.20133995526412649,0.17966228085993502,0.13187635941998624,0.09733093655411192,0.07726610910814645,3.2615578628229776e-09
10,0.3198100317740578,0.3141144887204122,0.312393785956877,0.2809279525351049,0.26144269669757375,0.2607672719108676,0.23462703952894307,0.2264400715948886,0.20207853257370795,0.20133396998411995,0.17965601207574436,0.13187780720810433,0.09731798527489195,0.07726249720792636,3.170035280196922e-09
11,0.3198151667803429,0.3141239447778844,0.31239868859342845,0.2809300971318701,0.2614483853318516,0.2607746502298676,0.2346346949814371,0.2264365131254383,0.2021026284759841,0.20132796306421347,0.1796490687910266,0.1318794140731845,0.09730370295922941,0.07725851366827229,2.1675736909403715e-09
12,0.31982080690586684,0.3141342947206976,0.3124040070111759,0.2809324349797219,0.2614546457488776,0.26078262783157063,0.23464308315587695,0.22643265692879022,0.20212837337230127,0.20132203602969923,0.17964145466807743,0.13188118169617458,0.09728809440049498,0.07725416039330751,3.1124487609507843e-09
13,0.31982695462594185,0.3141455406085375,0.3124097467079969,0.2809349685789145,0.261461493043367,0.2607911891069211,0.23465220730376585,0.22642850540966428,0.20215567549363853,0.20131628006062685,0.17963317370148565,0.13188311191505278,0.09727116481347989,0.0772494394426628,2.138851632388858e-09
14,0.3198336126027773,0.3141576847145382,0.3124159135376766,0.2809377006297274,0.26146894368063217,0.26080031700292056,0.23466207092932512,0.22642406116909367,0.20218445305363786,0.2013107763166185,0.17962423021998464,0.13188520672030077,0.09725291983355079,0.07724435302687505,3.0227499792259335e-09
15,0.319840783677973,0.3141707295317819,0.31242251368353324,0.28094063402846886,0.26147701548944513,0.2608099930216886,0.23467267777990025,0.2264193270007985,0.2022146335882096,0.20130559658733424,0.1796146288884001,0.13188746825003925,0.09723336551569892,0.07723890350244517,4.012924445638619e-09
