t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(928.3081774929786),np.float64(-59.747813158224),np.float64(223.98138176695718),np.float64(55.659909834965056),np.float64(4.440892098500626e-16)
1,np.float64(928.3081774929793),np.float64(-59.74781315822293),np.float64(223.98138176695704),np.float64(58.89775474097556),np.float64(8.881784197001252e-16)
2,np.float64(928.3081774929777),np.float64(-59.74781315822317),np.float64(223.9813817669563),np.float64(92.47261404371163),np.float64(1.7763568394002505e-15)
3,np.float64(928.3081774929789),np.float64(-59.7478131582238),np.float64(223.9813817669566),np.float64(208.64720529839983),np.float64(7.105427357601002e-15)
4,np.float64(928.3081774929799),np.float64(-59.74781315822464),np.float64(223.98138176695628),np.float64(248.48844148804685),np.float64(7.105427357601002e-15)
5,np.float64(928.3081774929792),np.float64(-59.747813158233),np.float64(223.98138176695326),np.float64(312.7311072288518),np.float64(1.4210854715202004e-14)
6,np.float64(928.3081774929781),np.float64(-59.74781315823617),np.float64(223.98138176695204),np.float64(353.3777413292095),np.float64(1.4210854715202004e-14)
7,np.float64(928.3081774929781),np.float64(-59.7478131582303),np.float64(223.98138176695346),np.float64(372.90384314235473),np.float64(1.4210854715202004e-14)
8,np.float64(928.3081774929778),np.float64(-59.74781315824291),np.float64(223.9813817669525),np.float64(392.12729275774046),np.float64(1.4210854715202004e-14)
9,np.float64(928.3081774929764),np.float64(-59.7478131582429),np.float64(223.98138176695295),np.float64(407.3379632222424),np.float64(2.842170943040401e-14)
10,np.float64(928.308177492977),np.float64(-59.74781315824263),np.float64(223.98138176695306),np.float64(410.1752800105564),np.float64(1.4210854715202004e-14)
11,np.float64(928.3081774929773),np.float64(-59.7478131582358),np.float64(223.9813817669541),np.float64(411.6078930377623),np.float64(1.4210854715202004e-14)
12,np.float64(928.3081774929813),np.float64(-59.747813158242344),np.float64(223.98138176695375),np.float64(413.4735392200261),np.float64(1.4210854715202004e-14)
13,np.float64(928.3081774929805),np.float64(-59.747813158253095),np.float64(223.9813817669514),np.float64(416.02321918747435),np.float64(2.842170943040401e-14)
14,np.float64(928.308177492984),np.float64(-59.74781315825862),np.float64(223.98138176695056),np.float64(420.1001954471266),np.float64(2.842170943040401e-14)
15,np.float64(928.3081774929856),np.float64(-59.74781315824977),np.float64(223.98138176695355),np.float64(428.9499301163937),np.float64(2.842170943040401e-14)
16,np.float64(928.3081774929869),np.float64(-59.74781315824943),np.float64(223.98138176695437),np.float64(433.91803833529434),np.float64(2.842170943040401e-14)
17,np.float64(928.3081774929906),np.float64(-59.747813158252725),np.float64(223.9813817669547),np.float64(435.42968146297784),np.float64(7.105427357601002e-15)
18,np.float64(928.3081774929915),np.float64(-59.74781315825337),np.float64(223.9813817669552),np.float64(436.3911645652992),np.float64(2.842170943040401e-14)
19,np.float64(928.308177492992),np.float64(-59.74781315826051),np.float64(223.98138176695383),np.float64(436.99340159203445),np.float64(2.842170943040401e-14)
20,np.float64(928.3081774929927),np.float64(-59.74781315826565),np.float64(223.98138176695232),np.float64(437.48901772832477),np.float64(2.842170943040401e-14)
21,np.float64(928.3081774929935),np.float64(-59.74781315826576),np.float64(223.98138176695238),np.float64(437.8589939946636),np.float64(2.842170943040401e-14)
22,np.float64(928.3081774929965),np.float64(-59.74781315828183),np.float64(223.9813817669482),np.float64(438.1649404842898),np.float64(2.842170943040401e-14)
23,np.float64(928.3081774929958),np.float64(-59.747813158296545),np.float64(223.98138176694349),np.float64(438.3628346591854),np.float64(2.842170943040401e-14)
24,np.float64(928.3081774929954),np.float64(-59.74781315829736),np.float64(223.98138176694306),np.float64(438.57013114715295),np.float64(1.4210854715202004e-14)
25,np.float64(928.3081774929959),np.float64(-59.747813158298264),np.float64(223.98138176694343),np.float64(438.69920012658434),np.float64(2.842170943040401e-14)
26,np.float64(928.308177492999),np.float64(-59.74781315828781),np.float64(223.98138176694712),np.float64(438.8124399103562),np.float64(3.552713678800501e-15)
27,np.float64(928.3081774930006),np.float64(-59.74781315828583),np.float64(223.98138176694866),np.float64(438.9123686192698),np.float64(2.842170943040401e-14)
28,np.float64(928.3081774930033),np.float64(-59.74781315828975),np.float64(223.98138176694806),np.float64(438.98099932739507),np.float64(2.842170943040401e-14)
29,np.float64(928.3081774930058),np.float64(-59.74781315828426),np.float64(223.98138176694977),np.float64(439.04117974015446),np.float64(3.552713678800501e-15)
30,np.float64(928.3081774930054),np.float64(-59.747813158298285),np.float64(223.98138176694562),np.float64(439.0928248809311),np.float64(2.842170943040401e-14)
31,np.float64(928.3081774930081),np.float64(-59.74781315830883),np.float64(223.98138176694292),np.float64(439.1330793410131),np.float64(1.4210854715202004e-14)
32,np.float64(928.3081774930106),np.float64(-59.747813158293255),np.float64(223.9813817669469),np.float64(439.16571370822294),np.float64(2.842170943040401e-14)
33,np.float64(928.3081774930113),np.float64(-59.747813158298555),np.float64(223.9813817669454),np.float64(439.1972312469864),np.float64(2.842170943040401e-14)
34,np.float64(928.3081774930125),np.float64(-59.7478131583057),np.float64(223.9813817669428),np.float64(439.21826881004245),np.float64(2.842170943040401e-14)
35,np.float64(928.3081774930122),np.float64(-59.7478131583119),np.float64(223.98138176694002),np.float64(439.23646310216753),np.float64(1.4210854715202004e-14)
36,np.float64(928.308177493019),np.float64(-59.74781315830717),np.float64(223.9813817669437),np.float64(439.25294522125444),np.float64(2.842170943040401e-14)
37,np.float64(928.3081774930192),np.float64(-59.74781315831176),np.float64(223.98138176694434),np.float64(439.2641937799923),np.float64(2.842170943040401e-14)
38,np.float64(928.308177493019),np.float64(-59.74781315831096),np.float64(223.98138176694312),np.float64(439.27379722451775),np.float64(2.842170943040401e-14)
39,np.float64(928.3081774930206),np.float64(-59.74781315831129),np.float64(223.98138176694425),np.float64(439.28318448829947),np.float64(2.842170943040401e-14)
40,np.float64(928.3081774930216),np.float64(-59.7478131583156),np.float64(223.98138176694263),np.float64(439.29055105901995),np.float64(2.842170943040401e-14)
41,np.float64(928.3081774930193),np.float64(-59.74781315832216),np.float64(223.98138176693956),np.float64(439.29569820168274),np.float64(2.842170943040401e-14)
42,np.float64(928.3081774930249),np.float64(-59.74781315831663),np.float64(223.98138176694357),np.float64(439.3014830923257),np.float64(2.842170943040401e-14)
43,np.float64(928.3081774930267),np.float64(-59.747813158328626),np.float64(223.9813817669414),np.float64(439.30635372378754),np.float64(2.842170943040401e-14)
44,np.float64(928.308177493027),np.float64(-59.74781315832809),np.float64(223.98138176693985),np.float64(439.30920792505015),np.float64(2.842170943040401e-14)
45,np.float64(928.3081774930291),np.float64(-59.74781315831866),np.float64(223.981381766943),np.float64(439.31316603482605),np.float64(2.842170943040401e-14)
46,np.float64(928.3081774930292),np.float64(-59.74781315832894),np.float64(223.98138176694098),np.float64(439.3159861461146),np.float64(1.4210854715202004e-14)
47,np.float64(928.3081774930315),np.float64(-59.74781315832261),np.float64(223.9813817669428),np.float64(439.3180391198054),np.float64(1.4210854715202004e-14)
48,np.float64(928.3081774930324),np.float64(-59.747813158328476),np.float64(223.98138176694158),np.float64(439.3205456511001),np.float64(2.842170943040401e-14)
