axis,log_growth_rate_per_step,fit_start,fit_end,fit_count,initial,final,max
1,0.08625833625688317,90,276,187,2.621971000426825e-17,0.28858617642093914,0.4003964976096015
2,0.08625759519479846,100,285,186,2.3803154751549668e-17,0.26661410914710326,0.3525032746854146
3,0.10839032097700445,151,302,152,1.3517997250118815e-17,0.13158076571976246,0.2078536912161755
4,0.10838836870246937,151,302,152,7.864682642835455e-18,0.07416594752734015,0.11995762265860135
