step,norm2,ztz_re,ztz_im,abs_ztz,sum_a2,sum_b2,sum_ab,f,a_1_2,b_1_2,abs_1_2,phase_1_2,a_1_3,b_1_3,abs_1_3,phase_1_3,a_1_4,b_1_4,abs_1_4,phase_1_4,a_1_5,b_1_5,abs_1_5,phase_1_5,a_2_3,b_2_3,abs_2_3,phase_2_3,a_2_4,b_2_4,abs_2_4,phase_2_4,a_2_5,b_2_5,abs_2_5,phase_2_5,a_3_4,b_3_4,abs_3_4,phase_3_4,a_3_5,b_3_5,abs_3_5,phase_3_5,a_4_5,b_4_5,abs_4_5,phase_4_5
0,1.0,-6.106226635438361e-16,-8.903465615732738e-16,1.0796189313543554e-15,0.49999999999999983,0.5000000000000003,-4.544975507059235e-16,3.0814879110195774e-33,0.2232578462027148,-0.1830007307150948,0.2886751345948135,-0.6866282587141918,-0.22325784620271003,0.18300073071509948,0.28867513459481275,2.4549643948755784,-0.1956360102471917,-0.23867267697131994,0.308606699924184,-2.257424585509099,-0.19563601024719166,-0.23867267697132002,0.308606699924184,-2.2574245855090984,-0.29345401537078697,-0.3580090154569794,0.46291004988627515,-2.257424585509099,-0.22325784620276912,0.18300073071503936,0.28867513459482036,2.4549643948758693,-0.22325784620265368,0.18300073071515643,0.2886751345948053,2.454964394875302,0.22325784620265565,-0.18300073071515427,0.2886751345948055,-0.6866282587144811,0.2232578462027714,-0.18300073071503706,0.2886751345948207,-0.6866282587139129,-0.19563601024719132,-0.23867267697132002,0.30860669992418377,-2.257424585509098
1,1.0000000000000002,-4.996003610813204e-16,-8.9399723308891e-16,1.0241247841758408e-15,0.4999999999999998,0.5000000000000003,-4.475586568020162e-16,8.63610098222569e-29,0.24998493964482862,-0.1443636494554809,0.2886751345948133,-0.5237031073730484,-0.249984939644825,0.1443636494554864,0.2886751345948129,2.617889546216722,-0.15433123296192947,-0.2672451417155156,0.308606699924184,-2.0944994341679553,-0.1543312329619294,-0.26724514171551567,0.30860669992418405,-2.094499434167955,-0.2314968494428936,-0.40086771257327286,0.46291004988627527,-2.094499434167955,-0.2499849396448691,0.1443636494554159,0.28867513459481586,2.6178895462170098,-0.24998493964478294,0.14436364945555324,0.2886751345948099,2.617889546216449,0.24998493964478438,-0.14436364945555072,0.2886751345948099,-0.5237031073733345,0.2499849396448708,-0.1443636494554132,0.288675134594816,-0.5237031073727721,-0.15433123296192905,-0.2672451417155156,0.3086066999241838,-2.094499434167954
2,1.0000000000000002,-3.885780586188048e-16,-9.116974123673866e-16,9.910525108980593e-16,0.4999999999999999,0.5000000000000003,-4.579669976578771e-16,3.306284380058399e-28,0.2700909472582123,-0.10190296140198786,0.2886751345948131,-0.36077795603190493,-0.27009094725821,0.10190296140199395,0.2886751345948131,2.7808146975578656,-0.10893884807539941,-0.2887393679741307,0.3086066999241841,-1.9315742828268117,-0.10893884807539933,-0.28873936797413075,0.3086066999241841,-1.9315742828268112,-0.1634082721130985,-0.4331090519611954,0.4629100498862753,-1.9315742828268108,-0.2700909472582378,0.10190296140191575,0.2886751345948115,2.7808146975581534,-0.2700909472581835,0.10190296140206816,0.2886751345948145,2.780814697557593,0.2700909472581843,-0.10190296140206537,0.2886751345948142,-0.3607779560321904,0.27009094725823884,-0.10190296140191273,0.28867513459481137,-0.36077795603162893,-0.108938848075399,-0.2887393679741306,0.3086066999241839,-1.9315742828268105
3,1.0000000000000002,-4.440892098500626e-16,-8.854871406731302e-16,9.906072393248138e-16,0.4999999999999999,0.5000000000000003,-4.458239333260394e-16,7.208005150645597e-28,0.2830433425543884,-0.05674327774258778,0.28867513459481287,-0.19785280469076125,-0.28304334255438746,0.056743277742594245,0.2886751345948132,2.943739848899009,-0.060661115518665695,-0.3025860609845181,0.3086066999241841,-1.768649131485668,-0.06066111551866561,-0.3025860609845182,0.30860669992418416,-1.7686491314856678,-0.09099167327799793,-0.4538790914767765,0.46291004988627543,-1.768649131485667,-0.28304334255439795,0.0567432777425111,0.28867513459480715,2.9437398488992987,-0.28304334255437746,0.056743277742673195,0.2886751345948189,2.9437398488987343,0.28304334255437763,-0.05674327774267023,0.28867513459481847,-0.19785280469104863,0.28304334255439834,-0.05674327774250787,0.28867513459480687,-0.19785280469048308,-0.06066111551866528,-0.30258606098451796,0.3086066999241839,-1.7686491314856667
4,1.0,-3.3306690738754696e-16,-8.819287095528306e-16,9.42725736113227e-16,0.5,0.5000000000000002,-4.414871246360974e-16,1.2715351326932833e-27,0.28849906918338053,-0.010080695097869123,0.28867513459481264,-0.03492765334961741,-0.28849906918338103,0.010080695097875757,0.28867513459481337,3.106665000240153,-0.010776716364791213,-0.30841847808211537,0.30860669992418416,-1.6057239801445244,-0.01077671636479113,-0.3084184780821154,0.30860669992418416,-1.6057239801445242,-0.016165074547186194,-0.46262771712317236,0.4629100498862755,-1.605723980144523,-0.2884990691833735,0.010080695097790509,0.2886751345948029,3.1066650002404472,-0.2884990691833882,0.010080695097956716,0.28867513459482336,3.1066650002398735,0.2884990691833877,-0.010080695097953691,0.28867513459482275,-0.03492765334990931,0.2884990691833731,-0.010080695097787203,0.2886751345948023,-0.0349276533493347,-0.010776716364790797,-0.3084184780821151,0.3086066999241839,-1.605723980144523
5,1.0000000000000002,-2.7755575615628914e-16,-8.763906658421231e-16,9.192920085319403e-16,0.49999999999999994,0.5000000000000002,-4.414871246360974e-16,1.999834135625693e-27,0.2863136271032263,0.036848884220933464,0.2886751345948124,0.12799749799152654,-0.2863136271032282,-0.0368488842209269,0.28867513459481353,-3.0135951555982903,0.03939311423989203,-0.30608214222423735,0.30860669992418416,-1.442798828803381,0.03939311423989211,-0.3060821422242374,0.3086066999241842,-1.4427988288033808,0.059089671359838655,-0.4591232133363553,0.4629100498862756,-1.4427988288033795,-0.28631362710320224,-0.036848884221011284,0.28867513459479854,-3.0135951555979887,-0.2863136271032529,-0.03684888422084675,0.2886751345948278,-3.0135951555985763,0.2863136271032517,0.036848884220849726,0.2886751345948269,0.12799749799122762,0.28631362710320113,0.03684888422101455,0.2886751345947978,0.12799749799181628,0.03939311423989243,-0.30608214222423696,0.3086066999241838,-1.4427988288033795
6,1.0,-3.3306690738754696e-16,-8.850571417405035e-16,9.45653059500457e-16,0.49999999999999994,0.5000000000000002,-4.544975507059235e-16,2.9614876458236808e-27,0.2765448997992547,0.08280248624499828,0.2886751345948122,0.2909226493326707,-0.27654489979925806,-0.08280248624499202,0.28867513459481364,-2.8506700042571467,0.08851958122909562,-0.29563893345958514,0.3086066999241842,-1.2798736774622375,0.08851958122909569,-0.2956389334595852,0.30860669992418427,-1.2798736774622372,0.132779371843644,-0.44345840018937693,0.4629100498862757,-1.279873677462236,-0.2765448997992136,-0.08280248624507246,0.2886751345947941,-2.8506700042568354,-0.2765448997993004,-0.0828024862449156,0.2886751345948323,-2.8506700042574424,0.27654489979929847,0.08280248624491843,0.28867513459483124,0.29092264933236217,0.27654489979921176,0.08280248624507558,0.28867513459479327,0.29092264933296985,0.08851958122909596,-0.29563893345958464,0.3086066999241838,-1.279873677462236
7,1.0,-3.3306690738754696e-16,-9.350890558218116e-16,9.926354351494972e-16,0.4999999999999999,0.5000000000000002,-4.649058915617843e-16,4.226234477316107e-27,0.25945162118563253,0.12656298668046614,0.288675134594812,0.453847800673815,-0.2594516211856373,-0.12656298668046043,0.28867513459481375,-2.687744852916003,0.1353015240014652,-0.27736544997705903,0.3086066999241842,-1.116948526121094,0.13530152400146525,-0.27736544997705903,0.30860669992418427,-1.1169485261210939,0.20295228600219833,-0.41604817496558766,0.4629100498862758,-1.116948526121092,-0.2594516211855747,-0.12656298668053376,0.28867513459478966,-2.6877448529156798,-0.25945162118569703,-0.12656298668039073,0.2886751345948369,-2.687744852916311,0.2594516211856944,0.12656298668039334,0.2886751345948357,0.45384780067349434,0.2594516211855722,0.12656298668053662,0.28867513459478866,0.45384780067412606,0.13530152400146547,-0.2773654499770584,0.3086066999241838,-1.1169485261210923
8,1.0000000000000002,-4.440892098500626e-16,-1.0357647228326623e-15,1.1269533208477956e-15,0.4999999999999999,0.5000000000000002,-5.065392549852277e-16,5.854276214973101e-27,0.2354865227947313,0.1669713475880793,0.2886751345948118,0.6167729520149594,-0.23548652279473742,-0.1669713475880744,0.2886751345948139,-2.52481970157486,0.1784998788807222,-0.251745682143037,0.3086066999241842,-0.9540233747799506,0.17849987888072225,-0.25174568214303694,0.3086066999241842,-0.9540233747799504,0.2677498183210838,-0.3776185232145545,0.4629100498862759,-0.9540233747799485,-0.2354865227946574,-0.16697134758813734,0.28867513459478505,-2.5248197015745215,-0.23548652279481383,-0.16697134758801452,0.2886751345948416,-2.5248197015751823,0.23548652279481053,0.16697134758801674,0.28867513459484023,0.6167729520146239,0.2354865227946542,0.1669713475881398,0.2886751345947839,0.6167729520152849,0.17849987888072236,-0.2517456821430363,0.30860669992418377,-0.9540233747799488
9,1.0000000000000002,-4.440892098500626e-16,-9.788052140852605e-16,1.074837138093835e-15,0.49999999999999994,0.5000000000000002,-4.822531263215524e-16,7.97038711913671e-27,0.20528434275743826,0.2029573155911834,0.28867513459481164,0.779698103356104,-0.20528434275744561,-0.20295731559117955,0.28867513459481414,-2.3618945502337167,0.21697049688044415,-0.2194581935621194,0.3086066999241842,-0.7910982234388072,0.2169704968804442,-0.21945819356211932,0.3086066999241842,-0.7910982234388069,0.3254557453206667,-0.32918729034317806,0.46291004988627593,-0.7910982234388049,-0.20528434275734936,-0.20295731559122882,0.28867513459478034,-2.361894550233361,-0.20528434275753757,-0.20295731559113267,0.2886751345948466,-2.361894550234056,0.20528434275753363,0.20295731559113436,0.28867513459484495,0.779698103355751,0.20528434275734553,0.20295731559123076,0.288675134594779,0.7796981033564465,0.21697049688044423,-0.21945819356211857,0.3086066999241837,-0.7910982234388051
