step,full_r1,parallel_r1,perp_r1,cross_r1,full_r2,parallel_r2,perp_r2,cross_r2,full_r3,parallel_r3,perp_r3,cross_r3,full_r4,parallel_r4,perp_r4,cross_r4,full_r5,parallel_r5,perp_r5,cross_r5
0,0.4498677054212186,0.4498677054212186,2.621971000426825e-17,4.348855448555469e-09,0.32732683535398815,0.32732683535398827,2.3803154751549668e-17,3.331661667021917e-09,0.21821789023599253,0.21821789023599256,1.3517997250118815e-17,2.912779619744937e-09,0.21821789023599242,0.2182178902359924,7.864682642835455e-18,2.1884030228118e-09,2.191081848632954e-09,1.739985301833184e-09,2.1195855550213415e-25,3.521799554708216e-10
1,0.4498677054212186,0.44986770542121857,4.6456776324572234e-15,5.199292400093446e-08,0.32732683535398827,0.32732683535398815,2.076703932862535e-15,5.1590172127279574e-08,0.21821789023599258,0.21821789023599253,6.381468601865467e-16,7.492262553576901e-09,0.21821789023599242,0.21821789023599236,6.367701280728136e-16,5.516946721369117e-09,2.9096932267752523e-09,1.830175851362531e-09,2.5783508349990286e-23,2.625044175219853e-09
2,0.4498677054212186,0.44986770542121857,9.091373103647942e-15,7.271017196157044e-08,0.3273268353539884,0.3273268353539884,4.067293842943968e-15,7.221305499446747e-08,0.21821789023599267,0.21821789023599256,1.037279030419844e-15,8.468762934845806e-09,0.2182178902359924,0.2182178902359924,1.034957762912188e-15,5.252590717391564e-09,1.866124808878212e-09,2.8829188845216974e-09,4.942391413753272e-23,2.3083966489776686e-09
3,0.44986770542121873,0.4498677054212186,1.3422796696058781e-14,8.830956269037803e-08,0.3273268353539884,0.3273268353539884,6.003244079435445e-15,8.769837428020957e-08,0.21821789023599267,0.21821789023599267,1.4832764664651004e-15,8.270436674248593e-09,0.21821789023599242,0.21821789023599245,1.479519447966384e-15,5.526662096843104e-09,1.5053438347136244e-09,1.5472028682519982e-09,8.64577218302937e-23,1.0174722511062708e-09
4,0.4498677054212186,0.4498677054212186,1.7828510200165883e-14,1.0180325732737525e-07,0.3273268353539884,0.32732683535398827,7.974065192385954e-15,1.0112269463890921e-07,0.2182178902359927,0.21821789023599267,1.3441816080546871e-15,9.185754329768327e-09,0.21821789023599242,0.21821789023599245,1.3395243819977624e-15,6.772963137935892e-09,4.641601596945789e-09,2.176713724077544e-09,4.3918447176069014e-23,2.9532032309849932e-09
5,0.4498677054212186,0.4498677054212186,2.2359895330955377e-14,1.1398845908346047e-07,0.3273268353539885,0.32732683535398843,1.0002731151210091e-14,1.1325041026640096e-07,0.2182178902359927,0.21821789023599267,1.5051959180082907e-15,1.0446893548176574e-08,0.2182178902359924,0.21821789023599253,1.4873185869037635e-15,6.5500475644077535e-09,2.5478187749546697e-09,3.895569735046596e-09,1.3993579441150904e-22,3.5329955547500523e-09
6,0.44986770542121873,0.4498677054212186,2.7210747790428422e-14,1.2574655030819506e-07,0.3273268353539885,0.3273268353539885,1.2174842841859631e-14,1.249070203901487e-07,0.2182178902359927,0.21821789023599275,1.8289327156755397e-15,1.1500266068924753e-08,0.21821789023599236,0.21821789023599258,1.8056061406442975e-15,7.857167455216504e-09,2.999028381014563e-09,2.2984116585387334e-09,5.480358876024171e-23,1.291881822341514e-09
7,0.44986770542121873,0.4498677054212186,3.2504699610275065e-14,1.3741133807491736e-07,0.32732683535398854,0.32732683535398843,1.4540124298533852e-14,1.3654442975503805e-07,0.21821789023599275,0.21821789023599275,2.036943796172557e-15,1.2264932233056793e-08,0.2182178902359924,0.21821789023599258,2.012585748560998e-15,7.553247845690408e-09,2.9862307002593937e-09,2.9893998734494413e-09,1.2259044000134468e-22,2.0763022513432436e-09
8,0.44986770542121873,0.4498677054212186,3.8257000366035155e-14,1.491461644352149e-07,0.3273268353539887,0.32732683535398843,1.711462816489405e-14,1.480972853758058e-07,0.2182178902359928,0.21821789023599275,2.278742145882824e-15,1.2381851396309488e-08,0.21821789023599236,0.21821789023599256,2.2400734246584247e-15,8.677198726580522e-09,1.508981090491161e-09,1.8352683538566182e-09,1.1960779715969694e-22,2.2593419488764083e-09
9,0.4498677054212188,0.4498677054212186,4.4640485692458986e-14,1.6099903688151597e-07,0.32732683535398877,0.32732683535398843,1.9971896745716495e-14,1.6008542095324493e-07,0.21821789023599283,0.21821789023599275,2.6585311568204906e-15,1.351406219013938e-08,0.2182178902359923,0.2182178902359925,2.6194510967770916e-15,1.0526170029942609e-08,3.6875794561980987e-09,1.7941790053654419e-09,1.648192817324291e-22,1.4281417198927153e-09
10,0.44986770542121873,0.4498677054212186,5.172557819296952e-14,1.732714284131067e-07,0.3273268353539887,0.3273268353539885,2.3143148137443366e-14,1.7231116763350958e-07,0.21821789023599275,0.21821789023599272,2.7202669647944647e-15,1.4307288528939433e-08,0.21821789023599225,0.21821789023599253,2.6763576839522306e-15,1.0928689752712351e-08,2.9731449282830967e-09,1.3071359288384856e-09,3.387593710694173e-22,1.473460952723369e-09
11,0.4498677054212188,0.4498677054212186,5.964146860643414e-14,1.8603588798203928e-07,0.32732683535398877,0.32732683535398843,2.668346285625747e-14,1.850924979406707e-07,0.2182178902359927,0.2182178902359927,3.3841561314255293e-15,1.47244561997128e-08,0.21821789023599222,0.21821789023599253,3.3395050763532256e-15,1.1500055423985169e-08,2.60541343082003e-09,2.57086358873782e-09,3.229825322624689e-22,2.5778482981286615e-09
12,0.4498677054212188,0.4498677054212186,6.840905945776001e-14,1.9918455720595034e-07,0.32732683535398877,0.3273268353539884,3.06053794137272e-14,1.9825013324956367e-07,0.21821789023599264,0.21821789023599264,3.4445449940765835e-15,1.500010501337927e-08,0.21821789023599217,0.21821789023599253,3.3895053203446788e-15,1.1708312652201615e-08,2.186854666570207e-09,2.469240853757362e-09,3.1626590170992943e-22,1.5990178601563393e-09
13,0.44986770542121873,0.44986770542121857,7.814655032448275e-14,2.12834479999514e-07,0.3273268353539887,0.3273268353539883,3.4961180273962834e-14,2.1199433773766788e-07,0.21821789023599256,0.21821789023599258,3.867982219840197e-15,1.5656074789662577e-08,0.2182178902359921,0.21821789023599242,3.8162838044745404e-15,1.3547877926058885e-08,3.4270243439878823e-09,2.4223713718245386e-09,4.961323508970239e-22,3.8217105540529424e-09
14,0.4498677054212188,0.4498677054212186,8.898692506715011e-14,2.2707440335328732e-07,0.32732683535398865,0.32732683535398827,3.9809417225520105e-14,2.2625560984881065e-07,0.2182178902359925,0.21821789023599253,4.029322770457075e-15,1.5638286528988208e-08,0.218217890235992,0.21821789023599247,4.001583182757417e-15,1.1180186995983411e-08,2.8233391255635445e-09,2.287050757741666e-09,3.7754938022812633e-22,1.1409033739692946e-09
15,0.4498677054212188,0.4498677054212186,1.0097599029283426e-13,2.418462713683684e-07,0.3273268353539887,0.32732683535398827,4.5169297094254154e-14,2.4102997399231423e-07,0.2182178902359924,0.21821789023599256,3.1337062995442988e-15,1.6070338732354546e-08,0.21821789023599192,0.21821789023599242,3.0834268456301313e-15,1.3133004592476164e-08,2.314673077761815e-09,3.402177685271417e-09,6.186752666389818e-22,1.909279686668911e-09
16,0.44986770542121884,0.4498677054212186,1.1416129578937071e-13,2.5710078359887773e-07,0.32732683535398865,0.32732683535398815,5.106523865166802e-14,2.5633472500575517e-07,0.21821789023599236,0.21821789023599247,4.97205869293714e-15,1.6712893697677932e-08,0.21821789023599197,0.2182178902359923,4.940885195248724e-15,1.4106376665836526e-08,4.747094339356645e-09,1.4114340937077715e-09,4.1577154267445843e-22,3.3468541763172776e-09
17,0.44986770542121884,0.4498677054212186,1.2880494385981112e-13,2.7304238442698627e-07,0.32732683535398877,0.32732683535398815,5.761456144469459e-14,2.723741631868129e-07,0.2182178902359924,0.21821789023599253,6.089809140027298e-15,1.6958222403113637e-08,0.21821789023599192,0.21821789023599228,6.081438465745288e-15,1.3840286643283564e-08,2.4088482337926634e-09,2.2446991853667064e-09,5.407857054699104e-22,1.9147425574228842e-09
18,0.4498677054212188,0.4498677054212186,1.448366469739386e-13,2.894705298181485e-07,0.32732683535398877,0.32732683535398815,6.478371626011217e-14,2.8886675446805595e-07,0.21821789023599236,0.21821789023599253,6.804801306496521e-15,1.7515035639612263e-08,0.21821789023599192,0.2182178902359923,6.797673448753114e-15,1.3966207089828258e-08,4.002697769065439e-09,2.804835165394322e-09,8.109738894054522e-22,2.6677394590560643e-09
19,0.44986770542121884,0.44986770542121857,1.624853105742538e-13,3.065881240719696e-07,0.3273268353539888,0.3273268353539881,7.267674785850648e-14,3.059665223410087e-07,0.2182178902359924,0.21821789023599253,7.153006017525996e-15,1.7916194374793708e-08,0.21821789023599186,0.2182178902359923,7.144376879537126e-15,1.617874934740963e-08,3.1147178018531843e-09,1.5462860674845383e-09,8.93777034638589e-22,1.9828420295647466e-09
20,0.4498677054212188,0.44986770542121857,1.8186416079242515e-13,3.2429504921944146e-07,0.32732683535398877,0.32732683535398815,8.134145828965266e-14,3.237782423221177e-07,0.21821789023599236,0.21821789023599253,8.307127187252096e-15,1.8413148738848118e-08,0.21821789023599192,0.21821789023599236,8.292204729789514e-15,1.5520656757315333e-08,2.6460891613025753e-09,2.1891624916800853e-09,1.2016456325879305e-21,3.12098893657637e-09
21,0.4498677054212189,0.44986770542121857,2.0312515884245838e-13,3.426726432623984e-07,0.3273268353539888,0.32732683535398815,9.084944784662868e-14,3.422167359284216e-07,0.21821789023599245,0.21821789023599256,9.113427261748576e-15,1.900815663879039e-08,0.21821789023599195,0.2182178902359924,9.097840062460709e-15,1.7534521365490823e-08,3.1436175469125215e-09,3.0038536107407418e-09,1.4626380491089045e-21,2.186861393635706e-09
22,0.4498677054212188,0.4498677054212186,2.2641919902451912e-13,3.6177120420820225e-07,0.327326835353989,0.32732683535398827,1.0126605237007874e-13,3.6133681074988245e-07,0.21821789023599256,0.2182178902359926,1.0763828537693677e-14,1.940918772118242e-08,0.21821789023599197,0.21821789023599245,1.074646734050754e-14,1.6789017506985427e-08,1.7635769270642618e-09,2.7710763699305703e-09,1.7817802140197878e-21,2.1791798661119946e-09
