step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,5.759734239933077e-32,3.506772683360369e-32,0.9999999999999999,1.7428950527868894e-11
25,1.0395460468354476e-21,6.329201189289888e-22,1.0,1.7735051456392232e-11
50,4.148551795639249e-21,2.5258158634455412e-21,1.0000000000000002,1.9202031691262978e-11
75,9.520541969029018e-21,5.7965133662427225e-21,0.9999999999999997,2.154945052455096e-11
100,1.759220040002466e-20,1.0710884432009397e-20,0.9999999999999998,2.435582732995669e-11
125,2.8957652710516467e-20,1.763065816395376e-20,1.0000000000000002,2.718904589167716e-11
150,4.42486555472352e-20,2.6940475043562962e-20,1.0,2.9732039557920545e-11
200,8.855453372151502e-20,5.391578967121748e-20,1.0,3.3688580079112054e-11
300,2.3063503029856797e-19,1.4042047608197494e-19,1.0000000000000002,4.3449083762432905e-11
500,5.564735085610952e-19,3.38804885355035e-19,0.9999999999999998,5.861562222403664e-11
750,8.311884169109334e-19,5.060630775185007e-19,1.0,6.544117921564799e-11
1000,1.0276204784528164e-18,6.256593225632305e-19,0.9999999999999999,6.384105585843959e-11
1500,1.5260473117367235e-18,9.291229080004084e-19,1.0,6.416486459647773e-11
2000,1.2509182080917305e-18,7.616125360165889e-19,1.0000000000000002,7.316556614546566e-11
3000,1.4797212842228552e-18,9.009176400065582e-19,1.0,9.049296853067795e-11
4000,3.044867230433407e-18,1.853845469835881e-18,1.0000000000000002,8.484340029957142e-11
5000,5.27617949826387e-18,3.212363863729805e-18,0.9999999999999998,1.2258208687751042e-10
7500,1.3807132861016257e-17,8.406373338712718e-18,1.0000000000000004,2.7337691135676747e-10
10000,3.524820857512022e-17,2.1460617768084883e-17,1.0,4.515689224572492e-10
15000,2.949006265571742e-16,1.795481212222864e-16,0.9999999999999994,1.5463865741231644e-09
20000,3.228354105480506e-15,1.9655601313795062e-15,0.9999999999999974,6.213241657101537e-09
25000,4.3286260394653374e-14,2.635452769070788e-14,0.9999999999999591,2.4479681804194765e-08
30000,6.251282174673136e-13,3.806048101011048e-13,0.9999999999993963,9.405547839339416e-08
35000,9.208763969436484e-12,5.606689578106619e-12,0.99999999999136,3.5595391659854506e-07
40000,1.363715974352979e-10,8.302886431101095e-11,0.999999999885926,1.2933960518310778e-06
