candidate_step,candidate_label,step,time,relative_time,eps_fro,eps_op,eta4
5045,post_crossing,0,0,-4844,5.55113143259543883e-15,4.45227269254151615e-15,1.54075300909745566e-29
5045,post_crossing,35,35,-4809,8.28907566888676203e-15,6.16189192033866911e-15,3.43543877222652650e-29
5045,post_crossing,70,70,-4774,1.03723316851896816e-14,7.63031458186424230e-15,5.37926322937949356e-29
5045,post_crossing,105,105,-4739,1.39739010840365483e-14,1.00645153907469548e-14,9.76349557532189908e-29
5045,post_crossing,140,140,-4704,1.77699986259353515e-14,1.25684486221566262e-14,1.57886425582872256e-28
5045,post_crossing,175,175,-4669,2.18914582621920753e-14,1.56888848247896883e-14,2.39617972422648912e-28
5045,post_crossing,210,210,-4634,2.68006729123974212e-14,1.91012679406899165e-14,3.59138034278656711e-28
5045,post_crossing,245,245,-4599,3.27931929661767282e-14,2.34459265629117820e-14,5.37696752458451889e-28
5045,post_crossing,280,280,-4564,3.97292005451356678e-14,2.86020824702414087e-14,7.89204687977804755e-28
5045,post_crossing,315,315,-4529,4.88974777833442543e-14,3.52136982607164519e-14,1.19548166678632305e-27
5045,post_crossing,350,350,-4494,6.06332972779550223e-14,4.38005122271168249e-14,1.83819836939843455e-27
5045,post_crossing,385,385,-4459,7.65942798284061218e-14,5.57953863162376670e-14,2.93334185121609266e-27
5045,post_crossing,420,420,-4424,9.86221551636695510e-14,7.25293542561505425e-14,4.86316474456345816e-27
5045,post_crossing,455,455,-4389,1.29687885146883474e-13,9.65061037006870172e-14,8.40947377693562698e-27
5045,post_crossing,490,490,-4354,1.73815719911338596e-13,1.31598444276333095e-13,1.51059522441484598e-26
5045,post_crossing,525,525,-4319,2.37805699036148557e-13,1.83761662942747153e-13,2.82757752470356412e-26
5045,post_crossing,560,560,-4284,3.31681442824088618e-13,2.62141150939020075e-13,5.50062897569346033e-26
5045,post_crossing,595,595,-4249,4.71019212093957713e-13,3.81343768356602285e-13,1.10929549080806410e-25
5045,post_crossing,630,630,-4214,6.80342144938448850e-13,5.64481706734815292e-13,2.31432717089724858e-25
5045,post_crossing,665,665,-4179,9.97951460755973527e-13,8.47834232422665795e-13,4.97953559012491029e-25
5045,post_crossing,700,700,-4144,1.48456370405347157e-12,1.28944310280453424e-12,1.10196469569648230e-24
5045,post_crossing,735,735,-4109,2.23609879333519078e-12,1.98168049269978251e-12,2.50006890677754995e-24
5045,post_crossing,770,770,-4074,3.40533536467718810e-12,3.07222485897541208e-12,5.79815447296056190e-24
5045,post_crossing,805,805,-4039,5.23577047932381916e-12,4.79765516771626598e-12,1.37066462560793945e-23
5045,post_crossing,840,840,-4004,8.11680957601360743e-12,7.53778885857932877e-12,3.29412988466331248e-23
5045,post_crossing,875,875,-3969,1.26725063945377104e-11,1.19033610857132633e-11,8.02962091597996133e-23
5045,post_crossing,910,910,-3934,1.99050516395993351e-11,1.88779905032169348e-11,1.98105540387558173e-22
5045,post_crossing,945,945,-3899,3.14267790892408167e-11,3.00481388824789549e-11,4.93821221961972095e-22
5045,post_crossing,980,980,-3864,4.98357382015733052e-11,4.79756676454156329e-11,1.24180040104787735e-21
5045,post_crossing,1015,1015,-3829,7.93242485637536764e-11,7.68021604201249576e-11,3.14616820510209021e-21
5045,post_crossing,1050,1050,-3794,1.26665671183283684e-10,1.23229723557009465e-10,8.02209612815587699e-21
5045,post_crossing,1085,1085,-3759,2.02815884168191441e-10,1.98113938836485477e-10,2.05671414354626320e-20
5045,post_crossing,1120,1120,-3724,3.25513600607239756e-10,3.19052059972808324e-10,5.29795520901448217e-20
5045,post_crossing,1155,1155,-3689,5.23505557429085698e-10,5.14590904491723340e-10,1.37029034329568943e-19
5045,post_crossing,1190,1190,-3654,8.43415188012882260e-10,8.31070854803557001e-10,3.55674589685403038e-19
5045,post_crossing,1225,1225,-3619,1.36091429353959858e-09,1.34376223174565087e-09,9.26043857180192481e-19
5045,post_crossing,1260,1260,-3584,2.19890170233171921e-09,2.17499325862825764e-09,2.41758434825866674e-18
5045,post_crossing,1295,1295,-3549,3.55709491059887248e-09,3.52366909476038138e-09,6.32646210150420357e-18
5045,post_crossing,1330,1330,-3514,5.76021873232304960e-09,5.71335587387120797e-09,1.65900599221026915e-17
5045,post_crossing,1365,1365,-3479,9.33650376725697873e-09,9.27062848728422539e-09,4.35851512980018973e-17
5045,post_crossing,1400,1400,-3444,1.51455984761237540e-08,1.50527649943154961e-08,1.14694576599981183e-16
5045,post_crossing,1435,1435,-3409,2.45870584602703440e-08,2.44559208951393713e-08,3.02261721864375809e-16
5045,post_crossing,1470,1470,-3374,3.99402591094748647e-08,3.97545848418262960e-08,7.97612148865995158e-16
5045,post_crossing,1505,1505,-3339,6.49187079665511587e-08,6.46552266001592703e-08,2.10721932202317783e-15
5045,post_crossing,1540,1540,-3304,1.05574188931821326e-07,1.05199472865792285e-07,5.57295468430595378e-15
5045,post_crossing,1575,1575,-3269,1.71771828677418169e-07,1.71237758482518814e-07,1.47527805635921521e-14
5045,post_crossing,1610,1610,-3234,2.79597077922117733e-07,2.78834233705013069e-07,3.90872629912934190e-14
5045,post_crossing,1645,1645,-3199,4.55284154063676091e-07,4.54192158701169333e-07,1.03641830470738596e-13
5045,post_crossing,1680,1680,-3164,7.41628999861035540e-07,7.40062368501537193e-07,2.75006786717439955e-13
5045,post_crossing,1715,1715,-3129,1.20846049261002656e-06,1.20620783615183345e-06,7.30188381099634192e-13
5045,post_crossing,1750,1750,-3094,1.96974280032537055e-06,1.96649616638060579e-06,1.93994334971681729e-12
5045,post_crossing,1785,1785,-3059,3.21151834205538359e-06,3.20682786859173025e-06,5.15692503067906128e-12
5045,post_crossing,1820,1820,-3024,5.23758602232301766e-06,5.23079263540489237e-06,1.37161536706165817e-11
5045,post_crossing,1855,1855,-2989,8.54422735035219945e-06,8.53436250096609857e-06,3.65019105072523943e-11
5045,post_crossing,1890,1890,-2954,1.39425938711115106e-05,1.39282295299535166e-05,9.71979619273732941e-11
5045,post_crossing,1925,1925,-2919,2.27595189975580208e-05,2.27385420064475512e-05,2.58997852500083734e-10
5045,post_crossing,1960,1960,-2884,3.71679605046213601e-05,3.71372302998684636e-05,6.90728644036531780e-10
5045,post_crossing,1995,1995,-2849,6.07332692613415655e-05,6.06880904541785498e-05,1.84426499758531084e-09
5045,post_crossing,2030,2030,-2814,9.93229140098339736e-05,9.92561951868169856e-05,4.93252062370243324e-09
5045,post_crossing,2065,2065,-2779,1.62639164566176942e-04,1.62539967763789092e-04,1.32257489253919962e-08
5045,post_crossing,2100,2100,-2744,2.66848107923683042e-04,2.66698716908556771e-04,3.56039563512248105e-08
5045,post_crossing,2135,2135,-2709,4.39211971086364648e-04,4.38980305900335988e-04,9.64535777727849496e-08
5045,post_crossing,2170,2170,-2674,7.26565641468584719e-04,7.26179797213882990e-04,2.63948815681328389e-07
5045,post_crossing,2205,2205,-2639,1.21157245004480823e-03,1.21081696757770847e-03,7.33953900853789137e-07
5045,post_crossing,2240,2240,-2604,2.04513129410518503e-03,2.04316463972761689e-03,2.09128100506417483e-06
5045,post_crossing,2275,2275,-2569,3.50737448744667347e-03,3.50021305351497789e-03,6.15083789759590989e-06
5045,post_crossing,2310,2310,-2534,6.04680402205836839e-03,6.01286185777017129e-03,1.82819194405906323e-05
5045,post_crossing,2345,2345,-2499,9.69932967505570190e-03,9.52645426467543799e-03,4.70384980727080900e-05
5045,post_crossing,2380,2380,-2464,1.30442260582008824e-02,1.24254004278131665e-02,8.50759167287236205e-05
5045,post_crossing,2415,2415,-2429,1.62013474067706845e-02,1.51483158497516951e-02,1.31241828897437897e-04
5045,post_crossing,2450,2450,-2394,1.94671706166383504e-02,1.84838758672597608e-02,1.89485365908653643e-04
5045,post_crossing,2485,2485,-2359,2.17090708016211761e-02,2.05982332600717355e-02,2.35641877534900488e-04
5045,post_crossing,2520,2520,-2324,2.33081430894050458e-02,2.14045422780995108e-02,2.71634767138090229e-04
5045,post_crossing,2555,2555,-2289,2.52815593251530524e-02,2.19764167388557703e-02,3.19578620955616077e-04
5045,post_crossing,2590,2590,-2254,2.80663218911201412e-02,2.32205205978854960e-02,3.93859212247985014e-04
5045,post_crossing,2625,2625,-2219,3.13647239380513698e-02,2.48194404928710026e-02,4.91872953855086790e-04
