abs_delta_theta_over_pi,count
5.458195052736018e-09,6
0.005037542643869107,2
0.0226322035904394,2
0.028387261674148873,4
0.02877268654963488,4
0.03342485341927103,2
0.07299121935103796,2
0.09562345493905906,1
0.11184786384800331,4
0.1406205783783352,4
0.15660968686775825,2
0.18499705087480495,2
0.19003464261992695,1
0.22960090621879614,4
0.25223314180681733,2
0.25798827022584286,4
0.25807226417477613,2
0.2630258619709651,2
0.28062050581386416,2
0.2807044677652158,4
0.2856580975589863,1
0.3156489715762564,2
0.32068651422012534,4
0.3444216635840864,2
0.3490738249955276,4
0.34945920622795534,4
0.3536957191138352,2
0.3699202108762304,2
0.3778465170033574,4
0.39255241446667,4
0.3986929254065623,2
0.42132512899700175,4
0.4562695554127867,2
0.4613070980566558,4
0.4655436658152894,2
0.4896944088320577,4
0.49431638034562136,2
