step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7
0,0.35027705267357434,0.31209498386383233,0.30951852638277083,0.3027137400749608,0.1886112226932808,0.1610485306071902,2.155819301446367e-09
1,0.3502728363671806,0.31209228098400094,0.3093452134183019,0.30292722908850783,0.1885536220942626,0.16105145706598198,2.135717104386835e-09
2,0.3502676759050424,0.31208755676793754,0.30918871953592214,0.30313753964690393,0.1884943038764058,0.16105337405615336,3.6542552996707096e-09
3,0.35026157589925616,0.31208082911881607,0.3090507774975209,0.30334293331594986,0.1884333055522592,0.16105428603657831,2.6430683643240447e-09
4,0.35025454287068897,0.3120721187227226,0.30893335410774336,0.30354144198790906,0.18837066469603966,0.16105419766601098,2.057111615489914e-09
5,0.3502465852470464,0.31206144902117317,0.3088386303531878,0.303730887656854,0.18830641891973987,0.16105311380221665,8.804051606516218e-10
6,0.35023771336002735,0.312048846182379,0.3087689379781797,0.303908945742291,0.18824060584837315,0.16105103950087557,1.9684167794991693e-09
7,0.3502279394414987,0.3120343390713391,0.30872663504698006,0.30407326941127066,0.18817326309434299,0.16104798001426776,2.552821511856614e-09
8,0.3502172776186229,0.31201795921884024,0.30871391116129865,0.30422168423018275,0.1881044282309205,0.16104394078972994,3.442484497135688e-09
9,0.3502057439078601,0.31199974078942694,0.30873253426120034,0.3043524412181833,0.18803413876481873,0.16103892746789414,2.1479438651901644e-09
10,0.3501933562077688,0.31197972054840517,0.3087835830575267,0.30446448425419453,0.18796243210785193,0.16103294588070075,1.4933693416216468e-09
11,0.3501801342905379,0.3119579378279469,0.3088672370567305,0.30455765987664557,0.18788934554767703,0.16102600204919318,2.859004625199174e-09
12,0.3501660997921701,0.31193443449234515,0.3089826964792773,0.30463279717486014,0.18781491621761404,0.16101810218109439,3.4982314192736965e-09
13,0.3501512762012297,0.3119092549024583,0.309128265419511,0.30469162442424286,0.18773918106554074,0.1610092526681609,1.9699582919212276e-09
14,0.35013568884609747,0.31188244587940367,0.3093015712345541,0.3047365494778162,0.1876621768218736,0.1609994600833273,2.999865799505964e-09
15,0.35011936488063367,0.3118540566675167,0.30949984850087003,0.30477037557553227,0.18758393996663209,0.1609887311776317,2.8086441140935417e-09
16,0.35010233326818724,0.3118241388966171,0.30972021058133636,0.304796029528652,0.18750450669560498,0.16097707287693092,2.4728961164493956e-09
17,0.35008462476387125,0.31179274654360145,0.30995985867022535,0.3048163524119209,0.1874239128856303,0.16096449227840784,2.367925331183631e-09
18,0.35006627189502376,0.3117599358933767,0.3102162130783283,0.3048339680014544,0.18734219405900362,0.1609509966468698,1.9622123081629933e-09
19,0.35004730893979114,0.31172576549914516,0.310486976207186,0.30485121950956745,0.18725938534704492,0.16093659341084404,2.2951327993653173e-09
20,0.35002777190375506,0.3116902961420478,0.3107701467701455,0.304870155059042,0.18717552145284325,0.16092129015847398,2.092914019679083e-09
21,0.35000769849453545,0.31165359079015403,0.31106400467095785,0.30489254248636,0.18709063661321337,0.16090509463321612,2.346993214350085e-09
22,0.3499871280943083,0.31161571455680154,0.3113670813523542,0.3049198986617759,0.18700476455990042,0.16088801472934472,3.037686991776239e-09
23,0.3499661017301565,0.31167812522548605,0.3115767346582445,0.30495352371563117,0.18691793848006663,0.1608700584872642,3.430693859697899e-09
24,0.349944662042226,0.31199606763483934,0.31153672037062363,0.30499453471674265,0.18683019097611397,0.1608512340886388,1.5141281707116524e-09
25,0.34992285324959443,0.3123199920148144,0.31149574298619037,0.30504389614702754,0.18674155402487932,0.16083154985133824,2.3562512867494004e-09
26,0.34990072111382864,0.3126491072177539,0.3114538757687802,0.30510244619311405,0.18665205893626746,0.16081101422420688,3.7009944358319692e-09
27,0.34987831290015975,0.31298272508762304,0.31141119390846805,0.30517091878120944,0.18656173631136777,0.16078963578165906,1.4286211422840273e-09
28,0.34985567733624745,0.3133202419224518,0.3113677744753738,0.30524996171274116,0.18647061600012607,0.1607674232181077,2.211548343094446e-09
29,0.34983286456849044,0.31366112330584717,0.3113236963725603,0.3053401514210749,0.18637872705863587,0.16074438534222943,2.2139722444653857e-09
30,0.34980992611584183,0.31400489176496066,0.3112790402879572,0.30544200489262646,0.18628609770611707,0.16072053107107134,3.4706891028693856e-09
31,0.34978691482111607,0.3143511167546848,0.31123388864525803,0.30555598925336097,0.18619275528166487,0.16069586942400743,2.362480697856906e-09
32,0.34976388479974707,0.3146994065350068,0.31118832555370657,0.3056825294545424,0.18609872620084358,0.16067040951654618,3.122373076046279e-09
33,0.3497408913859934,0.3150494015798632,0.31114243675670644,0.3058220144202816,0.18600403591221149,0.16064416055399777,2.231474761660248e-09
34,0.34971799107657986,0.315400769221963,0.3110963095791762,0.30597480195335275,0.1859087088538698,0.16061713182500773,3.1669709788095122e-09
35,0.3496952414717647,0.31575319929535633,0.31105003287355926,0.3061412226384713,0.18581276841012304,0.16058933269496034,1.5580771784372247e-09
36,0.34967270121384036,0.31610640058541317,0.3110036969644066,0.3063215829344262,0.18571623686835223,0.16056077259925966,3.125650196989146e-09
37,0.3496504299230821,0.3164600979350182,0.31095739359144703,0.3065161676073725,0.18561913537620037,0.16053146103649588,2.7798618267073447e-09
38,0.34962848813115627,0.3168140298873983,0.310911215851045,0.3067252416259975,0.18552148389917505,0.16050140756150172,3.5858312748604515e-09
39,0.34960693721201397,0.31716794677142707,0.31086525813595467,0.3069490516139235,0.18542330117877448,0.160470621778307,2.3391182902178013e-09
40,0.3495858393103079,0.3175216091556773,0.3108196160732807,0.30718782693432406,0.18532460469124865,0.16043911333299749,9.993150529816258e-10
41,0.349565257267367,0.31787478661396573,0.31077438646053707,0.30744178046526727,0.18522541060710915,0.16040689190648563,3.2120975203312406e-09
42,0.34954525454478397,0.3182272567586173,0.31072966719972395,0.30771110911090016,0.18512573375150274,0.16037396720720123,2.1172942736597775e-09
43,0.34952589514566873,0.31857880450880477,0.3106855572293114,0.30799599408243006,0.18502558756556667,0.16034034896371005,1.513834235413373e-09
44,0.34950724353363083,0.31892922157083103,0.31064215645404497,0.3082966009734091,0.18492498406888264,0.1603060469172622,2.5312992369909515e-09
45,0.3494893645495702,0.31927830611556585,0.31059956567247654,0.308613079645481,0.18482393382315482,0.1602710708142896,1.063827184700802e-09
46,0.34947232332635786,0.3196258626459403,0.3105578865021367,0.30894556393307665,0.1847224458972289,0.16023543039884863,2.930002250634598e-09
47,0.3494561852014837,0.31997170205484854,0.31051722130224874,0.30929417116805863,0.1846205278335734,0.16019913540502353,2.1631595642256744e-09
48,0.34944101562778934,0.3203156418815314,0.31047767309392105,0.3096590015176556,0.18451818561634784,0.16016219554929464,2.237373724009687e-09
49,0.34942688008237693,0.3206575067828671,0.31043934547772567,0.31004013712057704,0.18441542364117544,0.16012462052288312,3.4471291149372287e-09
50,0.3494138439738155,0.32099712924568646,0.31043764099654064,0.31040234254860033,0.18431224468674207,0.160086419984079,2.683652156195772e-09
51,0.34940197254776395,0.32133435057784115,0.31085155569277595,0.3103667688080076,0.18420864988833627,0.16004760355055925,2.4161379334544307e-09
52,0.3493913307911446,0.32166902223023724,0.3112819016165481,0.31033272907329645,0.18410463871344826,0.16000818079170767,2.2447799507957595e-09
53,0.3493819833350066,0.32200100752058625,0.3117286749841661,0.31030032838422283,0.18400020893954158,0.15996816122094637,1.511466056894187e-09
54,0.34937399435621197,0.3223301838538305,0.3121918452926391,0.3102696719065767,0.18389535663410134,0.1599275542880799,2.2054613956674074e-09
55,0.34936742747811594,0.32265644556639655,0.31267135218795244,0.310240864832909,0.18379007613707074,0.15988636937167167,1.8856859226196673e-09
56,0.3493623456703891,0.3229797075647044,0.3131671015605246,0.3102140122803287,0.18368436004577393,0.1598446157714554,3.4563097193723288e-09
57,0.34935881114814615,0.32329990998730285,0.31367896063941203,0.31018921918536546,0.1835781992024178,0.15980230270078913,3.327051371904417e-09
58,0.3493568852705621,0.3236170242010169,0.3142067517757384,0.3101665901959151,0.18347158268426844,0.15975943927916778,3.067765950705869e-09
59,0.34935662843914905,0.32393106055380766,0.31475024449340694,0.31014622956028537,0.18336449779658257,0.159716034524797,3.1745087950525174e-09
60,0.34935809999587525,0.3242420784639538,0.31530914522814324,0.310128241013375,0.18325693006836918,0.1596720973472399,2.5109209195690218e-09
61,0.34936135812132085,0.3245501996457324,0.3158830839552771,0.31011272766004594,0.18314886325105662,0.15962763654014875,2.472092089726245e-09
62,0.34936645973305486,0.32485562558305475,0.31647159659525065,0.31009979185574627,0.18304027932011813,0.1595826607740847,1.342908914615343e-09
63,0.34937346038444306,0.32515866080240524,0.3170741016459015,0.31008953508448056,0.18293115847971836,0.15953717858944225,2.41834189373572e-09
64,0.3493824141640762,0.32545974411552553,0.317689868871297,0.31008205783421466,0.18282147917041922,0.15949119838948256,3.770019061266936e-09
65,0.34939337359602385,0.3257594908632999,0.3183179770158324,0.3100774594698373,0.18271121807997925,0.15944472843348667,2.3275012899303144e-09
66,0.3494063895411267,0.32605875035773496,0.31895725634674116,0.3100758381038176,0.18260035015727658,0.1593977768300393,2.241437491466091e-09
67,0.34942151109952946,0.32635868421005776,0.31960621033692166,0.3100772904647066,0.18248884862936704,0.15935035153045238,1.434894655995169e-09
68,0.3494387855146621,0.32666087291395257,0.32026290911889077,0.31008191176365013,0.18237668502168203,0.1593024603223343,3.2192769270285466e-09
69,0.34945825807888325,0.326967459344076,0.32092484604945876,0.31008979555911015,0.18226382918135933,0.1592541108233204,3.5936143119894454e-09
70,0.34947997204099085,0.32728133706397944,0.32158874949061445,0.31010103361998914,0.1821502493036926,0.15920531047496797,1.4487497489215717e-09
71,0.3495039685158155,0.3276063844992061,0.32225034875040737,0.3101157157873963,0.18203591196166719,0.15915606653683093,3.016160018806658e-09
72,0.3495302863960929,0.32794772488849666,0.3229041142703103,0.31013392983527777,0.1819207821385425,0.1591063860807162,3.011892523611289e-09
73,0.3495589622668321,0.3283119433431347,0.3235430407284129,0.3101557613301852,0.18180482326343192,0.15905627598514063,2.3404073479448182e-09
74,0.34959003032237307,0.3287071062646277,0.3241586278075189,0.31018129349044576,0.18168799724981158,0.15900574292998618,3.0043548238986154e-09
75,0.3496235222863443,0.32914233047303476,0.3247413112750569,0.31021060704503606,0.1815702645368897,0.15895479339137367,2.6587708315781705e-09
76,0.34965946733469994,0.3296266592498767,0.3252815871699856,0.31024378009244713,0.18145158413374282,0.1589034336367559,3.684239529695297e-09
77,0.3496978920220412,0.3301673158923578,0.3257717584990683,0.3102808879598752,0.181331913666125,0.15885166972024156,2.231938842424544e-09
78,0.3497388202114073,0.3307680011907812,0.3262076380296713,0.3103220030630677,0.18121120942584024,0.1587995074781614,2.734067227433063e-09
79,0.3497822730077006,0.3314282033024088,0.3265892387047831,0.31036719476715463,0.18108942642255288,0.1587469525248791,1.8895930555150853e-09
80,0.3498282686949462,0.33214391382563585,0.3269200578753899,0.3104165292488451,0.1809665184379143,0.15869401024886226,2.207378050588952e-09
81,0.3498768226775223,0.3329091790733167,0.32720552635023625,0.3104700693603229,0.18084243808185038,0.15864068580901441,4.456479778762534e-09
82,0.34992794742555017,0.33371758962739295,0.3274515191797592,0.3105278744952397,0.18071713685087307,0.15858698413128366,3.4392686258553253e-09
83,0.3499816524245736,0.33456322051972226,0.32766341582815833,0.310590000457165,0.18059056518824232,0.15853290990554944,2.5618415001536575e-09
84,0.35003794412968564,0.33544102379214563,0.32784570797945417,0.31065649933088635,0.18046267254581566,0.15847846758279785,3.0468233574177217e-09
85,0.3500968259242252,0.3363468765085605,0.32800195190362763,0.3107274193569342,0.18033340744740398,0.15842366137259212,1.3514911995412568e-09
86,0.35015829808318083,0.33727747192892593,0.32813487767181326,0.3108028048097298,0.18020271755344733,0.15836849524084626,2.7802857599352767e-09
87,0.35022235774141125,0.3382301660231261,0.32824654304150835,0.310882695879732,0.1800705497268206,0.15831297290790863,1.3467646030810075e-09
88,0.3502889988667854,0.33920283078681746,0.32833848054857284,0.31096712855996517,0.1799368500995642,0.1582570978469595,1.6684372595365513e-09
89,0.3503582122383465,0.3401937318623816,0.3284118203018559,0.31105613453731473,0.17980156414033885,0.15820087328273166,2.901749953411583e-09
90,0.35042998542958026,0.34120143260066976,0.32846738634371075,0.31114974108895194,0.17966463672239552,0.1581443021905587,2.3091125511090694e-09
91,0.3505043027968604,0.3422247210941413,0.32850577004479997,0.31124797098425444,0.17952601219184297,0.15808738729575744,1.7193311028167043e-09
92,0.35058114547313873,0.34326255544659573,0.3285273852670175,0.31135084239257294,0.17938563443600125,0.15803013107334724,1.754717361641963e-09
93,0.35066049136693517,0.3443140229182584,0.3285325096548625,0.31145836879718836,0.17924344695162064,0.15797253574811465,2.397361428094692e-09
94,0.3507423151666612,0.345378309416012,0.3285213155845651,0.3115705589157775,0.17909939291274685,0.1579146032950237,2.5490208777861844e-09
95,0.35082658835031466,0.3464546766317143,0.32849389346720353,0.3116874166276989,0.17895341523801356,0.15785633543997954,2.77985678430683e-09
96,0.35091327920056414,0.34754244482485935,0.3284502694087732,0.3118089409083955,0.17880545665714417,0.15779773366094718,1.5224150469754735e-09
97,0.3510023528252327,0.348640979780081,0.32839041869596375,0.31193512577118104,0.17865545977644592,0.15773879918942751,1.9352590772784275e-09
98,0.35109377118317125,0.34974968286675756,0.3283142761796918,0.31206596021665545,0.17850336714308115,0.15767953301229476,2.979454295740353e-09
99,0.35118749311551856,0.35086798341739556,0.3282217443390998,0.3122014281899926,0.17834912130790673,0.1576199358739976,2.449346960385816e-09
100,0.35199533285090406,0.3512834743823173,0.32811269959931383,0.31234150854629117,0.17819266488667518,0.15756000827912317,3.4542613694316067e-09
101,0.3531312001181982,0.3513816677044553,0.32798699732500347,0.3124861750241782,0.17803394061939895,0.1574997504953289,1.8074548620569698e-09
102,0.35427506815705667,0.35148202281088253,0.3278444758023323,0.3126353962278104,0.1778728914276798,0.15743916255663898,2.292703157739745e-09
103,0.3554264311227164,0.3515844864910545,0.3276849594424092,0.31278913561740906,0.17770946046982095,0.157378244267108,8.625381493562215e-10
104,0.356584792218777,0.3516890026525363,0.3275082613812952,0.3129473515084266,0.17754359119354118,0.1573169952048497,2.160900308356091e-09
105,0.35774966199567104,0.35179551238368434,0.3273141856089692,0.31310999707940573,0.1773752273861173,0.15725541472642995,3.887324369369958e-09
106,0.35892055701556996,0.35190395402134256,0.32710252872815554,0.3132770203885952,0.17720431322180002,0.15719350197162185,3.029913386413797e-09
107,0.36009699880607227,0.3520142632234385,0.3268730814203994,0.3134483643993151,0.17703079330634913,0.1571312558685229,2.4506973959799682e-09
108,0.36127851304270675,0.35212637304639627,0.3266256296792143,0.3136239670140719,0.17685461271854483,0.15706867513902611,2.692357689323338e-09
109,0.36246462891359627,0.3522402140272559,0.32635995585683025,0.31380376111738084,0.17667571704855278,0.15700575830464766,2.616053687847725e-09
110,0.36365487862974405,0.35235571427037354,0.32607583956096586,0.3139876746272121,0.17649405243301636,0.15694250369269977,3.6723041948846108e-09
