step,H_total,H_parallel,H_perp,A_perp,abs_ZtZ,sum_a2,sum_b2,sum_ab,r2_min,r2_max,simplex_rank
0,1.3112513413385098,1.3112513413385103,0.0,0.0,8.734487070026388e-16,0.6556256706692544,0.6556256706692554,-2.0296264668928643e-16,0.03896561592407845,0.11445679883177651,6
1,1.3112513413385152,1.3112432454204286,8.09591808659249e-06,0.002845332684694795,9.997234440113496e-16,0.655625670669257,0.6556256706692581,1.214306433183765e-17,0.039004030309661666,0.11440846708540559,6
2,1.3112513413385156,1.3112189681618576,3.2373176658051506e-05,0.005689743110022763,8.026408973326851e-16,0.6556256706692573,0.6556256706692581,-1.0408340855860843e-16,0.03904157378534131,0.11437724089503894,6
3,1.3112513413385136,1.3111785228855113,7.281845300233236e-05,0.008533372897180362,1.5606365966717644e-15,0.6556256706692563,0.6556256706692575,8.066464163292153e-17,0.039078242727882254,0.1143631130634165,6
4,1.311251341338509,1.3111219196884019,0.00012942165010709772,0.011376363659232142,8.975779609065726e-16,0.6556256706692543,0.6556256706692545,-4.0592529337857286e-16,0.03911403356299723,0.11436607346924857,6
5,1.3112513413385067,1.3110491654460585,0.00020217589244819756,0.01421885693184222,1.790352280896595e-15,0.6556256706692526,0.6556256706692543,2.940356291780688e-16,0.0391489427669423,0.11438610905781721,6
6,1.3112513413385107,1.3109602638186892,0.0002910775198214921,0.017060994104139773,2.785591278373165e-15,0.6556256706692543,0.6556256706692564,6.83481049534862e-16,0.03918296686811139,0.1144232038304441,6
7,1.3112513413385103,1.3108552152593043,0.00039612607920602727,0.019902916349269703,2.2611025774158052e-15,0.655625670669254,0.6556256706692563,4.3151246464923076e-16,0.03921610244863211,0.11447733883282583,6
8,1.3112513413385063,1.3107340170238202,0.0005173243146860962,0.022744764555521258,1.1438950519322996e-15,0.6556256706692526,0.6556256706692537,1.5525775109992423e-16,0.03924834614596336,0.11454849214225928,6
9,1.3112513413385072,1.3105966631830999,0.0006546781554073178,0.02558667925713139,1.3405005438921566e-15,0.6556256706692531,0.6556256706692545,2.7625471354930653e-16,0.039279694654495004,0.1146366388537658,6
10,1.3112513413385098,1.310443144636919,0.0008081967015909353,0.02842880056546416,2.8280782445761237e-15,0.6556256706692537,0.655625670669256,7.02400377444734e-16,0.039310144727150075,0.11474175106513057,6
11,1.3112513413385067,1.3102734491299182,0.000977892208588571,0.031271268100103826,5.3857170785120096e-15,0.6556256706692513,0.6556256706692556,1.3370923292177483e-15,0.03933969317699174,0.11486379786088219,6
12,1.3112513413385085,1.3100875612695062,0.001163780069002307,0.03411422092034797,6.7388168498740985e-15,0.6556256706692513,0.6556256706692573,1.6354105569771349e-15,0.039368336878835605,0.11500274529523624,6
13,1.3112513413385043,1.309885462545659,0.001365878792845221,0.03695779745662911,7.407797780485458e-15,0.6556256706692488,0.6556256706692555,1.8240617349896127e-15,0.039396072770866555,0.11515855637401633,6
14,1.3112513413385023,1.3096671313527317,0.0015842099857705794,0.03980213544234253,7.447206520746512e-15,0.655625670669248,0.6556256706692544,1.7750557967932679e-15,0.039422897856265154,0.11533119103559747,6
15,1.3112513413385019,1.3094325430131502,0.0018187983253517004,0.04264737184577381,8.201273792526337e-15,0.6556256706692473,0.6556256706692545,1.9554670382948558e-15,0.039448809204839244,0.11552060613088694,6
16,1.3112513413384994,1.3091816698030798,0.0020696715354195927,0.04549364280225967,7.789832312109278e-15,0.6556256706692462,0.6556256706692533,1.833602714107485e-15,0.03947380395466654,0.11572675540238432,6
17,1.3112513413385014,1.3089144809800288,0.002336860358472581,0.04834108354673673,8.70477529805975e-15,0.6556256706692467,0.6556256706692546,1.949829186997931e-15,0.03949787931374741,0.11594958946235197,6
18,1.3112513413385047,1.3086309428123672,0.0026203985261374907,0.0511898283464351,8.621443157129901e-15,0.6556256706692485,0.6556256706692561,1.8735013540549517e-15,0.039521032561667044,0.11618905577013486,6
19,1.3112513413385063,1.3083310186108066,0.002920322727699709,0.054040010433934124,9.039004869082876e-15,0.6556256706692489,0.655625670669257,1.9975340825872934e-15,0.039543261051271754,0.11644509860866858,6
20,1.3112513413385058,1.3080146687617997,0.0032366725767061233,0.056891761940601936,8.409145265109278e-15,0.6556256706692489,0.6556256706692565,1.960237527853792e-15,0.039564562210357625,0.1167176590602205,6
21,1.3112513413384979,1.3076818507628687,0.003569490575629164,0.05974521383030748,6.5138915015470015e-15,0.655625670669246,0.6556256706692517,1.717376241217039e-15,0.03958493354337314,0.11700667498140603,6
22,1.3112513413385036,1.3073325192598977,0.0039188220786059436,0.06260049583354707,8.125932790489035e-15,0.655625670669248,0.6556256706692551,1.89605275924265e-15,0.039604372633137916,0.1173120809775322,6
23,1.3112513413385027,1.3069666260862522,0.004284715252250493,0.06545773638196246,8.581268123831652e-15,0.6556256706692476,0.6556256706692551,1.9376861226660935e-15,0.039622877142575716,0.11763380837630585,6
24,1.3112513413385045,1.3065841203039614,0.00466722103454309,0.06831706254328482,8.618764362028561e-15,0.6556256706692485,0.6556256706692561,1.979319486089537e-15,0.03964044481646678,0.1179717852009809,6
25,1.3112513413384979,1.3061849482467018,0.005066393091796018,0.07117859995670059,9.286603371935828e-15,0.6556256706692446,0.6556256706692531,2.048708425128609e-15,0.039657073483215795,0.11832593614297353,6
26,1.3112513413384956,1.3057690535647914,0.005482287773704186,0.07404247276870342,8.270342431734882e-15,0.6556256706692443,0.6556256706692515,2.014013955609073e-15,0.0396727610566406,0.11869618253402577,6
27,1.3112513413384983,1.3053363772720168,0.0059149640664815095,0.07690880356943222,8.159854942513227e-15,0.6556256706692456,0.6556256706692527,1.9012569296705806e-15,0.039687505537777966,0.11908244231795473,6
28,1.3112513413385007,1.304886857794418,0.006364483544082811,0.07977771332949328,9.311793760209607e-15,0.6556256706692463,0.6556256706692546,1.951563910473908e-15,0.039701305016710674,0.11948463002206511,6
29,1.3112513413385078,1.3044204310209864,0.006830910317521477,0.08264932133733148,8.382778835864728e-15,0.6556256706692504,0.6556256706692575,2.0296264668928643e-15,0.039714157674415614,0.11990265672828422,6
30,1.3112513413385083,1.3039370303562223,0.007314310982285965,0.08552374513716039,6.9846691822788394e-15,0.6556256706692514,0.6556256706692569,2.1354445989274495e-15,0.03972606178463138,0.12033643004407721,6
31,1.3112513413385087,1.3034365867746522,0.007814754563856496,0.08840110046745174,6.250897905567039e-15,0.655625670669252,0.6556256706692566,2.192690473634684e-15,0.03973701571574901,0.12078585407322535,6
32,1.3112513413385114,1.3029190288771793,0.008332312461332148,0.09128150120003585,5.5554651843410886e-15,0.6556256706692539,0.6556256706692574,2.2100377083944522e-15,0.03974701793272339,0.12125082938652164,6
33,1.311251341338508,1.3023842829493377,0.008867058389170346,0.09416505927981114,5.286131934747503e-15,0.6556256706692525,0.6556256706692557,2.1718737919229625e-15,0.039756066999006925,0.1217312529924637,6
34,1.3112513413385054,1.3018322730214569,0.009419068317048529,0.09705188466510338,5.0787198525201785e-15,0.6556256706692515,0.655625670669254,2.1961599205866378e-15,0.0397641615785058,0.12222701830802044,6
35,1.3112513413385094,1.301262920930656,0.009988420407853305,0.099942085268686,5.29006364900056e-15,0.6556256706692531,0.6556256706692563,2.0539125955565396e-15,0.03977130043755744,0.12273801512954056,6
36,1.3112513413385118,1.3006761463847085,0.010575194953803324,0.10283576689947581,5.5338296764199215e-15,0.6556256706692538,0.6556256706692578,1.797173521111972e-15,0.03977748244693067,0.12326412960388229,6
37,1.3112513413385127,1.3000718670277904,0.011179474310722304,0.10573303320496534,5.621211515704969e-15,0.6556256706692543,0.6556256706692585,1.7277845820728999e-15,0.039782706583847124,0.12380524419985044,6
38,1.3112513413385132,1.2994499985080523,0.01180134283046086,0.10863398561435947,5.519814698772404e-15,0.6556256706692549,0.6556256706692586,2.0192181260370035e-15,0.03978697193402433,0.1243612376800131,6
39,1.3112513413385114,1.2988104545470294,0.012440886791482031,0.1115387232824638,5.552291748124391e-15,0.6556256706692536,0.6556256706692578,1.797173521111972e-15,0.03979027769373925,0.12493198507298194,6
40,1.3112513413385116,1.2981531470108854,0.013098194327626267,0.11444734303436785,5.507039476265888e-15,0.6556256706692539,0.6556256706692579,1.8943180357666733e-15,0.03979262317191149,0.12551735764624777,6
41,1.3112513413385087,1.2974779859834467,0.013773355355062078,0.11735993931091682,5.610246828164523e-15,0.6556256706692521,0.6556256706692565,1.7069679003611782e-15,0.03979400779220665,0.12611722287964192,6
42,1.3112513413385045,1.2967848798410737,0.014466461497430805,0.12027660411497659,5.3074352471723014e-15,0.6556256706692506,0.6556256706692544,1.9116652705264414e-15,0.039794431095156936,0.1267314444395263,6
43,1.3112513413385045,1.29607373532929,0.015177606009214584,0.12319742695857971,4.989642257011917e-15,0.6556256706692511,0.6556256706692536,2.1961599205866378e-15,0.03979389274029946,0.12735988215378866,6
44,1.311251341338505,1.2953444576411788,0.01590688369732618,0.1261224948109027,5.123485018697384e-15,0.6556256706692517,0.655625670669253,2.4771851236948805e-15,0.0397923925083293,0.12800239198773508,6
45,1.3112513413384987,1.2945969504975534,0.016654390840945332,0.1290518920471348,6.412267711012299e-15,0.6556256706692495,0.6556256706692493,3.1884217488453714e-15,0.03978993030326785,0.12865882602097176,6
46,1.3112513413384987,1.2938311162288803,0.017420225109618492,0.13198570039825713,8.027371252122561e-15,0.6556256706692505,0.6556256706692483,3.882311139236094e-15,0.03978650615464324,0.1293290324253666,6
47,1.3112513413384956,1.2930468558588601,0.01820448547963549,0.13492399890173537,8.89574482838396e-15,0.6556256706692494,0.6556256706692464,4.201500258815827e-15,0.03978212021968089,0.13001285544417426,6
48,1.311251341338493,1.2922440691897816,0.01900727214871134,0.13786686385318025,8.215916028433685e-15,0.6556256706692478,0.6556256706692453,3.910066714851723e-15,0.03977677278550287,0.13071013537243253,6
49,1.311251341338492,1.2914226548895118,0.01982868644898028,0.14081436875894549,8.524329927033337e-15,0.6556256706692475,0.6556256706692448,4.048844592929868e-15,0.03977046427133399,0.13142070853870674,6
50,1.3112513413384956,1.2905825105801534,0.02066883075834225,0.1437665842897516,8.213313394538858e-15,0.6556256706692489,0.6556256706692469,3.913536161803677e-15,0.03976319523071117,0.13214440728828397,6
51,1.3112513413385005,1.289723532928333,0.021527808410167548,0.14672357823529097,8.504521769683064e-15,0.6556256706692514,0.6556256706692489,4.1043557441611256e-15,0.03975496635369411,0.13288105996790772,6
52,1.3112513413384967,1.2888456177371017,0.022405723601395033,0.14968541545987382,1.0984035535838076e-14,0.6556256706692504,0.6556256706692464,5.131312041939395e-15,0.0397457784690742,0.1336304909121486,6
53,1.3112513413384999,1.2879486600394494,0.023302681299050443,0.15265215785913555,9.897241881657326e-15,0.6556256706692515,0.6556256706692485,4.7253867485608225e-15,0.039735632546579774,0.1343925204315026,6
54,1.3112513413385023,1.2870325541932943,0.024218787145207976,0.15562386431780947,8.308646686719038e-15,0.6556256706692523,0.6556256706692501,4.007211229506424e-15,0.03972452969907162,0.13516696480230836,6
55,1.3112513413385014,1.2860971939780774,0.025154147360423984,0.15860059066858478,8.152973622023505e-15,0.6556256706692519,0.6556256706692497,3.899658373995862e-15,0.03971247118472866,0.13595363625857954,6
56,1.311251341338504,1.2851424726928222,0.02610886864568185,0.1615823896520962,8.337289402522449e-15,0.6556256706692531,0.6556256706692508,4.021089017314239e-15,0.03969945840921822,0.13675234298584443,6
57,1.311251341338508,1.2841682832556385,0.027083058082869593,0.16456931087802973,7.730197540659279e-15,0.6556256706692549,0.6556256706692531,3.771288836773579e-15,0.03968549292784702,0.1375628891170788,6
58,1.3112513413385067,1.2831745183046728,0.028076823033833964,0.16756140078739484,8.972530509258258e-15,0.6556256706692546,0.655625670669252,4.28129753871076e-15,0.03967057644768973,0.13838507473082978,6
59,1.3112513413385054,1.2821610703004667,0.02909027103803874,0.17055870261595782,9.849569128466474e-15,0.6556256706692541,0.6556256706692511,4.642120021713936e-15,0.03965471082969052,0.1392186958516193,6
60,1.3112513413385014,1.2811278316296257,0.030123509708875673,0.17356125635888808,9.991222815390764e-15,0.6556256706692524,0.6556256706692494,4.746203430272544e-15,0.039637898090732274,0.1400635444527097,6
61,1.311251341338504,1.2800746947098491,0.031176646628654936,0.17656909873659926,1.2363289874543159e-14,0.6556256706692539,0.6556256706692503,5.904998712225051e-15,0.03962014040567097,0.1409194084613251,6
62,1.3112513413385027,1.2790015520961822,0.03224978924232058,0.17958226316181836,1.1437025923142906e-14,0.6556256706692533,0.6556256706692496,5.440092820663267e-15,0.03960144010932713,0.14178607176640706,6
63,1.3112513413385,1.2779082965885555,0.03334304474994454,0.18260077970793154,1.1281825389633596e-14,0.6556256706692518,0.6556256706692484,5.388051116383963e-15,0.039581799698433,0.14266331422900164,6
64,1.3112513413385025,1.276794821340478,0.03445651999802446,0.1856246750785694,1.0928392458753317e-14,0.655625670669253,0.6556256706692495,5.152128723651117e-15,0.03956122183352801,0.1435509116953426,6
65,1.3112513413385054,1.2756610199688554,0.03559032136965001,0.18865397257850156,8.698790859770969e-15,0.6556256706692541,0.6556256706692509,4.052314039881821e-15,0.03953970934079654,0.14444863601271973,6
66,1.3112513413385056,1.2745067866649296,0.03674455467357607,0.1916886920858298,8.444457711693028e-15,0.6556256706692543,0.6556256706692513,3.944761184371259e-15,0.03951726521384485,0.14535625504821278,6
67,1.3112513413385067,1.2733320163062531,0.03791932503225359,0.1947288500254998,7.235373352765574e-15,0.655625670669255,0.6556256706692519,3.3133218391157016e-15,0.03949389261541006,0.14627353271035615,6
68,1.3112513413385074,1.2721366045696274,0.03911473676888,0.19777445934417315,7.406582449292812e-15,0.6556256706692553,0.6556256706692523,3.4104663537704027e-15,0.03946959487899469,0.14720022897381574,6
69,1.3112513413385105,1.270920448045003,0.040330893293507586,0.20082552948643653,6.300181355434545e-15,0.6556256706692569,0.6556256706692536,2.699229728619912e-15,0.039444375510421806,0.14813609990714077,6
70,1.3112513413385067,1.2696834443502234,0.04156789698828334,0.20388206637240888,6.7236141772733445e-15,0.6556256706692549,0.6556256706692514,2.858824288409778e-15,0.03941823818930444,0.14908089770366095,6
