abs_delta_theta_over_pi,count
4.6897303635981367e-07,2
1.5700237675522427e-06,4
2.6741102239001973e-06,1
3.94855821377937e-06,1
0.0002189329970505879,2
0.016140559953670888,1
0.01614263746925916,2
0.016145018817088498,1
0.024225598702270194,2
0.027603147095849538,1
0.02760550615687717,2
0.027607887504706503,1
0.02881347871600634,1
0.02881583777703411,2
0.02881851188725801,1
0.03385838376846754,2
0.03407806717079514,1
0.03615766189034293,1
0.03615923191411049,1
0.036161610448556716,1
0.036163180472324266,1
0.04374608839734976,1
0.043748165912938036,2
0.043750524973965664,1
0.05641898487288351,1
0.05642136622071299,2
0.056424040330936884,1
0.05652665974647785,1
0.05652822977024541,1
0.06724158738081491,1
0.0674605203778655,2
0.07256192617438388,1
0.07256400368997215,2
0.07256667780019604,1
0.09038504351494539,2
0.09038661353871294,2
0.09060472691727299,1
0.09060629694104055,1
0.09268589166058834,1
0.09268984021880212,1
0.10131965455161006,1
0.12654427542905589,2
0.12654822398726964,2
0.12676395883138347,1
0.12676790738959726,1
0.1578463142980879,1
0.15784788432185545,1
0.1602141065825009,2
0.16021678069272466,2
0.16059018344209686,1
0.1605922609576851,1
0.16845462714547102,1
0.176732820911356,1
0.17673520225918535,1
0.18444017425780737,1
0.18444284836803126,1
0.18903025940873128,2
0.18903261846975877,2
0.19268022584774136,2
0.1940055462121984,1
0.19400949477041218,1
0.2043383493550349,1
0.20434070841606256,1
0.2132563270840376,1
0.21325868614506532,1
0.2166357655656083,2
0.21663814691343763,2
0.21993884258401653,1
0.2199427911422303,1
0.23277870686710853,2
0.2327807843826968,2
0.233154187132069,1
0.23315686124229287,1
0.23569621452628595,1
0.23591514752333653,2
0.24086183324091487,1
0.24086421458874419,1
0.2561004530325732,1
0.2561020230563408,1
0.25700477454241516,1
0.25700685205800333,1
0.2599218132285563,2
0.26014074622560684,3
0.26014196560392017,1
0.26977428169708106,1
0.29399988039935143,2
0.31262868280281864,1
0.3263009414435589,1
0.3263025114673265,1
0.3464870665712862,2
0.3467067499736138,1
0.3505265401458293,2
0.35052811016959684,2
0.3528948014032784,1
0.35289747551350237,1
0.36246017335766945,1
0.3624641219158832,1
0.3805290260261134,1
0.38053110354170167,1
0.38053297458432717,1
0.38053505209991545,1
0.3817109542295088,1
0.3817133132905364,1
0.38668577205993976,2
0.38668972061815354,2
0.39337096782479364,2
0.39667166349537253,1
0.39667404484320173,1
0.3966756120535863,1
0.3966779934014158,1
0.4093164603863858,1
0.4093188417342153,1
0.4139483373544287,1
0.4166906364746701,1
0.41669220649843763,2
0.4166942840140259,1
0.41759703550010024,1
0.4201363887840933,1
0.42013906289431724,1
0.42035532178114393,2
0.4203579958913678,2
0.4242771919390514,1
0.424279551000079,1
0.4242811404972652,1
0.4242834995582928,1
0.4254594016878862,1
0.42546147920347444,1
0.43283327394392923,1
0.4328348439676968,2
0.43283722531552615,1
0.4489525416103237,1
0.44895490067135135,1
0.4491714746073743,2
0.4491738336684019,2
0.4530930297160855,1
0.4530957038263094,1
0.4530969782742993,1
0.4530996523845232,1
0.45421445595488846,1
0.4542171300651124,1
0.46043880238760815,1
0.4604403724113757,2
0.46044273147240333,1
0.4732188662449155,1
0.4732209437605038,1
0.47655804776720084,1
0.4765604291150302,1
0.47677698076425146,2
0.4767793621120808,2
0.48303060878111886,1
0.48303296784214644,1
0.48925464016464226,1
0.4892562101884098,1
0.48925731427486613,1
0.4892588842986337,1
0.48936150371417464,1
0.4893638850620041,1
0.4927009890687011,1
0.49270306658428936,1
0.4929199220657517,2
0.49292199958134,2
