iter,residual,mu
0,0.007326388305952642,-0.8470631201336567
50,7.578450521050651e-09,-0.8471740222699947
100,1.5311105435172762e-11,-0.8471740222699955
124,9.014708981038261e-13,-0.8471740222699959
