E_after,E_before,E_preservation_error,R_after,R_before,R_preservation_error,R_std_after,R_std_before,collision_index,p_after,p_before,p_reflection_error,particle,q_after,q_before
0.999999999999998,0.999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.0,2.220446049250313e-16,2.220446049250313e-16,1,-0.9999999999999977,0.999999999999998,3.3306690738754696e-16,A,-1,1
0.999999999999998,0.999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.0,2.220446049250313e-16,2.220446049250313e-16,1,0.999999999999998,-0.9999999999999977,3.3306690738754696e-16,B,1,-1
0.999999999999998,0.999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.0,2.220446049250313e-16,2.220446049250313e-16,2,-0.9999999999999977,0.999999999999998,3.3306690738754696e-16,A,-1,1
0.999999999999998,0.999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.0,2.220446049250313e-16,2.220446049250313e-16,2,0.999999999999998,-0.9999999999999977,3.3306690738754696e-16,B,1,-1
0.9999999999998959,0.9999999999998959,0.0,1.0000000000000049,1.0000000000000049,0.0,8.081783080606096e-15,8.081783080606096e-15,3,-0.9999999999999976,0.999999999999998,4.440892098500626e-16,A,-1,1
0.9999999999998959,0.9999999999998959,0.0,1.0000000000000049,1.0000000000000049,0.0,8.081783080606096e-15,8.081783080606096e-15,3,0.999999999999998,-0.9999999999999976,4.440892098500626e-16,B,1,-1
0.9999999999998959,0.9999999999998959,0.0,1.0000000000000049,1.0000000000000049,0.0,8.081783080606096e-15,8.081783080606096e-15,4,-0.9999999999999976,0.999999999999998,4.440892098500626e-16,A,-1,1
0.9999999999998959,0.9999999999998959,0.0,1.0000000000000049,1.0000000000000049,0.0,8.081783080606096e-15,8.081783080606096e-15,4,0.999999999999998,-0.9999999999999976,4.440892098500626e-16,B,1,-1
0.9999999999998959,0.9999999999998959,0.0,1.0000000000000049,1.0000000000000049,0.0,8.081783080606096e-15,8.081783080606096e-15,5,-0.9999999999999976,0.999999999999998,4.440892098500626e-16,A,-1,1
0.9999999999998959,0.9999999999998959,0.0,1.0000000000000049,1.0000000000000049,0.0,8.081783080606096e-15,8.081783080606096e-15,5,0.999999999999998,-0.9999999999999976,4.440892098500626e-16,B,1,-1
1.0000000000003315,1.0000000000003315,0.0,0.9999999999999859,0.9999999999999859,0.0,2.442238317726076e-14,2.442238317726076e-14,6,-0.9999999999999976,0.999999999999998,4.440892098500626e-16,A,-1,1
1.0000000000003315,1.0000000000003315,0.0,0.9999999999999859,0.9999999999999859,0.0,2.442238317726076e-14,2.442238317726076e-14,6,0.999999999999998,-0.9999999999999976,4.440892098500626e-16,B,1,-1
1.0000000000003315,1.0000000000003315,0.0,0.9999999999999859,0.9999999999999859,0.0,2.442238317726076e-14,2.442238317726076e-14,7,-0.9999999999999976,0.999999999999998,4.440892098500626e-16,A,-1,1
1.0000000000003315,1.0000000000003315,0.0,0.9999999999999859,0.9999999999999859,0.0,2.442238317726076e-14,2.442238317726076e-14,7,0.999999999999998,-0.9999999999999976,4.440892098500626e-16,B,1,-1
1.0000000000003315,1.0000000000003315,0.0,0.9999999999999859,0.9999999999999859,0.0,2.442238317726076e-14,2.442238317726076e-14,8,-0.9999999999999976,0.999999999999998,4.440892098500626e-16,A,-1,1
1.0000000000003315,1.0000000000003315,0.0,0.9999999999999859,0.9999999999999859,0.0,2.442238317726076e-14,2.442238317726076e-14,8,0.999999999999998,-0.9999999999999976,4.440892098500626e-16,B,1,-1
