t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(115.0294372515229),np.float64(-20.90138349896467),np.float64(-16.96639887512917),np.float64(18.49031466995457),np.float64(2.220446049250313e-16)
1,np.float64(115.02943725152298),np.float64(-20.90138349896468),np.float64(-16.966398875129208),np.float64(22.45755629125909),np.float64(8.881784197001252e-16)
2,np.float64(115.0294372515232),np.float64(-20.901383498964666),np.float64(-16.966398875129208),np.float64(31.148647686230305),np.float64(1.7763568394002505e-15)
3,np.float64(115.02943725152328),np.float64(-20.901383498964755),np.float64(-16.96639887512902),np.float64(44.59908235733068),np.float64(1.7763568394002505e-15)
4,np.float64(115.0294372515232),np.float64(-20.901383498964684),np.float64(-16.96639887512918),np.float64(49.41790017424747),np.float64(3.552713678800501e-15)
5,np.float64(115.02943725152326),np.float64(-20.901383498964584),np.float64(-16.96639887512919),np.float64(50.18973305748163),np.float64(3.552713678800501e-15)
6,np.float64(115.02943725152306),np.float64(-20.90138349896474),np.float64(-16.96639887512888),np.float64(51.27724429655759),np.float64(3.552713678800501e-15)
7,np.float64(115.02943725152318),np.float64(-20.901383498964698),np.float64(-16.96639887512886),np.float64(52.625777418883864),np.float64(3.552713678800501e-15)
8,np.float64(115.02943725152308),np.float64(-20.901383498964805),np.float64(-16.96639887512888),np.float64(54.44054630799998),np.float64(3.552713678800501e-15)
9,np.float64(115.0294372515234),np.float64(-20.9013834989649),np.float64(-16.96639887512884),np.float64(54.84746147963527),np.float64(3.552713678800501e-15)
10,np.float64(115.02943725152342),np.float64(-20.90138349896487),np.float64(-16.966398875129027),np.float64(54.874251828928784),np.float64(3.552713678800501e-15)
11,np.float64(115.02943725152366),np.float64(-20.901383498965018),np.float64(-16.96639887512894),np.float64(54.8784453845258),np.float64(3.552713678800501e-15)
12,np.float64(115.02943725152323),np.float64(-20.90138349896497),np.float64(-16.966398875128927),np.float64(54.87923507183555),np.float64(3.552713678800501e-15)
13,np.float64(115.02943725152356),np.float64(-20.901383498965078),np.float64(-16.966398875129045),np.float64(54.87937905684054),np.float64(3.552713678800501e-15)
14,np.float64(115.02943725152366),np.float64(-20.90138349896518),np.float64(-16.966398875129038),np.float64(54.879406148714565),np.float64(3.552713678800501e-15)
15,np.float64(115.02943725152376),np.float64(-20.901383498965323),np.float64(-16.966398875129286),np.float64(54.87941137252598),np.float64(8.881784197001252e-16)
16,np.float64(115.02943725152383),np.float64(-20.901383498965274),np.float64(-16.966398875129215),np.float64(54.87941236591182),np.float64(3.552713678800501e-15)
17,np.float64(115.02943725152389),np.float64(-20.90138349896525),np.float64(-16.966398875129183),np.float64(54.87941255548532),np.float64(3.552713678800501e-15)
18,np.float64(115.02943725152383),np.float64(-20.90138349896552),np.float64(-16.966398875128863),np.float64(54.87941260604816),np.float64(3.552713678800501e-15)
19,np.float64(115.029437251524),np.float64(-20.901383498965586),np.float64(-16.96639887512889),np.float64(54.87941264244937),np.float64(3.552713678800501e-15)
20,np.float64(115.029437251524),np.float64(-20.901383498965636),np.float64(-16.96639887512898),np.float64(54.879412688746484),np.float64(8.881784197001252e-16)
21,np.float64(115.02943725152382),np.float64(-20.90138349896562),np.float64(-16.966398875128856),np.float64(54.8794127501936),np.float64(3.552713678800501e-15)
22,np.float64(115.02943725152389),np.float64(-20.901383498965643),np.float64(-16.966398875129048),np.float64(54.879412827737376),np.float64(3.552713678800501e-15)
23,np.float64(115.02943725152372),np.float64(-20.901383498965494),np.float64(-16.96639887512899),np.float64(54.879412920661146),np.float64(3.552713678800501e-15)
24,np.float64(115.02943725152369),np.float64(-20.901383498965295),np.float64(-16.96639887512914),np.float64(54.87941302716061),np.float64(4.440892098500626e-16)
25,np.float64(115.02943725152366),np.float64(-20.90138349896531),np.float64(-16.96639887512915),np.float64(54.879413144563074),np.float64(3.552713678800501e-15)
26,np.float64(115.02943725152359),np.float64(-20.901383498965387),np.float64(-16.966398875128974),np.float64(54.879413269512774),np.float64(3.552713678800501e-15)
27,np.float64(115.02943725152343),np.float64(-20.90138349896538),np.float64(-16.96639887512909),np.float64(54.87941339817266),np.float64(3.552713678800501e-15)
28,np.float64(115.02943725152323),np.float64(-20.901383498965348),np.float64(-16.966398875129055),np.float64(54.87941352643971),np.float64(3.552713678800501e-15)
29,np.float64(115.02943725152326),np.float64(-20.90138349896518),np.float64(-16.966398875128995),np.float64(54.87941365016179),np.float64(3.552713678800501e-15)
30,np.float64(115.02943725152316),np.float64(-20.90138349896501),np.float64(-16.966398875129094),np.float64(54.87941376534589),np.float64(3.552713678800501e-15)
31,np.float64(115.02943725152328),np.float64(-20.901383498965146),np.float64(-16.966398875129123),np.float64(54.87941386835469),np.float64(3.552713678800501e-15)
32,np.float64(115.02943725152349),np.float64(-20.901383498965288),np.float64(-16.966398875129073),np.float64(54.87941395608859),np.float64(3.552713678800501e-15)
33,np.float64(115.02943725152353),np.float64(-20.901383498965135),np.float64(-16.966398875129258),np.float64(54.87941402615945),np.float64(3.552713678800501e-15)
