step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11
0,0.3423674951189838,0.3398238248394395,0.3033896631986918,0.2925408418269076,0.22964727616733202,0.22708101227899954,0.21470596536699185,0.19214829491822638,0.1521803174138349,0.08988422562787933,4.050813207651537e-09
1,0.3423659940917693,0.3398213842858804,0.30339513638705046,0.29253860656206304,0.22964835326999927,0.22708897336740183,0.2147052903748206,0.19214175532156694,0.1521951808842756,0.0898921968989754,2.5585058851462727e-09
2,0.34236494476733326,0.33981969903715453,0.3033994552163996,0.2925371370525084,0.22964911107809183,0.22709501176530164,0.2147047688456317,0.192136827595072,0.1522064755937978,0.08989838855565516,2.403752246855932e-09
3,0.3423641174610925,0.339818399026787,0.30340299593205217,0.29253608483183235,0.2296497869964536,0.22709992348086672,0.2147043417915953,0.19213276136595714,0.1522156823016469,0.0899033789907618,2.977493636328577e-09
4,0.34236332649532175,0.3398171969042635,0.3034060268445048,0.29253516554627507,0.22965056737015063,0.22710431266962064,0.2147039770882629,0.19212896835382512,0.15222393813350887,0.08990751538042113,2.528424270873206e-09
5,0.34236243025459845,0.33981587145294945,0.30340877148357986,0.29253416596160425,0.2296515844460453,0.2271086464778695,0.21470365782297451,0.1921249974739326,0.15223213214118028,0.08991107071427025,3.627945249573573e-09
6,0.34236132980051504,0.33981425361284096,0.3034114519835933,0.2925329459959224,0.2296529195771806,0.22711329814278725,0.21470337251591204,0.19212051104517144,0.15224098181284443,0.0899143535747043,2.2419249425103978e-09
7,0.34235996353589204,0.3398122111066457,0.3034143153240823,0.292531431466163,0.2296546144725907,0.2271185855681713,0.21470310759795472,0.1921152545856567,0.1522511022650966,0.0899177713198512,3.2085075880262754e-09
8,0.3423582971582482,0.3398096297104402,0.3034176461346769,0.29252959638727605,0.229656689906464,0.22712480951918745,0.21470284238652665,0.19210901739596223,0.15226307484439047,0.08992185249627356,1.6210044737632091e-09
9,0.3423563096359909,0.3398063908964423,0.30342177089783,0.29252743648169865,0.22965916947931111,0.22713229320301548,0.21470254650201906,0.19210158506451175,0.15227751809494924,0.08992723986774125,2.842317632524346e-09
10,0.3423539769882385,0.339802346657364,0.303427059148648,0.2925249374852204,0.22966210507830428,0.22714142355626868,0.21470217927670354,0.19209268751278966,0.1522951617657774,0.08993466955455688,2.1027214704825926e-09
11,0.34235125613173845,0.3397972926732221,0.30343392745536646,0.2925220425331942,0.22966560074687317,0.22715269415656858,0.21470169030381075,0.19208194686479685,0.1523169238477451,0.08994495327181157,3.114542170745831e-09
12,0.3423480709558277,0.3397909406130353,0.30344285156376344,0.292518622304901,0.22966983267497754,0.22716675030742584,0.21470101992539767,0.19206882827559735,0.15234399150590383,0.08995897923379063,4.321283074062641e-09
13,0.3423443021863559,0.3397828893807586,0.3034543913058116,0.29251444986552866,0.22967506471358173,0.22718443840317884,0.2147000982001997,0.1920525942043396,0.15237790901958584,0.08997774349549727,2.225431799760639e-09
14,0.34233978167879775,0.339772593652969,0.303469232064902,0.2925091796108932,0.2296816608523584,0.22720686399631765,0.2146988407141039,0.19203225896574125,0.1524206792220199,0.09000241851923763,2.9578585217217847e-09
15,0.3423342907578229,0.3397593262305843,0.3034882462096965,0.29250232677990723,0.2296900981450326,0.22723546591300467,0.2146971394261958,0.19200653624246913,0.15247488924729477,0.09003446113107823,1.5896448882264863e-09
16,0.3423275612875527,0.33974212860197983,0.303512578448402,0.2924932409840765,0.22970098542366124,0.22727211726328375,0.2146948464560848,0.1919737679110874,0.15254387660321922,0.09007575938242769,1.2814289372257363e-09
17,0.34231927740679235,0.3397197416755997,0.303543761007351,0.292481064285124,0.22971509486189765,0.22731926845737657,0.21469174813900543,0.19193181799729678,0.1526319578837982,0.0901288186412257,2.128766143656393e-09
