step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10
0,0.36812484588682787,0.3513127630731799,0.27423757776113417,0.27089029814388077,0.2299447282829448,0.20058191808359685,0.1874580524100159,0.17108024638418268,0.06950577495956613,2.90208896400044e-09
1,0.36814133590069986,0.3512522411733461,0.27419095845039876,0.2708570180769442,0.2299621807996497,0.20084947642205234,0.18756253640560952,0.17120736637140135,0.06900793477129431,2.4205709755723184e-09
2,0.3681722066845277,0.3511791852140592,0.27417875622096133,0.2708005382265423,0.2299808448233541,0.20131579716132078,0.1877060883073409,0.17118663557725364,0.06844883380553361,2.6076038379299397e-09
3,0.3682186978630309,0.35107858665885394,0.2742152239446946,0.2707168911416288,0.23000335102944922,0.20206663139426984,0.18785569950993103,0.1709523087638537,0.06778377899108481,3.1770077074961995e-09
4,0.3682829052688167,0.3509282621481254,0.27432348867177114,0.2706024568842727,0.23003463544771033,0.203197203445461,0.18797135275879998,0.17041340383671794,0.0669459168534493,2.845652537900258e-09
5,0.36836814545483826,0.3506979003706783,0.27453939941859884,0.2704538467540677,0.23008274466185621,0.20478654633217067,0.18803045612099964,0.1694505316496072,0.06584326746684989,1.5860827416589798e-09
6,0.3684784794205611,0.3503490249523242,0.2749149542517701,0.27026849576490464,0.2301605914218622,0.20686379316775666,0.1880507110574105,0.16792390108154123,0.06436173602787967,3.3533115327654504e-09
7,0.36861659251840806,0.3498371845493516,0.27551950559417754,0.2700461201774767,0.23028961391048688,0.2093800015852162,0.18809184609817112,0.16570180296761433,0.062390398193508605,1.7445078313531391e-09
8,0.36877927635375,0.34911823143884213,0.27643554779180113,0.26979047933721745,0.23050620042412226,0.212191388330842,0.18823464402106024,0.16271068155806173,0.059922517148958576,2.6876885199919282e-09
9,0.3689506492596071,0.34816045297730785,0.27774376112949156,0.26951047200815353,0.23086926941037805,0.21505492545608762,0.18855787306994734,0.15899195623461282,0.05738067475093317,2.9305293415010757e-09
10,0.36909515841372337,0.3469629626943022,0.27949105346005565,0.26921997042054635,0.23145675781643202,0.21765163141109525,0.18913126079845435,0.15473911472868607,0.05633000750755786,1.6055060950366115e-09
11,0.36915432578961765,0.3455779918219238,0.2816417377763641,0.26893619754172515,0.2323193132273723,0.21967405154965447,0.19002231853403953,0.150284496890504,0.059456323011215874,4.031668532921487e-09
12,0.3690512726478454,0.34413038816211516,0.2840310794898752,0.26867587984976365,0.23338722392776526,0.22097380518378928,0.19130250697031786,0.14601276269079674,0.06743313487820729,1.744013903761081e-09
13,0.36870443935379393,0.34282057327602894,0.28636299545643074,0.26844728148010666,0.23444712453595956,0.22162681161808062,0.1930392764941853,0.14222244657597477,0.0778420549055072,2.078024066990385e-09
14,0.36804788620951967,0.3418892835806978,0.28829300548473796,0.2682364688290936,0.23525143094134976,0.22183011596289554,0.19526642368560065,0.13901862157608671,0.0882770700417571,1.6369252573283913e-09
15,0.367052389307047,0.34153077657657493,0.2895932279057228,0.2679908190911601,0.23560589517813527,0.22178906171173618,0.1979362666350608,0.1363121720505859,0.09746149284720222,2.465443899869264e-09
16,0.365740998862813,0.3417896426203286,0.2903149176779105,0.2676157602663257,0.23535700674877313,0.22169892693871737,0.20087345817305938,0.13392206129295714,0.1049350390650275,1.7036537025676318e-09
17,0.3641952686554393,0.3425228314748268,0.2908088532797424,0.2670184168234321,0.23434074990517706,0.22178120589743783,0.20375370654150465,0.1317203388100951,0.11069627290881282,2.923989924094895e-09
18,0.3625520540486586,0.3434553301866682,0.29154768026483296,0.2662147753148183,0.23235746597226378,0.2222986741499579,0.20612666658155518,0.12975018469470911,0.11492176524306442,2.5883164268557666e-09
19,0.3609897710790315,0.3442656432189818,0.2928889199997432,0.2654132882468128,0.22930948845278304,0.22332874270219072,0.2075579389258444,0.1282439322670503,0.1177950747249974,2.316095609177244e-09
20,0.35968938322947186,0.3446588497339496,0.29497529742610296,0.26492952190549773,0.22719687569963956,0.22259194497959517,0.2079038823991631,0.1274311709685817,0.11956172409065907,2.5946276222367426e-09
21,0.35874575042772183,0.3444618476732121,0.2977800441088141,0.26497820379001685,0.22892097005536038,0.21672726729071135,0.2073507978834353,0.12719174708024972,0.1207549718081146,2.857315838535377e-09
22,0.35807508877719635,0.3437311753246642,0.30116084529358983,0.2655555004786569,0.23123966233418056,0.20866797173610946,0.2061481577870815,0.12724670519424897,0.12191174784888192,1.992832941381719e-09
23,0.3574489082643663,0.3427642756446692,0.30485208947627845,0.2664834356784166,0.23339337637556115,0.2045092852785661,0.19910844212301163,0.12797430250748007,0.12273489922951814,2.9462316215696313e-09
24,0.3566318803594105,0.34202973037270196,0.30842046088424674,0.2675250442201,0.2351997326503684,0.20249313847826292,0.18849017377425056,0.1301335272129602,0.12244528536934028,2.1078590667196953e-09
25,0.3554739842802861,0.34210358307828487,0.3112640836965863,0.26847947413228995,0.23660133702507158,0.20020388736165912,0.17720956101916435,0.13329076417486405,0.1214817461003151,3.349309931035383e-09
26,0.35393535818048705,0.34347723900367644,0.3128040420691425,0.26922331537575,0.2375825006173943,0.1977224227194058,0.16572648391926362,0.1367491772439093,0.12065804551811818,2.1955055990637625e-09
27,0.3521661482063074,0.3461050778420668,0.31286252504026535,0.2697079100859984,0.23813968297428348,0.19515185697229945,0.15452663368469016,0.1400478348282404,0.12062956771051737,3.0973813965886914e-09
28,0.3518724531070956,0.34795254298863815,0.31173442369398024,0.26993818376661727,0.23827605714649164,0.19261776827206872,0.1447863840830606,0.14221082399341128,0.12181721818720682,1.523228675547277e-09
29,0.35557671384834133,0.34606858378281863,0.30983373965580735,0.26995134071466825,0.2380056841615098,0.19025611958479122,0.14567319672923568,0.13481795771455624,0.12381449500463636,3.2242664012414746e-09
30,0.36011878226260485,0.34332253520062495,0.30744283367493425,0.2698013624525621,0.23735885118591094,0.1881940944009288,0.14753104901653225,0.13232408092404602,0.12173813564737711,2.9013703997336e-09
31,0.3646508904568932,0.34042735310908473,0.304694942104712,0.2695486474043108,0.23638514646663347,0.18653594945396015,0.14920088884627394,0.13621255120618161,0.11482610260433183,3.545935752480021e-09
32,0.3689290338487227,0.33759516840210396,0.30163891438609425,0.26925317367326884,0.2351531429945242,0.18536384551761004,0.15141432034226893,0.14021049585834108,0.10809179267364159,8.175944064640871e-10
33,0.3728178527492221,0.3349789022384854,0.2983086466998882,0.2689699653776516,0.23374625165970495,0.1847507271835001,0.154993276618384,0.1421279982424582,0.10253622099683705,3.8140548965591805e-09
