t,H,Q2_re,Q2_im,generator_norm
0,np.float64(79.48537775761744),np.float64(-21.135163644116087),np.float64(-5.673649260962247),np.float64(7.821114911482862)
1,np.float64(79.48537775761754),np.float64(-21.135163644116087),np.float64(-5.673649260962224),np.float64(8.11226656481921)
2,np.float64(79.48537775761744),np.float64(-21.13516364411604),np.float64(-5.673649260962231),np.float64(8.637686487847917)
3,np.float64(79.48537775761771),np.float64(-21.13516364411609),np.float64(-5.673649260962227),np.float64(8.480952439627675)
4,np.float64(79.48537775761753),np.float64(-21.135163644116055),np.float64(-5.673649260962231),np.float64(8.373535199157962)
5,np.float64(79.48537775761721),np.float64(-21.135163644115977),np.float64(-5.673649260962212),np.float64(8.771883290311738)
6,np.float64(79.4853777576173),np.float64(-21.135163644116005),np.float64(-5.673649260962228),np.float64(8.511454256890527)
7,np.float64(79.48537775761712),np.float64(-21.135163644116),np.float64(-5.673649260962187),np.float64(8.666277387576965)
8,np.float64(79.48537775761736),np.float64(-21.135163644116112),np.float64(-5.673649260962125),np.float64(8.70476171555048)
9,np.float64(79.48537775761727),np.float64(-21.135163644116105),np.float64(-5.673649260962129),np.float64(8.760336481848565)
10,np.float64(79.48537775761723),np.float64(-21.13516364411614),np.float64(-5.673649260962048),np.float64(8.638524799697525)
11,np.float64(79.4853777576173),np.float64(-21.135163644116123),np.float64(-5.673649260962112),np.float64(8.703670065689094)
12,np.float64(79.48537775761727),np.float64(-21.13516364411611),np.float64(-5.673649260962074),np.float64(8.80182817252585)
13,np.float64(79.48537775761716),np.float64(-21.135163644116062),np.float64(-5.673649260962159),np.float64(8.765498805865526)
14,np.float64(79.48537775761727),np.float64(-21.13516364411612),np.float64(-5.6736492609621845),np.float64(8.783661062164924)
15,np.float64(79.48537775761727),np.float64(-21.135163644116115),np.float64(-5.673649260962191),np.float64(8.81030984147764)
16,np.float64(79.48537775761729),np.float64(-21.13516364411611),np.float64(-5.67364926096228),np.float64(8.864403161219045)
17,np.float64(79.48537775761726),np.float64(-21.1351636441161),np.float64(-5.673649260962314),np.float64(8.729727483487927)
18,np.float64(79.48537775761716),np.float64(-21.13516364411605),np.float64(-5.673649260962357),np.float64(8.83247363109512)
19,np.float64(79.48537775761733),np.float64(-21.13516364411607),np.float64(-5.673649260962381),np.float64(8.784473655188137)
20,np.float64(79.48537775761707),np.float64(-21.13516364411604),np.float64(-5.6736492609623355),np.float64(8.853968337969308)
21,np.float64(79.48537775761702),np.float64(-21.135163644116027),np.float64(-5.673649260962341),np.float64(8.715940040470851)
22,np.float64(79.48537775761697),np.float64(-21.135163644115984),np.float64(-5.673649260962337),np.float64(8.809185674987711)
23,np.float64(79.48537775761687),np.float64(-21.135163644115966),np.float64(-5.673649260962292),np.float64(8.805839202894068)
24,np.float64(79.48537775761693),np.float64(-21.135163644115977),np.float64(-5.673649260962243),np.float64(8.804024363409471)
25,np.float64(79.4853777576169),np.float64(-21.135163644115977),np.float64(-5.673649260962247),np.float64(8.79466753781465)
26,np.float64(79.4853777576169),np.float64(-21.135163644116005),np.float64(-5.673649260962192),np.float64(8.755486926018754)
27,np.float64(79.4853777576165),np.float64(-21.135163644115895),np.float64(-5.6736492609621045),np.float64(8.867162437575379)
28,np.float64(79.48537775761655),np.float64(-21.13516364411591),np.float64(-5.673649260962083),np.float64(8.714507030603958)
29,np.float64(79.48537775761635),np.float64(-21.135163644115806),np.float64(-5.673649260962197),np.float64(8.859901889549402)
30,np.float64(79.48537775761642),np.float64(-21.135163644115856),np.float64(-5.673649260962123),np.float64(8.779106797124758)
31,np.float64(79.48537775761629),np.float64(-21.135163644115828),np.float64(-5.673649260962067),np.float64(8.837659613000342)
32,np.float64(79.4853777576163),np.float64(-21.135163644115806),np.float64(-5.673649260962181),np.float64(8.75096688424385)
33,np.float64(79.48537775761636),np.float64(-21.135163644115817),np.float64(-5.67364926096216),np.float64(8.869785433837372)
34,np.float64(79.48537775761643),np.float64(-21.135163644115842),np.float64(-5.673649260962161),np.float64(8.780000971992168)
35,np.float64(79.48537775761648),np.float64(-21.135163644115842),np.float64(-5.673649260962091),np.float64(8.778352871131066)
36,np.float64(79.4853777576165),np.float64(-21.135163644115828),np.float64(-5.673649260962219),np.float64(8.747653039224433)
37,np.float64(79.48537775761662),np.float64(-21.135163644115845),np.float64(-5.673649260962329),np.float64(8.844753906256194)
38,np.float64(79.4853777576168),np.float64(-21.13516364411585),np.float64(-5.673649260962352),np.float64(8.829055838776492)
