t,H,Q2_re,Q2_im,generator_norm
0,np.float64(516.5141941810191),np.float64(-43.515426406607254),np.float64(97.86802886474055),np.float64(20.667268329222725)
1,np.float64(516.5141941810174),np.float64(-43.51542640660686),np.float64(97.8680288647403),np.float64(20.278139326011985)
2,np.float64(516.5141941810155),np.float64(-43.51542640660661),np.float64(97.8680288647401),np.float64(20.477281771479266)
3,np.float64(516.514194181015),np.float64(-43.51542640660674),np.float64(97.86802886474004),np.float64(21.766110574065205)
4,np.float64(516.514194181015),np.float64(-43.51542640660682),np.float64(97.86802886473987),np.float64(22.107976035402125)
5,np.float64(516.5141941810159),np.float64(-43.51542640660722),np.float64(97.86802886473971),np.float64(22.097125619667917)
6,np.float64(516.5141941810166),np.float64(-43.51542640660685),np.float64(97.86802886473995),np.float64(22.072498074752595)
7,np.float64(516.5141941810161),np.float64(-43.515426406606856),np.float64(97.86802886473959),np.float64(21.964382260732645)
8,np.float64(516.5141941810164),np.float64(-43.5154264066068),np.float64(97.86802886473947),np.float64(22.01723736628087)
9,np.float64(516.5141941810161),np.float64(-43.515426406606224),np.float64(97.86802886473944),np.float64(22.13467799187177)
10,np.float64(516.514194181017),np.float64(-43.51542640660619),np.float64(97.8680288647398),np.float64(22.268020310863335)
11,np.float64(516.5141941810173),np.float64(-43.51542640660671),np.float64(97.86802886473957),np.float64(22.414253032379843)
12,np.float64(516.5141941810175),np.float64(-43.51542640660692),np.float64(97.86802886473944),np.float64(22.463051485286517)
13,np.float64(516.514194181018),np.float64(-43.515426406607006),np.float64(97.86802886473939),np.float64(22.388590508326768)
14,np.float64(516.5141941810182),np.float64(-43.51542640660706),np.float64(97.86802886473946),np.float64(22.332841891383687)
15,np.float64(516.5141941810189),np.float64(-43.51542640660712),np.float64(97.86802886473986),np.float64(22.46747281478405)
16,np.float64(516.5141941810176),np.float64(-43.51542640660739),np.float64(97.8680288647393),np.float64(22.67541179982408)
17,np.float64(516.514194181018),np.float64(-43.515426406607254),np.float64(97.8680288647391),np.float64(22.69687848266323)
18,np.float64(516.514194181019),np.float64(-43.51542640660691),np.float64(97.86802886473922),np.float64(22.603392855747988)
19,np.float64(516.5141941810198),np.float64(-43.51542640660715),np.float64(97.86802886473926),np.float64(22.548170068228433)
20,np.float64(516.5141941810193),np.float64(-43.5154264066074),np.float64(97.86802886473941),np.float64(22.55903281502338)
21,np.float64(516.514194181021),np.float64(-43.515426406607276),np.float64(97.86802886473974),np.float64(22.564835149944646)
22,np.float64(516.5141941810225),np.float64(-43.51542640660685),np.float64(97.86802886473987),np.float64(22.53238643403821)
23,np.float64(516.5141941810239),np.float64(-43.515426406606494),np.float64(97.86802886474038),np.float64(22.53388297805097)
24,np.float64(516.5141941810234),np.float64(-43.51542640660627),np.float64(97.8680288647404),np.float64(22.667722518116875)
25,np.float64(516.514194181021),np.float64(-43.51542640660625),np.float64(97.86802886474005),np.float64(22.769668617058397)
26,np.float64(516.514194181022),np.float64(-43.51542640660616),np.float64(97.8680288647405),np.float64(22.749186959589327)
27,np.float64(516.5141941810218),np.float64(-43.51542640660647),np.float64(97.86802886473998),np.float64(22.674576845913357)
28,np.float64(516.5141941810214),np.float64(-43.51542640660651),np.float64(97.86802886473978),np.float64(22.5998886536777)
29,np.float64(516.5141941810202),np.float64(-43.51542640660646),np.float64(97.86802886473964),np.float64(22.642032488264203)
30,np.float64(516.5141941810192),np.float64(-43.51542640660603),np.float64(97.86802886473967),np.float64(22.711189374496193)
31,np.float64(516.5141941810201),np.float64(-43.515426406606544),np.float64(97.86802886473973),np.float64(22.70843688285887)
32,np.float64(516.5141941810225),np.float64(-43.51542640660654),np.float64(97.86802886474044),np.float64(22.702876917095818)
33,np.float64(516.5141941810224),np.float64(-43.51542640660633),np.float64(97.86802886474062),np.float64(22.74238901311927)
34,np.float64(516.5141941810248),np.float64(-43.51542640660648),np.float64(97.86802886474132),np.float64(22.79837552435898)
35,np.float64(516.514194181022),np.float64(-43.51542640660605),np.float64(97.8680288647409),np.float64(22.79404061422126)
36,np.float64(516.5141941810207),np.float64(-43.51542640660621),np.float64(97.86802886474021),np.float64(22.71657889966032)
37,np.float64(516.5141941810214),np.float64(-43.515426406606466),np.float64(97.86802886473998),np.float64(22.643566122557644)
38,np.float64(516.5141941810209),np.float64(-43.515426406606394),np.float64(97.86802886473998),np.float64(22.651966398588492)
39,np.float64(516.5141941810224),np.float64(-43.51542640660658),np.float64(97.86802886474041),np.float64(22.764061476831607)
40,np.float64(516.5141941810206),np.float64(-43.51542640660658),np.float64(97.86802886473968),np.float64(22.82821287179597)
41,np.float64(516.5141941810202),np.float64(-43.51542640660557),np.float64(97.86802886474018),np.float64(22.808477666286965)
42,np.float64(516.5141941810228),np.float64(-43.515426406605755),np.float64(97.8680288647407),np.float64(22.761131879426305)
43,np.float64(516.514194181023),np.float64(-43.51542640660551),np.float64(97.86802886474052),np.float64(22.72644189932513)
44,np.float64(516.514194181023),np.float64(-43.51542640660565),np.float64(97.86802886474061),np.float64(22.738561557450048)
45,np.float64(516.5141941810214),np.float64(-43.5154264066055),np.float64(97.86802886474034),np.float64(22.75271589774028)
46,np.float64(516.5141941810211),np.float64(-43.51542640660557),np.float64(97.86802886474031),np.float64(22.73546191843968)
47,np.float64(516.5141941810226),np.float64(-43.51542640660624),np.float64(97.86802886473994),np.float64(22.728395476808245)
48,np.float64(516.5141941810209),np.float64(-43.51542640660582),np.float64(97.8680288647397),np.float64(22.76487594502984)
49,np.float64(516.51419418102),np.float64(-43.51542640660554),np.float64(97.86802886473968),np.float64(22.82846210191137)
50,np.float64(516.5141941810202),np.float64(-43.51542640660528),np.float64(97.86802886473987),np.float64(22.835496331311663)
51,np.float64(516.5141941810211),np.float64(-43.51542640660534),np.float64(97.86802886473968),np.float64(22.781219416290938)
52,np.float64(516.5141941810202),np.float64(-43.51542640660521),np.float64(97.86802886473963),np.float64(22.714456857965505)
53,np.float64(516.5141941810201),np.float64(-43.515426406605286),np.float64(97.86802886473959),np.float64(22.69595235693672)
54,np.float64(516.514194181019),np.float64(-43.515426406605044),np.float64(97.8680288647395),np.float64(22.744548538035644)
55,np.float64(516.5141941810177),np.float64(-43.515426406604966),np.float64(97.86802886473927),np.float64(22.79795178644672)
56,np.float64(516.5141941810195),np.float64(-43.51542640660461),np.float64(97.8680288647395),np.float64(22.812459618591575)
57,np.float64(516.5141941810191),np.float64(-43.515426406604725),np.float64(97.86802886473956),np.float64(22.79768457366946)
58,np.float64(516.5141941810202),np.float64(-43.51542640660436),np.float64(97.8680288647399),np.float64(22.782749509391586)
59,np.float64(516.5141941810205),np.float64(-43.51542640660445),np.float64(97.86802886473959),np.float64(22.789634128064556)
60,np.float64(516.5141941810223),np.float64(-43.51542640660436),np.float64(97.86802886474018),np.float64(22.7779299053369)
61,np.float64(516.5141941810214),np.float64(-43.515426406604405),np.float64(97.86802886473994),np.float64(22.73893187811074)
62,np.float64(516.5141941810217),np.float64(-43.51542640660452),np.float64(97.86802886473974),np.float64(22.716003797861855)
63,np.float64(516.5141941810201),np.float64(-43.515426406605044),np.float64(97.86802886473927),np.float64(22.751263766477603)
64,np.float64(516.5141941810215),np.float64(-43.51542640660517),np.float64(97.8680288647397),np.float64(22.810608315585807)
65,np.float64(516.5141941810232),np.float64(-43.51542640660519),np.float64(97.86802886474015),np.float64(22.84131140994866)
66,np.float64(516.5141941810232),np.float64(-43.515426406605116),np.float64(97.86802886474035),np.float64(22.825241138944698)
67,np.float64(516.5141941810225),np.float64(-43.5154264066049),np.float64(97.8680288647401),np.float64(22.774851361197037)
68,np.float64(516.5141941810239),np.float64(-43.51542640660476),np.float64(97.86802886474065),np.float64(22.7333242045924)
69,np.float64(516.514194181025),np.float64(-43.5154264066051),np.float64(97.8680288647405),np.float64(22.74171781097348)
70,np.float64(516.5141941810259),np.float64(-43.515426406604874),np.float64(97.86802886474095),np.float64(22.766552523102423)
71,np.float64(516.5141941810275),np.float64(-43.51542640660506),np.float64(97.8680288647409),np.float64(22.7729192549098)
72,np.float64(516.5141941810263),np.float64(-43.515426406605265),np.float64(97.86802886474081),np.float64(22.779834359627234)
73,np.float64(516.5141941810261),np.float64(-43.51542640660499),np.float64(97.86802886474119),np.float64(22.8057359839411)
74,np.float64(516.5141941810268),np.float64(-43.51542640660516),np.float64(97.86802886474129),np.float64(22.82002226754513)
75,np.float64(516.5141941810243),np.float64(-43.5154264066049),np.float64(97.86802886474095),np.float64(22.80737541019674)
76,np.float64(516.5141941810236),np.float64(-43.51542640660451),np.float64(97.86802886474112),np.float64(22.77380155912929)
77,np.float64(516.5141941810242),np.float64(-43.51542640660424),np.float64(97.86802886474172),np.float64(22.73603904107613)
78,np.float64(516.5141941810234),np.float64(-43.515426406604405),np.float64(97.86802886474165),np.float64(22.72936457724173)
79,np.float64(516.5141941810234),np.float64(-43.515426406604945),np.float64(97.86802886474125),np.float64(22.769939841602397)
80,np.float64(516.5141941810224),np.float64(-43.5154264066049),np.float64(97.86802886474106),np.float64(22.810973893588507)
81,np.float64(516.5141941810231),np.float64(-43.51542640660469),np.float64(97.86802886474098),np.float64(22.814870767268754)
82,np.float64(516.5141941810201),np.float64(-43.51542640660442),np.float64(97.86802886474055),np.float64(22.799594364417775)
83,np.float64(516.5141941810193),np.float64(-43.51542640660433),np.float64(97.86802886474041),np.float64(22.79093785332361)
84,np.float64(516.5141941810184),np.float64(-43.51542640660448),np.float64(97.86802886474032),np.float64(22.777241678390872)
85,np.float64(516.5141941810191),np.float64(-43.51542640660482),np.float64(97.86802886474047),np.float64(22.757588108724743)
86,np.float64(516.5141941810199),np.float64(-43.515426406604604),np.float64(97.86802886474047),np.float64(22.749156397648377)
87,np.float64(516.5141941810193),np.float64(-43.51542640660439),np.float64(97.86802886474032),np.float64(22.75818390907553)
88,np.float64(516.5141941810181),np.float64(-43.51542640660482),np.float64(97.86802886474023),np.float64(22.783314951623336)
89,np.float64(516.5141941810198),np.float64(-43.51542640660567),np.float64(97.86802886474044),np.float64(22.81640515069182)
90,np.float64(516.5141941810217),np.float64(-43.515426406606146),np.float64(97.86802886474034),np.float64(22.824883216681506)
91,np.float64(516.5141941810205),np.float64(-43.51542640660586),np.float64(97.86802886474041),np.float64(22.79557537326836)
92,np.float64(516.514194181022),np.float64(-43.515426406606075),np.float64(97.86802886474071),np.float64(22.759538524279808)
93,np.float64(516.514194181022),np.float64(-43.51542640660601),np.float64(97.86802886474102),np.float64(22.751093567847825)
94,np.float64(516.51419418102),np.float64(-43.51542640660611),np.float64(97.86802886474075),np.float64(22.758814011300245)
95,np.float64(516.5141941810228),np.float64(-43.515426406606636),np.float64(97.86802886474098),np.float64(22.769386970957758)
96,np.float64(516.5141941810218),np.float64(-43.51542640660656),np.float64(97.86802886474082),np.float64(22.786660017676425)
97,np.float64(516.5141941810193),np.float64(-43.515426406606075),np.float64(97.86802886474044),np.float64(22.80082018972157)
98,np.float64(516.514194181019),np.float64(-43.515426406606025),np.float64(97.86802886474035),np.float64(22.803465960619366)
99,np.float64(516.5141941810192),np.float64(-43.515426406606274),np.float64(97.86802886474011),np.float64(22.804048410201403)
