t,H,Q2_re,Q2_im,generator_norm
0,np.float64(1500.3084572710143),np.float64(-78.85697712730047),np.float64(81.92883668434865),np.float64(34.99508386893927)
1,np.float64(1500.3084572710136),np.float64(-78.8569771273001),np.float64(81.92883668434813),np.float64(35.44677837912507)
2,np.float64(1500.3084572710136),np.float64(-78.85697712729947),np.float64(81.92883668434762),np.float64(35.627462482210184)
3,np.float64(1500.3084572710154),np.float64(-78.8569771273006),np.float64(81.92883668434752),np.float64(35.55661091324535)
4,np.float64(1500.3084572710181),np.float64(-78.8569771273004),np.float64(81.92883668434766),np.float64(35.71804586821553)
5,np.float64(1500.3084572710127),np.float64(-78.85697712730052),np.float64(81.92883668434732),np.float64(36.16773689713364)
6,np.float64(1500.3084572710136),np.float64(-78.85697712730054),np.float64(81.92883668434743),np.float64(36.54800533071981)
7,np.float64(1500.3084572710104),np.float64(-78.85697712730062),np.float64(81.92883668434735),np.float64(36.80357602641757)
8,np.float64(1500.3084572710159),np.float64(-78.85697712730098),np.float64(81.92883668434598),np.float64(36.94814379829031)
9,np.float64(1500.3084572710186),np.float64(-78.85697712730116),np.float64(81.92883668434587),np.float64(37.02257154550656)
10,np.float64(1500.3084572710145),np.float64(-78.85697712730078),np.float64(81.92883668434592),np.float64(37.058371860220625)
11,np.float64(1500.3084572710122),np.float64(-78.85697712730052),np.float64(81.92883668434538),np.float64(37.11840468377465)
12,np.float64(1500.3084572710184),np.float64(-78.85697712730068),np.float64(81.92883668434595),np.float64(37.2272961877494)
13,np.float64(1500.3084572710118),np.float64(-78.85697712730132),np.float64(81.92883668434585),np.float64(37.35168828273757)
14,np.float64(1500.308457271014),np.float64(-78.85697712730129),np.float64(81.92883668434627),np.float64(37.4495918443465)
15,np.float64(1500.308457271015),np.float64(-78.85697712730095),np.float64(81.9288366843455),np.float64(37.52298754536412)
16,np.float64(1500.3084572710147),np.float64(-78.85697712730155),np.float64(81.9288366843447),np.float64(37.60441211206369)
17,np.float64(1500.3084572710177),np.float64(-78.85697712730185),np.float64(81.92883668434484),np.float64(37.7051458448342)
18,np.float64(1500.3084572710209),np.float64(-78.85697712730193),np.float64(81.92883668434426),np.float64(37.810910216485546)
19,np.float64(1500.308457271024),np.float64(-78.85697712730158),np.float64(81.92883668434453),np.float64(37.90221965936623)
20,np.float64(1500.3084572710184),np.float64(-78.85697712730014),np.float64(81.92883668434334),np.float64(37.97584547286193)
21,np.float64(1500.3084572710131),np.float64(-78.85697712730075),np.float64(81.9288366843431),np.float64(38.02409315462985)
22,np.float64(1500.3084572710145),np.float64(-78.85697712730088),np.float64(81.92883668434226),np.float64(38.04816208803975)
23,np.float64(1500.3084572710204),np.float64(-78.85697712730135),np.float64(81.92883668434288),np.float64(38.047790378062786)
24,np.float64(1500.3084572710247),np.float64(-78.85697712730118),np.float64(81.92883668434261),np.float64(38.02863060393273)
25,np.float64(1500.3084572710236),np.float64(-78.85697712730119),np.float64(81.92883668434246),np.float64(38.003387059860216)
26,np.float64(1500.3084572710204),np.float64(-78.85697712730172),np.float64(81.92883668434337),np.float64(37.98493698460489)
27,np.float64(1500.3084572710236),np.float64(-78.85697712730203),np.float64(81.92883668434212),np.float64(37.99104428373952)
28,np.float64(1500.3084572710181),np.float64(-78.85697712730148),np.float64(81.92883668434234),np.float64(38.03181424862094)
29,np.float64(1500.3084572710168),np.float64(-78.85697712730229),np.float64(81.92883668434277),np.float64(38.10952834710121)
30,np.float64(1500.3084572710136),np.float64(-78.85697712730163),np.float64(81.92883668434277),np.float64(38.20528766659821)
31,np.float64(1500.3084572710136),np.float64(-78.85697712730169),np.float64(81.92883668434332),np.float64(38.29552478148398)
32,np.float64(1500.3084572710186),np.float64(-78.85697712730182),np.float64(81.92883668434294),np.float64(38.36505830776523)
33,np.float64(1500.3084572710125),np.float64(-78.85697712730186),np.float64(81.92883668434315),np.float64(38.410036422217715)
34,np.float64(1500.308457271009),np.float64(-78.85697712730114),np.float64(81.92883668434324),np.float64(38.43195294969351)
35,np.float64(1500.3084572710122),np.float64(-78.85697712730101),np.float64(81.92883668434348),np.float64(38.43756696397974)
36,np.float64(1500.3084572710113),np.float64(-78.85697712730152),np.float64(81.92883668434285),np.float64(38.43019261664142)
37,np.float64(1500.3084572710136),np.float64(-78.85697712730143),np.float64(81.92883668434283),np.float64(38.419850453931836)
38,np.float64(1500.3084572710131),np.float64(-78.85697712730146),np.float64(81.92883668434271),np.float64(38.409293911391025)
39,np.float64(1500.3084572710077),np.float64(-78.85697712730155),np.float64(81.92883668434307),np.float64(38.408284492747605)
40,np.float64(1500.3084572710047),np.float64(-78.85697712730078),np.float64(81.92883668434224),np.float64(38.4161795388306)
41,np.float64(1500.3084572710009),np.float64(-78.85697712730006),np.float64(81.92883668434169),np.float64(38.436751234459)
42,np.float64(1500.3084572710027),np.float64(-78.85697712730041),np.float64(81.92883668434317),np.float64(38.46425980947261)
43,np.float64(1500.3084572710006),np.float64(-78.85697712730052),np.float64(81.92883668434258),np.float64(38.495994736452474)
44,np.float64(1500.3084572709947),np.float64(-78.85697712730042),np.float64(81.92883668434231),np.float64(38.52613252993382)
45,np.float64(1500.3084572709918),np.float64(-78.85697712730015),np.float64(81.92883668434264),np.float64(38.55275049339497)
46,np.float64(1500.3084572709931),np.float64(-78.85697712730038),np.float64(81.92883668434239),np.float64(38.57697275686141)
47,np.float64(1500.3084572709945),np.float64(-78.85697712730027),np.float64(81.92883668434243),np.float64(38.59899645574526)
