t,H,Q2_re,Q2_im,generator_norm
0,np.float64(76.23618079528839),np.float64(76.23618079528839),np.float64(-1.2026482016831404e-13),np.float64(1.0615585059325929e-14)
1,np.float64(76.23618079528838),np.float64(76.23618079528838),np.float64(-1.2026482016831437e-13),np.float64(1.061558505932597e-14)
2,np.float64(76.23618079528833),np.float64(76.23618079528833),np.float64(-1.202648201683147e-13),np.float64(1.0615585059326005e-14)
3,np.float64(76.2361807952883),np.float64(76.2361807952883),np.float64(-1.2026482016831502e-13),np.float64(1.0615585059326044e-14)
4,np.float64(76.23618079528823),np.float64(76.23618079528823),np.float64(-1.2026482016831533e-13),np.float64(1.0615585059326079e-14)
5,np.float64(76.2361807952882),np.float64(76.2361807952882),np.float64(-1.2026482016831565e-13),np.float64(1.0615585059326117e-14)
6,np.float64(76.23618079528818),np.float64(76.23618079528818),np.float64(-1.2026482016831596e-13),np.float64(1.0615585059326153e-14)
7,np.float64(76.23618079528815),np.float64(76.23618079528815),np.float64(-1.2026482016831626e-13),np.float64(1.0615585059326192e-14)
8,np.float64(76.23618079528812),np.float64(76.23618079528812),np.float64(-1.202648201683166e-13),np.float64(1.0615585059326229e-14)
9,np.float64(76.23618079528809),np.float64(76.23618079528809),np.float64(-1.2026482016831687e-13),np.float64(1.0615585059326265e-14)
10,np.float64(76.23618079528806),np.float64(76.23618079528805),np.float64(-1.2026482016831724e-13),np.float64(1.0615585059326301e-14)
11,np.float64(76.23618079528802),np.float64(76.23618079528804),np.float64(-1.2026482016831762e-13),np.float64(1.0615585059326339e-14)
12,np.float64(76.23618079528799),np.float64(76.23618079528798),np.float64(-1.2026482016831805e-13),np.float64(1.0615585059326375e-14)
13,np.float64(76.23618079528796),np.float64(76.23618079528796),np.float64(-1.202648201683184e-13),np.float64(1.0615585059326412e-14)
14,np.float64(76.23618079528794),np.float64(76.23618079528794),np.float64(-1.2026482016831883e-13),np.float64(1.0615585059326448e-14)
15,np.float64(76.2361807952879),np.float64(76.2361807952879),np.float64(-1.2026482016831914e-13),np.float64(1.0615585059326484e-14)
16,np.float64(76.23618079528785),np.float64(76.23618079528785),np.float64(-1.2026482016831957e-13),np.float64(1.0615585059326524e-14)
17,np.float64(76.23618079528784),np.float64(76.23618079528782),np.float64(-1.2026482016831987e-13),np.float64(1.061558505932656e-14)
18,np.float64(76.2361807952878),np.float64(76.23618079528781),np.float64(-1.2026482016832025e-13),np.float64(1.06155850593266e-14)
19,np.float64(76.23618079528775),np.float64(76.23618079528777),np.float64(-1.202648201683206e-13),np.float64(1.0615585059326636e-14)
20,np.float64(76.23618079528772),np.float64(76.23618079528772),np.float64(-1.2026482016832093e-13),np.float64(1.061558505932667e-14)
21,np.float64(76.2361807952877),np.float64(76.2361807952877),np.float64(-1.2026482016832133e-13),np.float64(1.0615585059326711e-14)
22,np.float64(76.23618079528764),np.float64(76.23618079528765),np.float64(-1.2026482016832164e-13),np.float64(1.0615585059326746e-14)
23,np.float64(76.23618079528761),np.float64(76.23618079528761),np.float64(-1.2026482016832191e-13),np.float64(1.0615585059326782e-14)
24,np.float64(76.23618079528758),np.float64(76.2361807952876),np.float64(-1.202648201683224e-13),np.float64(1.061558505932682e-14)
25,np.float64(76.23618079528755),np.float64(76.23618079528755),np.float64(-1.202648201683227e-13),np.float64(1.0615585059326858e-14)
26,np.float64(76.23618079528752),np.float64(76.23618079528752),np.float64(-1.202648201683231e-13),np.float64(1.0615585059326896e-14)
27,np.float64(76.23618079528745),np.float64(76.23618079528747),np.float64(-1.2026482016832338e-13),np.float64(1.061558505932693e-14)
28,np.float64(76.23618079528742),np.float64(76.23618079528744),np.float64(-1.2026482016832376e-13),np.float64(1.061558505932697e-14)
29,np.float64(76.2361807952874),np.float64(76.2361807952874),np.float64(-1.2026482016832409e-13),np.float64(1.0615585059327006e-14)
30,np.float64(76.23618079528735),np.float64(76.23618079528735),np.float64(-1.2026482016832444e-13),np.float64(1.0615585059327044e-14)
31,np.float64(76.23618079528731),np.float64(76.23618079528731),np.float64(-1.2026482016832484e-13),np.float64(1.0615585059327082e-14)
32,np.float64(76.2361807952873),np.float64(76.2361807952873),np.float64(-1.2026482016832515e-13),np.float64(1.0615585059327117e-14)
33,np.float64(76.23618079528724),np.float64(76.23618079528724),np.float64(-1.2026482016832557e-13),np.float64(1.0615585059327153e-14)
34,np.float64(76.23618079528721),np.float64(76.23618079528723),np.float64(-1.2026482016832585e-13),np.float64(1.0615585059327193e-14)
35,np.float64(76.23618079528721),np.float64(76.2361807952872),np.float64(-1.2026482016832618e-13),np.float64(1.0615585059327229e-14)
36,np.float64(76.23618079528718),np.float64(76.23618079528718),np.float64(-1.2026482016832658e-13),np.float64(1.0615585059327265e-14)
37,np.float64(76.23618079528714),np.float64(76.23618079528715),np.float64(-1.2026482016832686e-13),np.float64(1.0615585059327306e-14)
38,np.float64(76.23618079528711),np.float64(76.23618079528713),np.float64(-1.2026482016832717e-13),np.float64(1.0615585059327344e-14)
39,np.float64(76.23618079528708),np.float64(76.23618079528708),np.float64(-1.2026482016832757e-13),np.float64(1.0615585059327382e-14)
40,np.float64(76.23618079528705),np.float64(76.23618079528705),np.float64(-1.2026482016832785e-13),np.float64(1.0615585059327417e-14)
41,np.float64(76.23618079528701),np.float64(76.23618079528701),np.float64(-1.202648201683282e-13),np.float64(1.0615585059327455e-14)
42,np.float64(76.23618079528697),np.float64(76.23618079528697),np.float64(-1.2026482016832858e-13),np.float64(1.0615585059327491e-14)
43,np.float64(76.23618079528694),np.float64(76.23618079528693),np.float64(-1.2026482016832888e-13),np.float64(1.061558505932753e-14)
44,np.float64(76.23618079528691),np.float64(76.2361807952869),np.float64(-1.2026482016832926e-13),np.float64(1.0615585059327565e-14)
45,np.float64(76.23618079528687),np.float64(76.23618079528687),np.float64(-1.202648201683296e-13),np.float64(1.0615585059327601e-14)
46,np.float64(76.23618079528686),np.float64(76.23618079528684),np.float64(-1.2026482016832992e-13),np.float64(1.0615585059327639e-14)
47,np.float64(76.23618079528681),np.float64(76.23618079528683),np.float64(-1.202648201683303e-13),np.float64(1.0615585059327679e-14)
48,np.float64(76.23618079528678),np.float64(76.23618079528677),np.float64(-1.202648201683306e-13),np.float64(1.0615585059327716e-14)
49,np.float64(76.23618079528674),np.float64(76.23618079528673),np.float64(-1.2026482016833095e-13),np.float64(1.0615585059327753e-14)
50,np.float64(76.2361807952867),np.float64(76.2361807952867),np.float64(-1.2026482016833128e-13),np.float64(1.0615585059327789e-14)
51,np.float64(76.23618079528667),np.float64(76.23618079528667),np.float64(-1.2026482016833168e-13),np.float64(1.0615585059327827e-14)
52,np.float64(76.23618079528664),np.float64(76.23618079528664),np.float64(-1.2026482016833199e-13),np.float64(1.0615585059327865e-14)
53,np.float64(76.23618079528659),np.float64(76.2361807952866),np.float64(-1.2026482016833234e-13),np.float64(1.0615585059327901e-14)
54,np.float64(76.23618079528657),np.float64(76.23618079528657),np.float64(-1.2026482016833272e-13),np.float64(1.0615585059327937e-14)
55,np.float64(76.23618079528653),np.float64(76.23618079528653),np.float64(-1.2026482016833302e-13),np.float64(1.0615585059327975e-14)
56,np.float64(76.23618079528647),np.float64(76.23618079528647),np.float64(-1.2026482016833338e-13),np.float64(1.061558505932801e-14)
57,np.float64(76.23618079528644),np.float64(76.23618079528643),np.float64(-1.2026482016833365e-13),np.float64(1.061558505932805e-14)
58,np.float64(76.23618079528642),np.float64(76.23618079528642),np.float64(-1.2026482016833398e-13),np.float64(1.0615585059328086e-14)
59,np.float64(76.23618079528639),np.float64(76.23618079528637),np.float64(-1.2026482016833436e-13),np.float64(1.0615585059328122e-14)
60,np.float64(76.23618079528637),np.float64(76.23618079528637),np.float64(-1.2026482016833474e-13),np.float64(1.0615585059328157e-14)
61,np.float64(76.23618079528633),np.float64(76.23618079528633),np.float64(-1.2026482016833504e-13),np.float64(1.0615585059328196e-14)
62,np.float64(76.2361807952863),np.float64(76.23618079528629),np.float64(-1.2026482016833532e-13),np.float64(1.0615585059328234e-14)
63,np.float64(76.23618079528624),np.float64(76.23618079528624),np.float64(-1.202648201683357e-13),np.float64(1.0615585059328272e-14)
64,np.float64(76.23618079528622),np.float64(76.23618079528623),np.float64(-1.20264820168336e-13),np.float64(1.0615585059328308e-14)
65,np.float64(76.23618079528619),np.float64(76.23618079528619),np.float64(-1.2026482016833638e-13),np.float64(1.0615585059328344e-14)
66,np.float64(76.23618079528616),np.float64(76.23618079528616),np.float64(-1.2026482016833673e-13),np.float64(1.0615585059328382e-14)
67,np.float64(76.23618079528613),np.float64(76.23618079528613),np.float64(-1.2026482016833706e-13),np.float64(1.0615585059328419e-14)
68,np.float64(76.2361807952861),np.float64(76.2361807952861),np.float64(-1.202648201683374e-13),np.float64(1.0615585059328456e-14)
69,np.float64(76.23618079528607),np.float64(76.23618079528606),np.float64(-1.2026482016833772e-13),np.float64(1.0615585059328494e-14)
70,np.float64(76.23618079528603),np.float64(76.23618079528602),np.float64(-1.2026482016833812e-13),np.float64(1.0615585059328526e-14)
71,np.float64(76.23618079528597),np.float64(76.23618079528597),np.float64(-1.202648201683385e-13),np.float64(1.0615585059328567e-14)
72,np.float64(76.23618079528595),np.float64(76.23618079528595),np.float64(-1.2026482016833888e-13),np.float64(1.0615585059328603e-14)
73,np.float64(76.23618079528592),np.float64(76.23618079528592),np.float64(-1.2026482016833916e-13),np.float64(1.0615585059328638e-14)
74,np.float64(76.23618079528588),np.float64(76.23618079528588),np.float64(-1.2026482016833956e-13),np.float64(1.0615585059328674e-14)
75,np.float64(76.23618079528586),np.float64(76.23618079528586),np.float64(-1.202648201683399e-13),np.float64(1.0615585059328714e-14)
76,np.float64(76.2361807952858),np.float64(76.23618079528582),np.float64(-1.2026482016834024e-13),np.float64(1.0615585059328751e-14)
77,np.float64(76.2361807952858),np.float64(76.2361807952858),np.float64(-1.2026482016834062e-13),np.float64(1.0615585059328786e-14)
78,np.float64(76.23618079528575),np.float64(76.23618079528573),np.float64(-1.2026482016834092e-13),np.float64(1.0615585059328826e-14)
79,np.float64(76.2361807952857),np.float64(76.2361807952857),np.float64(-1.202648201683413e-13),np.float64(1.0615585059328862e-14)
80,np.float64(76.23618079528568),np.float64(76.23618079528568),np.float64(-1.2026482016834158e-13),np.float64(1.06155850593289e-14)
81,np.float64(76.23618079528562),np.float64(76.23618079528562),np.float64(-1.2026482016834193e-13),np.float64(1.0615585059328934e-14)
82,np.float64(76.23618079528559),np.float64(76.23618079528559),np.float64(-1.2026482016834236e-13),np.float64(1.0615585059328974e-14)
83,np.float64(76.23618079528556),np.float64(76.23618079528558),np.float64(-1.202648201683427e-13),np.float64(1.0615585059329012e-14)
84,np.float64(76.23618079528553),np.float64(76.23618079528552),np.float64(-1.2026482016834297e-13),np.float64(1.061558505932905e-14)
85,np.float64(76.23618079528549),np.float64(76.23618079528549),np.float64(-1.202648201683433e-13),np.float64(1.0615585059329088e-14)
86,np.float64(76.23618079528546),np.float64(76.23618079528546),np.float64(-1.202648201683436e-13),np.float64(1.0615585059329124e-14)
87,np.float64(76.23618079528543),np.float64(76.23618079528543),np.float64(-1.2026482016834398e-13),np.float64(1.0615585059329162e-14)
88,np.float64(76.2361807952854),np.float64(76.23618079528539),np.float64(-1.2026482016834426e-13),np.float64(1.0615585059329198e-14)
89,np.float64(76.23618079528538),np.float64(76.23618079528538),np.float64(-1.2026482016834466e-13),np.float64(1.0615585059329234e-14)
90,np.float64(76.23618079528534),np.float64(76.23618079528534),np.float64(-1.2026482016834496e-13),np.float64(1.0615585059329272e-14)
91,np.float64(76.23618079528529),np.float64(76.2361807952853),np.float64(-1.2026482016834542e-13),np.float64(1.0615585059329307e-14)
92,np.float64(76.23618079528525),np.float64(76.23618079528525),np.float64(-1.202648201683457e-13),np.float64(1.0615585059329345e-14)
93,np.float64(76.23618079528522),np.float64(76.23618079528522),np.float64(-1.20264820168346e-13),np.float64(1.0615585059329383e-14)
94,np.float64(76.2361807952852),np.float64(76.2361807952852),np.float64(-1.2026482016834643e-13),np.float64(1.0615585059329417e-14)
95,np.float64(76.23618079528516),np.float64(76.23618079528516),np.float64(-1.2026482016834683e-13),np.float64(1.0615585059329455e-14)
