case,collision,theta_generated,R_generated,T_generated,P_f_relation,P_b_relation,pair_power,theta_drift,pair_norm,pair_norm_drift,closure_real,closure_imag,closure_drift_abs,combined_spectrum_max_drift,L_A,L_B,N_eff_A,N_eff_B,origin_A_in_A,origin_B_in_A,origin_A_in_B,origin_B_in_B,spectrum_A_to_A0,spectrum_A_to_B0,spectrum_B_to_A0,spectrum_B_to_B0
fundamental_control,10,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,11,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,12,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,13,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,14,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,15,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,16,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,17,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,18,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,19,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,20,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,21,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,22,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,23,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,24,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,25,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,26,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,27,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,28,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,29,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,30,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,31,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
fundamental_control,32,0.0,0.0,1.0,0.0,2.0000000000000018,2.0000000000000018,0.0,1.9999999999999993,0.0,-1.6750716273439538e-16,-2.1590210148973605e-19,0.0,0.0,0.00018310546875000033,0.0001831054687500007,1.0,1.0000000000000002,1.0,5.7769689164474515e-34,5.7769689164474515e-34,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
even_boson_control_B62,0,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,1,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,2,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,3,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,4,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,5,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,6,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,7,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,8,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,9,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,10,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,11,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,12,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,13,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,14,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,15,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,16,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,17,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,18,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,19,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,20,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,21,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,22,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,23,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,24,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,25,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,26,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,27,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,28,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,29,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,30,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,31,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
even_boson_control_B62,32,0.0,0.0,1.0,0.0,2.000000000000002,2.000000000000002,0.0,2.0000000000000004,0.0,-3.1433270084440305e-16,-2.3754126005145748e-18,0.0,0.0,0.00018310546875000033,0.00466871261596681,1.0,31.031249999999968,1.0,1.3570340822281784e-35,1.3570340822281784e-35,1.0000000000000009,0.9999999999999998,0.12700012700019223,0.12700012700019223,1.0
odd_fermion_candidate_B63,0,0.7619520718308078,0.4765625000000005,0.5234374999999996,0.9531250000000027,1.0468750000000009,2.0000000000000036,0.0,2.0000000000000004,0.0,-3.504857610991111e-16,-2.7184609441525664e-18,0.0,0.0,0.00018310546875000033,0.005208969116210967,1.0,31.999999999999975,1.0,9.642774977870346e-35,9.642774977870346e-35,0.9999999999999996,0.9999999999999998,0.18898223650461451,0.18898223650461451,0.9999999999999999
odd_fermion_candidate_B63,1,0.7619520718308078,0.4765625000000005,0.5234374999999996,0.9531250000000028,1.0468750000000009,2.0000000000000036,0.0,2.0000000000000018,1.3322676295501878e-15,-3.602892757628793e-16,1.9242470979249568e-17,2.404976986806778e-17,6.938893903907228e-18,0.001474887947551914,0.001710475306026643,15.77343750000002,17.22656249999999,0.523437499999999,0.47656250000000266,0.47656250000000067,0.5234375000000028,0.9781228788062459,0.38912725493044914,0.9691243964259567,0.4252764980273184
odd_fermion_candidate_B63,2,0.761952071830808,0.47656250000000067,0.5234374999999993,0.9531250000000029,1.0468750000000007,2.0000000000000036,2.220446049250313e-16,2.0000000000000044,3.9968028886505635e-15,-3.6399042593057636e-16,-1.6481878107584496e-17,1.9282313767410467e-17,6.938893903907228e-18,0.005188228496876952,0.00018445116427301362,31.93188476562497,1.068115234374997,0.0021972656249999024,0.9978027343750027,0.997802734375,0.0021972656249999232,0.1975213925562551,0.9999621269637757,0.9999998561856159,0.1895088555947146
