step,time,relative_time,gram_rank,dominant_eigenvalue,q1,q2,q3,q4,rank_q,theta1_deg,theta2_deg,orth_B0,orth_Bdom
1215,1215,48,10,3.80517221313510312e+00,1.41344640559266077e+00,1.34288749018084452e+00,4.43455960288946793e-01,4.65752994320864991e-02,4,3.77460773224769275e+00,3.65491016239830415e+01,8.88178419700125232e-16,2.50945515758973760e-16
1220,1220,53,10,3.80361004063299779e+00,1.41309275037735871e+00,1.33823750241776152e+00,4.57296826057946415e-01,5.62927955510555827e-02,4,4.56252439040691016e+00,3.77322111784595151e+01,8.88178419700125232e-16,2.46497212076786597e-16
1225,1225,58,10,3.80422824735454945e+00,1.41264541645327157e+00,1.33374526705528695e+00,4.70237772416915001e-01,6.65802326037008702e-02,4,5.39688919880155193e+00,3.88421821265376934e+01,8.88178419700125232e-16,3.85412590546676429e-16
1230,1230,63,10,3.80703916223848715e+00,1.41209893765995020e+00,1.32937311549569248e+00,4.82459448863090057e-01,7.73084100188340395e-02,4,6.26730613611231746e+00,3.98939499601875198e+01,8.88178419700125232e-16,1.39069769687130199e-16
1235,1235,68,10,3.81186063405315689e+00,1.41145169107555901e+00,1.32506969650653184e+00,4.94156148803278239e-01,8.83409517717859555e-02,4,7.16279546284455915e+00,4.09038300002052608e+01,8.88178419700125232e-16,4.00792795920210279e-16
1240,1240,73,10,3.81836926027548706e+00,1.41070636494457968e+00,1.32077431246403276e+00,5.05524693299111316e-01,9.95366862259888796e-02,4,8.07197908046655321e+00,4.18885677369759435e+01,8.88178419700125232e-16,4.07711554148514276e-16
1245,1245,78,10,3.82615967673039536e+00,1.40987016361929207e+00,1.31642181550561843e+00,5.16752942575939178e-01,1.10752524739218414e-01,4,8.98330599110160222e+00,4.28643425771725504e+01,8.88178419700125232e-16,2.49967252234169158e-16
1250,1250,83,10,3.83480882917099697e+00,1.40895464365940515e+00,1.31194768783105964e+00,5.28008773028192269e-01,1.21847495298833181e-01,4,9.88537227416062159e+00,4.38457991595126515e+01,8.88178419700125232e-16,4.60173067240980264e-16
1255,1255,88,10,3.84394224932647965e+00,1.40797502707687894e+00,1.30729282514623524e+00,5.39430690006765357e-01,1.32688820658950185e-01,4,1.07674093758530596e+01,4.48452086988050524e+01,8.88178419700125232e-16,1.44402471545150866e-16
1260,1260,93,10,3.85329318769789086e+00,1.40694881718475173e+00,1.30240752236789925e+00,5.51121262227751929e-01,1.43160838997365952e-01,4,1.16200074837051659e+01,4.58718644503558721e+01,8.88178419700125232e-16,7.09043367876568931e-16
1265,1265,98,10,3.86273830969012177e+00,1.40589359816549586e+00,1.29725417399006182e+00,5.63144393619755323e-01,1.53176991213679170e-01,4,1.24360941869985329e+01,4.69318020180008659e+01,8.88178419700125232e-16,4.44114533571319065e-16
1270,1270,103,10,3.87229072278670516e+00,1.40482407580176938e+00,1.29180814351395212e+00,5.75527341097741285e-01,1.62693933653670908e-01,4,1.32120932237277824e+01,4.80279289266628027e+01,8.88178419700125232e-16,2.55322256951884024e-16
1275,1275,108,10,3.88203676861192859e+00,1.40374873873677708e+00,1.28605608980332842e+00,5.88268419923909547e-01,1.71725008356116177e-01,4,1.39490378795358616e+01,4.91606559175514448e+01,8.88178419700125232e-16,2.35868082470857531e-16
1280,1280,113,10,3.89201818138048283e+00,1.40266696358359688e+00,1.27999095549235364e+00,6.01351106973100236e-01,1.80347967194459724e-01,4,1.46532209315075850e+01,5.03291087864511795e+01,8.88178419700125232e-16,2.80246479432251345e-16
1285,1285,118,10,3.90208345154950997e+00,1.40156781883807935e+00,1.27360330683012424e+00,6.14763870792170541e-01,1.88699891885154764e-01,4,1.53358008975983360e+01,5.15328829374387212e+01,8.88178419700125232e-16,3.25707305027347454e-16
1290,1290,123,10,3.91175797837633388e+00,1.40043191866469385e+00,1.26687034769529094e+00,6.28521695831108174e-01,1.96952890776259076e-01,4,1.60108339906410961e+01,5.27740020537548418e+01,8.88178419700125232e-16,2.30574849332243327e-16
1295,1295,128,10,3.92020518372972537e+00,1.39923695962100236e+00,1.25974684038867801e+00,6.42680245635995351e-01,2.05270384689497820e-01,4,1.66917086454996131e+01,5.40582752082973528e+01,8.88178419700125232e-16,6.72979677924590282e-16
1300,1300,133,10,3.92635124094104304e+00,1.39796579027628343e+00,1.25216514966398762e+00,6.57329778700891820e-01,2.13756050714842161e-01,4,1.73869622994252175e+01,5.53948616870702750e+01,8.88178419700125232e-16,6.51878286162325769e-16
1305,1305,138,10,3.92919200433920590e+00,1.39661372284767049e+00,1.24405164834139192e+00,6.72558916570931808e-01,2.22418769787018772e-01,4,1.80973885368795919e+01,5.67930647608530847e+01,8.88178419700125232e-16,4.45248696014643965e-16
1310,1310,143,10,3.92818255612581035e+00,1.39519114366511676e+00,1.23536052529551865e+00,6.88392600586017811e-01,2.31174550152962066e-01,4,1.88161602856200609e+01,5.82566228504557202e+01,8.88178419700125232e-16,2.42322362592446836e-16
1315,1315,148,10,3.92350033896136363e+00,1.39371968909478983e+00,1.22611459697730640e+00,7.04729022447052600e-01,2.39886281870227619e-01,4,1.95320581627712215e+01,5.97776526977765457e+01,8.88178419700125232e-16,5.77557593086832001e-17
1320,1320,153,10,3.91600201226477296e+00,1.39222402016700264e+00,1.21643399929353691e+00,7.21310145057403651e-01,2.48419559757340008e-01,4,2.02340382892726964e+01,6.13334272745564633e+01,8.88178419700125232e-16,2.10578591643682348e-17
1325,1325,158,10,3.90688800976692141e+00,1.39072342800877369e+00,1.20653662832606101e+00,7.37746138253248307e-01,2.56687254820969490e-01,4,2.09149029461226341e+01,6.28880455397725697e+01,8.88178419700125232e-16,5.00415555238168019e-16
1330,1330,163,10,3.89728286900990595e+00,1.38922678661423116e+00,1.19670829377831756e+00,7.53584275049705155e-01,2.64667594075093271e-01,4,2.15728118539005607e+01,6.43984122080001953e+01,8.88178419700125232e-16,6.82648950785794160e-16
1335,1335,168,10,3.88795704949461474e+00,1.38773218754818584e+00,1.18725490454138383e+00,7.68391691549582978e-01,2.72395623391284314e-01,4,2.22106063979857211e+01,6.58219099556143732e+01,8.88178419700125232e-16,1.17569884199445984e-16
1340,1340,173,10,3.87927434597317022e+00,1.38623070842060447e+00,1.17845414214643118e+00,7.81822124819910091e-01,2.79936462490525395e-01,4,2.28336243781013550e+01,6.71229978939521601e+01,8.88178419700125232e-16,2.32071227307652211e-16
1345,1345,178,10,3.87130066329732303e+00,1.38471268400914904e+00,1.17051995124939201e+00,7.93651714372949901e-01,2.87351322850930679e-01,4,2.34469017066173890e+01,6.82771695415030564e+01,8.88178419700125232e-16,4.23473784572859987e-16
1350,1350,183,10,3.86395676481259986e+00,1.38317440121328827e+00,1.16358550526700699e+00,8.03784033141070053e-01,2.94666889602924587e-01,4,2.40526346873885046e+01,6.92720439657493756e+01,8.88178419700125232e-16,4.61017982426300387e-16
1355,1355,188,10,3.85713113078268455e+00,1.38162322869349596e+00,1.15770372345723449e+00,8.12232779868712229e-01,3.01856346520261554e-01,4,2.46485909417531559e+01,7.01061931723691458e+01,8.88178419700125232e-16,2.23372422462916957e-16
1360,1360,193,10,3.85073129232287359e+00,1.38007980162507504e+00,1.15286045587792696e+00,8.19092649993233501e-01,3.08836107258354309e-01,4,2.52278132208286507e+01,7.07866165163260490e+01,8.88178419700125232e-16,6.47548572143513068e-16
1365,1365,198,10,3.84469635110349950e+00,1.37857687384648409e+00,1.14899401318518191e+00,8.24507584964874418e-01,3.15477103599699327e-01,4,2.57795314980255803e+01,7.13257511177221488e+01,8.88178419700125232e-16,4.33285657029459733e-16
1370,1370,203,10,3.83900329020185804e+00,1.37715551289117455e+00,1.14601529731839369e+00,8.28642829156347016e-01,3.21625081909736321e-01,4,2.62908331425267221e+01,7.17387024411575425e+01,8.88178419700125232e-16,1.57712766242889748e-16
1375,1375,208,10,3.83368320510761107e+00,1.37586006537229832e+00,1.14382466448429354e+00,8.31664076967013388e-01,3.27122424351702412e-01,4,2.67484754520130785e+01,7.20410897710180933e+01,8.88178419700125232e-16,3.98018242867977657e-16
1380,1380,213,10,3.82884089816126494e+00,1.37473347318057426e+00,1.14232387710656069e+00,8.33724270842726600e-01,3.31825070958894797e-01,4,2.71403058505500638e+01,7.22476212014238826e+01,8.88178419700125232e-16,3.16215088076599474e-16
1385,1385,218,10,3.82466056815753808e+00,1.37381403440864580e+00,1.14142321146245629e+00,8.34956916454216658e-01,3.35611380709653906e-01,4,2.74560208684942459e+01,7.23713220869883855e+01,8.88178419700125232e-16,1.51280799586074718e-16
1390,1390,223,10,3.82138692829600357e+00,1.37313384517707049e+00,1.14104458524896701e+00,8.35474269187276186e-01,3.38383574112623431e-01,4,2.76873101903513437e+01,7.24232695933829262e+01,8.88178419700125232e-16,5.55120931405073848e-16
1395,1395,228,10,3.81928619519345780e+00,1.37271838990458717e+00,1.14112161639128606e+00,8.35369054133883404e-01,3.40065026160818462e-01,4,2.78276529116999676e+01,7.24127035294528980e+01,8.88178419700125232e-16,3.25716570719898509e-16
1400,1400,233,10,3.81860161480071403e+00,1.37258644033235355e+00,1.14159727837600755e+00,8.34718907180430403e-01,3.40597216394613433e-01,4,2.78720811348636950e+01,7.23474293065526695e+01,8.88178419700125232e-16,5.13095187199000827e-16
1405,1405,238,10,3.81951717009643854e+00,1.37274963057272648e+00,1.14241967300508174e+00,8.33593000648975346e-01,3.39938894159589167e-01,4,2.78171238051533791e+01,7.22344534600042039e+01,8.88178419700125232e-16,4.44112045426979208e-16
1410,1410,243,10,3.82213454635051786e+00,1.37321155376778137e+00,1.14353655184639469e+00,8.32060186880286934e-01,3.38068082786110002e-01,4,2.76609823709741356e+01,7.20807781697982648e+01,8.88178419700125232e-16,4.47881809684556082e-16
1415,1415,248,10,3.82646004069655365e+00,1.37396665999963341e+00,1.14488952824656032e+00,8.30197547642347988e-01,3.34985995542278925e-01,4,2.74038596023277954e+01,7.18942371327943022e+01,8.88178419700125232e-16,5.71699119211557252e-16
1420,1420,253,10,3.83239485271835933e+00,1.37499943222784959e+00,1.14640927555068739e+00,8.28097683206123314e-01,3.30721274448879443e-01,4,2.70483072743337587e+01,7.16842019582237100e+01,8.88178419700125232e-16,1.15849537933432188e-16
1425,1425,258,10,3.83972447134888917e+00,1.37628425810074151e+00,1.14801321335990414e+00,8.25872666911230069e-01,3.25333122974117928e-01,4,2.65994725063557631e+01,7.14619516905441827e+01,8.88178419700125232e-16,4.90394921061240839e-16
1430,1430,263,10,3.84810855951704056e+00,1.37778620695886844e+00,1.14960705675755692e+00,8.23652605807344007e-01,3.18912476886518081e-01,4,2.60651720797611794e+01,7.12405050162048497e+01,8.88178419700125232e-16,2.24781737297552416e-16
1435,1435,268,10,3.85707933789818247e+00,1.37946271738461101e+00,1.15109102134618468e+00,8.21577422143645597e-01,3.11580826345050743e-01,4,2.54557651609417199e+01,7.10337864823271303e+01,8.88178419700125232e-16,2.93337526281546105e-16
1440,1440,273,10,3.86606138988391290e+00,1.38126610995629462e+00,1.15237046112827879e+00,8.19781873621879154e-01,3.03486298679538358e-01,4,2.47837963115725337e+01,7.08551382485205750e+01,8.88178419700125232e-16,5.13408149422441141e-16
1445,1445,278,10,3.87442560743099929e+00,1.38314683788765080e+00,1.15336948032058761e+00,8.18375733917506620e-01,2.94796242922789609e-01,4,2.40633513014738831e+01,7.07153725116647678e+01,8.88178419700125232e-16,1.66485322041698757e-16
1450,1450,283,10,3.88158105984703772e+00,1.38505731766003226e+00,1.15404497699768349e+00,8.17422896098718876e-01,2.85685538304614073e-01,4,2.33090672835176242e+01,7.06207322405150961e+01,8.88178419700125232e-16,5.15956565938404018e-16
1455,1455,288,10,3.88709082867059452e+00,1.38695591017768605e+00,1.15439806920848276e+00,8.16924168945764029e-01,2.76321014805579912e-01,4,2.25348348561182661e+01,7.05712184167363148e+01,8.88178419700125232e-16,9.79023563647327417e-16
1460,1460,293,10,3.89077905256174272e+00,1.38881025473938124e+00,1.15448024059812293e+00,8.16808039914214246e-01,2.66844667045710748e-01,4,2.17524164675412166e+01,7.05596912550788744e+01,8.88178419700125232e-16,4.96814667499498806e-16
1465,1465,298,10,3.89279031172603407e+00,1.39059903270736895e+00,1.15439284940782438e+00,8.16931545012239524e-01,2.57360312078863174e-01,4,2.09703633827170037e+01,7.05719506051298993e+01,8.88178419700125232e-16,3.21783329613614762e-16
1470,1470,303,10,3.89357778778608576e+00,1.39231160405392673e+00,1.15428047048980598e+00,8.17090322697455740e-01,2.47928209804333832e-01,4,2.01935973941602107e+01,7.05877125427778083e+01,8.88178419700125232e-16,2.30352125520929769e-16
1475,1475,308,10,3.89382613822836188e+00,1.39394565195535902e+00,1.15432014055274301e+00,8.17034279032585187e-01,2.38569736963322898e-01,4,1.94238206925324910e+01,7.05821488858168777e+01,8.88178419700125232e-16,3.16661708734093005e-16
1480,1480,313,10,3.89433924876109971e+00,1.39550351953899510e+00,1.15470923648266788e+00,8.16484279812915270e-01,2.29281327094637583e-01,4,1.86606811847238205e+01,7.05275586172997180e+01,8.88178419700125232e-16,3.14057399843256241e-16
1485,1485,318,10,3.89592733561054461e+00,1.39698801411382156e+00,1.15565414032429037e+00,8.15146310763488313e-01,2.20055648467202658e-01,4,1.79035214669722293e+01,7.03948349568558456e+01,8.88178419700125232e-16,4.58422954979742962e-16
1490,1490,323,10,3.89931381165050039e+00,1.39839818680073158e+00,1.15736020148838081e+00,8.12722193625088019e-01,2.10908774479458022e-01,4,1.71536066184686007e+01,7.01546433977924266e+01,8.88178419700125232e-16,3.40898119525656331e-16
1495,1495,328,10,3.90506210188350078e+00,1.39972530271457951e+00,1.16002109180053070e+00,8.08919691055858037e-01,2.01913538279578308e-01,4,1.64168452904125246e+01,6.97785858989162904e+01,8.88178419700125232e-16,3.33275239657371117e-16
1500,1500,333,10,3.91350664786071567e+00,1.40094914434963269e+00,1.16380255223003393e+00,8.03469737714407772e-01,1.93239475641060504e-01,4,1.57070368485543650e+01,6.92410945908902420e+01,8.88178419700125232e-16,5.75714704588414369e-17
1505,1505,338,10,3.92466424647121670e+00,1.40203495690970037e+00,1.16881187541247367e+00,7.96165058197593201e-01,1.85197137135580780e-01,4,1.50494650997701882e+01,6.85234004294309358e+01,8.88178419700125232e-16,3.26474277417371037e-16
1510,1510,343,10,3.93810329679725024e+00,1.40293157868822571e+00,1.17504189510891410e+00,7.86941258760050166e-01,1.78277832383510554e-01,4,1.44841162440361000e+01,6.76214976616764289e+01,8.88178419700125232e-16,5.42140387143987787e-17
1515,1515,348,10,3.95277020751571850e+00,1.40357129635730504e+00,1.18228323383448064e+00,7.76019558383603369e-01,1.73169327659012495e-01,4,1.40669487582234485e+01,6.65596791597206021e+01,8.88178419700125232e-16,2.50440255721350471e-16
1520,1520,353,10,3.96684244349180792e+00,1.40387139253379378e+00,1.19002505715422235e+00,7.64094472787946954e-01,1.70719399088759521e-01,4,1.38669510419993696e+01,6.54076344230927873e+01,8.88178419700125232e-16,4.44155299952294486e-16
1525,1525,358,10,3.97781426692388562e+00,1.40373672966469387e+00,1.19742176310616011e+00,7.52450078902072383e-01,1.71823146840786228e-01,4,1.39570492064551814e+01,6.42898389124919021e+01,8.88178419700125232e-16,2.58533721363320414e-16
1530,1530,363,10,3.98310660842476150e+00,1.40306554521788329e+00,1.20344685410471697e+00,7.42775652095207795e-01,1.77220415930119557e-01,4,1.43977505146019062e+01,6.33663384407617158e+01,8.88178419700125232e-16,3.27814777644971358e-16
1535,1535,368,10,3.98119126470001428e+00,1.40176970570880122e+00,1.20726157722689509e+00,7.36559219718028180e-01,1.87194263152110463e-01,4,1.52127102417399147e+01,6.27753510865966859e+01,8.88178419700125232e-16,2.33095616422082987e-16
1540,1540,373,10,3.97250115197095166e+00,1.39981885627273761e+00,1.20857746746372441e+00,7.34398056328425919e-01,2.01263930258965301e-01,4,1.63636654937921691e+01,6.25703283086048856e+01,8.88178419700125232e-16,3.29606177599549359e-16
1545,1545,378,10,3.95924163459352485e+00,1.39728242796159585e+00,1.20770825431081108e+00,7.35826591303638922e-01,2.18178405232388350e-01,4,1.77495519775871280e+01,6.27058238995321844e+01,8.88178419700125232e-16,2.24865797261531057e-16
1550,1550,383,10,3.94425074225025352e+00,1.39432196723342328e+00,1.20530184163441345e+00,7.39761766079249927e-01,2.36360427504938186e-01,4,1.92422253818938991e+01,6.30795789978392705e+01,8.88178419700125232e-16,3.14030482455598282e-16
1555,1555,388,10,3.92990863669741142e+00,1.39113414870007102e+00,1.20202074908023548e+00,7.45081283337992839e-01,2.54451921432181150e-01,4,2.07307452200197311e+01,6.35860094913220806e+01,8.88178419700125232e-16,3.60642373120526415e-16
1560,1560,393,10,3.91769985075983129e+00,1.38789218435266215e+00,1.19836748024969109e+00,7.50942995359838661e-01,2.71579241866526044e-01,4,2.21431978322361793e+01,6.41456701126806905e+01,8.88178419700125232e-16,2.31493369535872183e-16
1565,1565,398,10,3.90830002778058994e+00,1.38471744921972029e+00,1.19465571749776700e+00,7.56834008650441148e-01,2.87328358896979885e-01,4,2.34450013335024678e+01,6.47098594061148447e+01,8.88178419700125232e-16,4.65779535172309638e-16
1570,1570,403,10,3.90184565524941673e+00,1.38167850729745934e+00,1.19105033234493440e+00,7.62495315278081787e-01,3.01603220261761784e-01,4,2.46275971196648911e+01,6.52537124385645768e+01,8.88178419700125232e-16,2.48627932028265208e-16
1575,1575,408,10,3.89818247179655364e+00,1.37880262703021250e+00,1.18761889342299587e+00,7.67828993972445861e-01,3.14488975473839139e-01,4,2.56974019706414438e+01,6.57676077931390495e+01,8.88178419700125232e-16,1.11263564656402691e-16
1580,1580,413,10,3.89703568718805204e+00,1.37608922200730488e+00,1.18437208341569100e+00,7.72827773844584232e-01,3.26157098765810616e-01,4,2.66680828664189065e+01,6.62505920341159680e+01,8.88178419700125232e-16,2.29388385734135811e-16
1585,1585,418,10,3.89811006291835271e+00,1.37352095742098146e+00,1.18128972338222082e+00,7.77531085829728630e-01,3.36808817469720689e-01,4,2.75559112254330536e+01,6.67062439293173952e+01,8.88178419700125232e-16,2.27524125516966134e-16
1590,1590,423,10,3.90114050069036544e+00,1.37107166945040149e+00,1.17833530905730632e+00,7.82001214467613504e-01,3.46644597867167947e-01,4,2.83772298968686307e+01,6.71404132484598080e+01,8.88178419700125232e-16,7.11749185751445556e-16
1595,1595,428,10,3.90590819116979171e+00,1.36871134819852003e+00,1.17546247374434198e+00,7.86312897527970400e-01,3.55850032053659171e-01,4,2.91472624715000137e+01,6.75602300525160615e+01,8.88178419700125232e-16,4.13081132555124113e-16
1600,1600,433,10,3.91222899135915458e+00,1.36640861373707168e+00,1.17261606106544614e+00,7.90551436233821514e-01,3.64592238404954250e-01,4,2.98797931521386673e+01,6.79739302108010577e+01,8.88178419700125232e-16,2.22044827369492946e-16
1605,1605,438,10,3.91991470194185077e+00,1.36413122024159850e+00,1.16973032421135303e+00,7.94815053091222135e-01,3.73022806222580161e-01,4,3.05873959696699593e+01,6.83910964901030525e+01,8.88178419700125232e-16,6.33970811611512250e-16
1610,1610,443,10,3.92870732618118979e+00,1.36184545694859227e+00,1.16672748666308812e+00,7.99216473719626119e-01,3.81283295449041049e-01,4,3.12818842603017053e+01,6.88228312749364193e+01,8.88178419700125232e-16,2.22212987338203909e-16
1615,1615,448,10,3.93819529557572423e+00,1.35951572619820049e+00,1.16352088602310211e+00,8.03877570148598841e-01,3.89508652304131231e-01,4,3.19745917194593119e+01,6.92812558793548021e+01,8.88178419700125232e-16,2.23210980842653679e-16
1620,1620,453,10,3.94774203662906320e+00,1.35710555688679224e+00,1.16002678901045053e+00,8.08911520982427246e-01,3.97824719527319293e-01,4,3.26761603461765802e+01,6.97777788281144069e+01,8.88178419700125232e-16,2.22047377074291615e-16
1625,1625,458,10,3.95648361821562000e+00,1.35458034296101548e+00,1.15618592636605189e+00,8.14391861251740790e-01,4.06339875552004126e-01,4,3.33958320434487135e+01,7.03200429814642121e+01,8.88178419700125232e-16,6.34431395557283866e-16
1630,1630,463,10,3.96345420665659987e+00,1.35191044277808636e+00,1.15198912498979600e+00,8.20317655487948105e-01,4.15136308587383429e-01,4,3.41407031743353073e+01,7.09084251388082691e+01,8.88178419700125232e-16,3.22606564497849563e-16
1635,1635,468,10,3.96783742136469453e+00,1.34907248019816706e+00,1.14749412227495129e+00,8.26593757140978602e-01,4.24268126509600607e-01,4,3.49155509206536152e+01,7.15339452316884064e+01,8.88178419700125232e-16,4.02609886073815529e-16
1640,1640,473,10,3.96923225733605811e+00,1.34604827154966067e+00,1.14282014061390047e+00,8.33043892125273966e-01,4.33767277071671342e-01,4,3.57233202677057520e+01,7.21793842281279723e+01,8.88178419700125232e-16,6.38149033994979968e-16
1645,1645,478,10,3.96777098767113845e+00,1.34282355787056717e+00,1.13811816735643623e+00,8.39456393824734137e-01,4.43649515302149300e-01,4,3.65656184944020737e+01,7.28236950615454219e+01,8.88178419700125232e-16,2.59432809419592329e-16
1650,1650,483,10,3.96402307493215300e+00,1.33938918568517007e+00,1.13353107060882818e+00,8.45640178778424123e-01,4.53912556853869942e-01,4,3.74425453490294018e+01,7.34475658567307761e+01,8.88178419700125232e-16,3.46632157422200743e-16
1655,1655,488,10,3.95877700223022888e+00,1.33574472865577154e+00,1.12916348253048260e+00,8.51463346081105410e-01,4.64527738534869672e-01,4,3.83519606327085398e+01,7.40373797541296881e+01,8.88178419700125232e-16,2.27002140354620143e-16
1660,1660,493,10,3.95284208887792277e+00,1.33190203808266916e+00,1.12507187139653375e+00,8.56862465155465491e-01,4.75433445343544314e-01,4,3.92888875145619707e+01,7.45862951883404293e+01,8.88178419700125232e-16,3.19202669459951793e-16
1665,1665,498,10,3.94693707695111451e+00,1.32788633370338305e+00,1.12127146703519287e+00,8.61829621916505473e-01,4.86536622222611237e-01,4,4.02455974330662869e+01,7.50930683959351484e+01,8.88178419700125232e-16,7.94372600871064061e-17
1670,1670,503,10,3.94164800922170500e+00,1.32373425515387155e+00,1.11775037319007642e+00,8.66391426107994578e-01,4.97722434427288030e-01,4,4.12123964249860748e+01,7.55600075937357190e+01,8.88178419700125232e-16,5.24963315548875366e-16
1675,1675,508,10,3.93741400432449851e+00,1.31948985173562594e+00,1.11448311085190954e+00,8.70590257024422831e-01,5.08867891664130267e-01,4,4.21787675686642629e+01,7.59911005029488535e+01,8.88178419700125232e-16,2.51433993803009280e-16
1680,1680,513,10,3.93451612578024479e+00,1.31519999066356696e+00,1.11144042420760436e+00,8.74471373709408417e-01,5.19854772564947831e-01,4,4.31344751386509913e+01,7.63907034129299518e+01,8.88178419700125232e-16,2.48278323656964131e-16
1685,1685,518,10,3.93306464768568631e+00,1.31091033032877236e+00,1.10859532326570553e+00,8.78075400653842708e-01,5.30579028832943944e-01,4,4.40703858687018268e+01,7.67627611187563019e+01,8.88178419700125232e-16,9.20172916523845213e-17
1690,1690,523,10,3.93299012082332489e+00,1.30666237276742203e+00,1.10592632336031049e+00,8.81434607500038103e-01,5.40956045898196458e-01,4,4.49789469434145914e+01,7.71104086162999209e+01,8.88178419700125232e-16,4.47722416519647019e-16
1695,1695,528,10,3.93404636150381393e+00,1.30249161121705104e+00,1.10341862676746549e+00,8.84571836598136430e-01,5.50922501545554444e-01,4,4.58543771733183263e+01,7.74358442000254996e+01,8.88178419700125232e-16,3.38553702607239746e-16
1700,1700,533,10,3.93583309152662686e+00,1.29842659865678867e+00,1.10106356225321100e+00,8.87501567253979218e-01,5.60435873138545149e-01,4,4.66926559140434918e+01,7.77404256635546602e+01,8.88178419700125232e-16,2.78162702638183014e-16
1705,1705,538,10,3.93784322785166330e+00,1.29448882189788028e+00,1.09885645461378179e+00,8.90232830305437872e-01,5.69472290793361036e-01,4,4.74913653410334788e+01,7.80249628539702229e+01,8.88178419700125232e-16,2.56028368002675667e-16
1710,1710,543,10,3.93953347014400102e+00,1.29069338765280195e+00,1.09679332993403778e+00,8.92773426694704497e-01,5.78022991817224385e-01,4,4.82494044334581744e+01,7.82901515677810238e+01,8.88178419700125232e-16,1.45201695307293876e-16
1715,1715,548,10,3.94040705618038123e+00,1.28705052389943764e+00,1.09486730784653696e+00,8.95134391144076336e-01,5.86089540027958877e-01,4,4.89665860852327768e+01,7.85370387799176228e+01,8.88178419700125232e-16,3.33499528855740870e-16
1720,1720,553,10,3.94008865997889579e+00,1.28356770413316545e+00,1.09306586377545711e+00,8.97333281144087280e-01,5.93678321068165427e-01,4,4.96431608599770016e+01,7.87673695337649349e+01,8.88178419700125232e-16,4.59463465866827941e-17
1725,1725,558,10,3.93837040681630901e+00,1.28025194206181792e+00,1.09137002568734176e+00,8.99395056152306527e-01,6.00795276984552040e-01,4,5.02793530199171528e+01,7.89836834512708776e+01,8.88178419700125232e-16,3.34707787286218619e-16
1730,1730,563,10,3.93521835974616252e+00,1.27711171893420050e+00,1.08975590061258987e+00,9.01350141221514911e-01,6.07441896283860583e-01,4,5.08750013936270875e+01,7.91891151353435987e+01,8.88178419700125232e-16,3.00155232958587574e-16
1735,1735,568,10,3.93074532408106236e+00,1.27415820602466501e+00,1.08819799622911484e+00,9.03230380912278363e-01,6.13612961091932307e-01,4,5.14293532097052903e+01,7.93869701443893376e+01,8.88178419700125232e-16,5.55437622379503018e-16
1740,1740,573,10,3.92516770044026719e+00,1.27140577772258467e+00,1.08667312710872466e+00,9.05064370539325869e-01,6.19295848826415418e-01,4,5.19409961207202215e+01,7.95802318770332988e+01,8.88178419700125232e-16,3.15389469247904677e-16
1745,1745,578,10,3.91876481359704121e+00,1.26887202268563271e+00,1.08516362129713539e+00,9.06873704003642644e-01,6.24470808001199473e-01,4,5.24078787737197160e+01,7.97711617843207961e+01,8.88178419700125232e-16,3.48637284011284761e-16
1750,1750,583,10,3.91185113377511318e+00,1.26657745894582718e+00,1.08365901157779954e+00,9.08671088252634540e-01,6.29111707481533888e-01,4,5.28273762369263906e+01,7.99610943431076890e+01,8.88178419700125232e-16,2.34102912211494749e-16
1755,1755,588,10,3.90476234763353158e+00,1.26454504858249339e+00,1.08215605855052410e+00,9.10460468632436015e-01,6.33187034063001253e-01,4,5.31963805988862433e+01,8.01504436957699369e+01,8.88178419700125232e-16,3.68451545743289810e-16
1760,1760,593,10,3.89785058490591485e+00,1.26279952197397782e+00,1.08065746679463959e+00,9.12238696537804539e-01,6.36661108677366139e-01,4,5.35114143146158980e+01,8.03388740525039253e+01,8.88178419700125232e-16,3.37705016300312455e-17
1765,1765,598,10,3.89148310663177499e+00,1.26136649423618952e+00,1.07916987788195384e+00,9.13998016776977895e-01,6.39495556840159685e-01,4,5.37687695720324470e+01,8.05255586085088879e+01,8.88178419700125232e-16,3.63011556748428374e-16
1770,1770,603,10,3.88604055949939742e+00,1.26027133410019099e+00,1.07770171065279352e+00,9.15728684084998745e-01,6.41651123621960640e-01,4,5.39646816853185172e+01,8.07094544171177830e+01,8.88178419700125232e-16,4.44799072374462371e-16
1775,1775,608,10,3.88191329656977491e+00,1.25953765855200195e+00,1.07626131237846012e+00,9.17421161450615030e-01,6.43090107752670503e-01,4,5.40955609841126659e+01,8.08895351129838502e+01,8.88178419700125232e-16,2.32472511132687657e-16
1780,1780,613,10,3.87949582667109727e+00,1.25918512901726620e+00,1.07485580566749972e+00,9.19067460539687464e-01,6.43780095111499029e-01,4,5.41583441737267250e+01,8.10649341564159585e+01,8.88178419700125232e-16,2.99128824095683539e-16
1785,1785,618,10,3.87917956159174970e+00,1.25922589647826566e+00,1.07349102061139856e+00,9.20661191028870451e-01,6.43700350814343847e-01,4,5.41510871984046673e+01,8.12349514233556675e+01,8.88178419700125232e-16,3.36124471076808655e-16
1790,1790,623,10,3.88134244977572118e+00,1.25965859031611815e+00,1.07217299350906314e+00,9.22195788317109022e-01,6.42853199294217470e-01,4,5.40740083087045278e+01,8.13988651252169433e+01,8.88178419700125232e-16,2.54231646181261610e-16
