candidate_step,candidate_label,step,time,relative_time,eps_fro,eps_op,eta4
1365,post_crossing,1520,1520,353,3.45500616451709486e-01,2.93485582790265820e-01,5.96853379842556195e-02
1365,post_crossing,1540,1540,373,4.31738797696092080e-01,3.87755636334711218e-01,9.31991947180335206e-02
1365,post_crossing,1560,1560,393,5.25742405912827171e-01,4.72242335124899715e-01,1.38202538687503929e-01
1365,post_crossing,1580,1580,413,6.05674404974037461e-01,5.33546217098703757e-01,1.83420742420327132e-01
1365,post_crossing,1600,1600,433,6.70018868788995303e-01,5.79805798829942876e-01,2.24462642266642504e-01
1365,post_crossing,1620,1620,453,7.24509757558013945e-01,6.20963125050525089e-01,2.62457194398385996e-01
1365,post_crossing,1640,1640,473,7.79378126311889741e-01,6.69408062731297937e-01,3.03715131886716061e-01
1365,post_crossing,1660,1660,493,8.32518236677713408e-01,7.21213939055209585e-01,3.46543307200484541e-01
1365,post_crossing,1680,1680,513,8.78543457150739227e-01,7.64577858341097816e-01,3.85919303051186491e-01
1365,post_crossing,1700,1700,533,9.21463117011676491e-01,8.01500505106970462e-01,4.24547138006437175e-01
1365,post_crossing,1720,1720,553,9.61658429330277675e-01,8.33031022289629441e-01,4.62393467350988241e-01
1365,post_crossing,1740,1740,573,9.96778865122857405e-01,8.57257199475996323e-01,4.96784052977805646e-01
1365,post_crossing,1760,1760,593,1.02454505267543583e+00,8.73209992964671167e-01,5.24846282480855630e-01
1365,post_crossing,1780,1780,613,1.04329197990747069e+00,8.79899458700030834e-01,5.44229077669625250e-01
1365,post_crossing,1800,1800,633,1.05766094987036086e+00,8.76538709378776204e-01,5.59323342440337101e-01
1365,post_crossing,1820,1820,653,1.09169210142993589e+00,8.67763294948650343e-01,5.95895822162254563e-01
1365,post_crossing,1840,1840,673,1.16730036510027224e+00,8.79113657889753819e-01,6.81295071181614365e-01
1365,post_crossing,1860,1860,693,1.20394826569170199e+00,9.11836896373627304e-01,7.24745713231028432e-01
1365,post_crossing,1880,1880,713,1.20836383378060597e+00,9.28480426056168984e-01,7.30071577394482030e-01
1365,post_crossing,1900,1900,733,1.20657409464523524e+00,9.32893731679696026e-01,7.27910522934484439e-01
1365,post_crossing,1920,1920,753,1.20181660914304955e+00,9.24525521412522089e-01,7.22181581006048900e-01
1365,post_crossing,1940,1940,773,1.19725528053343355e+00,9.06422747505369775e-01,7.16710103382594999e-01
1365,post_crossing,1960,1960,793,1.19824619182920022e+00,8.94267608536405967e-01,7.17896968116590317e-01
1365,post_crossing,1980,1980,813,1.20111038196859821e+00,8.92704021526598890e-01,7.21333074836376098e-01
1365,post_crossing,2000,2000,833,1.20311632877911068e+00,8.97121003168493636e-01,7.23744450287462704e-01
1365,post_crossing,2020,2020,853,1.20050218241467777e+00,9.05178949490363260e-01,7.20602744991202027e-01
1365,post_crossing,2040,2040,873,1.19413124506667945e+00,9.12441176560619405e-01,7.12974715222249089e-01
1365,post_crossing,2060,2060,893,1.18883707425160834e+00,9.15239421243171147e-01,7.06666794557561762e-01
1365,post_crossing,2080,2080,913,1.18531871705570313e+00,9.12422519267437226e-01,7.02490230501288893e-01
1365,post_crossing,2100,2100,933,1.18291617302059482e+00,9.08163710590205842e-01,6.99645336196844991e-01
1365,post_crossing,2120,2120,953,1.18204861815291440e+00,9.08821501750833094e-01,6.98619467838607289e-01
1365,post_crossing,2140,2140,973,1.18391558540257580e+00,9.16431514096433975e-01,7.00828056679561717e-01
1365,post_crossing,2160,2160,993,1.18446938675613112e+00,9.25526401269968435e-01,7.01483864081222541e-01
1365,post_crossing,2180,2180,1013,1.18112363713569990e+00,9.29786268174690123e-01,6.97526523100331919e-01
1365,post_crossing,2200,2200,1033,1.17824923906522350e+00,9.29496048992671131e-01,6.94135634678888946e-01
1365,post_crossing,2220,2220,1053,1.17733295249912051e+00,9.29736623646119309e-01,6.93056440520148032e-01
1365,post_crossing,2240,2240,1073,1.17649791617996557e+00,9.32833777897737915e-01,6.92073673387900934e-01
1365,post_crossing,2260,2260,1093,1.17416479698378007e+00,9.38057506551415288e-01,6.89331485237980601e-01
1365,post_crossing,2280,2280,1113,1.16937475906135591e+00,9.43006572999075976e-01,6.83718663564902185e-01
1365,post_crossing,2300,2300,1133,1.16302745730107637e+00,9.46062585573479109e-01,6.76316433218103419e-01
1365,post_crossing,2320,2320,1153,1.15815016114905034e+00,9.47104834313165056e-01,6.70655897884785523e-01
1365,post_crossing,2340,2340,1173,1.15639912269317380e+00,9.44855559856375815e-01,6.68629465482770691e-01
1365,post_crossing,2360,2360,1193,1.15505220746523696e+00,9.36619954590170667e-01,6.67072800985158310e-01
1365,post_crossing,2380,2380,1213,1.15059845541646677e+00,9.22895987258342987e-01,6.61938402803379455e-01
1365,post_crossing,2400,2400,1233,1.14838728768691833e+00,9.13495131408390226e-01,6.59396681260458140e-01
1365,post_crossing,2420,2420,1253,1.15819292918764227e+00,9.20391537003964255e-01,6.70705430610125330e-01
1365,post_crossing,2440,2440,1273,1.17768524164888144e+00,9.41558881341361675e-01,6.93471264198792015e-01
1365,post_crossing,2460,2460,1293,1.19401054862465417e+00,9.62274914178469110e-01,7.12830595113474352e-01
1365,post_crossing,2480,2480,1313,1.20240044017125469e+00,9.73836558805485364e-01,7.22883409262013443e-01
1365,post_crossing,2500,2500,1333,1.20906843573756251e+00,9.78314585498860856e-01,7.30923241148438319e-01
1365,post_crossing,2520,2520,1353,1.21228650237108471e+00,9.77475238530155721e-01,7.34819281915558897e-01
1365,post_crossing,2540,2540,1373,1.20771160950103007e+00,9.72004677452564692e-01,7.29283665861783947e-01
1365,post_crossing,2560,2560,1393,1.19787193040251649e+00,9.62505985100393424e-01,7.17448580823125348e-01
1365,post_crossing,2580,2580,1413,1.18892071715310488e+00,9.49869515617218108e-01,7.06766235837926526e-01
1365,post_crossing,2600,2600,1433,1.18274840768123357e+00,9.33253798660662159e-01,6.99446897936246592e-01
1365,post_crossing,2620,2620,1453,1.16775106134534323e+00,9.12261047321958340e-01,6.81821270636587928e-01
1365,post_crossing,2640,2640,1473,1.12829370175656063e+00,8.99111115774504865e-01,6.36523338711761144e-01
1365,post_crossing,2660,2660,1493,1.08114801000319560e+00,8.91572499299264298e-01,5.84440509766934846e-01
1365,post_crossing,2680,2680,1513,1.04113209326585832e+00,8.81423194890981976e-01,5.41978017814073842e-01
1365,post_crossing,2700,2700,1533,1.00605047363584665e+00,8.68375195823845036e-01,5.06068777751455534e-01
1365,post_crossing,2720,2720,1553,9.72845983288136318e-01,8.55475441481744703e-01,4.73214653599930202e-01
1365,post_crossing,2740,2740,1573,9.42223438220357035e-01,8.43342072275769183e-01,4.43892503765895619e-01
1365,post_crossing,2760,2760,1593,9.15913193209001442e-01,8.28487795585041265e-01,4.19448488747154680e-01
1365,post_crossing,2780,2780,1613,8.91948757206957765e-01,8.06191436937313322e-01,3.97786292741518110e-01
1365,post_crossing,2800,2800,1633,8.68497687152055997e-01,7.76446782907909361e-01,3.77144116294235165e-01
1365,post_crossing,2820,2820,1653,8.49393900248830214e-01,7.47186583648705938e-01,3.60734998889959801e-01
1365,post_crossing,2840,2840,1673,8.36038384080404318e-01,7.23739119652017648e-01,3.49480089827886753e-01
1365,post_crossing,2860,2860,1693,8.23886616955260997e-01,7.05259051463502873e-01,3.39394578798992430e-01
1365,post_crossing,2880,2880,1713,8.09869738098415559e-01,6.90591963270274833e-01,3.27944496343798186e-01
1365,post_crossing,2900,2900,1733,7.95424964248474087e-01,6.77785042986743802e-01,3.16350436874843211e-01
1365,post_crossing,2920,2920,1753,7.85690214346707494e-01,6.65351089093916603e-01,3.08654556460087548e-01
1365,post_crossing,2940,2940,1773,7.85215766638790114e-01,6.55635211082066127e-01,3.08281900089071415e-01
1365,post_crossing,2960,2960,1793,7.94561163691569927e-01,6.53260445331683259e-01,3.15663721423450838e-01
1365,post_crossing,2980,2980,1813,8.11984554151250260e-01,6.60272646506830929e-01,3.29659458090102386e-01
1365,post_crossing,3000,3000,1833,8.34461183798117290e-01,6.74015325925091391e-01,3.48162733632877475e-01
1365,post_crossing,3020,3020,1853,8.60073791741035598e-01,6.90378612984088980e-01,3.69863463619901189e-01
1365,post_crossing,3040,3040,1873,8.88102919315265193e-01,7.06363738023640053e-01,3.94363397648148317e-01
1365,post_crossing,3060,3060,1893,9.13638026802945258e-01,7.17432835127106761e-01,4.17367222010189554e-01
1365,post_crossing,3080,3080,1913,9.30749998073309048e-01,7.20671013570513774e-01,4.33147779456732274e-01
1365,post_crossing,3100,3100,1933,9.40424540440019774e-01,7.18817084456460420e-01,4.42199158130911096e-01
1365,post_crossing,3120,3120,1953,9.51115938979008591e-01,7.18938923299730193e-01,4.52310764689960509e-01
1365,post_crossing,3140,3140,1973,9.69979322690917467e-01,7.27317948786989077e-01,4.70429943223965363e-01
1365,post_crossing,3160,3160,1993,9.93419811458003732e-01,7.42332547953340360e-01,4.93441460898627948e-01
1365,post_crossing,3267,3267,2100,1.02061457455084637e+00,7.53032872037875611e-01,5.20827054892802455e-01
1365,post_crossing,3467,3467,2300,9.12568296596994566e-01,7.90503330845302665e-01,4.16390447976970224e-01
1365,post_crossing,3667,3667,2500,8.95509247267114783e-01,7.90866960411988340e-01,4.00968405970457353e-01
1365,post_crossing,3867,3867,2700,1.03428118089175491e+00,8.20506441357258143e-01,5.34868780573421354e-01
1365,post_crossing,4067,4067,2900,1.12002709787683963e+00,8.82644275716171767e-01,6.27230349989207792e-01
1365,post_crossing,4267,4267,3100,1.20094744012153809e+00,9.24519437358052976e-01,7.21137376967237564e-01
1365,post_crossing,4467,4467,3300,1.22597972918712728e+00,9.42755671987019483e-01,7.51513148188870717e-01
1365,post_crossing,4667,4667,3500,1.19602185869218736e+00,9.58179571818946751e-01,7.15234143234757203e-01
1365,post_crossing,4867,4867,3700,1.23883918073002808e+00,9.63833532593695641e-01,7.67361257855923351e-01
1365,post_crossing,5067,5067,3900,1.26389119676997908e+00,9.70731464455223958e-01,7.98710478636324717e-01
1365,post_crossing,5267,5267,4100,1.21428679573638032e+00,9.62594373677947868e-01,7.37246211149862773e-01
1365,post_crossing,5467,5467,4300,1.16287087149379209e+00,9.28159818077965770e-01,6.76134331884365669e-01
1365,post_crossing,5667,5667,4500,1.11007727649033106e+00,8.95054782234036672e-01,6.16135779890095381e-01
1365,post_crossing,5867,5867,4700,1.01792219165068332e+00,8.60199127670695840e-01,5.18082794127465385e-01
1365,post_crossing,6067,6067,4900,8.84028061674290155e-01,7.64429989924610975e-01,3.90752806913801431e-01
1365,post_crossing,6167,6167,5000,8.29486378234408961e-01,7.14590538880373716e-01,3.44023825838218555e-01
1365,post_crossing,6267,6267,5100,7.95499715624681469e-01,6.65113743897543630e-01,3.16409898779474619e-01
1365,post_crossing,6467,6467,5300,7.54623860742263175e-01,6.46774720529180613e-01,2.84728585600779349e-01
1365,post_crossing,6667,6667,5500,7.43275533224608709e-01,6.44227226234772132e-01,2.76229259145163164e-01
1365,post_crossing,6867,6867,5700,7.61185016919948665e-01,6.45245485287597287e-01,2.89701314991711145e-01
1365,post_crossing,7067,7067,5900,7.96433628643435032e-01,6.88013344945739624e-01,3.17153262417074422e-01
1365,post_crossing,7267,7267,6100,8.40812402460916597e-01,6.90264032924149840e-01,3.53482748066049013e-01
1365,post_crossing,7467,7467,6300,9.30651737553606306e-01,7.51411433230675607e-01,4.33056328305773064e-01
1365,post_crossing,7667,7667,6500,1.01617498738560386e+00,8.30683361659896646e-01,5.16305802494066324e-01
1365,post_crossing,7867,7867,6700,1.04697246477681438e+00,8.52204490881460330e-01,5.48075671000418763e-01
1365,post_crossing,8067,8067,6900,1.05098152325300354e+00,8.54054615234507208e-01,5.52281081109601724e-01
1365,post_crossing,8267,8267,7100,1.05023785263017722e+00,8.57216913256952928e-01,5.51499773548622785e-01
1365,post_crossing,8467,8467,7300,1.04133599561805723e+00,8.49732413133191700e-01,5.42190327884925383e-01
1365,post_crossing,8667,8667,7500,1.00832506902962860e+00,8.25714126157008010e-01,5.08359722416802717e-01
1365,post_crossing,8867,8867,7700,9.65256096424384369e-01,8.03443625413246210e-01,4.65859665842220105e-01
1365,post_crossing,9067,9067,7900,9.27574820359815311e-01,7.81388654575589592e-01,4.30197523682771699e-01
1365,post_crossing,9267,9267,8100,9.01618894254913150e-01,7.57454861791241441e-01,4.06458315238725998e-01
1365,post_crossing,9467,9467,8300,9.01849760815983004e-01,7.48353326716406975e-01,4.06666495541922746e-01
1365,post_crossing,9667,9667,8500,9.12742670626771169e-01,7.51798533591578666e-01,4.16549591391445373e-01
1365,post_crossing,9867,9867,8700,9.27496408798675676e-01,7.59316787998955522e-01,4.30124794167219937e-01
1365,post_crossing,10067,10067,8900,9.50683627614186788e-01,7.76171816497702394e-01,4.51899679906834773e-01
1365,post_crossing,10267,10267,9100,9.71710794549686341e-01,7.95814346680833284e-01,4.72110934122191239e-01
1365,post_crossing,10467,10467,9300,9.88699014440098667e-01,8.13089036385173825e-01,4.88762870577411301e-01
1365,post_crossing,10667,10667,9500,1.00375819240123021e+00,8.27553296947380557e-01,5.03765254406292606e-01
1365,post_crossing,10867,10867,9700,1.01425657332065011e+00,8.36577668374599126e-01,5.14358198262073740e-01
1365,post_crossing,11067,11067,9900,1.01844745269340442e+00,8.36649074308826735e-01,5.18617606948842180e-01
1365,post_crossing,11567,11567,10400,1.01277941843997321e+00,8.30813183428195878e-01,5.12861075207804995e-01
1365,post_crossing,12367,12367,11200,9.85722460794607680e-01,8.11291891830447698e-01,4.85824384857488523e-01
1365,post_crossing,13167,13167,12000,9.45454918910775266e-01,7.80341697589272854e-01,4.46942501846290086e-01
1365,post_crossing,13967,13967,12800,9.27890357491939599e-01,7.69309670168493831e-01,4.30490257763259609e-01
1365,post_crossing,14767,14767,13600,9.25669436178161442e-01,7.69524609105817659e-01,4.28431952537197736e-01
1365,post_crossing,15567,15567,14400,9.27370346717875660e-01,7.71840039911270481e-01,4.30007879985816355e-01
1365,post_crossing,16367,16367,15200,9.32681560963806611e-01,7.74363769157960236e-01,4.34947447080941352e-01
1365,post_crossing,17167,17167,16000,9.37688694297963421e-01,7.77175164546914377e-01,4.39630043707109619e-01
1365,post_crossing,17967,17967,16800,9.41869620015237996e-01,7.79631518461072148e-01,4.43559190553824534e-01
1365,post_crossing,18767,18767,17600,9.44907174411616091e-01,7.81690827512743103e-01,4.46424784127272267e-01
1365,post_crossing,19567,19567,18400,9.46927422460803414e-01,7.83215319278847688e-01,4.48335771704130304e-01
1365,post_crossing,20367,20367,19200,9.48228109577231248e-01,7.84294822063030028e-01,4.49568273896204962e-01
1365,post_crossing,21167,21167,20000,9.49047270760006501e-01,7.85049449922226916e-01,4.50345361068508643e-01
1365,post_crossing,21967,21967,20800,9.49540979959070941e-01,7.85536796337276910e-01,4.50814036310816291e-01
1365,post_crossing,22767,22767,21600,9.49822049015676684e-01,7.85811093265729177e-01,4.51080962398169361e-01
1365,post_crossing,23567,23567,22400,9.49978695558903796e-01,7.85956992855978753e-01,4.51229761007898078e-01
1365,post_crossing,24367,24367,23200,9.50070179586236629e-01,7.86052075881326084e-01,4.51316673069512064e-01
1365,post_crossing,25167,25167,24000,9.50125161052319145e-01,7.86128092855583605e-01,4.51368910832347814e-01
1365,post_crossing,25967,25967,24800,9.50153345800570315e-01,7.86180269450211133e-01,4.51395690268009186e-01
1365,post_crossing,26167,26167,25000,9.50154266818368121e-01,7.86183548190486969e-01,4.51396565376575243e-01
1365,post_crossing,26767,26767,25600,9.50160667288823535e-01,7.86202906778724842e-01,4.51402646831371324e-01
1365,post_crossing,27567,27567,26400,9.50155937671215201e-01,7.86207035345119820e-01,4.51398152945932996e-01
1365,post_crossing,28367,28367,27200,9.50147754244645149e-01,7.86209283462092290e-01,4.51390377448071201e-01
1365,post_crossing,29167,29167,28000,9.50139828383204876e-01,7.86215848387312066e-01,4.51382846740032873e-01
1365,post_crossing,29967,29967,28800,9.50131234445614425e-01,7.86221906023555461e-01,4.51374681334573424e-01
1365,post_crossing,30767,30767,29600,9.50120433744767068e-01,7.86222360400720688e-01,4.51364419309672027e-01
1365,post_crossing,31567,31567,30400,9.50108056669182743e-01,7.86218569794005395e-01,4.51352659673845580e-01
1365,post_crossing,32367,32367,31200,9.50096098138940581e-01,7.86215234436031141e-01,4.51341297849419620e-01
1365,post_crossing,33167,33167,32000,9.50085647093403596e-01,7.86214426062816440e-01,4.51331368406445610e-01
1365,post_crossing,33967,33967,32800,9.50076154879071599e-01,7.86214434600746026e-01,4.51322350034900732e-01
1365,post_crossing,34767,34767,33600,9.50066629164554310e-01,7.86213104218586922e-01,4.51313299926049183e-01
1365,post_crossing,35567,35567,34400,9.50056898757065005e-01,7.86210461291468210e-01,4.51304055437946161e-01
1365,post_crossing,36367,36367,35200,9.50047558395524350e-01,7.86207986826665817e-01,4.51295181606648499e-01
1365,post_crossing,37167,37167,36000,9.50039068339921244e-01,7.86206505063105077e-01,4.51287115686092866e-01
1365,post_crossing,37967,37967,36800,9.50031270569118513e-01,7.86205512620431590e-01,4.51279707529586738e-01
1365,post_crossing,38767,38767,37600,9.50023735631108646e-01,7.86204203017096370e-01,4.51272549131243428e-01
1365,post_crossing,39567,39567,38400,9.50016302551287994e-01,7.86202471310575635e-01,4.51265487556610279e-01
1365,post_crossing,40367,40367,39200,9.50009152042561311e-01,7.86200791663046572e-01,4.51258694482313094e-01
1365,post_crossing,41167,41167,40000,9.50002476001871266e-01,7.86199491490412461e-01,4.51252352204842888e-01
1365,post_crossing,41967,41967,40800,9.49996238422436412e-01,7.86198436757344910e-01,4.51246426508389420e-01
1365,post_crossing,42767,42767,41600,9.49990267311148662e-01,7.86197337864698476e-01,4.51240753992953936e-01
1365,post_crossing,43567,43567,42400,9.49984471372078199e-01,7.86196123273800285e-01,4.51235247924043570e-01
1365,post_crossing,44367,44367,43200,9.49978899144313993e-01,7.86194941905511868e-01,4.51229954409721246e-01
1365,post_crossing,45167,45167,44000,9.49973623590520955e-01,7.86193919102908922e-01,4.51224942758852277e-01
1365,post_crossing,45967,45967,44800,9.49968636878962269e-01,7.86193022643808970e-01,4.51220205526836726e-01
1365,post_crossing,46767,46767,45600,9.49963870450915238e-01,7.86192150371545773e-01,4.51215677581041530e-01
1365,post_crossing,47567,47567,46400,9.49959277936439195e-01,7.86191265685784679e-01,4.51211314868760371e-01
1365,post_crossing,48367,48367,47200,9.49954867438879025e-01,7.86190413386929188e-01,4.51207125085409000e-01
1365,post_crossing,49167,49167,48000,9.49950662921758116e-01,7.86189639334554990e-01,4.51203130992743728e-01
1365,post_crossing,49967,49967,48800,9.49946660886493266e-01,7.86188936639125702e-01,4.51199329264699023e-01
1365,post_crossing,50767,50767,49600,9.49942832645895296e-01,7.86188269311669963e-01,4.51195692647653634e-01
1365,post_crossing,51167,51167,50000,9.49940956102916734e-01,7.86187914674664534e-01,4.51193910040861901e-01
6167,meta_early,0,0,-1167,1.55120980252581434e-15,1.32737640831435802e-15,1.20312592572608754e-30
6167,meta_early,20,20,-1147,7.50204259413045149e-15,7.44364319033800305e-15,2.81403215420737706e-29
6167,meta_early,40,40,-1127,6.44530722471869977e-14,6.44476123544869351e-14,2.07709926105055295e-27
6167,meta_early,60,60,-1107,1.83508537422766308e-13,1.83504935924495152e-13,1.68376916535214037e-26
6167,meta_early,80,80,-1087,3.94056005202706703e-13,3.94050871483853703e-13,7.76400676181577885e-26
6167,meta_early,100,100,-1067,7.48610365942954906e-13,7.48606646720710279e-13,2.80208739998622460e-25
6167,meta_early,120,120,-1047,1.33546526634628186e-12,1.33546073291885593e-12,8.91733738808672503e-25
