t,H,Q2_re,Q2_im,generator_norm
0,np.float64(221.1859903612903),np.float64(-28.571119334193646),np.float64(-9.082020925409524e-15),np.float64(13.344122661193579)
1,np.float64(221.18599036129012),np.float64(-28.57111933419363),np.float64(-2.220446049250313e-15),np.float64(12.133564189953924)
2,np.float64(221.18599036128995),np.float64(-28.571119334193842),np.float64(2.9531932455029164e-14),np.float64(12.362973975879783)
3,np.float64(221.18599036128958),np.float64(-28.571119334194),np.float64(-8.43769498715119e-15),np.float64(13.433389917530826)
4,np.float64(221.18599036128956),np.float64(-28.571119334193998),np.float64(-9.725553695716371e-14),np.float64(14.591327758065749)
5,np.float64(221.1859903612894),np.float64(-28.571119334193938),np.float64(-1.0347278589506459e-13),np.float64(14.608586213514162)
6,np.float64(221.1859903612896),np.float64(-28.571119334193824),np.float64(-5.3512749786932545e-14),np.float64(14.591816615113384)
7,np.float64(221.18599036128967),np.float64(-28.57111933419381),np.float64(-4.6629367034256575e-14),np.float64(14.724639883060224)
8,np.float64(221.1859903612895),np.float64(-28.571119334193792),np.float64(1.3322676295501878e-15),np.float64(14.766561984985184)
9,np.float64(221.18599036128964),np.float64(-28.571119334193753),np.float64(-5.551115123125783e-14),np.float64(14.780920668686905)
10,np.float64(221.1859903612903),np.float64(-28.57111933419386),np.float64(-3.9968028886505635e-14),np.float64(14.753895278727558)
11,np.float64(221.18599036129),np.float64(-28.571119334193916),np.float64(-1.2878587085651816e-13),np.float64(14.651903278379487)
12,np.float64(221.18599036129018),np.float64(-28.571119334193952),np.float64(-1.3100631690576847e-13),np.float64(14.629925177369477)
13,np.float64(221.18599036129007),np.float64(-28.57111933419391),np.float64(-1.2212453270876722e-13),np.float64(14.791452036273549)
14,np.float64(221.18599036128944),np.float64(-28.571119334193753),np.float64(-1.6475709685437323e-13),np.float64(14.875531717831286)
15,np.float64(221.1859903612897),np.float64(-28.57111933419376),np.float64(-1.6076029396572267e-13),np.float64(14.835610555576727)
