series,experiment,kind,case_index,case,legacy_valid,N_A,N_B,A_A,A_B,q_A0,q_B0,m_A,m_B,q_target_A,q_target_B,full_p_read,full_p_error_A,full_p_error_B,full_P_m_A,full_P_m_B,full_copy_distance_A,full_copy_distance_B,full_reproduces_legacy,significant_difference
20260710,elastic_collision_simulation,copy_reflection,0,elastic_collision_simulation,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,fermionic_interference_reflection,fermionic_ab_c_replacement,0,ab_c_replacement_pi,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0000000000000002,1.0000000000000002,-9.99200722162637e-16,0.9999999999999992,1.000000000000001,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_multi_collision,copy_reflection,0,elastic_collision_multi_collision,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_control_maps,control_maps,0,reflection,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_control_maps,control_maps,1,label_exchange_reflection,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,0,0,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,1,1,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,2,2,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,3,3,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,4,4,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,5,5,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,6,6,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,7,7,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,8,8,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,9,9,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,10,10,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,11,11,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,12,12,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,13,13,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,14,14,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,15,15,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,16,16,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,17,17,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,18,18,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,19,19,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,20,20,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,21,21,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,22,22,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,23,23,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,24,24,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,25,25,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,26,26,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,27,27,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,28,28,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,29,29,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,30,30,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,31,31,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,32,32,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,33,33,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,34,34,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,35,35,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,36,36,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
