series,experiment,kind,case_index,case,legacy_valid,N_A,N_B,A_A,A_B,q_A0,q_B0,m_A,m_B,q_target_A,q_target_B,full_p_read,full_p_error_A,full_p_error_B,full_P_m_A,full_P_m_B,full_copy_distance_A,full_copy_distance_B,full_reproduces_legacy,significant_difference
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,37,37,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,38,38,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,39,39,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,40,40,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,41,41,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,42,42,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,43,43,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,44,44,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,45,45,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,46,46,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,47,47,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,48,48,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,49,49,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,50,50,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,51,51,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,52,52,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,53,53,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,54,54,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,55,55,False,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,56,56,False,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,57,57,False,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,58,58,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,59,59,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,0,0,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,1,1,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,2,2,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,3,3,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,4,4,True,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,5,5,False,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,6,6,False,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,7,7,False,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,8,8,False,99,99,1.0,1.0,1.0,-1.0,1,2,-1.0,1.0,-9.99200722162637e-16,0.999999999999999,1.0000000000000009,0.5000000000000002,0.4999999999999998,1.0197058399362045,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,9,9,True,99,99,1.0,1.0,1.0,-1.0,1,3,-1.0,1.0,1.1102230246251526e-16,1.0,0.9999999999999999,0.5,0.5000000000000001,1.0197058399362047,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,10,10,True,99,99,1.0,1.0,1.0,-1.0,1,3,-1.0,1.0,1.1102230246251526e-16,1.0,0.9999999999999999,0.5,0.5000000000000001,1.0197058399362047,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,11,11,True,99,99,1.0,1.0,1.0,-1.0,1,3,-1.0,1.0,1.1102230246251526e-16,1.0,0.9999999999999999,0.5,0.5000000000000001,1.0197058399362047,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,12,12,True,99,99,1.0,1.0,1.0,-1.0,1,3,-1.0,1.0,1.1102230246251526e-16,1.0,0.9999999999999999,0.5,0.5000000000000001,1.0197058399362047,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,13,13,True,99,99,1.0,1.0,1.0,-1.0,1,3,-1.0,1.0,1.1102230246251526e-16,1.0,0.9999999999999999,0.5,0.5000000000000001,1.0197058399362047,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,14,14,False,99,99,1.0,1.0,1.0,-1.0,1,3,-1.0,1.0,1.1102230246251526e-16,1.0,0.9999999999999999,0.5,0.5000000000000001,1.0197058399362047,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,15,15,False,99,99,1.0,1.0,1.0,-1.0,1,3,-1.0,1.0,1.1102230246251526e-16,1.0,0.9999999999999999,0.5,0.5000000000000001,1.0197058399362047,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,16,16,False,99,99,1.0,1.0,1.0,-1.0,1,3,-1.0,1.0,1.1102230246251526e-16,1.0,0.9999999999999999,0.5,0.5000000000000001,1.0197058399362047,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,17,17,False,99,99,1.0,1.0,1.0,-1.0,1,3,-1.0,1.0,1.1102230246251526e-16,1.0,0.9999999999999999,0.5,0.5000000000000001,1.0197058399362047,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,18,18,True,99,99,1.0,1.0,1.0,-1.0,2,5,-1.0,1.0,7.771561172376064e-16,1.0000000000000007,0.9999999999999992,0.49999999999999983,0.5000000000000002,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,19,19,True,99,99,1.0,1.0,1.0,-1.0,2,5,-1.0,1.0,7.771561172376064e-16,1.0000000000000007,0.9999999999999992,0.49999999999999983,0.5000000000000002,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,20,20,True,99,99,1.0,1.0,1.0,-1.0,2,5,-1.0,1.0,7.771561172376064e-16,1.0000000000000007,0.9999999999999992,0.49999999999999983,0.5000000000000002,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,21,21,True,99,99,1.0,1.0,1.0,-1.0,2,5,-1.0,1.0,7.771561172376064e-16,1.0000000000000007,0.9999999999999992,0.49999999999999983,0.5000000000000002,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,22,22,True,99,99,1.0,1.0,1.0,-1.0,2,5,-1.0,1.0,7.771561172376064e-16,1.0000000000000007,0.9999999999999992,0.49999999999999983,0.5000000000000002,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,23,23,False,99,99,1.0,1.0,1.0,-1.0,2,5,-1.0,1.0,7.771561172376064e-16,1.0000000000000007,0.9999999999999992,0.49999999999999983,0.5000000000000002,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,24,24,False,99,99,1.0,1.0,1.0,-1.0,2,5,-1.0,1.0,7.771561172376064e-16,1.0000000000000007,0.9999999999999992,0.49999999999999983,0.5000000000000002,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,25,25,False,99,99,1.0,1.0,1.0,-1.0,2,5,-1.0,1.0,7.771561172376064e-16,1.0000000000000007,0.9999999999999992,0.49999999999999983,0.5000000000000002,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,26,26,False,99,99,1.0,1.0,1.0,-1.0,2,5,-1.0,1.0,7.771561172376064e-16,1.0000000000000007,0.9999999999999992,0.49999999999999983,0.5000000000000002,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,27,27,True,99,99,1.0,1.0,1.0,-1.0,8,9,-1.0,1.0,-2.220446049250305e-16,0.9999999999999998,1.0000000000000002,0.0,0.0,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,28,28,True,99,99,1.0,1.0,1.0,-1.0,8,9,-1.0,1.0,-2.220446049250305e-16,0.9999999999999998,1.0000000000000002,0.0,0.0,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,29,29,True,99,99,1.0,1.0,1.0,-1.0,8,9,-1.0,1.0,-2.220446049250305e-16,0.9999999999999998,1.0000000000000002,0.0,0.0,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,30,30,True,99,99,1.0,1.0,1.0,-1.0,8,9,-1.0,1.0,-2.220446049250305e-16,0.9999999999999998,1.0000000000000002,0.0,0.0,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,31,31,True,99,99,1.0,1.0,1.0,-1.0,8,9,-1.0,1.0,-2.220446049250305e-16,0.9999999999999998,1.0000000000000002,0.0,0.0,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,32,32,False,99,99,1.0,1.0,1.0,-1.0,8,9,-1.0,1.0,-2.220446049250305e-16,0.9999999999999998,1.0000000000000002,0.0,0.0,1.0197058399362042,1.0197058399362045,False,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,33,33,False,99,99,1.0,1.0,1.0,-1.0,8,9,-1.0,1.0,-2.220446049250305e-16,0.9999999999999998,1.0000000000000002,0.0,0.0,1.0197058399362042,1.0197058399362045,False,True
