t,H,Q2_re,Q2_im,generator_norm
0,np.float64(79.48537775761741),np.float64(30.168887672686328),np.float64(18.74673772829301),np.float64(8.373575488943613)
1,np.float64(79.48537775761736),np.float64(30.168887672686246),np.float64(18.746737728293187),np.float64(7.729848188185324)
2,np.float64(79.48537775761747),np.float64(30.16888767268633),np.float64(18.746737728293244),np.float64(7.775298766736179)
3,np.float64(79.48537775761739),np.float64(30.168887672686218),np.float64(18.746737728293304),np.float64(7.82148011918236)
4,np.float64(79.48537775761729),np.float64(30.168887672686182),np.float64(18.746737728293287),np.float64(8.162148281412637)
5,np.float64(79.48537775761744),np.float64(30.168887672686342),np.float64(18.7467377282931),np.float64(8.349226234458678)
6,np.float64(79.48537775761743),np.float64(30.16888767268636),np.float64(18.74673772829312),np.float64(8.10189153623779)
7,np.float64(79.48537775761714),np.float64(30.16888767268629),np.float64(18.746737728293162),np.float64(8.540525364446772)
8,np.float64(79.48537775761712),np.float64(30.16888767268627),np.float64(18.74673772829318),np.float64(8.443230630736343)
9,np.float64(79.48537775761712),np.float64(30.168887672686317),np.float64(18.746737728293052),np.float64(8.242918835878779)
10,np.float64(79.48537775761702),np.float64(30.16888767268626),np.float64(18.74673772829316),np.float64(8.358015514436008)
11,np.float64(79.48537775761702),np.float64(30.168887672686285),np.float64(18.746737728293233),np.float64(8.22585913706921)
12,np.float64(79.48537775761683),np.float64(30.168887672686182),np.float64(18.746737728293244),np.float64(8.602262084244032)
13,np.float64(79.48537775761675),np.float64(30.168887672686235),np.float64(18.74673772829312),np.float64(8.40048851885626)
14,np.float64(79.48537775761662),np.float64(30.168887672686207),np.float64(18.74673772829315),np.float64(8.534339145714855)
15,np.float64(79.48537775761665),np.float64(30.168887672686203),np.float64(18.74673772829321),np.float64(8.34615173581667)
16,np.float64(79.48537775761638),np.float64(30.168887672686175),np.float64(18.74673772829318),np.float64(8.594958332204996)
17,np.float64(79.48537775761648),np.float64(30.168887672686218),np.float64(18.746737728293297),np.float64(8.431417668435971)
18,np.float64(79.4853777576164),np.float64(30.168887672686186),np.float64(18.74673772829335),np.float64(8.46264779022259)
19,np.float64(79.48537775761633),np.float64(30.16888767268616),np.float64(18.746737728293354),np.float64(8.669006160674344)
20,np.float64(79.48537775761639),np.float64(30.168887672686214),np.float64(18.746737728293276),np.float64(8.410763587018902)
21,np.float64(79.48537775761635),np.float64(30.168887672686214),np.float64(18.746737728293194),np.float64(8.721458670511005)
22,np.float64(79.48537775761623),np.float64(30.16888767268618),np.float64(18.746737728293184),np.float64(8.428579774247138)
23,np.float64(79.48537775761635),np.float64(30.1688876726862),np.float64(18.746737728293226),np.float64(8.677697763892102)
24,np.float64(79.48537775761632),np.float64(30.1688876726863),np.float64(18.74673772829311),np.float64(8.362859695602811)
25,np.float64(79.48537775761598),np.float64(30.168887672686104),np.float64(18.74673772829316),np.float64(8.635153523847237)
26,np.float64(79.48537775761585),np.float64(30.16888767268609),np.float64(18.746737728293116),np.float64(8.34182259563597)
27,np.float64(79.48537775761591),np.float64(30.16888767268612),np.float64(18.746737728293116),np.float64(8.506479830103578)
28,np.float64(79.4853777576158),np.float64(30.168887672686083),np.float64(18.7467377282931),np.float64(8.519735671855752)
29,np.float64(79.48537775761582),np.float64(30.168887672686093),np.float64(18.74673772829303),np.float64(8.633814920053783)
30,np.float64(79.48537775761574),np.float64(30.168887672686015),np.float64(18.746737728293077),np.float64(8.498014813726599)
31,np.float64(79.48537775761591),np.float64(30.168887672686008),np.float64(18.74673772829328),np.float64(8.444888465236465)
32,np.float64(79.48537775761575),np.float64(30.168887672686),np.float64(18.74673772829321),np.float64(8.723256086781669)
33,np.float64(79.48537775761574),np.float64(30.168887672685994),np.float64(18.746737728293265),np.float64(8.578562631435647)
34,np.float64(79.48537775761545),np.float64(30.168887672685887),np.float64(18.74673772829322),np.float64(8.489925589310351)
35,np.float64(79.48537775761544),np.float64(30.168887672685916),np.float64(18.746737728293123),np.float64(8.510364223658733)
36,np.float64(79.48537775761538),np.float64(30.16888767268586),np.float64(18.746737728293112),np.float64(8.640897823662055)
37,np.float64(79.48537775761554),np.float64(30.168887672685923),np.float64(18.746737728293088),np.float64(8.532096540591324)
38,np.float64(79.48537775761538),np.float64(30.168887672685866),np.float64(18.746737728293052),np.float64(8.570790017145457)
39,np.float64(79.48537775761534),np.float64(30.168887672685806),np.float64(18.746737728293134),np.float64(8.526436053510704)
40,np.float64(79.48537775761528),np.float64(30.168887672685702),np.float64(18.746737728293198),np.float64(8.48928472103686)
41,np.float64(79.48537775761514),np.float64(30.168887672685752),np.float64(18.746737728293077),np.float64(8.491887773228274)
42,np.float64(79.48537775761504),np.float64(30.168887672685685),np.float64(18.746737728292974),np.float64(8.510849233377863)
43,np.float64(79.485377757615),np.float64(30.16888767268572),np.float64(18.746737728292903),np.float64(8.426985220009444)
44,np.float64(79.485377757615),np.float64(30.168887672685734),np.float64(18.74673772829284),np.float64(8.273983786297402)
45,np.float64(79.48537775761498),np.float64(30.168887672685784),np.float64(18.746737728292775),np.float64(8.442233988467722)
46,np.float64(79.48537775761535),np.float64(30.168887672685926),np.float64(18.746737728292832),np.float64(8.206974948109746)
47,np.float64(79.48537775761542),np.float64(30.168887672685905),np.float64(18.746737728292878),np.float64(8.432038601224853)
48,np.float64(79.48537775761554),np.float64(30.16888767268589),np.float64(18.74673772829298),np.float64(8.555146614683231)
49,np.float64(79.4853777576156),np.float64(30.168887672685912),np.float64(18.74673772829298),np.float64(8.558127957345281)
50,np.float64(79.48537775761537),np.float64(30.16888767268592),np.float64(18.74673772829302),np.float64(8.647153234067783)
51,np.float64(79.48537775761542),np.float64(30.16888767268585),np.float64(18.746737728293127),np.float64(8.574492516764852)
52,np.float64(79.48537775761558),np.float64(30.168887672685855),np.float64(18.746737728293215),np.float64(8.550230084200264)
53,np.float64(79.48537775761562),np.float64(30.168887672685884),np.float64(18.74673772829321),np.float64(8.493872851468279)
54,np.float64(79.48537775761595),np.float64(30.16888767268597),np.float64(18.746737728293223),np.float64(8.729356514782875)
55,np.float64(79.48537775761625),np.float64(30.16888767268599),np.float64(18.746737728293315),np.float64(8.530997131391036)
56,np.float64(79.48537775761604),np.float64(30.168887672685933),np.float64(18.746737728293272),np.float64(8.392052667774877)
57,np.float64(79.48537775761596),np.float64(30.16888767268597),np.float64(18.7467377282931),np.float64(8.536836463613202)
58,np.float64(79.48537775761599),np.float64(30.168887672685933),np.float64(18.746737728293063),np.float64(8.636646437765787)
59,np.float64(79.48537775761577),np.float64(30.16888767268597),np.float64(18.746737728292974),np.float64(8.472720707670709)
60,np.float64(79.48537775761554),np.float64(30.168887672685877),np.float64(18.746737728292988),np.float64(8.34367483256083)
61,np.float64(79.48537775761567),np.float64(30.168887672685987),np.float64(18.7467377282929),np.float64(8.507797845035197)
62,np.float64(79.48537775761564),np.float64(30.168887672686033),np.float64(18.746737728292853),np.float64(8.372772499483366)
63,np.float64(79.48537775761565),np.float64(30.16888767268612),np.float64(18.746737728292725),np.float64(8.353897756475646)
64,np.float64(79.48537775761548),np.float64(30.168887672686033),np.float64(18.746737728292665),np.float64(8.62484506654754)
