step,H_perp,H_total,H_perp_over_H_total,pred_(r_tau)^2
0,2.1673505918361095414e-102,0.8596491228071074333505626,2.5212037496866393054e-102,0.0
1,4.8419539181156111742e-32,0.8596491228071074333505626,5.6324770067869587306e-32,5.63247760937e-32
2,1.936781674291624797e-31,0.8596491228071074333505626,2.2529909272369606077e-31,2.25299104375e-31
3,4.357759008008868814e-31,0.8596491228071074333505626,5.0692298664587663098e-31,5.06922984843e-31
4,7.7471275535327806555e-31,0.8596491228071074333505626,9.0119647051290269949e-31,9.01196417499e-31
5,1.2104887471433657521e-30,0.8596491228071074333505626,1.4081195630033598589e-30,1.40811940234e-30
