step,H_perp,H_total,H_perp_over_H_total,pred_(r_tau)^2
0,7.4700926453951615112e-101,3.647073989296074439164013,2.048242691900246284e-101,0.0
1,1.26788784809541709e-34,3.647073989296074439164013,3.4764522239378352951e-35,3.47645459005e-35
2,5.0715515747690668094e-34,3.647073989296074439164013,1.3905809395843741238e-34,1.39058183602e-34
3,1.1410991453603067346e-33,3.647073989296074439164013,3.1288072265859116084e-34,3.12880913104e-34
4,2.028620775818089757e-33,3.647073989296074439164013,5.5623241584129088982e-34,5.56232734408e-34
5,3.1697200762087397035e-33,3.647073989296074439164013,8.6911318100802519964e-34,8.69113647512e-34
